@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,15'

@attribute A2 numeric
@attribute A3 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
2958,175,0,0
2783,1,0,0
4283,125,0,0
4775,8,1,1
2258,15,0,0
2108,4125,0,0
2558,335,0,0
2983,35,0,0
2217,585,0,0
1733,95,0,0
2042,835,1,1
2767,1375,1,1
3825,10125,0,0
5708,195,1,1
2458,135,0,0
1958,585,0,0
6867,15,1,1
4742,8,1,1
3308,1625,0,0
3525,3165,1,0
2625,154,0,0
2925,1479,1,1
1708,25,0,0
2533,2085,1,0
2475,3,1,1
2417,875,1,1
3517,25,1,1
4083,10,1,1
485,425,1,1
2508,254,1,1
2858,3625,0,0
2325,1,1,1
2008,125,0,1
3283,25,1,1
3233,75,1,0
1817,246,0,0
245,1275,1,1
3817,10125,1,1
2325,4,1,1
2358,835,0,0
2725,625,1,0
3992,621,1,1
30,529,1,1
4483,7,0,0
1625,0,0,0
2292,125,0,0
2458,67,1,0
2317,11125,1,1
42,205,1,1
2592,875,0,0
6517,14,1,1
3225,14,0,0
25,1233,1,1
5183,204,0,0
1808,375,0,1
175,22,0,1
4767,25,1,1
2917,35,1,0
2667,425,1,1
1792,54,0,0
2767,204,0,0
1858,1029,0,0
2675,2,0,0
2633,13,0,0
5433,675,1,1
20,0,0,0
2492,125,1,0
2575,5,1,1
3525,165,1,0
