@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2,5,8-9,15'

@attribute A2 numeric
@attribute A5 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute Class {0,1}

@data
2042,14,0,0,0
5233,8,1,0,0
25,6,1,0,1
6333,8,1,1,0
295,10,0,0,0
3733,3,0,0,0
425,9,1,0,1
4083,3,0,0,0
2942,9,0,0,0
3217,9,1,1,1
3517,1,0,1,0
2342,8,0,0,0
2775,4,0,0,0
2867,2,0,0,0
3892,6,0,0,0
3867,4,1,0,1
25,14,1,0,1
3833,8,0,0,0
6408,14,1,1,1
18,11,0,0,1
625,8,1,0,0
235,11,1,1,1
5683,1,0,0,0
4117,13,1,1,1
1875,11,1,1,1
2283,11,1,1,1
4833,7,1,0,1
8025,8,1,0,0
1692,3,0,1,0
245,6,0,0,0
6542,10,1,1,1
3675,1,0,0,0
3275,2,0,0,0
2067,11,1,1,0
21,9,1,1,1
1883,9,1,1,1
4117,11,1,1,1
2517,8,1,1,1
2558,8,0,0,1
1883,11,0,0,0
565,5,1,1,1
3058,11,0,1,0
2783,9,1,1,1
1608,8,1,1,1
3008,3,1,1,0
2358,4,0,0,0
2125,3,1,1,1
2183,14,1,1,1
3267,9,1,0,1
2358,1,0,0,0
33,9,0,0,0
2292,7,0,0,0
2333,8,1,0,1
4767,8,1,1,1
3475,13,0,0,0
5658,2,1,1,1
3425,9,1,0,0
235,9,0,0,0
525,6,0,0,0
3133,8,1,1,1
2408,7,0,1,0
5217,1,0,0,0
2758,7,0,1,0
2825,14,1,1,1
3033,2,0,0,0
395,8,0,0,0
1767,8,0,0,0
43,13,1,1,1
3157,14,1,0,1
