@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R5,8,14-15'

@attribute A5 numeric
@attribute A8 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
4,0,1213,0
8,0,1,0
8,1,1,1
4,0,5,0
11,1,3258,1
13,1,1,1
8,1,20,1
11,0,2,0
9,0,5,0
8,0,1,1
8,1,368,1
9,0,9,1
13,1,501,1
1,0,2,0
8,0,229,0
9,0,284,0
8,1,1,0
9,1,1,1
14,0,1,0
1,0,4209,0
8,1,501,1
9,0,196,0
12,1,31286,1
5,0,185,0
4,1,315,1
8,0,1,0
3,1,1,0
3,1,5001,1
1,1,1001,1
3,0,1,1
9,0,1,0
7,0,1,0
3,0,1,0
3,1,2198,0
8,0,1,0
2,0,1,0
8,0,22,0
11,1,100,1
10,1,4001,1
8,0,1,0
1,1,1,1
8,0,5553,0
10,1,131,0
14,1,3001,1
10,0,13,0
14,1,552,1
11,1,1,1
11,1,1,1
8,1,29,1
11,1,10562,1
8,1,1,0
1,1,8852,1
11,1,501,0
8,0,1,1
3,0,1,0
6,1,2,0
13,0,142,0
9,1,201,1
8,1,4701,1
2,0,4,0
13,0,1,0
6,1,1,0
9,0,445,0
3,0,1,0
14,1,501,1
8,0,1,0
11,1,169,1
1,0,51,0
7,1,1,0
