@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R7-8,15'

@attribute A7 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
4,0,1
75,1,1
585,1,0
21,1,0
4,0,0
4,0,1
35,1,1
15,1,1
796,1,1
625,1,1
4,0,0
4,0,0
5,1,1
1,0,0
4,0,0
1,0,0
375,1,1
85,1,1
5,1,0
0,0,0
54,1,1
5,1,0
7,0,0
225,0,0
0,0,0
1,0,0
4165,1,1
1665,1,1
4,1,1
665,1,1
415,1,1
85,0,0
1,0,0
85,1,1
85,0,0
415,0,0
25,0,0
0,0,0
75,1,1
125,0,0
0,0,0
15,0,0
125,0,0
35,0,0
0,0,1
5,1,1
1375,1,1
458,1,1
3125,1,1
4,0,0
7,1,1
5,1,1
125,0,0
4,0,0
115,1,0
4,0,0
0,1,0
4,0,0
4,0,0
1,1,1
125,0,0
254,1,1
5,1,1
10,0,0
121,1,1
54,0,0
1,0,0
175,1,1
85,1,1
