@relation australian

@attribute A1 {0,1}
@attribute A3 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A10 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
1,204,0,0,0,2,0
0,7625,0,1,1,161,0
1,585,0,0,0,2,0
1,9,0,1,1,7,0
1,571,0,0,0,1,0
1,0,0,0,0,1,0
1,15,0,0,0,1,0
1,75,1,0,0,1,0
1,3165,0,1,1,81,0
0,13665,0,0,0,2,0
1,65,0,0,0,229,0
1,11,1,0,0,1,0
1,11045,0,0,0,1,0
1,835,0,0,0,1,0
1,75,1,0,0,1,0
0,3125,0,1,2,5,0
0,2,0,1,1,11,0
0,25,0,0,0,3,0
0,125,0,0,0,1063,0
1,5085,0,0,0,1,0
1,29,0,0,0,365,0
0,335,1,0,0,2198,0
0,5415,0,0,0,485,0
1,25,0,0,0,1,0
0,225,0,0,0,142,0
0,165,0,0,0,1,0
1,2521,1,1,1,91,0
0,5,1,0,0,1,0
0,10,0,0,0,1,0
1,354,0,0,0,2,0
1,25,0,0,0,1,0
1,325,0,1,2,2,0
1,1375,1,0,0,101,0
1,75,0,0,0,1,0
1,675,0,0,0,1,0
0,35,1,0,0,1,0
1,10085,0,0,0,1,0
1,2335,0,0,0,1,0
1,46,0,0,0,56,0
1,25,0,0,0,1,0
1,415,0,0,0,45,0
1,75,0,0,0,1,0
1,35,1,1,3,1,0
1,55,1,0,0,341,0
1,7,0,0,0,13,0
1,4,1,0,0,1,0
1,65,1,0,0,1,0
0,65,0,0,0,1,0
0,165,0,1,2,2,0
1,2,0,0,0,1,0
1,2415,0,1,2,2,0
1,13,0,0,0,1,0
1,0,0,0,0,1,0
1,5,0,1,2,2,0
0,15,1,0,0,1,0
1,5,1,1,2,39,0
1,1085,0,0,0,180,0
1,125,0,0,0,1,0
1,1146,0,0,0,1213,0
0,175,0,0,0,2,0
0,585,0,0,0,88,0
1,25,0,0,0,1,0
1,4,1,1,2,1,0
0,10665,0,1,12,4,0
1,325,0,1,1,22,0
0,21,0,0,0,2,0
1,25,0,0,0,1,0
1,3,1,0,0,201,0
1,175,1,0,0,1,0
0,8125,0,1,2,19,0
1,13,0,0,0,1111,0
1,835,0,0,0,6,0
1,58,0,1,1,2804,0
1,225,0,0,0,11,0
1,446,0,0,0,1,0
1,75,0,0,0,4,0
0,0,0,0,0,1,0
1,205,0,0,0,751,0
1,15,1,0,0,1,0
0,585,0,0,0,1005,0
0,7,0,0,0,1,0
1,335,0,0,0,1,0
0,15,0,0,0,123,0
1,5,0,0,0,1,0
0,104,0,0,0,238,0
1,3165,0,0,0,1059,0
0,165,0,0,0,28,0
1,275,0,1,1,22,0
1,4,0,0,0,1,0
0,125,0,1,1,99,0
0,6,0,0,0,1,0
1,225,1,0,0,1,0
0,425,0,0,0,5,0
0,75,0,1,2,395,0
0,665,0,0,0,1,0
1,155,1,0,0,1,0
1,10125,0,0,0,1,0
1,125,0,0,0,1,0
1,125,0,0,0,5,0
1,25,0,1,4,9,0
1,12,1,1,2,6,0
1,175,0,0,0,7,0
0,125,0,0,0,1,0
1,335,0,0,0,1,0
0,75,1,1,5,6,0
0,25,0,0,0,457,0
0,254,0,0,0,61,0
1,25,0,0,0,17,0
1,2835,0,1,5,147,0
1,2,0,1,2,1301,0
1,7,1,1,7,6,0
1,975,1,0,0,1,0
1,14585,0,0,0,1,0
1,3,0,1,1,23,0
0,1585,1,0,0,1,0
1,1029,0,0,0,1,0
0,1665,0,0,0,391,0
1,79,0,1,1,284,0
1,165,1,0,0,1,0
1,125,0,0,0,18,0
1,5,1,0,0,1,0
1,5,1,0,0,1,0
0,1125,1,1,2,1,0
1,54,1,1,3,1,0
1,625,0,0,0,2011,0
1,3625,0,0,0,1,0
1,875,0,0,0,205,0
1,155,1,1,20,131,0
1,5,1,0,0,1,0
1,835,0,0,0,6,0
0,11665,0,0,0,6,0
0,135,0,1,1,2,0
0,1125,0,0,0,5201,0
1,4085,0,0,0,101,0
1,1,0,0,0,1,0
1,12835,0,0,0,3,0
0,3,0,0,0,21,0
0,2,0,0,0,18,0
1,625,1,0,0,2,0
1,12625,0,1,2,5553,0
1,19,0,1,2,352,0
1,375,0,0,0,3,0
1,45,1,0,0,1,0
1,10,0,1,1,2,0
1,1335,0,0,0,1,0
0,15,0,1,2,106,0
1,85,0,0,0,723,0
1,165,0,0,0,1,0
1,0,0,0,0,1,0
1,529,1,1,1,1,0
1,125,1,0,0,1,0
1,1085,0,0,0,8,0
1,10,1,0,0,1,0
1,35,0,0,0,1,0
1,15,0,0,0,1,0
1,7,0,0,0,3,0
0,10,0,1,1,2,0
1,25,0,1,2,1,0
1,125,0,0,0,196,0
0,375,0,1,6,201,0
0,7,0,0,0,1,0
1,1585,0,0,0,1,0
1,585,0,0,0,1,0
0,708,1,1,3,51,0
1,275,0,0,0,1,0
1,1,0,0,0,1,0
1,271,0,0,0,1,0
1,3085,0,1,2,42,0
1,18125,0,0,0,3553,0
1,375,1,0,0,1,0
0,75,1,1,3,1,0
1,3375,0,0,0,1,0
0,15,0,0,0,1,0
1,125,0,0,0,1,0
1,835,1,0,0,2,0
1,3,0,0,0,68,0
1,15,0,1,1,4,0
0,2415,0,0,0,1,0
1,4,0,0,0,1,0
1,175,1,0,0,401,0
1,115,1,0,0,69,0
1,145,0,0,0,287,0
1,0,0,0,0,2,0
0,104,1,1,3,148,0
1,4125,0,0,0,101,0
1,875,0,1,2,4,0
0,1835,0,1,1,54,0
0,665,0,0,0,6,0
1,3,0,0,0,2,0
0,67,1,0,0,1,0
1,125,0,0,0,1,0
0,85,0,0,0,352,0
1,1125,0,1,1,20,0
1,0,0,1,4,2,0
1,2,0,0,0,1,0
1,75,0,0,0,252,0
1,375,0,0,0,141,0
0,665,0,1,1,3,0
1,25,0,0,0,1,0
1,1335,0,0,0,4501,0
0,11,1,0,0,1,0
1,13335,0,0,0,476,0
0,3,0,1,1,11,0
1,79,0,0,0,1,0
1,3165,1,0,0,1,0
1,9585,0,0,0,351,0
1,329,0,0,0,3,0
1,7,0,0,0,1,0
1,12,0,0,0,1,0
0,175,0,0,0,1,0
1,835,1,0,0,1,0
1,75,0,0,0,1,0
0,11,1,0,0,1,0
1,725,0,1,1,2,0
0,375,0,1,1,155,0
1,275,0,0,0,26,0
1,5,1,0,0,1,0
1,75,0,0,0,3,0
0,1,1,1,2,501,0
0,2875,0,0,0,1,0
0,1021,0,0,0,51,0
0,4585,0,0,0,1,0
1,0,0,0,0,1,0
1,54,0,0,0,2,0
1,65,0,0,0,101,0
1,125,0,1,1,113,0
1,0,0,1,11,1,0
0,175,0,0,0,1,0
0,5,0,0,0,1,0
1,4,0,0,0,1,0
1,9,0,0,0,1,0
0,2,0,0,0,2,0
1,275,0,0,0,201,0
1,425,0,0,0,51,0
1,46,1,1,6,348,0
1,45,0,0,0,1211,0
1,3125,0,1,1,7,0
1,25,0,0,0,205,0
1,625,1,0,0,1,0
1,171,0,0,0,1,0
0,105,0,0,0,33,0
1,54,0,1,1,445,0
1,225,1,0,0,1,0
1,4165,0,0,0,1,0
0,175,0,0,0,1,0
1,15,0,0,0,351,0
1,329,0,0,0,1,0
1,2085,0,0,0,1,0
1,25,1,0,0,1,0
1,415,0,1,2,7,0
1,25,0,0,0,1,0
1,2165,0,0,0,1,0
1,25,0,0,0,1,0
1,14,0,1,2,2,0
0,54,0,1,1,6,0
1,125,0,0,0,2101,0
1,585,0,0,0,1,0
0,125,0,0,0,810,0
0,95,0,1,10,11,0
0,125,1,0,0,1,0
0,71,0,1,1,5,0
0,1375,0,1,3,34,0
1,75,0,0,0,1,0
1,1165,1,0,0,1,0
1,475,0,1,1,69,0
1,379,1,0,0,1,0
0,29,0,1,1,109,0
0,585,1,0,0,1,0
1,875,0,1,4,1951,0
1,175,1,0,0,1,0
1,17,0,0,0,1,0
0,1625,0,0,0,1,0
1,179,0,0,0,2,0
0,954,0,0,0,1001,0
0,10,0,0,0,43,0
1,35,0,0,0,1,0
1,1625,0,0,0,317,0
1,4,1,0,0,1,0
1,15,0,0,0,68,0
1,2335,0,0,0,1,0
0,1085,0,0,0,14,0
1,175,0,0,0,3,0
1,4085,0,0,0,1,0
1,154,0,0,0,1,0
1,55,0,0,0,688,0
0,1,0,0,0,1,0
1,29,0,0,0,1,0
1,10915,0,1,2,8,0
0,6,0,0,0,1,0
0,79,0,0,0,1,0
1,7835,0,0,0,1,0
0,1175,0,0,0,1,0
1,125,0,0,0,71,0
1,129,0,0,0,1,0
1,25,0,0,0,4209,0
1,19,1,1,1,1,0
1,2665,0,0,0,502,0
1,5835,0,0,0,151,0
1,55,0,0,0,1,0
1,125,1,1,3,211,0
0,2085,1,0,0,2,0
1,5,0,0,0,1,0
1,115,0,0,0,1,0
0,835,0,0,0,118,0
1,25,0,0,0,1,0
0,4,0,0,0,1,0
1,9,0,0,0,1,0
0,35,0,0,0,1,0
0,125,0,0,0,1,0
1,42,0,0,0,3,0
0,354,1,0,0,1,0
1,705,0,1,2,501,0
0,45,0,0,0,7,0
0,85,1,1,10,991,0
1,125,0,0,0,1,0
1,1025,0,0,0,14,0
0,471,0,0,0,1,0
0,335,0,1,1,127,0
1,835,0,0,0,1,0
0,5,0,1,6,36,0
1,115,0,0,0,4001,0
1,4,0,0,0,1,0
1,585,0,1,3,770,0
1,221,1,0,0,1,0
1,125,0,1,2,109,0
1,229,0,0,0,4,0
1,5,0,0,0,1,0
1,271,0,0,0,1,0
0,1665,0,0,0,2,0
1,5085,0,0,0,185,0
0,115,0,0,0,17,0
0,1665,1,0,0,1,0
0,204,0,0,0,51,0
0,5,0,0,0,1,0
0,4415,0,0,0,1,0
1,135,0,0,0,1,0
0,25,0,0,0,247,0
1,246,0,1,2,588,0
0,83,0,1,1,12,0
1,104,1,1,10,29,0
1,3,0,0,0,41,0
1,125,0,0,0,1,0
1,1,0,0,0,538,0
1,1275,1,0,0,1,0
1,10415,1,0,0,376,0
0,846,0,0,0,1,1
1,1,1,0,0,1,1
1,29,1,1,8,376,1
1,205,1,0,0,1,1
0,5875,1,1,10,246,1
0,11,1,1,11,3001,1
0,21,1,1,11,100,1
1,175,1,1,4,858,1
1,11,1,1,7,810,1
1,585,1,1,2,501,1
1,11,1,1,1,279,1
0,304,1,1,1,1,1
1,15,0,0,0,9,1
0,65,1,1,7,3066,1
1,15,1,1,6,328,1
0,1835,1,1,5,2504,1
1,11,1,1,7,1,1
1,446,1,1,3,301,1
1,15,1,1,3,1,1
0,13,1,1,9,1,1
0,6665,1,1,3,1,1
1,25,1,0,0,1,1
0,125,0,1,1,769,1
1,675,1,1,11,285,1
1,65,1,1,12,1,1
1,25,1,1,11,2185,1
1,95,1,1,14,4608,1
1,5875,1,1,14,1,1
0,1025,1,1,2,1,1
1,115,1,1,9,743,1
1,10,1,0,0,1,1
1,1,1,0,0,1,1
1,2229,1,1,1,110,1
1,479,1,1,1,301,1
0,5665,1,1,7,3258,1
0,446,1,1,6,561,1
1,1585,1,1,6,1,1
0,3,1,1,8,4160,1
0,375,1,1,4,1,1
1,275,1,1,6,601,1
1,75,1,0,0,24,1
0,115,1,1,11,1,1
1,875,1,1,3,1,1
1,0,0,0,0,2,1
1,275,1,1,6,1,1
1,5,1,1,10,1,1
0,13585,1,0,0,1,1
0,3,1,0,0,1,1
1,185,1,1,17,1,1
1,1125,0,0,0,1,1
0,0,0,0,0,1,1
1,3,1,1,8,2,1
1,4,1,0,0,1,1
0,375,1,1,1,1,1
1,917,1,1,12,222,1
0,3,1,1,2,1705,1
1,65,1,1,15,11203,1
0,12,1,1,1,20,1
1,2,1,1,2,16,1
1,85,1,1,9,1656,1
1,1665,1,1,9,828,1
1,4,1,1,3,2280,1
1,375,1,1,2,1,1
0,1075,1,1,5,561,1
1,5,1,1,6,1001,1
1,404,1,1,7,1,1
1,5125,1,1,2,8,1
1,5,1,0,0,1,1
0,145,1,1,1,12,1
0,195,1,1,7,3001,1
0,585,1,1,2,1,1
1,2415,1,1,11,3001,1
1,2,1,1,2,1,1
0,229,1,1,7,2385,1
0,9,1,1,2,592,1
0,6,1,1,3,919,1
0,15,1,1,14,3377,1
1,9415,1,1,11,301,1
0,125,1,1,12,568,1
1,25,1,1,6,2073,1
1,75,1,1,1,9801,1
1,125,0,0,0,114,1
1,165,0,0,0,41,1
0,135,1,1,2,5001,1
1,42,1,1,6,949,1
1,205,1,1,11,2733,1
1,55,1,0,0,1,1
1,65,1,0,0,1,1
0,5,1,1,4,100,1
0,54,1,0,0,11178,1
1,9,1,0,0,1,1
1,15,1,1,11,36,1
1,22,0,0,0,100001,1
1,7,1,1,3,1392,1
1,5,1,1,7,3066,1
1,65,1,1,7,2955,1
1,5,1,1,5,1,1
1,5625,1,0,0,1,1
1,925,1,1,3,29,1
1,65,1,1,8,1201,1
1,604,0,0,0,2691,1
1,0,1,0,0,1,1
1,58,1,1,7,5125,1
0,95,1,1,6,601,1
1,105,1,0,0,1,1
1,25,1,0,0,1,1
0,1125,1,1,4,322,1
1,96,1,0,0,601,1
1,13915,1,1,6,1,1
1,105,1,0,0,1,1
1,28,1,1,40,16,1
0,15,1,1,14,2201,1
0,3,1,1,19,501,1
0,55,1,0,0,1,1
1,154,1,0,0,1,1
0,46,1,1,11,7,1
1,1585,1,1,12,714,1
1,15,1,0,0,201,1
1,16165,1,1,9,731,1
0,75,1,1,5,26727,1
0,165,1,1,1,101,1
1,171,1,1,1,21,1
0,10,1,0,0,838,1
1,1225,1,1,4,1,1
1,35,1,0,0,1,1
1,4415,1,1,10,1,1
0,1254,1,1,3,1,1
1,5,1,1,6,1,1
0,4625,1,1,2,1,1
1,11625,1,0,0,301,1
0,35,1,0,0,1,1
1,425,1,1,1,1,1
1,125,1,0,0,1,1
1,15,1,1,3,583,1
