@relation australian

@attribute A2 numeric
@attribute A5 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute Class {0,1}

@data
2267,8,0,1,0
3483,3,0,0,0
1517,10,0,0,0
1933,8,0,1,0
2358,11,0,1,0
3157,2,1,0,0
4917,1,0,0,0
3958,1,0,1,0
3392,1,1,0,0
3025,4,0,0,0
2175,8,0,0,0
3892,4,0,0,0
4092,7,0,0,0
2542,11,1,1,0
5192,3,0,0,0
20,4,0,0,0
2217,3,0,0,0
4317,3,1,0,0
1917,6,1,0,0
1858,1,0,0,0
34,3,0,0,0
2175,5,0,0,0
35,3,0,0,0
3175,5,0,0,0
3183,7,0,0,0
2358,8,0,0,0
2592,4,0,1,0
5483,10,1,1,0
2433,3,0,0,0
2967,8,0,0,0
2483,9,0,0,0
3242,4,0,0,0
32,2,0,0,0
225,11,1,0,0
1767,5,0,0,0
1817,8,0,1,0
1583,11,0,1,0
2767,9,0,0,0
2075,3,0,0,0
28,9,0,0,0
1958,1,0,1,0
2717,1,0,1,0
4817,3,0,0,0
34,6,1,0,0
2167,4,1,1,0
2758,11,0,1,0
2558,4,0,0,0
1742,3,0,0,0
2275,3,0,0,0
3483,2,1,0,0
2975,9,0,0,0
2375,8,0,1,0
3717,8,1,0,0
2192,4,0,0,0
4808,3,0,0,0
1633,6,0,0,0
23,5,0,1,0
1942,7,0,1,0
3408,6,1,0,0
5758,1,0,1,0
225,11,1,1,0
3992,3,0,0,0
6275,10,0,0,0
2892,8,0,0,0
4517,8,1,0,0
4275,6,0,0,0
3325,8,0,0,0
2208,4,0,0,0
265,8,0,0,0
23,6,1,0,0
4158,6,0,0,0
3825,4,0,0,0
2208,4,0,0,0
3108,8,0,1,0
2725,7,0,1,0
2117,8,0,0,0
1975,8,1,1,0
1958,9,0,0,0
3325,6,0,0,0
1917,3,0,0,0
3525,14,1,0,0
3358,13,0,0,0
3658,1,0,1,0
2725,6,1,0,0
3157,6,1,0,0
3242,2,0,0,0
4283,7,0,1,0
3908,8,0,0,0
1733,6,0,1,0
4733,8,0,0,0
2958,4,0,0,0
3183,6,1,0,0
3142,8,1,0,0
5333,1,0,0,0
1708,8,0,0,0
3157,4,0,0,0
1792,6,0,0,0
2767,7,1,0,0
2142,12,0,0,0
2917,9,1,1,0
3367,9,0,0,0
2658,1,0,0,0
2625,9,0,0,0
16,9,0,1,0
1625,6,0,0,0
215,3,1,0,0
3617,3,0,0,0
2858,11,1,0,0
3233,8,0,0,0
3017,8,0,0,0
2533,8,1,0,0
23,7,1,0,0
2042,8,0,0,0
3308,2,0,0,0
22,9,0,1,0
225,4,0,0,0
295,9,0,1,0
3042,9,0,1,0
4225,8,0,0,0
2783,2,0,0,0
215,8,1,0,0
5242,2,0,0,0
2667,3,0,0,0
2525,2,0,0,0
3233,4,0,0,0
3317,13,0,0,0
2817,6,0,0,0
1758,9,0,1,0
3058,7,0,0,0
245,1,1,1,0
20,2,0,0,0
1592,11,0,0,0
1817,8,0,0,0
2267,8,0,0,0
1833,10,0,0,0
4117,9,0,0,0
4425,7,1,0,0
4425,2,1,0,0
3292,6,0,1,0
2267,3,0,0,0
375,8,1,0,0
3575,9,0,1,0
1967,4,1,0,0
225,7,0,0,0
4092,14,1,0,0
2267,3,0,1,0
375,10,0,0,0
2117,8,0,0,0
2983,4,0,0,0
695,1,0,0,0
31,8,0,0,0
3617,9,0,0,0
2858,3,1,0,0
195,11,0,0,0
2108,1,0,0,0
1825,9,0,1,0
2475,7,0,0,0
6917,1,0,1,0
2783,3,1,1,0
235,4,0,1,0
25,4,1,1,0
23,7,0,0,0
3075,2,0,0,0
4875,1,1,0,0
4958,1,1,1,0
3983,7,1,0,0
2358,9,1,1,0
2325,8,0,1,0
1883,8,0,1,0
2875,8,1,0,0
2925,2,0,0,0
4783,14,0,0,0
1858,2,0,0,0
1692,4,0,0,0
2583,13,0,0,0
2617,4,0,0,0
5183,1,0,0,0
2458,1,0,0,0
4158,4,1,0,0
195,6,0,0,0
3667,3,0,0,0
2475,11,0,0,0
2258,6,0,0,0
3467,7,0,0,0
3483,9,0,0,0
2108,3,0,0,0
2617,13,0,0,0
2008,8,0,0,0
165,11,0,1,0
2567,8,0,1,0
2542,9,0,1,0
16,6,0,1,0
3157,1,0,0,0
1917,3,0,0,0
2083,8,0,0,0
2617,5,0,0,0
2858,8,0,1,0
4717,9,0,0,0
2083,10,0,0,0
2217,8,0,1,0
2958,7,0,1,0
2983,14,0,0,0
3233,10,1,0,0
245,8,0,0,0
3157,2,1,0,0
5708,3,1,0,0
3733,13,0,0,0
2308,4,0,1,0
2375,8,0,0,0
2983,8,0,0,0
2192,8,0,0,0
1633,3,0,0,0
7483,1,0,1,0
2267,11,0,0,0
2742,6,0,0,0
2225,6,0,0,0
2308,1,0,0,0
2408,6,0,0,0
3157,2,0,0,0
5075,1,0,0,0
3158,6,0,0,0
3157,8,1,0,0
2517,8,0,1,0
2875,4,1,0,0
3157,1,0,1,0
225,3,0,0,0
2567,6,1,0,0
2275,6,0,0,0
20,8,0,0,0
1708,11,0,1,0
1792,8,0,1,0
5183,1,0,0,0
2375,9,0,1,0
2733,1,0,0,0
1625,7,1,0,0
3192,1,0,1,0
2783,9,0,1,0
1825,2,0,0,0
285,11,1,1,0
3157,3,0,0,0
3125,1,0,1,0
3842,8,0,1,0
2067,8,1,1,0
2675,2,0,0,0
3633,9,1,0,0
1867,11,1,1,0
2683,4,0,0,0
2567,8,0,0,0
3642,2,0,0,0
2117,8,0,0,0
4058,7,0,0,0
2442,10,0,1,0
195,4,0,0,0
2225,1,0,0,0
3775,11,1,1,0
2342,8,1,0,0
3208,13,0,0,0
3408,8,0,0,0
3067,13,0,0,0
2292,8,0,0,0
5575,4,1,1,0
3617,9,0,0,0
2217,1,0,0,0
3942,7,0,0,0
3917,3,0,0,0
2692,3,0,0,0
35,8,0,0,0
1842,6,1,0,0
1708,3,0,0,0
1858,2,0,0,0
3108,9,0,0,0
22,3,0,0,0
3125,1,0,1,0
235,1,0,0,0
165,8,0,0,0
2492,1,1,0,0
2942,8,0,1,0
3858,13,1,0,0
19,8,0,0,0
4117,2,0,0,0
4317,3,0,0,0
4092,1,1,0,0
2225,4,0,0,0
4033,4,0,1,0
2183,4,0,0,0
3358,3,0,0,0
3157,3,0,0,0
3875,1,0,0,0
1883,1,0,0,0
2858,6,0,0,0
2067,8,0,0,0
2108,10,0,0,0
5858,8,0,0,0
1608,1,0,1,0
1958,8,0,1,0
2458,6,1,0,0
295,14,0,0,0
2525,6,0,0,0
34,8,0,0,0
2042,11,0,0,0
2458,8,0,0,0
1725,4,0,0,0
1792,1,0,0,0
2392,13,0,0,0
3442,3,0,0,0
4325,11,1,1,0
3367,8,0,0,0
4275,3,1,0,0
2633,10,0,0,0
2008,11,0,0,0
4533,11,0,0,0
245,8,0,0,0
3525,8,1,0,0
2817,4,0,0,0
19,1,0,1,0
1942,13,1,0,0
45,4,0,0,0
2675,8,0,0,0
2458,9,1,0,0
3375,3,0,0,0
3558,4,0,0,0
3608,1,0,0,0
3458,8,0,0,0
25,6,1,0,0
2767,11,0,0,0
4483,8,0,0,0
2075,5,0,0,0
3417,3,0,0,0
2067,8,0,0,0
1808,7,0,0,0
1633,6,0,1,0
20,8,0,0,0
2292,11,0,0,0
2358,3,0,0,0
1817,11,0,0,0
4058,3,0,0,0
3225,8,0,0,0
3225,1,0,1,0
1575,8,0,0,0
2525,1,0,1,0
365,11,0,0,0
49,5,1,0,0
5025,6,0,0,0
3375,4,1,1,0
2158,13,0,0,0
4817,6,1,0,1
1967,11,1,1,1
3675,8,0,0,1
2767,9,1,0,1
2508,6,1,0,1
4742,14,1,1,1
2608,6,1,0,1
2017,8,1,1,1
3317,8,1,1,1
3125,13,1,1,1
1783,14,1,1,1
1758,6,1,0,1
305,8,1,1,1
5842,3,1,1,1
7342,1,1,0,1
1583,8,1,1,1
2025,10,1,0,1
2442,11,1,0,1
4175,14,1,0,1
25,8,1,1,1
5642,8,1,1,1
42,3,1,0,1
3492,14,1,1,1
3633,9,1,1,1
3283,13,1,1,1
3625,8,1,1,1
1967,11,1,1,1
1375,9,1,1,1
2258,14,1,1,1
3917,8,1,1,1
1617,8,0,0,1
2292,13,1,0,1
2925,6,1,1,1
2167,5,1,1,1
2325,8,1,0,1
40,6,1,1,1
2133,6,1,1,1
2283,7,1,1,1
2667,13,1,1,1
5675,7,1,1,1
4133,8,1,0,1
245,8,1,1,1
495,3,1,1,1
3417,9,0,0,1
2317,14,1,1,1
3908,7,1,1,1
56,4,1,0,1
205,8,1,0,1
3992,11,1,1,1
5142,14,1,0,1
