@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,13,15'

@attribute A5 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
4,1585,0,100,0
8,165,0,160,0
8,15,1,100,1
4,125,0,140,0
11,2585,1,129,1
13,55,1,0,1
8,2,1,220,1
11,5085,0,369,0
9,25,0,240,0
8,0,0,184,1
8,25,1,0,1
9,15,0,150,1
13,25,1,260,1
1,0,0,45,0
8,1,0,0,0
9,29,0,420,0
8,25,1,140,0
9,3085,1,80,1
14,85,0,520,0
1,85,0,100,0
8,1,1,80,1
9,25,0,0,0
12,65,1,164,1
5,29,0,140,0
4,396,1,180,1
8,15,0,120,0
3,75,1,560,0
3,7585,1,0,1
1,18,1,0,1
3,35,0,216,1
9,1165,0,120,0
7,5,0,320,0
3,1,0,210,0
3,1,1,252,0
8,2,0,136,0
2,54,0,120,0
8,229,0,416,0
11,29,1,80,1
10,5,1,0,1
8,85,0,300,0
1,0,1,0,1
8,125,0,0,0
10,0,1,152,0
14,4,1,0,1
10,0,0,0,0
14,5,1,300,1
11,125,1,260,1
11,6,1,350,1
8,1665,1,40,1
11,11,1,21,1
8,25,1,140,0
1,5,1,0,1
11,1,1,167,0
8,2165,0,128,1
3,0,0,178,0
6,125,1,180,0
13,35,0,200,0
9,0,1,239,1
8,15,1,186,1
2,585,0,240,0
13,665,0,160,0
6,4,1,188,0
9,165,0,272,0
3,415,0,120,0
14,1625,1,515,1
8,2085,0,80,0
11,5665,1,381,1
1,0,0,0,0
7,5,1,320,0
