@relation australian

@attribute A2 numeric
@attribute A3 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
2142,75,0,0
4033,8125,0,0
3517,375,0,0
2858,375,0,0
225,85,1,0
2667,14585,0,0
2117,0,0,0
31,2085,0,0
2458,125,1,0
16,3125,0,0
4875,26335,1,0
3633,379,1,0
3558,75,0,0
5483,155,1,0
4317,225,1,0
245,175,0,0
2275,115,0,0
365,425,0,0
3842,705,0,0
2267,75,0,0
1942,15,1,0
3983,5,1,0
35,3375,0,0
3157,4,0,0
1725,3,0,0
32,6,0,0
225,115,0,0
2475,54,0,0
3125,2835,0,0
1742,65,0,0
2217,12125,0,0
2817,585,0,0
3058,271,0,0
2208,2335,0,0
1917,585,1,0
3992,5,0,0
295,58,0,0
25,11,1,0
2475,13665,0,0
5758,2,0,0
2192,5,0,0
3157,15,0,0
2983,204,0,0
34,5085,0,0
395,1625,0,0
3183,25,1,0
2225,125,0,0
23,1835,0,0
2658,254,0,0
3375,275,0,0
2675,45,0,0
3192,3125,0,0
4158,104,0,0
7483,19,0,0
2725,29,0,0
3608,254,0,0
1917,4,0,0
3375,75,1,0
625,1275,1,0
2925,13,0,0
3358,335,0,0
2358,46,1,0
2358,83,0,0
3275,2335,0,0
3875,15,0,0
2208,1146,0,0
695,6,0,0
5025,835,0,0
1858,571,0,0
2617,835,0,0
2567,325,0,0
2983,125,0,0
2042,0,0,0
2075,954,0,0
1608,335,0,0
2175,1175,0,0
4083,35,0,0
525,7,0,0
3775,7,1,0
2942,125,0,0
3733,2665,0,0
1833,121,0,0
1708,329,0,0
2267,75,0,0
2358,585,0,0
2392,585,0,0
3108,15,0,0
1958,665,0,0
4158,175,1,0
1625,835,1,0
1825,165,0,0
2375,71,0,0
2733,1665,0,0
3475,25,0,0
2975,665,0,0
295,2,0,0
3658,29,0,0
3157,1125,0,0
2067,415,0,0
3008,104,1,0
23,625,1,0
3483,4,1,0
2683,54,0,0
2942,125,0,0
2783,4,1,0
3417,275,0,0
3733,25,0,0
1917,5415,0,0
2958,475,0,0
3675,471,0,0
1883,415,0,0
4317,5,0,0
1692,5,0,0
2517,3,0,0
5575,708,1,0
2408,9,0,0
3233,35,0,0
195,165,0,0
3325,3,0,0
2167,1165,1,0
23,75,0,0
3367,2165,0,0
2358,115,0,0
5858,271,0,0
3033,5,0,0
195,29,0,0
25,12,1,0
45,4585,0,0
22,79,0,0
2408,875,0,0
2083,5,0,0
2758,3,0,0
1817,10,0,0
2067,125,1,0
3667,2,0,0
1583,7625,0,0
2875,15,1,0
2217,225,0,0
4117,1335,0,0
2308,0,0,0
2192,11665,0,0
5683,425,0,0
3617,42,0,0
2967,75,0,0
295,1085,0,0
3617,18125,0,0
2617,125,0,0
3358,25,0,0
4058,15,0,0
3042,1375,0,0
2075,5085,0,0
2525,1,0,0
3225,15,0,0
3067,25,0,0
1883,0,0,0
225,125,0,0
3157,5,1,0
4783,4165,0,0
1792,205,0,0
5708,335,1,0
4117,125,0,0
3483,25,0,0
19,175,0,0
2308,25,0,0
245,2415,0,0
3892,1665,0,0
5242,15,0,0
2083,85,0,0
3075,1585,0,0
33,25,0,0
2358,179,0,0
2183,154,0,0
375,835,0,0
3233,25,0,0
3483,125,0,0
3408,25,0,0
23,75,1,0
3175,3,0,0
2442,2,0,0
2342,585,1,0
3157,4,0,0
3025,55,0,0
3158,75,0,0
5075,585,0,0
2375,12,0,0
3157,3,0,0
3917,25,0,0
3892,175,0,0
3833,4415,0,0
3958,5,0,0
4092,5,0,0
4425,11,1,0
19,0,0,0
2042,1085,0,0
1808,675,0,0
16,165,0,0
6917,9,0,0
3392,1585,1,0
225,415,0,0
35,25,0,0
5217,0,0,0
3908,4,0,0
6333,54,1,0
1792,1021,0,0
235,3165,0,0
2858,354,1,0
1575,375,0,0
1867,5,1,0
3292,25,0,0
2567,29,0,0
4275,3,1,0
20,125,0,0
3108,3085,0,0
1942,725,0,0
215,115,1,0
225,11,1,0
1517,7,0,0
3425,175,1,0
3442,1335,0,0
2858,1665,1,0
3157,375,1,0
195,9585,0,0
2225,9,0,0
3017,1085,0,0
285,1,1,0
2158,79,0,0
4058,329,0,0
6275,7,0,0
2617,2,0,0
1633,21,0,0
2892,375,0,0
3942,171,0,0
2108,5,0,0
2758,325,0,0
34,45,1,0
1708,85,0,0
4092,225,1,0
3157,5,1,0
4958,19,1,0
2325,12625,0,0
1633,4085,0,0
2717,125,0,0
2008,125,0,0
4092,835,1,0
4917,229,0,0
3157,625,0,0
3858,5,1,0
2175,175,0,0
3142,155,1,0
2008,25,0,0
4425,5,1,0
3458,0,0,0
2108,10085,0,0
2775,129,0,0
4717,5835,0,0
265,271,0,0
3575,2415,0,0
4808,375,0,0
1633,275,0,0
20,11045,0,0
2433,25,0,0
1767,0,0,0
245,104,1,0
2117,875,0,0
2567,221,1,0
1825,10,0,0
2042,105,0,0
3617,55,0,0
1817,1025,0,0
1858,10,0,0
3317,225,0,0
5183,3,0,0
1933,10915,0,0
2117,25,0,0
1883,354,0,0
3367,125,0,0
2817,125,0,0
165,125,0,0
2458,125,0,0
1592,2875,0,0
2742,125,0,0
5233,1375,1,0
4275,4085,0,0
2525,125,0,0
3717,4,1,0
3208,4,0,0
2267,335,0,0
2225,46,0,0
2292,17,0,0
3325,25,0,0
375,175,1,0
20,7,0,0
2692,225,0,0
2483,45,0,0
2067,835,0,0
4517,15,1,0
3408,65,1,0
2267,79,0,0
5192,65,0,0
1975,75,1,0
22,7835,0,0
3157,35,1,0
2525,135,0,0
2783,15,0,0
3642,75,0,0
3242,2165,0,0
1758,10,0,0
3242,3,0,0
2583,12835,0,0
1967,10,1,0
2342,1,0,0
2542,1125,1,0
49,15,1,0
1842,10415,1,0
34,55,0,0
2875,1165,1,0
2292,3165,0,0
4225,175,0,0
4325,2521,1,0
4733,65,0,0
215,975,1,0
3467,108,0,0
1767,446,0,0
2267,7,0,0
2767,15,1,0
2375,415,0,0
235,15,0,0
3058,10665,0,0
165,125,0,0
3183,4,0,0
5333,165,0,0
245,13335,0,0
235,275,0,0
3125,1125,0,0
1958,665,0,0
28,3,0,0
2067,529,1,0
2275,6165,0,0
1692,335,0,0
4817,1335,0,0
2767,75,0,0
2542,54,0,0
8025,55,1,0
4533,1,0,0
2867,145,0,0
3083,0,1,1
2567,125,1,1
2033,10,1,1
1617,4,0,1
2025,996,1,1
4433,5,1,1
2475,125,1,1
3858,3335,1,1
2317,0,1,1
2267,105,1,1
3492,25,1,1
2133,75,1,1
5658,185,1,1
2042,1835,1,1
2617,25,1,1
39,5,1,1
5675,1225,1,1
3017,65,1,1
6408,165,1,1
205,10,1,1
345,404,1,1
3317,104,1,1
2267,254,1,1
2267,1585,1,1
2867,9335,1,1
255,375,1,1
41,4,0,1
3017,5,1,1
2325,5875,1,1
1917,8585,1,1
3917,171,1,1
3417,154,1,1
1942,65,1,1
26,1,1,1
3958,13915,1,1
2258,1075,1,1
4817,35,1,1
2692,135,1,1
18,165,0,1
5142,4,1,1
2308,115,1,1
5283,15,1,1
2017,925,1,1
2725,1665,1,1
2308,25,1,1
205,2415,1,1
3633,2125,1,1
25,125,1,1
3157,105,1,1
1933,95,1,1
4667,46,1,1
5642,28,1,1
1375,4,1,1
3517,45,0,1
2608,8665,1,1
5967,154,1,1
2825,504,1,1
2775,585,1,1
2442,12335,1,1
1892,925,1,1
2075,1025,1,1
2333,11625,1,1
2517,2875,1,1
2433,6625,1,1
3733,65,1,1
4433,0,1,1
3308,4625,1,1
2517,6,1,1
2892,15,1,1
4308,375,1,1
3675,5125,1,1
2392,15,1,1
4608,3,1,1
3317,1,1,1
5158,15,1,1
7675,2229,1,1
2675,1125,1,1
2667,175,1,1
3758,0,0,1
295,46,1,1
1875,75,1,1
2392,665,0,1
1758,9,1,1
2183,11,1,1
3233,54,1,1
3217,146,1,1
4742,3,1,1
47,13,1,1
5592,115,1,1
2242,5665,1,1
2667,271,1,1
2825,875,1,1
2283,3,1,1
1892,9,1,1
2133,105,1,1
3367,375,0,1
3208,4,1,1
3775,55,1,1
4808,604,0,1
2125,2335,1,1
4192,42,1,1
3992,54,1,1
2333,15,1,1
3675,125,0,1
4875,85,1,1
2067,3,1,1
1808,55,1,1
4025,215,1,1
1883,954,1,1
2283,229,1,1
205,11835,1,1
27,75,1,1
3417,525,0,1
2758,204,1,1
4142,5,1,1
2067,1835,1,1
1883,4415,1,1
4983,13585,1,1
3317,304,1,1
495,7585,1,1
2308,115,1,1
32,175,1,1
5392,9625,1,1
2042,75,1,1
1608,75,1,1
21,479,1,1
2125,15,0,1
3133,195,1,1
2783,154,1,1
2167,115,1,1
5458,9415,1,1
4858,205,1,1
395,425,1,1
5783,704,1,1
3167,83,1,1
2725,1585,1,1
305,65,1,1
56,125,1,1
4208,104,1,1
40,65,1,1
4033,754,1,1
2817,375,1,1
1967,375,1,1
2575,5,1,1
1842,925,1,1
3425,3,1,1
2258,1004,1,1
2342,79,1,1
3742,204,1,1
44,2,1,1
1883,95,1,1
21,3,1,1
2767,2,1,1
2992,1835,1,1
4175,96,1,1
28,2,1,1
1967,21,1,1
2183,25,1,1
4283,4625,1,1
3492,5,1,1
3358,275,1,1
1783,11,1,1
3475,15,1,1
235,9,1,1
42,979,1,1
36,1,1,1
5442,5,1,1
3667,4415,1,1
3933,5875,1,1
2808,15,1,1
2275,11,1,1
2325,15,1,1
2192,54,1,1
375,1125,0,1
185,2,1,1
6408,20,1,1
23,1175,1,1
4325,3,1,1
245,5,1,1
25,875,1,1
3417,917,1,1
3225,165,1,1
4767,29,1,1
7342,1775,1,1
2233,11,1,1
3667,325,1,1
4133,0,1,1
5833,10,1,1
225,846,0,1
2842,35,1,1
43,29,1,1
5133,10,1,1
1917,95,1,1
2317,0,0,1
3275,15,1,1
3867,21,1,1
2783,15,1,1
2483,275,1,1
2042,7,1,1
41,204,1,1
2825,5125,1,1
3125,375,1,1
5867,446,1,1
3917,1625,1,1
7158,0,0,1
3408,8,1,1
3575,915,1,1
25,1125,1,1
4417,6665,1,1
5842,21,1,1
3192,446,1,1
2292,11585,1,1
2517,35,1,1
3825,6,1,1
2083,3,1,1
3267,9,1,1
3542,12,1,1
2833,5,1,1
3625,5,1,1
595,275,1,1
3908,6,1,1
27,15,1,1
3157,4,1,1
4833,12,1,1
