@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R7-8,13-15'

@attribute A7 numeric
@attribute A8 {0,1}
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
125,0,60,101,0
125,0,200,71,0
204,1,180,18028,1
13875,1,519,1705,1
71,1,49,1,1
165,0,132,1,0
225,0,141,1,0
15,1,280,825,1
4,0,380,1,0
5,1,100,69,0
1,0,0,1,0
5165,1,0,1,1
85,0,290,7,1
85,0,0,1,0
75,1,0,1584,1
25,1,100,810,1
29,0,220,141,0
1,0,260,1,0
2375,1,396,4160,1
0,0,180,2,0
121,1,140,259,1
25,0,300,1,0
25,0,400,109,0
5,0,210,688,0
29,0,280,365,0
14,1,88,2001,1
285,1,0,16,1
0,1,232,101,1
75,1,0,322,1
665,0,80,22,0
25,0,180,1,0
1085,0,480,1,0
175,1,120,15,1
25,0,232,201,0
1075,1,400,1,0
5,0,300,3,0
125,0,0,161,0
2,0,200,395,0
29,0,309,3,0
225,0,0,1,1
25,0,720,1,0
125,1,443,1,0
5,0,240,118,0
0,0,160,21,0
6,1,340,1,1
125,1,0,679,1
5,1,120,1,0
129,1,260,801,1
25,1,164,401,0
1165,1,200,1,0
2,1,80,1,1
2375,1,0,583,1
45,1,120,1,0
165,0,120,2,0
1,0,120,2,0
14,1,0,6591,1
604,1,311,301,1
175,1,60,59,1
7375,1,0,1,1
25,0,280,205,0
45,1,0,222,1
425,1,93,1,1
9,1,102,640,1
4,1,393,1,1
45,0,160,26,0
125,1,455,1237,1
375,1,0,39,0
875,1,928,1,0
15,0,160,1,0
