@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,6-8,17,20-21'

@attribute A1 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
2563,2366,556,-1954,-2611,68,0
1143,-76,205,-64,73,803,1
832,-1102,1267,-174,-396,-96,0
146,8,624,149,-249,866,1
67,138,107,1678,1708,884,1
-831,-2861,-3332,1673,-1076,66,0
-19,1723,137,-1271,988,-906,1
44,-176,1778,-19,-385,52,1
4598,838,2959,-1126,-3876,85,0
44,-4,115,607,552,651,1
401,-99,1199,3642,1364,2671,0
-723,1388,72,1731,-645,338,1
1685,-3178,2904,8,-1809,-1516,0
3219,374,-175,2227,204,734,0
5,1804,643,28,188,1634,1
4154,92,-3101,-118,1033,2,0
91,1582,-47,2312,-653,-2672,0
-983,-742,-1456,1935,49,-33,1
-958,-1609,1368,-668,-352,9,1
1484,2175,-1926,415,-562,238,0
556,-539,1334,817,-585,1198,1
738,1238,528,553,1961,15,1
219,254,841,929,-1014,954,1
-274,-286,2744,-117,2121,655,1
785,1183,-426,609,1559,72,1
-3759,869,2243,-359,-7,132,0
4438,-1482,1494,236,-78,-81,0
45,-3573,2783,-5175,194,384,0
-1027,-1253,-558,1097,-509,648,1
-573,-317,166,1174,-84,1746,1
-242,422,1599,1247,1037,1498,1
804,112,759,1841,808,-927,1
-941,-361,-3107,675,-803,-1553,0
72,-287,1631,1592,1487,-1333,0
-1119,-508,-2489,-428,-1288,-504,0
43,926,1492,-58,-2794,-123,0
-983,-3,991,1234,1277,-619,0
-1244,-1316,566,1748,98,196,0
-923,579,-584,-1557,-1242,-1117,1
139,755,2273,1715,-996,4,1
835,1568,-16,47,-351,501,1
64,-567,-504,294,136,-2835,0
35,-1784,128,1504,18,666,0
3412,-1583,-2598,-91,-2014,-3126,0
2931,2751,98,1641,1122,118,0
551,1881,674,-453,1689,-356,0
155,2227,874,149,-1168,-1,1
-481,-55,-1899,782,1914,2304,1
2199,1483,-898,2124,-124,-3491,0
-2572,1842,-221,-1402,-949,-2297,0
39,1441,136,698,416,712,1
-559,-14,-1127,2278,-1438,3437,0
-1044,-716,77,1182,-302,2153,1
-1309,1901,-1611,586,4301,-3476,0
234,1069,1047,349,-1067,225,1
879,1511,553,1867,1458,983,1
3478,-547,71,2913,-78,1244,0
1106,258,822,1804,-688,15,1
2487,412,942,-634,-2197,2829,0
-219,823,231,1226,11,1708,0
-704,-3357,27,-2445,-1553,2162,0
-859,-97,-1108,503,38,-128,1
-122,361,1017,-11,818,601,1
3293,3757,-4155,1001,2129,1302,0
207,775,742,-1207,779,489,0
-143,3578,521,2312,3195,-13,0
407,133,646,1756,-402,642,1
41,-486,544,-607,-68,1376,1
-221,1004,-541,1798,753,-79,1
543,2326,-3335,2008,-936,-413,0
-858,1022,997,665,686,2007,0
-738,-1182,-889,21,-6187,-586,0
-237,-1232,-374,-1581,-348,165,0
-363,-27,7,2476,-248,689,1
-2898,-274,-913,-1171,1266,822,0
-582,1564,-953,462,131,456,1
37,-194,-233,-2619,-1131,2603,0
-883,-206,-7,-2147,103,-1745,0
99,-3075,898,-2885,-288,1846,0
1714,1402,-845,433,1404,636,1
-2287,-376,-586,1328,3314,-3456,0
-1197,1239,-1145,961,1035,-556,0
-548,2029,211,528,-798,1314,1
-4814,-1794,-531,-121,-2979,1948,0
-1331,-3698,871,4066,-1516,418,0
-892,-3204,909,63,2136,562,0
-51,589,124,944,2043,586,1
-2637,541,1374,2091,682,-1782,0
1904,316,1494,-979,518,-46,1
-4605,-2955,-67,665,3732,649,0
102,-426,-475,1124,-2018,-3069,0
-228,3197,46,-218,453,2072,0
568,-1616,-134,281,1164,132,0
-1959,614,-22,-26,2384,1221,1
-229,1233,918,1394,-745,1711,1
1267,1231,-1561,1008,673,476,1
2229,1305,2746,-73,-323,-4051,0
-1597,-1382,-2592,265,784,-264,0
774,154,-227,1352,22,21,1
978,91,386,644,7,271,1
2114,381,-1214,528,72,314,1
-2992,24,-1558,-835,151,-2188,0
761,47,1522,703,1455,364,1
1504,-182,-4,-9,-775,-886,1
1836,208,1132,228,1961,666,1
-163,-1094,1036,2653,-84,-106,1
-55,352,-252,3049,946,587,1
-934,514,1059,193,459,1136,1
-497,-1178,-1333,2157,-1193,254,0
-2245,894,571,-902,543,-2544,0
742,1567,111,899,-1017,214,1
229,-167,133,-3953,636,466,0
2408,1128,-646,-3776,-3546,869,0
1034,769,1517,1395,1173,213,1
532,166,-3082,1414,-1616,232,0
-953,1979,903,504,-524,1028,1
-239,-1978,-266,-1302,848,-1219,0
-1931,702,4191,3024,-3368,2108,0
-26,-1249,144,119,217,-397,0
-194,401,-2967,291,3679,-2312,0
1019,1325,-1,463,-587,626,1
-759,-1388,528,1569,-237,572,0
132,305,1307,869,-39,-778,1
3622,-1172,306,-567,1816,365,0
-1736,-324,1269,2463,-3035,1579,0
1685,1146,-1043,-1365,464,-1064,1
729,1271,857,-922,357,1656,1
-44,314,1534,-227,8,2176,1
1749,3849,95,861,-1974,42,0
1498,-812,-2008,3064,-3236,3492,0
488,292,738,-1493,898,1131,0
118,3951,5391,1181,862,-2058,0
-1216,497,1236,824,-936,1767,0
179,554,-23,-156,-358,5668,0
761,-4183,-303,-273,-2431,1626,0
293,742,-3,-388,-526,1234,0
-2644,347,136,39,1206,768,0
3177,2109,2032,-581,-2055,143,0
-581,1518,2525,102,483,868,0
-742,1455,238,-82,924,1077,1
435,764,29,235,-234,-546,1
813,-982,-221,-157,755,1065,1
432,184,633,1247,1105,1484,1
707,3169,111,-834,1304,1119,0
1517,-794,1203,-386,2381,-194,1
3047,-5628,-197,-1818,1023,117,0
-479,-818,675,2673,933,769,1
369,-1968,-958,-3409,1898,43,0
601,-262,731,177,588,-975,1
127,1025,697,1346,148,133,1
283,457,946,1098,1804,344,1
1342,-416,-42,218,808,761,1
-596,-142,464,-249,-774,714,1
38,1024,545,1187,1577,591,1
1728,-171,1334,233,-1293,2728,0
-268,616,-1101,2408,-822,626,1
-1469,-1857,575,-1797,13,79,0
786,-897,3005,-211,-2439,253,0
1078,-652,2453,1919,1128,368,1
-6,-2498,315,-1484,-66,2178,0
-86,-597,2163,-69,2182,-4248,0
4573,697,-1034,-1102,-2555,243,0
-285,1928,-743,1359,62,-1156,1
555,127,173,-34,-1384,175,1
903,-739,-416,1472,773,-194,1
-1548,1554,2306,-14,2226,1137,0
2366,929,862,2864,294,254,0
-1866,2189,-4528,887,5893,633,0
-94,1197,-4078,-2443,3133,1,0
3,122,-206,1175,1634,-1268,1
1235,2821,685,2468,1076,258,1
-309,99,1062,806,-127,164,1
392,-726,92,-5,-803,25,1
-1162,-1,832,-746,-225,1935,1
1786,464,-1254,-1466,1734,149,1
1184,279,117,1114,2069,1166,1
1948,-3665,-1042,1372,3888,439,0
2146,-1412,433,-16,3331,-407,0
-753,191,501,-846,1311,2215,1
-612,43,23,-1668,-1378,-31,1
1124,-51,-283,-2119,2824,563,0
498,-3227,665,1145,0,-1493,0
223,281,1401,3183,2647,1453,0
1453,194,596,851,147,1706,1
-271,-734,3341,1918,-2702,998,0
73,482,306,733,1176,1138,1
2919,91,164,63,1406,-637,0
992,-42,1299,379,604,1307,1
247,618,2991,1347,-2271,1957,0
-569,-973,-1591,-257,-1048,-1036,0
-1518,1721,1172,-831,1564,1202,0
2157,-291,565,1306,-383,-58,1
1502,-359,1391,1724,-127,-535,1
2463,668,1296,2232,-221,-728,1
-366,1098,943,-661,2631,-494,0
-532,-199,-2193,1173,743,-1822,0
2694,867,264,192,162,99,0
2624,-52,-1511,1659,-1211,-1423,0
3206,3115,-3215,-3142,-253,-277,0
253,398,674,1746,-147,1042,1
2576,-1792,1544,29,-103,687,1
-551,891,884,936,1182,1157,1
-726,9,-2726,1183,-296,2078,0
473,2322,-199,995,739,216,0
2512,1268,167,1591,1625,-84,1
1255,712,-56,1012,947,-1089,1
-157,-2434,1829,-1474,-867,-4246,0
-352,303,2377,2646,2085,1148,1
-111,205,1576,111,-565,851,1
16,3004,392,-2451,-3048,3851,0
568,-838,407,262,-268,1061,0
-2939,-1505,637,-1127,547,-564,0
959,1434,854,-538,368,164,1
3881,299,-1601,-156,347,4,0
143,-584,-213,441,677,203,1
-91,-954,67,-1551,1213,865,1
418,-237,326,513,257,182,1
-874,-3285,-1074,-456,-2066,976,0
-418,93,1062,1305,712,-27,1
781,-2259,-2563,568,-154,1434,0
1066,-134,-1521,91,-864,1577,1
92,4622,54,2809,1186,-2347,0
-981,1947,1501,1363,-1156,-181,1
1157,-988,1605,261,43,361,0
1759,88,-1376,887,-148,-906,1
452,556,-1466,149,-381,325,1
368,-2454,2742,-225,1756,1308,0
118,-644,-387,1,-1172,4392,0
-115,-144,1939,1635,27,1074,1
1659,1352,1845,-354,-987,43,1
-3023,-58,1693,1072,4284,774,0
-188,-11,1371,-407,-1946,95,1
-586,-2643,-3148,-1952,-7163,-718,0
2313,573,638,1799,1716,931,1
1295,-1095,1232,8,702,16,1
511,284,648,986,-11,28,1
962,-573,-923,167,-517,-1126,0
1423,-1579,-32,295,1853,13,1
329,1665,-36,41,767,1592,1
1232,3,277,-141,198,251,1
-768,-2805,-112,-1478,585,-395,0
-183,845,-372,123,884,571,1
-76,906,75,43,-262,-1356,1
-1163,-296,-424,1902,1249,244,0
1811,941,153,-483,133,135,1
2148,-764,1204,415,379,-2342,1
