@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,5,9-11,20-21'

@attribute A2 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
543,-8,1604,1686,264,2374,1
-4696,-1878,-62,1813,499,-1196,0
195,-795,-439,-1563,-744,191,0
3,-1667,-316,-1546,-2734,-1995,0
-719,-128,-125,3066,-2004,3378,0
2132,-1804,2204,-581,-228,817,1
1471,258,-2402,2695,506,-1319,0
1494,-291,2902,2322,-432,1103,1
16,136,412,-35,115,963,1
-2483,-3786,-908,-9,-1079,-1885,0
-6006,-1478,-1106,-1223,-3641,931,0
216,1186,67,-1555,-864,951,1
-954,-174,3111,1555,909,166,0
-212,346,1384,-1309,-752,1419,0
-3218,2844,-9,-379,-1245,935,0
14,-36,88,587,-44,2485,0
344,168,336,369,274,-65,1
-244,841,892,275,782,1133,1
1305,2958,247,63,356,2319,1
348,1,72,-35,-213,-518,1
924,866,-537,1102,1838,2257,1
144,-644,1314,1281,497,-129,1
135,-1886,2165,-1517,1191,833,0
801,-396,1612,813,1784,961,1
76,904,626,-503,-2519,2462,1
-406,152,269,-1774,-623,1256,1
533,127,2422,913,2542,-376,1
-672,78,-598,-82,-3909,-381,0
1417,-1148,2086,-1917,26,-332,0
-452,244,996,1148,-37,1552,1
2213,-1344,-1151,1524,584,33,0
683,133,725,234,48,-1646,1
142,-184,1195,-1341,-1943,1693,1
1567,-7,2701,-414,-33,605,1
-2546,414,79,-171,-151,512,0
16,-34,61,-638,1925,173,0
245,421,4438,-1731,-24,392,0
-1708,1992,-447,-6213,36,402,0
116,131,319,9,-4,666,1
364,781,-992,192,616,243,0
154,-42,1302,-521,219,601,1
569,-1035,-119,-2164,-2114,-1896,0
3631,-2485,277,3804,189,718,0
-23,576,1719,739,1803,359,1
-1254,2,1349,-169,846,2302,1
1972,-32,966,491,536,1347,1
-1225,1129,222,3077,-3285,6,0
-647,209,-682,-358,-882,-12,1
-435,406,333,768,998,97,1
