@relation ring

@attribute A2 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-198,715,3569,1402,116,104,0
5,-788,1919,-938,-2924,-4066,0
2692,302,159,-3015,1205,66,0
2022,4483,-4,1836,9,-1721,0
1402,-1212,14,-4676,-3542,1894,0
-4401,723,11,1617,1072,253,0
-1457,482,-2102,1715,876,-1629,0
677,-246,2764,-1123,-5822,-1429,0
895,-1569,-935,-116,3816,1468,0
337,882,-292,-5917,-1632,98,0
914,-3185,2804,38,2827,991,0
1882,-1376,3311,-907,-2096,-637,0
-363,36,2094,1385,663,-1021,0
-1774,65,1018,945,2749,-26,0
-129,-2696,117,-926,1042,2407,0
2386,3089,-491,1413,-2216,36,0
-1797,1414,2226,-1641,579,-1583,0
1895,-2859,-968,-892,524,4388,0
-1408,347,-625,-1776,-916,-286,0
-985,3145,-2478,1088,11,-133,0
-232,-1097,-297,-1124,1061,-925,0
826,-1088,1432,-332,-2551,1939,0
-354,-7,2241,1975,-978,585,0
-358,-385,-709,3129,-3207,-4003,0
-289,-517,-2533,142,-209,-4462,0
-167,2013,-997,834,2856,-2142,0
848,185,2273,-1284,-1503,-3067,0
-2983,1584,-279,-1517,2926,-403,0
396,-287,1238,2551,2458,-137,0
52,-642,-49,-1575,5132,-2219,0
-687,-672,-82,-1678,-2959,4106,0
1918,-136,982,-224,968,-612,0
-3027,-286,4336,-3989,-2816,-4625,0
243,3149,-616,-331,129,601,0
2052,-2826,568,-615,-3212,85,0
1134,568,-601,2666,1108,78,0
-1295,-928,-37,-1577,41,1784,0
-1075,2008,-1422,-1293,-1688,1718,0
-23,-1418,612,1272,3163,-2748,0
-1067,653,-661,-504,-544,-2284,0
-1912,-1698,925,-1237,1379,-182,0
806,128,4542,1328,1918,-2612,0
2896,1246,5813,3366,-2906,-3786,0
-2203,-1414,-157,-1403,6638,881,0
-3456,152,4645,-544,-758,-481,0
2113,3408,-1884,-284,-974,-628,0
-1308,-134,831,-2908,178,-1626,0
497,-1437,-1253,291,125,1494,0
1159,635,-1194,-4511,-1538,1284,0
2025,572,195,2825,938,5,0
-199,148,593,3537,937,-502,0
1524,-95,1279,-1652,1075,-1275,0
-52,-216,-2272,2119,131,4012,0
-3809,2407,454,-1456,129,1684,0
-171,4545,144,2471,-2618,-1857,0
-1805,16,-3504,1383,574,-2744,0
-1121,3264,-5375,1381,-251,-309,0
-5805,-106,1906,1845,2818,1292,0
-3903,-3321,-2433,1729,1938,-791,0
-134,2854,4053,-1596,2298,-2528,0
2012,-878,-422,3033,-1838,-1585,0
-3001,-1575,2817,3252,995,-1842,0
-1538,556,-263,2405,2068,-1813,0
1861,2115,-1563,-2042,-2947,-1844,0
817,1469,1874,-972,186,-534,0
-366,1732,-1932,-104,-257,-2685,0
-2482,1528,1028,3863,1252,-1839,0
-3113,814,-451,1327,-839,158,0
-31,-1339,-3302,-2236,-695,-1307,0
-1824,-1168,-912,882,-1642,661,0
-3049,-2424,286,1016,95,131,0
884,2857,-1043,-332,-2461,-2105,0
1071,-1942,1926,1619,1203,62,0
-1448,-209,-688,-1672,-4069,-777,0
18,-2291,-2137,-41,-578,-326,0
2783,2996,-346,-546,236,1309,0
513,-2167,-459,1118,-312,2181,0
-286,-3793,684,-2505,-3609,2171,0
-249,-888,1628,601,-33,-1,0
-1463,2795,1416,-2072,-473,2152,0
-48,-151,-5792,-188,51,-468,0
-1441,-328,-1905,453,-1187,-2372,0
492,-685,21,-1885,2179,1538,0
1393,212,1659,-24,1029,-3393,0
4614,3263,183,1969,-214,-3295,0
-3331,-626,24,5541,-1552,-1016,0
-1208,-2169,188,-2094,315,3161,0
947,-1869,-63,261,-206,1528,0
-314,536,4247,2791,643,4513,0
121,683,-1776,-1099,211,-2478,0
3292,-2876,4043,238,1691,115,0
-328,1024,2475,-289,-12,1425,0
-244,-2908,-1982,2969,2396,289,0
805,1993,501,2493,-54,-4103,0
-429,-211,-3178,-122,1296,828,0
1731,-121,-65,2214,-11,-356,0
1857,-2017,-2145,-2388,5572,-256,0
1,-1896,932,-1635,5,-2826,0
-338,1292,1178,-1784,1511,-744,0
-616,264,-4264,-1621,3369,-1167,0
-3485,-1499,175,-353,-1818,-565,0
-1116,-41,-151,907,-53,-2439,0
558,537,3176,1916,-2314,3129,0
2132,3884,-137,-738,-1995,46,0
-1023,1363,-1425,1216,-1853,-5585,0
961,2742,-942,-385,1692,-967,0
-4209,529,3205,703,-843,-1306,0
-1767,1971,-1982,187,-111,-1197,0
-1526,271,1172,2502,-789,1449,0
-175,2218,-455,1874,-1084,-891,0
46,-1954,2984,2594,2018,-1822,0
-1083,-2662,763,-4107,1537,-3704,0
-1701,-1773,-928,-2233,-2215,2809,0
-1536,-738,-362,-3732,-1391,-758,0
452,68,944,-112,-829,1511,0
38,-143,451,-1953,-81,399,0
-3006,-78,2318,766,-554,12,0
-1268,-1837,1933,772,1674,-1565,0
-1188,11,-3376,1053,-1986,1101,0
1232,1783,462,-206,357,439,0
2725,166,983,2656,1447,-4393,0
-307,-999,-3926,2667,1867,224,0
-163,-1,-21,-1243,125,239,0
-1264,1635,3675,-3765,-244,-1873,0
1367,-3757,236,-2013,2558,-4185,0
-2445,2528,-235,-2554,564,-1342,0
-1165,-2187,-2538,1704,-489,3068,0
1713,-1043,48,-1032,3492,-753,0
1,-731,-1271,1327,-6024,448,0
-1076,357,524,68,925,1122,0
-1952,917,-797,2971,1352,-1039,0
-3033,2057,446,-3142,-215,4013,0
953,-3852,-4876,-817,-646,-1481,0
-154,2043,-3503,3419,-779,-164,0
886,-3187,-2642,828,-644,298,0
-2219,-491,-5093,1147,343,113,0
393,934,-737,1411,4511,931,0
263,2546,342,-248,-679,121,0
226,-1141,1402,-349,2197,-1375,0
87,56,1324,-1635,-1288,-1084,0
-298,282,514,534,3404,678,0
136,2302,-3199,-409,1493,-137,0
-1579,93,-458,511,-99,348,0
-1495,2152,-515,-3075,1446,-701,0
3015,1711,-5717,2627,585,199,0
-1651,895,-2281,1609,2463,652,0
114,967,-1601,1274,-737,-4201,0
-134,-91,-295,-2228,587,2195,0
-2879,1995,4554,3506,-578,2409,0
746,632,-487,946,814,1233,0
-492,255,125,-1502,4956,1374,0
923,-302,-5679,3198,-1797,4524,0
174,-341,4275,1581,111,685,0
-348,-484,563,75,-5117,231,0
2714,3857,4191,4718,6,1767,0
1269,-25,2449,2699,486,75,0
-136,5547,648,3434,-1719,-1431,0
3798,-2403,17,-2427,15,1393,0
2139,-4665,-2024,252,2539,3423,0
-212,-183,631,-156,-715,-1671,0
1056,-1491,2074,2262,2675,-117,0
-333,-1231,4271,-2386,379,496,0
-22,1103,-1469,213,-1385,488,0
-3236,-374,724,194,2277,292,0
1227,1098,-1453,-894,21,3031,0
-1506,249,-1511,-325,1162,2636,0
-1288,-321,3326,-1988,-1354,117,0
453,-2318,-4581,1753,3709,-1026,0
-3274,-2041,-3025,3948,-466,-385,0
263,895,364,1361,628,1052,0
717,939,175,-3152,1059,-1385,0
-4084,1678,808,-1586,-2442,-705,0
-909,2085,-918,1898,638,-791,0
1284,3837,777,-4306,-81,985,0
-1347,-1084,1945,-1049,201,-106,0
-619,288,1813,-86,-1389,-3171,0
3,3187,-116,-262,1846,-1223,0
1979,-1694,951,121,2526,-4149,0
4014,-2736,-918,-5881,5393,-3943,0
-1352,1458,-532,-2898,2737,-2849,0
961,-1219,428,-2877,-1402,296,0
-1473,-1218,-129,-1784,-2664,-3021,0
2378,2963,-1866,1034,-681,-2347,0
185,108,2786,-859,-1168,1125,0
1331,304,1983,437,582,2707,0
429,1179,-218,168,-206,-4122,0
-1509,-1243,-1465,-463,491,-2728,0
-1115,-3777,838,708,1121,-2059,0
-2295,-407,111,-1362,744,-3478,0
-1106,-1063,1008,-901,772,1105,0
1005,297,2226,-1384,-1559,536,0
-2463,-673,-2573,1767,-1097,-1747,0
2243,-156,96,118,-4108,-1124,0
114,242,1365,-1386,3661,805,0
2232,-1321,-867,583,-3199,-1754,0
-2635,-4381,-1456,28,707,-459,0
3087,-35,2475,3005,-1161,774,0
1279,5993,2495,-402,1714,-2672,0
-1367,353,-1768,1812,1497,-132,0
1564,-1261,-958,-3451,23,1312,0
-2131,-497,1506,528,-612,-185,0
-1244,4221,-2555,1711,669,-1716,0
866,1447,-3129,942,878,-1564,0
-59,-698,-2586,791,4391,-129,0
3108,833,1038,2244,2325,-2942,0
1885,-2843,-507,558,2587,-2276,0
-1156,1889,-879,-908,-1295,1673,0
154,-98,-411,-173,-38,1988,0
-684,2854,-2025,-33,-3042,-1,0
907,-833,-292,2886,-166,-3904,0
4091,339,-1,51,42,1324,0
2304,33,-1971,-2219,2287,-666,0
1034,-1189,-44,1312,2515,-3324,0
-851,-3229,2432,-473,-2758,-858,0
-3,392,-3194,2342,-221,1849,0
-3867,218,-2503,-1341,-1728,1606,0
264,959,-674,2246,3086,-482,0
275,1719,978,-3895,2343,-1789,0
21,-758,-136,-152,1469,3883,0
-431,1124,-593,508,-1181,-2814,0
-1691,-1631,318,4687,582,-304,0
3227,457,-1176,133,39,-46,0
-869,1536,496,1813,-1279,2218,0
2386,157,-2109,-1408,1892,-123,0
1151,-1287,1236,-532,2027,-1137,0
-1148,42,-1339,1451,2959,-5276,0
-257,-316,694,397,1977,547,0
-1356,649,-1424,205,-922,-3171,0
3129,-1998,-1501,1761,-2164,47,0
431,-1514,-1529,-564,81,-916,0
342,-2019,508,-1224,772,-3014,0
-135,1643,-443,-735,-56,3876,0
4115,-1703,-797,1874,-1656,-225,0
-399,1287,1183,1414,-2288,-2024,0
1538,-1733,-131,-258,-2538,3052,0
-3818,82,3714,1304,2417,2283,0
492,-983,-2986,-2943,1277,-1508,0
708,-2583,3333,-723,-1169,-3281,0
242,-719,1372,-1698,-253,1312,0
-2509,865,1454,-1634,-3542,-4965,0
-3502,-3905,1698,3885,-1095,-2571,0
-2352,1997,-2213,74,3497,23,0
-2092,-1279,-1751,1988,-4491,-1423,0
3178,-688,-2573,933,-3598,672,0
24,-1024,4612,1064,-252,4588,0
-3167,2016,-1174,-2261,1808,-1107,0
-3204,-2213,-3299,-1112,1355,-2549,0
-2374,697,-635,-1305,-1781,-1464,0
477,1124,-4,-22,-1551,2176,0
-3806,4,-1058,1992,-184,1669,0
143,-674,-191,-2568,-3543,497,0
-4006,-315,304,335,1518,-297,0
2316,-1052,22,132,-736,1695,0
962,-235,-271,807,-1031,-303,0
-863,3336,889,3066,121,-489,0
-1799,296,-3244,883,-731,2789,0
-2868,-18,-2766,3265,-2667,68,0
552,567,-2256,-616,653,-1203,0
-2965,1894,96,-882,-1628,-2466,0
1087,18,1214,198,1032,1131,0
3188,526,467,-1319,-467,534,0
2241,774,-1886,162,223,505,0
3957,-193,-2662,-4115,-1009,-742,0
-1045,1499,496,191,1271,1095,0
729,-1636,554,781,326,-1248,0
-122,81,95,516,3072,-473,0
-592,148,688,-1628,-2596,317,0
-51,1822,1766,-952,342,2401,0
1184,1036,-2413,-89,483,-394,0
1263,2074,-846,2951,-306,-311,0
309,2926,-1105,116,454,-1099,0
-705,179,-1845,-2078,-644,-723,0
179,-37,366,-639,-1921,225,0
14,207,-4371,927,2697,-1704,0
4064,2618,-1786,-2769,229,-992,0
1818,-128,-2668,978,603,-2258,0
911,-609,-487,643,1952,-739,0
305,-3646,-344,-5343,604,4206,0
-5,-1716,132,-831,-585,243,0
-978,-5,176,1867,-3771,-3431,0
285,-3701,-84,-2308,-2754,-2532,0
-68,1162,-1493,935,-984,-286,0
-61,-145,-2771,144,115,-75,0
-476,1238,-792,865,2343,-424,0
-738,-1069,-326,497,1639,61,0
-1276,-2257,752,-2631,-1005,-1648,0
-29,174,-173,-2024,681,1198,0
-2778,-199,-404,3729,637,1222,0
1024,-93,5459,1054,2705,-117,0
-657,-42,-503,505,2218,335,0
109,-1541,-127,-287,-1299,-2568,0
208,-606,-81,-1008,-873,229,0
1633,-1344,-535,-111,-482,-32,0
-263,655,2637,3672,336,1357,0
3209,-195,1253,-1031,-61,194,0
-44,318,-58,-1019,-297,2405,0
2677,1683,1287,2904,1555,328,0
2334,-864,-1587,-2313,-2442,-1636,0
182,-11,-586,1399,-599,-2092,0
3119,571,-1109,47,-1858,372,0
2508,383,767,-1002,3574,2451,0
2336,-2074,-66,-19,113,-1729,0
488,1966,-312,-172,2593,-872,0
1134,-515,-1004,1278,342,-2193,0
1056,-1896,88,-4911,-1789,-3914,0
-373,-911,4197,2264,-195,238,0
511,-337,-427,325,71,1228,0
-3749,-116,2685,2318,-4258,3126,0
1403,745,553,-3766,-617,-505,0
2356,933,-62,-3909,1801,1063,0
-32,1,254,1522,774,-1099,0
-287,36,-1385,154,2045,1128,0
632,105,-394,-1632,-2043,-1724,0
3842,242,-471,83,1347,903,0
3302,512,-1894,-1783,1344,135,0
-374,3166,-1372,-913,-616,-1549,0
759,-113,-3803,-521,536,1209,0
-346,1717,-148,-2547,815,2387,0
-185,-1053,-1218,1434,-3597,3687,0
2625,2488,354,427,2642,748,0
822,331,-569,-1476,601,411,0
1066,-1861,3102,2775,3278,302,0
-2067,125,3454,-1194,-2545,835,0
1966,846,4106,1791,1126,-234,0
952,1435,1724,336,2319,709,0
-937,-462,785,3674,-479,179,0
-2507,-678,852,1755,3589,277,0
-2362,-1655,-2251,2488,-3568,1952,0
1527,2,-2279,-2205,-1784,3609,0
-2029,367,-226,-514,-1982,-541,0
-2824,-2306,-1878,-978,-817,869,0
3591,854,-2267,-1102,161,-2612,0
-1052,-26,68,-1992,-2384,93,0
893,-2372,-773,3207,1743,1031,0
175,-251,2249,-2472,-1111,-303,0
89,14,2002,995,502,128,0
429,-1921,-682,911,-4533,-41,0
-414,-91,-3432,-2396,-495,1436,0
2591,-1232,-642,1907,-1905,376,0
-935,-2253,1814,978,-26,3605,0
2325,251,819,2218,-1114,-13,0
-345,-864,2314,-285,-1361,-2801,0
619,2001,2069,1025,143,-4771,0
176,1125,4133,1306,-2004,-3108,0
168,335,1671,-1759,-109,-1067,0
-1483,111,844,-742,1579,1267,0
-592,1944,3057,341,1977,-444,0
-1517,29,1888,-1272,72,2992,0
-1422,82,415,-4268,-2567,976,0
1941,-2429,-652,-372,325,206,0
