@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,10,15,20-21'

@attribute A2 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-314,-144,2026,302,1
-35,594,244,3568,0
1193,-3916,-3216,2526,0
2689,2514,-2357,159,0
-1406,-485,78,98,0
-173,-55,16,1138,1
-654,2014,-1383,-3288,0
3296,237,1781,272,1
59,-3293,414,2014,0
4628,618,1191,-96,0
1127,-971,1082,99,1
437,-504,-1036,51,1
176,1398,452,743,1
506,-981,-1083,-1816,0
-3238,-1386,727,-2987,0
2166,-2472,1554,-461,0
237,1396,-213,1997,1
-2384,368,1488,1257,1
195,1288,-1281,1107,1
-563,3,-611,888,1
-79,1739,-2692,1747,0
317,-708,-597,1243,1
-772,-2138,2191,428,0
2379,154,888,111,1
123,378,-462,-13,1
-323,-578,315,-1116,0
-65,-1178,-2625,944,0
923,3198,-75,4524,0
956,1157,2998,152,0
408,124,1514,-1979,0
-685,-2182,-1258,-802,0
627,2079,-304,71,0
-485,-176,576,-814,1
509,818,692,-279,1
-3163,151,-1279,-4129,0
-1282,1312,-996,1924,1
1918,-224,97,-612,0
23,3,-1258,-51,0
-1693,3367,1376,1302,1
1336,988,179,118,1
-792,931,1465,602,1
547,2672,1233,-857,1
333,118,2129,942,1
-3699,526,527,-175,0
1741,63,251,-126,1
942,-1492,-1052,324,1
1917,-198,-1357,-1657,0
-178,1143,-642,1564,0
-134,268,2341,2927,1
1247,2386,3213,983,1
513,1059,383,-408,1
-1806,-853,-2792,1676,0
1744,539,333,342,1
1311,-52,-4477,38,0
223,1146,556,1195,0
428,1194,1736,-602,1
2601,1829,-526,-216,0
943,2025,695,628,1
-1145,1168,1495,-152,0
-1048,487,997,492,1
-2085,1087,906,-165,1
-538,1501,247,-132,0
-2219,1147,-1032,113,0
405,335,-132,232,1
207,2904,3657,1093,0
3411,786,-3705,152,0
-292,-2187,744,1213,0
652,-866,-3538,-544,0
921,531,666,-422,1
4,887,-62,756,1
86,2929,921,-4534,0
1959,142,1454,-487,1
-1084,13,6672,-153,0
336,-348,-702,-452,1
-1018,1429,1716,-639,0
-1509,56,-81,-759,0
-711,-1593,-224,-949,0
364,2124,-2912,1453,0
-178,3019,-1423,424,0
718,354,669,-9,1
1922,-551,2189,-772,1
1445,731,63,1041,1
465,2642,-2541,-521,0
2798,-1471,-48,242,0
-516,-514,687,33,1
-1034,2683,-565,4988,0
175,-457,992,9,1
67,1348,308,-439,0
-639,-1076,-1002,-5382,0
-1162,3272,2956,5969,0
-306,819,1478,403,1
-59,78,2095,1053,0
-414,1246,1018,-464,1
1008,1434,804,-1432,1
1202,232,238,936,1
-145,908,1264,657,1
2905,1861,-735,-1234,0
279,576,1428,-1109,0
1,-676,855,138,1
-1095,955,176,-1968,1
74,794,-1272,-1212,0
274,-642,-544,392,1
41,1369,912,-761,1
-3206,-652,414,196,0
-1792,-1413,-2836,-2071,0
1657,-392,1448,-517,1
413,-236,-1408,-104,0
28,-274,-1642,1173,0
-155,201,882,753,1
-549,-4157,2742,1033,0
-1044,-4155,523,-125,0
769,129,-1229,1417,0
309,14,269,-329,1
1917,1745,-214,-163,0
1018,771,587,1795,0
1134,-85,77,966,1
86,66,1098,-117,1
3419,-1475,-2024,-1314,0
372,813,-905,-2601,0
854,868,1722,785,1
5688,-499,5592,-1898,0
749,116,-392,37,1
-3868,961,-1389,2399,0
164,-596,-113,35,0
1726,-193,1126,1244,1
237,1355,-3644,-217,0
-85,4006,8,983,0
-472,2118,3651,723,0
-657,505,4087,335,0
-607,1598,271,1711,1
-128,-228,3009,-996,0
219,617,-1428,1026,1
615,1333,-662,201,1
383,6,-947,-256,1
-2542,-707,37,229,0
649,1723,603,-91,1
441,103,626,756,1
-233,1468,186,863,1
771,1205,-1199,963,1
982,-832,-312,133,1
-605,-715,1249,1974,1
1124,792,-687,1082,1
-2893,1294,-173,-717,0
102,-593,2588,332,0
187,3752,-3772,1019,0
-1455,-2722,1252,625,1
-971,-587,-56,235,0
-872,-57,787,42,1
2249,-1342,2197,277,0
-355,1254,-132,576,1
-306,625,2228,483,0
-464,606,-151,3376,0
2711,1149,176,2328,0
-485,488,-25,-1494,0
2168,-1754,-2332,-169,0
736,-412,9,-622,1
3756,-35,247,1466,0
-2204,1535,-894,-179,0
179,-581,-4646,609,0
-1536,2637,-1404,1081,0
-494,952,-444,883,1
-317,489,-3144,1553,0
-129,3699,-2181,-463,0
2022,2224,894,17,1
-934,104,-1463,607,1
-2844,-163,579,252,0
705,972,-1037,1355,0
652,2418,-261,-317,1
644,-1129,478,507,1
-36,-1262,474,2616,0
164,1316,-32,1293,1
-1219,-947,2216,1009,0
211,-3057,-181,375,0
-753,1626,1287,93,1
-282,785,1304,-1084,1
206,152,1718,-2437,0
-1744,-1909,1132,-132,0
1,3284,-1197,-222,0
-348,615,-2593,-2814,0
-208,84,76,-392,1
-1651,-247,3597,833,0
361,-183,-924,-68,0
466,-1325,1139,2595,1
736,-136,739,1782,1
795,236,-195,-3456,0
-142,1149,919,-578,1
