@relation ring

@attribute A1 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
1596,-2391,3275,-871,181,-3025,0
-606,65,-356,1676,3962,-3116,0
-2372,578,2961,-561,-773,594,0
118,143,292,-754,-1358,3876,0
-2504,-1875,2269,-1688,1083,-901,0
-2463,1,313,-6,2442,-3103,0
-2182,398,1131,-2027,1699,-456,0
-2038,-387,-61,-494,-857,-791,0
-516,3122,709,-857,2612,-3017,0
727,466,-192,-74,196,-1153,0
-1143,-1574,-435,2188,3818,132,0
606,435,503,-555,-3301,-1491,0
2566,639,2088,527,-1223,-2608,0
4922,-4544,-258,-1024,-428,66,0
2998,1311,-1897,3112,3224,15,0
1756,1623,2728,3805,-1597,2,0
371,1388,-2285,-456,-347,985,0
2667,-2041,-2234,287,1268,2759,0
-1099,1265,-2572,407,3726,-1889,0
1867,-3277,-1595,546,-137,-2374,0
-1866,1787,-431,-64,-1424,-1834,0
138,1652,256,-23,3639,1997,0
-76,-3196,-435,-98,1125,-1484,0
-817,2499,776,-1105,3792,2154,0
205,121,1713,3894,3502,-2012,0
291,1279,-67,1636,-1348,-531,0
366,-2807,-2317,2818,-105,229,0
-2513,-4072,961,-32,-1505,1357,0
1132,-307,4494,3517,-1195,-3376,0
3333,2144,457,814,-2107,2097,0
-904,793,2053,-1087,262,-1246,0
102,207,1343,2211,97,-1264,0
-1216,-384,4966,1732,-483,2045,0
1696,1428,-1141,5486,148,-2439,0
-1696,1882,547,-1477,1137,712,0
-535,-598,2804,712,-1271,-1633,0
1561,-266,-1666,53,-161,-1438,0
-942,-2974,1691,2134,926,278,0
1045,-385,-89,-1239,-1022,-219,0
3153,804,-2313,-41,-551,-713,0
-176,-3918,4551,3121,-1308,-442,0
1315,21,376,-422,-2657,-23,0
176,802,2294,1133,-664,298,0
-1647,-3044,458,-496,-1905,4993,0
219,3062,-2197,-729,-4851,314,0
-2489,-2148,368,1644,3315,5933,0
-1553,345,-3538,-186,-332,-2962,0
-2934,-2608,984,-268,946,-176,0
163,-1049,3291,1596,-1548,-1125,0
-1643,2964,1313,-4197,448,566,0
2194,2416,4096,172,1582,-174,0
-3274,-31,3171,347,648,34,0
-1871,784,2298,4085,1497,1866,0
-1858,-123,-818,236,-21,-1589,0
-204,-3236,583,637,-2667,-1778,0
-4396,331,-1413,68,273,-1303,0
1249,235,132,-947,765,368,0
312,-207,3135,-956,2564,66,0
-1614,-2889,-264,2258,-3365,-1224,0
-36,244,-888,1402,875,816,0
-259,4321,309,979,5792,984,0
-2088,2636,-4058,65,-2428,-438,0
1233,12,-31,2526,2415,-591,0
2745,-3926,-2766,414,-962,-1377,0
-662,-1709,151,199,351,1902,0
365,-1228,312,111,-1013,-1087,0
-2163,-48,804,367,4492,-4034,0
758,-334,-767,456,-21,-592,0
141,-1506,902,1693,-1031,1472,0
1791,-242,-1336,-1588,-34,-2264,0
-1346,-5558,-187,-339,-187,407,0
3233,-211,-602,-1712,-3322,2288,0
482,124,2307,1493,-1917,-6173,0
335,139,189,2233,109,-643,0
-1782,1022,-4182,-211,1776,1033,0
527,905,3821,287,1623,-577,0
2928,1672,132,108,465,-1314,0
-1094,-131,1849,-948,-228,-2942,0
876,3687,155,-1884,-2684,-1516,0
109,3456,132,-1521,1624,-3516,0
611,-2918,-1111,2296,-12,124,0
-1955,-2859,-2543,911,-131,-276,0
-2733,-158,1484,3367,852,-1351,0
142,1784,35,316,1249,-1188,0
-3313,-1411,935,-98,2673,-1995,0
-1272,291,-228,-1735,-1113,1461,0
858,-3,-474,1772,-353,1877,0
648,3906,2406,3443,2,1438,0
-783,-3866,2353,-1723,-578,113,0
427,-2581,2796,3921,5236,5948,0
271,168,-3645,-2107,-603,-2241,0
3626,48,-1383,1663,3672,-1393,0
1831,187,1142,-1864,-716,717,0
2354,143,142,-3312,-207,1641,0
5,-615,-2681,-159,-2461,1453,0
-211,-1817,2003,-368,2656,-28,0
499,646,-706,263,695,-256,0
182,514,214,2781,-2579,822,0
-1587,-1669,345,-1326,1345,5462,0
2882,-418,879,-144,428,3253,0
-457,2952,914,-1612,4635,-681,0
1341,-895,-1112,-382,32,-3026,0
2669,392,-1493,108,-619,2241,0
-1614,1331,-375,-1295,-203,2112,0
-1492,2077,428,-557,2681,942,0
1903,767,144,2879,1851,1536,0
-308,3368,-2391,-756,919,611,0
306,-3756,38,1702,-1948,3883,0
-21,224,-2053,-107,-58,-62,0
126,-486,-1648,-806,277,28,0
-2943,18,-1672,2121,-975,3462,0
-2165,-66,222,-286,-1193,2028,0
2065,-424,2787,-81,164,-819,0
1262,-47,313,417,1296,2362,0
1711,3534,-352,354,-672,-1189,0
-326,-386,-2392,113,1102,49,0
3899,2015,-1105,-4735,169,29,0
1689,245,-796,-578,401,4429,0
1457,62,-1084,-54,1478,-303,0
-433,-3852,-73,2161,1688,-558,0
313,54,378,-11,3014,136,0
-3591,-208,524,-3283,335,3086,0
406,-1956,365,-932,-1486,71,0
1073,-1965,-151,2571,2618,1565,0
-1815,-156,825,1539,-3218,-905,0
-3264,-1529,978,-1864,4206,1101,0
407,74,378,-352,594,-122,0
663,872,-947,-201,-867,-2924,0
