@relation ring

@attribute A1 numeric
@attribute A3 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
3161,-656,-1406,-396,-349,243,0
318,255,1413,-47,-1214,-3076,0
-19,1979,-3012,831,-2121,-1536,0
2518,-5235,-678,-1822,3075,1571,0
-1197,2023,1704,684,-1912,201,0
3633,-2821,2075,-1944,55,-195,0
-4798,-4245,678,-1374,-1964,1664,0
-629,226,1381,-3969,-985,2174,0
-3027,-1336,3692,603,466,352,0
-1991,3506,-724,361,6086,-2004,0
2482,-927,1202,-2683,-1828,-127,0
648,1322,-2379,-1638,1965,-667,0
3368,3309,283,387,-2191,-2198,0
-1197,2836,227,288,-271,1035,0
-1534,1321,-527,946,-778,-84,0
4234,-1642,637,-382,-5683,-2775,0
2667,738,4576,-2463,-3546,1455,0
2359,-1316,673,-449,-817,-2703,0
1,191,-1068,2608,1341,-751,0
-213,-1972,1876,-3877,1531,-1628,0
1071,-2013,-1068,2312,1346,323,0
-236,-108,229,5659,641,1391,0
483,-6186,-99,1656,455,-1468,0
-488,499,-2795,2729,1816,1814,0
-26,832,-2488,2858,-1806,1593,0
1833,3425,4127,1449,1811,3071,0
2125,-129,1456,366,-2895,-1517,0
-1428,1544,-1323,915,-1362,-4013,0
1516,-2451,-178,254,2492,-943,0
-2853,-2902,-317,-1046,47,997,0
-787,-2259,1048,-272,2895,1626,0
-41,-851,-4495,-2338,1786,414,0
-56,3419,-36,3647,-1032,-762,0
-1461,45,261,-114,1559,-784,0
-804,45,-1764,-1063,914,-573,0
-487,-338,-1436,-3402,-4135,-1539,0
74,341,3257,994,53,1199,0
441,1879,49,-3396,1629,-3093,0
-1378,-57,-1232,227,1502,-299,0
-2725,638,2978,-121,2804,205,0
2378,1223,-2187,1534,3425,-633,0
-828,1504,1692,-124,-399,-707,0
3341,-113,3,-391,1155,-1015,0
365,1518,-898,-677,894,1993,0
-205,2767,-1278,26,-1221,-222,0
2145,-1147,3054,-75,-2831,-874,0
924,-251,-1557,-2252,138,2757,0
-2124,1514,-3403,-1073,-3555,644,0
-1223,-463,-586,206,4242,3755,0
965,-143,-81,-204,-3598,-2641,0
1087,2,-7096,-2345,1875,116,0
792,26,3106,917,-1263,-1252,0
2369,1137,-1226,1425,-1047,872,0
69,-2567,-3136,1928,1885,134,0
2787,-243,-1177,32,746,-649,0
129,3008,-2688,-1383,-263,252,0
-4928,-3107,-2602,-1794,7,2093,0
778,-1227,-106,-1386,2712,2188,0
-638,576,2692,-2266,-335,-551,0
1202,569,-287,-655,1316,592,0
-1749,-3467,946,1374,-3093,-3603,0
-1846,-1253,998,-4804,-4123,-2224,0
76,-765,184,-3114,802,-84,0
4057,-3375,1409,-734,4992,-3215,0
633,2445,-2088,-1804,-308,-533,0
972,988,699,-334,146,-237,0
-299,3498,2984,-633,1152,741,0
191,-1739,2332,2638,-2622,1166,0
2873,-1611,553,494,-3405,-3808,0
883,-755,-379,2656,805,-1436,0
556,-782,-382,-434,-257,-771,0
-289,1755,-639,-3742,572,-2124,0
-123,1717,-1345,-4817,101,-1885,0
-856,433,2887,1736,-1045,-241,0
-3072,-2942,1714,409,1976,3537,0
2377,-375,-269,29,74,1779,0
-379,-2174,-478,-48,2026,-638,0
3753,-1995,559,-1108,398,-667,0
-411,198,-2421,-2584,2241,-355,0
-3208,-2171,394,25,-2811,-253,0
-635,1076,1716,2726,-1622,-129,0
-494,-953,-1668,-593,-1583,521,0
-3585,3039,-989,-2784,-2635,922,0
68,-1617,2107,1267,237,-989,0
-818,729,4157,627,-201,3472,0
-181,1036,-1615,1472,-2821,-1512,0
1421,2567,-1135,759,-2168,3715,0
346,28,2155,-584,1638,1402,0
455,1517,1341,-1387,-628,-1766,0
-421,2214,-529,2868,-2143,-3131,0
4,-4138,-107,854,1571,133,0
-871,221,3878,-715,3368,-1866,0
82,-1017,1016,-3,-2086,-2269,0
187,-2802,-994,3354,-561,-1598,0
615,-2138,3763,1636,-939,1227,0
207,5452,-722,-194,-559,96,0
-18,-3121,1103,-928,-2094,-845,0
1905,-91,-1056,-1111,1837,-222,0
1412,-2465,1,-1065,-757,-1042,0
-86,2214,367,-126,1007,-1677,0
1221,792,-1402,812,2016,-2186,0
1995,-2076,-816,-1368,146,-8,0
-1212,609,-1389,-2294,155,-2884,0
3128,-3916,-1572,2432,-4,-2188,0
516,3545,1006,-4293,-1035,32,0
-1423,-1548,174,-671,3197,-228,0
-1737,-3092,794,-473,-1675,299,0
