@relation ring

@attribute A8 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-3078,2477,85,-1066,-425,4116,0
105,-2532,69,994,1071,-24,0
-1473,-786,-2194,-42,2501,-1558,0
3256,-163,2435,-3037,4659,1245,0
-2075,1646,-1681,2855,2541,2004,0
2072,-3807,576,-977,3652,-8,0
1184,1098,1652,2909,-215,246,0
9,-3937,-1261,-2902,315,1831,0
-557,3153,-68,366,-166,24,0
-71,3131,2,-13,94,-2256,0
-1688,-2145,-1628,-1009,-3557,-499,0
-1148,-1638,2257,-5,-3535,-1608,0
2914,-1341,-2361,357,-3166,-2038,0
1178,-1888,2942,163,3799,777,0
759,-1301,-957,-119,4767,-1298,0
215,-2386,-1511,-1173,2383,-1115,0
687,1629,-1006,-1224,1014,-1198,0
-34,-1951,1478,153,5,-1467,0
1835,742,-719,3911,-142,275,0
993,-358,627,1681,703,-963,0
-3617,-1669,685,306,-964,-1246,0
415,-549,3112,3636,2854,-16,0
-346,2073,372,478,-1204,1526,0
-1402,-1373,-614,-2921,-144,-1613,0
2717,-705,-3969,3118,93,1599,0
-1186,-4522,-1348,172,-1595,-579,0
-833,-2777,-279,-2839,2297,2922,0
-0,-522,2287,221,-1744,-2751,0
1198,1247,1529,-288,-1486,3869,0
-1959,-3696,-1724,813,-1088,-1713,0
1191,-1,-5,1547,-438,-1463,0
841,56,1743,469,-3371,-12,0
-1029,-206,-827,1256,695,-859,0
-1238,1362,-61,-2536,-126,-1957,0
-3447,1263,2441,2217,475,-65,0
2569,773,-1008,1358,1246,284,0
1244,2028,699,22,146,-237,0
-1892,2,-2044,57,1159,-2743,0
165,-1897,-2227,143,5351,617,0
-1041,-227,584,767,1748,843,0
132,-616,623,2424,-1211,-342,0
2288,1596,-1617,-49,1578,1299,0
-1802,-3267,-497,1042,1865,107,0
1022,-197,1021,1464,-3083,-1946,0
-2362,-52,-1345,-17,101,-1885,0
3474,877,-786,-24,144,-1646,0
694,-1197,-188,2154,1118,1602,0
-1928,-352,2656,-2987,-1897,2377,0
-257,-595,-2011,5053,-2876,1664,0
-303,-2969,-237,-3283,482,148,0
-889,-1637,-2457,-2405,-168,-2054,0
805,-1894,3696,-1226,-1476,-504,0
-8,-192,-615,3485,-1989,31,0
-2183,273,-527,2687,-778,-84,0
-523,416,-447,55,2074,78,0
-327,1372,2637,-914,452,377,0
342,-1665,31,-1149,-801,-1612,0
-224,4542,284,2243,-1859,-25,0
668,-2555,-204,18,901,1356,0
-95,726,-506,-1299,-1489,2823,0
-1584,-126,2677,-2399,-634,259,0
1042,-3915,-2524,-1416,403,-83,0
-4485,2032,109,1557,3519,-497,0
711,13,1266,-2601,-1653,-23,0
611,5318,245,-258,1084,-373,0
146,1942,-2342,4666,-118,769,0
-2522,-807,1164,-649,597,-2382,0
1743,-1984,-1096,3392,4576,-1,0
-1818,3326,3069,-1776,619,-653,0
-4176,-593,-177,-973,3247,744,0
1786,166,1325,-2894,472,-1382,0
3518,-422,201,2037,2206,121,0
-1618,2071,908,109,1437,984,0
-831,194,1815,-2119,1318,-691,0
4942,-676,2462,-194,1319,2379,0
1092,-95,-1501,-411,1444,-584,0
2057,-1156,-286,1367,637,-2622,0
-1672,467,-116,-2078,-104,-2076,0
1455,-2698,344,578,-3314,1634,0
1362,-2733,-3361,-1648,-1711,-656,0
-3953,1878,51,1591,675,632,0
-199,-1205,1338,-4123,-828,284,0
172,-1351,582,-1203,-1585,1816,0
-188,1428,2608,-915,783,-118,0
-41,968,1958,-1155,4673,-2665,0
-648,1155,-1628,2287,-397,1286,0
-3724,3333,-1102,2187,-1096,1476,0
322,929,352,347,2091,-177,0
1495,1304,-4725,102,-343,848,0
113,986,-581,688,2606,847,0
1444,1945,2859,3955,-599,692,0
1414,2021,2081,12,2946,173,0
5662,19,-1558,-1921,-311,3631,0
1746,1253,148,-2522,528,1349,0
2287,-3178,2978,-1222,2804,205,0
713,1732,-633,-423,335,-913,0
1269,79,-1157,-2562,2002,4778,0
-1033,33,344,-323,647,2109,0
-456,415,607,947,-1378,-492,0
-1954,4122,-151,2122,-2612,-473,0
-4657,-707,242,-2112,-3115,1517,0
1736,-1783,1163,1305,948,-796,0
-2829,274,2113,181,2139,2071,0
1808,-148,89,2821,164,-488,0
3377,136,966,-271,2223,-1221,0
-2232,-243,316,-1152,1298,4332,0
-217,1886,-1122,17,-1758,802,0
12,-1766,-1877,388,635,355,0
598,1356,546,-1804,937,-684,0
-2177,1675,3688,-1332,486,532,0
1218,393,1104,-252,-2112,102,0
1025,152,-1819,-4045,-859,262,0
-2054,-91,-1379,4257,-1327,1599,0
-1753,-1416,-2993,767,-2635,1111,0
1784,-119,1896,2243,6,-2085,0
1072,2475,-1048,1625,-3331,-59,0
-1859,562,-375,-1776,5303,2107,0
236,895,-3872,592,3311,917,0
-2624,-2835,-81,332,-3598,-2641,0
-2284,-123,211,-3059,-142,-906,0
-63,-2227,2743,1172,-593,-3294,0
-1662,-1663,2518,111,702,-1851,0
76,-1753,-1039,-37,-4272,1646,0
-1286,186,2853,-95,-201,-62,0
237,1311,3763,179,-939,1227,0
1555,-1592,-1464,-484,-42,-189,0
-3236,1986,-1204,1638,-4403,-1175,0
-7,859,1683,-2011,-619,4193,0
-1721,-997,2301,-673,1509,-1978,0
106,-3212,1409,-1629,4992,-3215,0
291,55,613,-2477,1322,-948,0
-3275,-39,1268,-428,384,2039,0
473,-2023,-105,-3569,2504,-819,0
3367,-291,524,-1836,-1309,-821,0
-2721,-1095,952,-2523,1716,-1393,0
1452,404,476,-2301,-4494,2295,0
1163,557,-22,17,909,16,0
5778,-3891,-577,1665,-327,744,0
3463,654,4675,4145,-395,1156,0
2716,-1058,-411,-118,1173,-1722,0
642,-263,299,3176,-1825,-678,0
399,44,2892,-2046,907,1152,0
1851,762,-1345,196,-33,-3837,0
-756,724,-1031,-947,-2712,-1037,0
-2885,-1075,-78,-1629,-156,1596,0
-789,842,266,-1218,19,-2791,0
1921,-3461,-12,962,67,2158,0
417,-4264,-1165,137,136,-715,0
-4476,-2388,186,127,-49,624,0
3198,-624,2213,174,285,1118,0
1135,-6279,401,-253,283,461,0
2288,28,-743,-946,3556,1922,0
918,1649,1742,-1519,4869,1321,0
1288,-3689,1002,1641,-2184,-1896,0
-345,5813,1427,2509,-1267,-1947,0
-2474,2335,-437,-16,3253,2162,0
1533,-1071,-5532,-1496,707,2525,0
-3724,1983,-1504,-1343,-1239,74,0
-1377,1305,1278,3141,2424,1738,0
-179,-515,-1223,-163,-2175,3162,0
-1241,1058,-789,-1423,-1329,-2154,0
-1128,-178,4514,-2569,489,72,0
-1106,782,-2034,455,-563,-1597,0
-1735,1553,-2277,-564,-301,4733,0
-308,-531,2544,-4513,-3482,-46,0
-1036,-12,-1016,-192,-1018,2996,0
-257,-1454,-2648,605,-2318,224,0
-301,-1987,-207,-1973,1182,4,0
-2568,-5108,116,3589,-846,-123,0
-1698,2518,2908,1908,-2601,1224,0
1539,-1449,-146,-2596,25,-1669,0
3216,381,494,-451,3793,-2742,0
3974,-662,-119,4041,42,2762,0
-1104,-228,537,1204,-1203,-2591,0
-21,-138,-645,913,-2493,1735,0
-3096,-111,-2401,948,525,-556,0
2465,1955,-37,-1343,-916,-226,0
1176,208,-2597,-117,977,3192,0
-3,-3976,-773,-237,-1162,154,0
148,-3045,2413,2199,2998,1513,0
1173,-416,557,-3162,-204,102,0
2705,986,-2898,-949,-3946,-1395,0
-2565,438,267,703,1863,-429,0
-6,1032,-382,-1845,-257,-771,0
-38,-2235,24,-1363,-2348,1979,0
-2602,235,51,-771,901,-1844,0
-1979,1227,-2814,-2005,522,1527,0
-1429,293,2254,63,3422,2191,0
115,1665,-845,-1442,704,-472,0
-1422,-1424,1014,-1109,3298,1338,0
3232,-2259,3004,-2757,61,-1294,0
2694,4234,5,241,1442,701,0
-1038,273,-615,3222,435,63,0
-3671,-2372,-607,2302,1833,812,0
-1003,-1087,1474,1174,-731,399,0
-15,484,-1339,-888,1904,332,0
-16,494,-77,1191,22,43,0
-1043,482,-224,504,-167,-1108,0
-3072,-1004,-512,-1182,-1447,1699,0
-189,-1241,-1525,-3547,-798,1447,0
-498,646,2235,-1186,3076,-1525,0
-1723,-2426,1065,1049,-1479,492,0
-1615,-598,-213,-582,-836,-121,0
2253,4326,1785,1853,1955,265,0
928,1572,-1768,-3751,408,252,0
-307,825,793,-416,1125,2763,0
-183,-1282,389,711,4467,-2329,0
1624,3675,212,-124,-89,2914,0
545,1138,-123,-155,-187,-1664,0
1961,1466,334,2042,16,-1367,0
2962,-542,742,3008,-3357,1718,0
1602,1946,-137,-89,-99,3513,0
973,3937,1037,-1698,1175,-2927,0
-224,-3199,-5642,-414,-1658,-2199,0
-858,-3104,-1596,-1121,382,-1723,0
-241,608,-915,2135,-635,351,0
1832,-1162,-105,1269,1863,-2534,0
175,2027,-706,4952,-1213,1076,0
94,1926,-1521,2209,-1711,-696,0
-875,-673,-921,-617,-3185,-1855,0
-1544,426,-157,457,-3478,1964,0
-938,-826,473,2291,-1077,-893,0
-754,-443,2475,318,72,-2556,0
474,2758,667,367,-146,-1041,0
793,1159,2109,-3858,206,-116,0
2312,2495,-283,-1567,-3562,1521,0
2783,-1264,418,-868,2832,3604,0
33,1643,812,-2285,1699,-3743,0
-1764,606,-86,3675,-1582,2109,0
1441,-2183,-2336,2527,-662,776,0
-1902,1922,723,-587,3268,1442,0
402,-28,-3474,-478,1705,-349,0
-3237,-1086,-1949,2112,-1276,-1956,0
-3563,2903,485,2458,3901,-1945,0
566,1051,385,5689,-958,3393,0
1569,-833,1292,1496,-288,-3195,0
-572,-962,2624,-632,765,295,0
-1828,-1613,-448,624,-1149,388,0
-1184,-1823,-673,887,2442,-1185,0
946,-481,-1096,954,113,-1914,0
-1118,-3302,-2222,-101,2487,484,0
3158,-363,-551,-5122,2487,2284,0
822,-1362,-141,-102,141,-1127,0
-884,813,4632,-1719,2669,632,0
-1774,259,-47,1002,2871,746,0
1636,422,242,3298,-279,-822,0
82,2458,-49,-418,1372,-2768,0
2775,-1928,893,-1307,-2075,-221,0
467,1543,175,1,1016,1049,0
663,932,-357,1049,473,-1023,0
2433,-4078,3633,-2129,-2597,-2574,0
-211,-881,1358,2966,-1341,802,0
-265,2093,-3379,-242,-1473,-886,0
1206,-4839,-32,1,-2294,-1459,0
-11,-668,-212,-338,171,568,0
199,-1098,-1392,864,-3588,-42,0
-2873,35,14,555,2433,-1089,0
-3283,3184,887,581,-1876,-361,0
-1033,366,897,-2408,252,337,0
-638,458,-1946,956,222,4363,0
-1185,664,494,1187,-1375,-195,0
1303,-578,-1722,-2136,-463,426,0
-2752,-1289,285,-1783,1238,-18,0
-4506,2208,-1408,1075,49,-74,0
287,-373,-11,2367,-139,35,0
334,-1112,967,-1548,-4026,-107,0
96,-242,3125,-1519,97,135,0
1061,-1,794,2063,-1675,299,0
-521,-1822,1513,711,-579,-691,0
-5396,-4157,58,169,1866,-317,0
-2669,2,-593,-2709,765,449,0
88,94,1007,-1718,-204,1862,0
-1034,1261,-171,467,-68,-3276,0
-1127,-4018,2501,3594,-2458,1738,0
-5399,-5047,3294,3817,2692,-343,0
19,143,649,999,-373,709,0
1247,1087,-1583,-278,-1304,-258,0
-37,-1407,-171,968,-173,639,0
-1223,-1608,-382,-2531,968,2549,0
2892,1096,-1467,2832,-68,658,0
-494,-2433,-1512,217,-2592,427,0
2279,926,-2934,-1662,2192,4938,0
-2622,-1712,1066,-55,1508,-954,0
4491,-438,-343,673,1475,4015,0
961,345,1704,587,-1912,201,0
1785,-981,3412,552,2623,-2432,0
-3797,-1913,639,-4046,-5148,1349,0
1455,-31,392,-2652,1731,2617,0
235,-1427,-64,-139,344,193,0
-729,27,1094,2519,-3101,-2659,0
-1173,-597,-1783,-2766,-151,355,0
0,579,772,1099,135,-7,0
-2156,-1313,-132,2088,3237,-802,0
1668,-39,316,566,-24,214,0
3024,-2764,1417,-145,1498,29,0
1165,982,3088,5682,51,1242,0
2507,1584,432,124,-169,-923,0
103,127,-2277,76,-883,-1674,0
-2649,34,-1251,255,-269,1897,0
-775,176,-187,-1301,-36,-1457,0
383,1596,515,883,-1349,-1822,0
4583,2764,-736,4574,1113,-5663,0
-696,508,-3148,432,5779,643,0
-1762,1659,-443,-3217,1625,-749,0
-1529,14,-678,629,1941,-118,0
3838,-1715,-1525,832,-1919,-82,0
4028,-268,-1436,162,-4135,-1539,0
-2306,97,1771,-1899,2628,134,0
494,56,-1656,-1712,-806,2142,0
-1484,1092,-1056,3176,2652,188,0
-854,2178,-873,1336,-2049,-2501,0
-2252,-3766,2791,-1266,3689,-743,0
-3059,-1524,-3306,1183,-135,-2212,0
455,684,747,918,576,1461,0
-304,-36,-4061,-3426,1457,-5519,0
1521,-189,4786,-148,1596,-2681,0
2321,-1204,1309,-7,-1283,-1504,0
-921,1283,2669,-11,-2489,3848,0
-2471,-493,-4732,946,1392,-1454,0
1037,-1171,-1812,3249,-434,-892,0
-2517,-148,-247,-1075,222,-926,0
-105,2208,-602,2617,913,-902,0
1644,-1607,2367,4803,-333,321,0
-191,-3803,-2879,-1104,831,256,0
1333,-4238,-409,-505,1514,1094,0
287,-1984,2371,153,505,2646,0
-374,1564,-1337,697,-1678,-243,0
-183,-1936,-2516,768,-625,-112,0
2394,922,843,-3,1975,577,0
-326,3038,-513,12,-454,-125,0
-392,-251,-1701,4292,-101,809,0
-2787,988,-1976,1385,-1869,114,0
144,3015,-2877,-53,2595,-1979,0
-5708,356,1706,-163,-585,-2884,0
3219,1224,-3446,-211,-155,-2013,0
-318,1495,-474,1806,-16,76,0
-316,3619,-1445,-242,2762,978,0
1816,774,-736,148,1096,786,0
3805,2994,1704,944,-1157,-2824,0
-386,-4053,2476,2279,3327,-583,0
2781,2709,-3851,-696,-1251,-168,0
209,-33,4044,-182,-2141,-2042,0
978,-416,698,-1477,-1808,27,0
687,15,223,1196,2973,589,0
-641,-747,462,1656,578,-44,0
-127,1583,1036,684,7,2875,0
1049,1833,-195,-193,33,-2919,0
-2794,5158,1864,-13,-952,-805,0
-2969,385,-1584,-433,-206,605,0
3862,1324,-106,1033,2712,2188,0
-1147,2176,-382,701,3175,1805,0
743,-2344,-105,-3507,1267,-516,0
48,1324,1326,-303,-1992,-1625,0
3721,2778,-989,523,129,-295,0
954,-389,685,-759,-2072,-474,0
-293,-343,3134,-5503,-324,-4146,0
2002,-414,295,-1936,2076,929,0
-2034,3686,2107,-1411,237,-989,0
-2378,2524,2918,549,284,-3422,0
941,1151,2,1544,-2468,-1202,0
-2146,-428,-1942,4,-1218,4101,0
-1565,168,142,3291,-1123,-797,0
824,2471,1349,233,-594,-427,0
65,2752,83,-865,1775,1044,0
-737,-861,-888,-2676,4808,951,0
-2019,755,-307,1274,2415,-44,0
649,-173,-143,-1453,-1292,-791,0
-2085,1286,-3554,2404,-313,2884,0
3331,331,-463,2023,-1233,-152,0
-2439,208,-608,954,295,-758,0
-79,-1522,-86,1309,-1615,1703,0
-1431,-316,1692,-2008,-399,-707,0
-2082,56,1165,1643,948,-7,0
338,1917,1494,8,1182,2109,0
-115,-25,348,1816,234,2026,0
2663,2777,-3268,3509,2529,1053,0
1,1721,-1224,87,1716,522,0
-2593,1466,1062,-3455,-118,1,0
-1344,-195,84,659,47,425,0
-4748,3541,-1207,-925,213,1044,0
562,-155,-4834,-212,2824,2203,0
-34,309,416,-114,2526,2665,0
-5,-132,-2926,-1964,601,-621,0
192,-674,1153,-26,3856,208,0
-697,1794,-1716,246,-2441,-255,0
437,3716,-886,-2106,704,-4306,0
2324,-3261,-1071,-1462,1458,-2011,0
209,-1371,-2401,3682,1073,-514,0
-1004,-2262,-2038,277,17,658,0
-3384,-3255,-16,-1572,1633,-2739,0
8,-2317,-4277,2505,-105,2499,0
356,1004,3791,4262,-943,-607,0
1403,1649,3901,-771,-1494,-999,0
712,-524,-1284,-2495,2172,252,0
-946,-1237,1244,-3326,2451,166,0
-118,4053,-165,-1768,96,168,0
-2188,-29,-821,1233,-3881,-258,0
-786,1202,189,-1805,-79,347,0
-1876,-1397,-287,-652,1316,592,0
-989,317,1576,1344,-1371,-838,0
943,-1281,-4773,-83,-158,421,0
92,767,249,-1937,-1267,-4708,0
1678,-1801,4,-708,-2598,-1081,0
1661,-1028,93,1012,-3526,1689,0
-2183,-1548,2197,-143,2922,-206,0
3801,-1474,198,3798,-1554,1042,0
-3062,111,-2111,-1907,-279,-1253,0
-1594,1584,-57,1133,1315,-4212,0
-3541,2462,-239,2967,-212,731,0
1774,907,-2091,-1404,1801,1338,0
-92,-1631,-2583,2009,2178,33,0
-85,3473,-3542,-606,155,-731,0
-2864,308,1294,-1194,-1816,-158,0
64,-3107,2419,-1007,49,1207,0
-754,342,-2713,-2269,436,84,0
-1003,-137,495,5,-768,1335,0
-58,-4169,157,-2309,1277,166,0
-3913,3116,-1105,2616,-1735,-98,0
-519,-281,2004,19,-238,487,0
1284,-374,168,2563,-1934,3905,0
172,-785,-1201,-162,1436,2586,0
-78,1545,1724,145,1532,-2427,0
2995,459,1806,2747,-56,4099,0
-2296,-3358,2074,-2297,-2366,-786,0
1697,-209,844,1277,951,309,0
1292,3469,774,-973,4642,-3338,0
-41,-1898,-1157,-1174,-3529,4546,0
72,-1137,12,2648,-1853,2502,0
-369,-3197,246,-423,2736,-1721,0
-1338,2706,284,2813,-176,-422,0
2239,211,-743,-1798,-1661,701,0
-217,3296,-3647,-96,3019,852,0
1419,1796,368,-157,2348,-2496,0
-319,-677,-214,-1297,1466,-1062,0
3841,1397,-7,974,368,-2784,0
763,-1562,-2209,327,-1012,4377,0
-349,-2761,1621,1942,-81,-833,0
1844,2462,1222,-3421,-2895,-664,0
-535,-2293,-276,-3696,-322,1686,0
-579,1039,-3486,1767,-1026,3617,0
347,843,5185,-3599,2218,-1303,0
-835,1,-723,6465,1307,277,0
-1076,-2396,-95,2147,1682,-1874,0
555,-122,-1025,-3776,2638,5253,0
938,1904,-313,2191,-2768,-386,0
887,-209,-1748,-663,-1928,-1261,0
-33,-1912,1897,-2984,-56,129,0
-29,-688,-4014,-798,-147,703,0
-932,2029,1,1527,7,4359,0
949,-244,2368,3532,462,56,0
428,1253,493,743,-842,-2593,0
3058,-642,68,1726,-2403,1194,0
-1864,-3376,539,689,723,1152,0
-206,648,-123,-3595,-3776,-4289,0
1133,-635,966,-1014,-1372,1282,0
-3891,-4546,-133,-2401,-3321,-384,0
2089,-404,3851,542,-3263,-571,0
-746,1421,-1395,-357,183,-697,0
456,-3175,-2702,1854,-3176,-1346,0
1008,2782,-296,-875,-1645,3331,0
-378,-1923,2257,-116,3059,-1442,0
2567,61,148,-1514,-1735,1735,0
-1293,-244,2408,-2866,1506,-2404,0
354,-794,-78,513,3286,-2169,0
-256,-661,552,-5687,1389,-444,0
-15,-3429,-3891,-3777,2475,236,0
3868,2582,-1018,-1632,718,-1478,0
12,-1456,-141,-1951,-3108,1759,0
1448,1613,-559,865,-3924,-66,0
668,1534,-6615,916,701,2849,0
106,5306,823,2508,-13,-751,0
1077,1947,-374,-716,175,276,0
-939,554,621,1773,224,-144,0
323,-2166,3,-1966,-124,569,0
-1863,-1331,-61,2154,3049,-787,0
-2234,-295,137,-1123,-3467,-121,0
871,-577,66,-1112,-2588,1504,0
2005,-1556,18,478,-1967,-8,0
-91,-176,-2713,-3678,396,3692,0
191,2032,1243,126,2978,2338,0
-947,1376,1991,-296,-4,-587,0
3297,828,-163,-2504,-1675,36,0
1673,195,-372,1888,-216,-655,0
2376,-144,2353,-2125,1265,197,0
3453,-1663,-127,2127,4324,273,0
1226,1348,146,-1104,-264,2658,0
878,1332,261,959,-1461,179,0
-201,-2928,2172,2522,-2424,-2057,0
-1153,-273,-4276,268,3472,1135,0
892,138,-344,1258,258,-2503,0
-52,-2848,-5058,1217,-1237,-2612,0
2809,-1866,493,-359,1582,2129,0
-1952,2584,-728,-1777,2765,443,0
-977,764,2233,766,-574,-1521,0
3571,-1833,-521,1501,1403,86,0
69,1478,-1473,-1115,-1928,-8,0
-1141,-177,-1761,318,1854,-372,0
282,2432,-945,-1706,-4945,-878,0
494,489,1762,-953,1821,-782,0
-1478,28,133,2423,1446,-2213,0
408,1724,484,3095,21,2294,0
-1367,-1799,337,2731,2372,-703,0
-3353,459,999,-34,26,-3833,0
253,725,-3686,1141,617,-2014,0
-1129,-4479,-1719,469,2943,-25,0
-1177,743,-3042,-778,808,-1379,0
-3242,728,1565,1738,2566,-4375,0
1109,-3658,-1054,-1365,2581,-1427,0
-3973,-2086,-2165,-1944,-403,1182,0
-2816,87,-192,2053,-89,-1346,0
-1309,-3031,-2802,1856,2906,-403,0
-137,-893,4576,1021,-3546,1455,0
-2485,-192,-738,-141,2591,929,0
2898,2241,-3694,-2783,-997,-375,0
2296,-1893,-1731,-3374,538,281,0
8,961,1572,465,-843,-3244,0
-1826,38,-121,-3087,1443,-2553,0
122,-1271,-652,1385,-44,-1715,0
-1588,2923,-1382,97,349,481,0
3138,3339,-1895,4767,1834,29,0
1432,951,683,-1556,-671,-24,0
-2508,-507,-1171,377,-1323,1042,0
-818,25,3288,39,-192,2674,0
473,1406,-537,2799,-836,2411,0
-5649,507,-2,2899,-821,-982,0
979,-1332,26,-14,-797,-8,0
951,-1595,3624,-54,2087,1834,0
484,-786,308,105,108,-805,0
-3145,-2104,1912,62,3001,146,0
-1018,959,-2943,-147,2476,-424,0
394,-3784,1177,-4584,36,284,0
-1982,68,221,-1179,-1765,-622,0
277,-1884,394,-1384,-2811,-253,0
1589,1683,-2016,2575,1702,-182,0
2408,144,1885,-168,-286,1882,0
-4653,-2263,1219,314,103,714,0
389,-154,-9,1685,-228,-1226,0
-1847,-2768,-1644,-39,-2177,-4448,0
2716,3275,-1922,9,954,798,0
-937,-798,1674,-187,1383,3572,0
-456,777,2122,807,-774,-186,0
-2009,-804,-1117,-72,2535,85,0
-164,-2168,1212,912,-1149,-2276,0
-1178,-812,-2582,247,181,25,0
-798,1745,-89,-2817,-2771,-865,0
49,1565,-432,-1979,-1099,-568,0
-141,-2694,-147,-2386,821,1294,0
387,-85,1184,474,2574,3386,0
-584,1297,4537,2924,135,-1031,0
367,1393,-117,1877,2458,-1614,0
1293,983,-1147,-2534,-1406,-1454,0
-2819,1624,1842,129,1574,-331,0
-1622,2794,65,-131,-3206,92,0
807,-2153,-1156,-2484,-915,-733,0
1067,-366,-1774,-2127,-3321,-3383,0
