@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R8,10,14,18,20-21'

@attribute A8 numeric
@attribute A10 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-1954,2748,-132,-2612,68,0
-64,-33,39,701,803,1
-174,874,2323,1061,-96,0
149,11,-988,2676,866,1
1678,-361,-0,-638,884,1
1673,-793,581,1226,66,0
-1271,-294,1771,519,-906,1
-19,1517,-282,1163,52,1
-1126,-615,-1655,-2042,85,0
607,-132,892,1519,651,1
3642,-9,221,-761,2671,0
1731,-231,18,-36,338,1
8,-698,108,1265,-1516,0
2227,101,-3406,2852,734,0
28,1334,892,-274,1634,1
-118,-1384,2133,1208,2,0
2312,-402,-3926,-3562,-2672,0
1935,-8,1038,808,-33,1
-668,5,1814,637,9,1
415,-1549,319,2854,238,0
817,-1799,384,-1017,1198,1
553,633,1082,1922,15,1
929,261,-1057,-16,954,1
-117,106,-65,1831,655,1
609,138,37,363,72,1
-359,238,-1029,992,132,0
236,-548,1445,1248,-81,0
-5175,17,1867,-1685,384,0
1097,1512,1726,974,648,1
1174,-1259,2886,-349,1746,1
1247,2109,1684,-477,1498,1
1841,914,715,254,-927,1
675,-168,-152,-3297,-1553,0
1592,-492,-34,768,-1333,0
-428,-1,1512,-91,-504,0
-58,231,-238,389,-123,0
1234,-1395,-1972,264,-619,0
1748,1765,708,11,196,0
-1557,22,696,2498,-1117,1
1715,-858,1197,1799,4,1
47,653,192,1726,501,1
294,2166,703,-1085,-2835,0
1504,2036,255,2278,666,0
-91,-1624,3136,3253,-3126,0
1641,4708,-1256,1329,118,0
-453,2214,-21,1258,-356,0
149,107,1595,34,-1,1
782,1007,1816,-353,2304,1
2124,-232,-1052,-386,-3491,0
-1402,171,-2319,-144,-2297,0
698,84,-1289,-1278,712,1
2278,2347,3295,-68,3437,0
1182,534,-1182,158,2153,1
586,-1438,-1571,1213,-3476,0
349,102,2013,62,225,1
1867,963,-162,78,983,1
2913,-1096,916,-3552,1244,0
1804,1387,-265,469,15,1
-634,-2613,1183,-349,2829,0
1226,604,-61,-264,1708,0
-2445,2308,1327,-151,2162,0
503,2018,101,1145,-128,1
-11,121,854,917,601,1
1001,1202,305,-1033,1302,0
-1207,-3193,957,-134,489,0
2312,-448,8,-821,-13,0
1756,1119,147,-1254,642,1
-607,1416,-986,-881,1376,1
1798,1423,1361,426,-79,1
2008,-12,-2876,697,-413,0
665,1568,-154,-652,2007,0
21,-746,-1345,1689,-586,0
-1581,4736,4915,-2464,165,0
2476,-125,946,672,689,1
-1171,2247,-19,243,822,0
462,-1221,467,926,456,1
-2619,1868,398,1414,2603,0
-2147,-2722,4325,192,-1745,0
-2885,-2874,-119,-156,1846,0
433,378,32,-124,636,1
1328,-1633,3,113,-3456,0
961,1213,684,-1912,-556,0
528,-795,1448,-338,1314,1
-121,2381,1574,1967,1948,0
4066,-208,19,-1456,418,0
63,-212,-1661,3145,562,0
944,-535,933,-18,586,1
2091,3275,51,-1096,-1782,0
-979,-586,448,-514,-46,1
665,25,-1031,3237,649,0
1124,3998,299,-2529,-3069,0
-218,-735,-2673,1592,2072,0
281,-567,-1815,-5141,132,0
-26,2334,-526,-1358,1221,1
1394,526,85,653,1711,1
1008,-1264,126,641,476,1
-73,-1032,616,-209,-4051,0
265,-631,-2379,-1962,-264,0
1352,2109,1715,1026,21,1
644,526,871,335,271,1
528,-252,956,1122,314,1
-835,2563,-835,1307,-2188,0
703,1157,282,758,364,1
-9,1302,-202,784,-886,1
228,623,147,-744,666,1
2653,943,287,2062,-106,1
3049,744,853,1523,587,1
193,74,-538,226,1136,1
2157,-1521,1818,-3152,254,0
-902,2736,3771,3748,-2544,0
899,1537,1045,174,214,1
-3953,615,366,675,466,0
-3776,-978,-2612,3563,869,0
1395,301,-1197,884,213,1
1414,-306,-871,2946,232,0
504,533,771,369,1028,1
-1302,-1305,-852,268,-1219,0
3024,775,-2394,1498,2108,0
119,-2054,-928,-2115,-397,0
291,1044,2457,1322,-2312,0
463,-944,-92,626,626,1
1569,-1371,3063,-288,572,0
869,1634,-388,298,-778,1
-567,-718,-3813,-772,365,0
2463,2829,2959,-1477,1579,0
-1365,1356,215,-275,-1064,1
-922,-1158,1188,2651,1656,1
-227,-827,3259,2201,2176,1
861,2732,98,1901,42,0
3064,33,109,1231,3492,0
-1493,198,2777,-1742,1131,0
1181,1318,-1603,-395,-2058,0
824,-55,-643,873,1767,0
-156,2071,-959,446,5668,0
-273,-2579,2938,1443,1626,0
-388,1925,2029,497,1234,0
39,292,1474,2947,768,0
-581,1283,141,2057,143,0
102,4279,-111,-2735,868,0
-82,-33,1217,511,1077,1
235,718,1736,-182,-546,1
-157,-128,1366,1417,1065,1
1247,-1524,1482,1864,1484,1
-834,-1932,-2759,-2984,1119,0
-386,1891,1557,13,-194,1
-1818,-1988,3062,619,117,0
2673,867,-881,149,769,1
-3409,2138,-799,-1429,43,0
177,235,1046,-1946,-975,1
1346,-342,116,14,133,1
1098,932,1376,959,344,1
218,964,1724,1542,761,1
-249,-278,-341,1007,714,1
1187,22,-24,2107,591,1
233,838,-1518,-171,2728,0
