@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R6-7,11-12,17,21'

@attribute A6 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-559,412,-3277,1538,314,0
-84,1068,414,175,252,1
702,569,-31,1191,273,1
-971,-66,1958,-1382,438,0
555,609,-229,-226,1841,1
974,135,2214,-1686,1733,0
202,822,441,771,3153,0
-14,-478,213,17,-728,1
2544,261,-1014,128,641,1
1692,-1955,2321,-74,-2403,0
674,-994,-201,-1312,1583,0
1067,-619,1297,1062,2481,1
1537,2196,1677,2261,2071,1
-3053,36,588,56,754,0
-166,-931,734,939,554,1
102,2301,-694,-3271,1802,0
-8,1171,-424,-1218,-762,0
453,-24,7,33,411,1
1199,-17,289,-2527,2877,0
-2614,-753,1814,-12,-1584,0
1627,88,804,1101,2627,1
2085,304,83,-1011,937,1
-1764,-1095,834,-848,-373,0
1483,331,1346,1463,986,1
395,-788,-231,2155,259,1
371,63,915,-358,-1449,0
2077,666,-1352,736,758,1
2774,811,-2576,-3113,-1354,0
-353,-244,4359,-2837,-2397,0
1125,-152,1076,979,4,1
-55,872,288,1179,-15,1
-3079,1964,577,252,1878,0
2366,1546,316,358,-1645,1
289,1872,746,-3132,2266,0
-2132,1236,1727,-1583,-1559,0
894,-991,1876,1664,1241,1
2843,-18,2902,705,-2022,0
2234,-1224,699,536,39,1
12,473,2748,381,322,1
-813,-5368,1877,807,-1097,0
179,-1714,2045,1732,2651,0
751,-1426,-1628,1973,-1102,0
-126,2145,1976,-6009,-33,0
1242,-162,758,2614,-233,1
4696,-12,2482,-257,3004,0
-3351,-779,636,686,322,0
1896,1174,791,352,-2,1
143,292,-56,3046,-1358,0
-1644,1258,-257,-1573,2548,0
-4,1086,439,-2366,-487,1
-916,-1419,204,391,107,1
-1019,229,1751,-2384,705,0
109,2192,141,896,-1967,1
-1948,222,186,1655,-76,0
304,1253,113,1057,-67,1
3117,482,392,2366,-1404,0
-135,666,1994,2494,1957,0
-69,1894,1821,-538,-651,1
15,-1484,162,-2332,2914,0
4,1092,-294,11,656,1
-135,786,1132,-64,-609,1
3605,1328,522,1702,-611,1
2055,-185,-1249,1863,858,1
-1444,1043,29,1172,95,1
1218,1272,13,-1022,1549,1
386,1216,2075,-1408,1868,0
-424,2787,-178,2185,164,0
593,1533,-153,2356,19,1
108,856,1238,219,1186,1
1732,599,1058,-886,553,1
-1869,-209,2443,149,-1446,0
68,-39,1,-797,45,0
1241,1002,-459,1714,-196,1
-3756,38,1469,-1699,-1948,0
-3429,1746,1237,1391,-651,0
1084,1194,805,1113,2002,1
1569,-1202,-589,1064,1154,1
1094,2704,-413,1442,-4293,0
-2756,-488,495,504,916,0
-1896,-111,-3222,-107,-3361,0
-3342,-776,-3082,583,-1922,0
-108,-1112,712,-63,2189,1
602,1997,1057,-44,69,1
13,-1826,1061,4,2229,1
3431,4393,-428,-405,3694,0
345,2129,721,678,355,1
676,2295,-303,366,1522,1
-521,-55,-1002,3334,1688,1
244,-888,-1104,3741,875,0
132,-1834,79,-808,-937,1
1983,-1377,-21,2719,3929,0
698,58,2703,-9,1776,1
1278,144,9,161,-603,1
-33,193,274,1293,-1211,1
997,-61,1033,-1121,51,1
1439,335,2662,-951,1145,1
689,426,-1184,1204,-1755,1
1318,65,-347,-118,2058,1
-133,875,-1113,-367,-1182,0
-1686,958,745,482,-715,0
-163,2271,255,-96,-1125,1
439,1089,122,958,1981,1
-1011,-84,-493,48,-285,1
532,1213,-196,-188,-478,0
-273,1234,264,231,287,1
1833,1102,-131,-516,1159,1
422,-1774,56,-529,-822,1
427,1548,172,813,611,1
-2694,407,-2102,1699,-2215,0
-195,189,1421,-1022,-19,1
1409,26,-931,-114,139,0
-1156,-486,-1348,1408,-1686,1
87,-2645,126,1224,4139,0
293,-477,-572,1115,922,1
29,-991,2578,-295,1444,1
-1541,-1142,-186,-137,-329,0
2942,2426,-3182,-6,604,0
-1302,1204,792,1693,-351,1
187,1142,-562,2467,-716,0
1628,-492,156,-78,717,1
319,2411,1453,1384,856,1
-374,1073,1891,1965,359,1
549,1279,-706,-2428,-927,1
-452,2259,1409,-107,925,1
2409,-2149,-3409,1419,-2184,0
-1029,91,3042,27,1675,0
2102,304,763,-2492,-2905,0
-396,1295,933,-337,1673,1
2787,-795,3353,4578,-1096,0
-1571,-1468,-698,2092,973,0
-1299,-329,1712,-2425,4196,0
177,-601,336,2877,-317,1
-1481,5,165,1564,-4,1
2262,138,-65,-1877,177,1
1602,-1696,-1086,-1541,647,0
28,634,62,-555,-631,0
-63,81,2298,373,121,1
1252,25,-826,14,439,1
855,2825,-1361,-1813,1611,1
1862,88,-4,-759,-1138,0
-1695,1141,-42,-623,397,1
-983,1301,56,-649,304,1
-997,-157,576,1004,1338,1
581,465,691,1593,-374,0
2507,-2269,-331,-2283,1473,0
-2636,-1451,-1103,98,997,0
2104,-2034,1844,-2536,2818,0
-3015,-4321,-2088,-1309,-196,0
1469,-479,568,68,1256,1
-3814,81,2431,1045,2656,0
-528,697,-33,616,1429,1
-975,-56,577,475,1598,1
2933,3298,167,92,-2191,0
1682,-1708,3359,336,2763,0
-2127,-3191,-143,-2015,-2542,0
-16,185,-503,-461,-1107,0
-404,865,1294,108,-382,1
1531,-3313,-1642,1342,1461,0
-1218,1268,246,-3673,955,0
758,-173,383,-789,-192,1
-573,-332,2493,213,461,0
-1296,-3,613,1644,755,1
44,-1997,568,199,1398,1
2327,-881,-981,-636,-2454,0
-39,-1655,982,-779,123,1
-245,-262,709,-1276,242,1
-278,-946,609,576,31,1
2003,2097,659,221,42,1
-2094,-1782,-2615,3395,689,0
2301,-1043,-2053,-973,1591,0
402,-2411,-2877,-138,-1397,0
1206,-114,304,-1074,697,1
696,1411,235,-3334,-272,0
1044,-938,1327,173,-3203,0
229,-296,2857,672,-916,0
2239,811,-1724,-1138,1869,1
-307,4494,-3407,1787,-1195,0
1528,334,1452,7,-278,1
1135,25,-15,-1276,696,1
379,-1568,-1043,4036,1678,0
1578,-812,-543,-85,1086,0
-528,-265,1205,-504,265,1
-3669,122,1916,-1229,-546,0
2826,-3085,238,-3141,196,0
-785,-1304,-295,-297,-782,1
-769,347,734,-78,845,1
-306,108,-101,1478,-152,1
992,1478,1412,2665,1255,0
-312,-1435,-688,3112,1545,0
-123,-818,-2021,1034,-21,0
-153,-52,-508,316,3709,0
-2807,-2317,1471,1202,-105,0
-3378,899,-4652,-1914,3132,0
-699,1,14,14,1198,1
469,2003,106,492,-239,1
69,-1182,-1902,1115,85,0
5,169,2,1732,641,1
-389,-1903,-64,-1324,-999,0
2061,108,-572,-391,547,1
-2771,5619,942,-55,-2823,0
469,2924,732,602,1235,1
-671,3919,504,-394,-1543,0
-1026,-111,896,239,-1158,1
-271,1815,-3195,677,-1256,0
952,-1773,-1088,-978,4274,0
1306,-885,548,357,113,1
-1077,2162,1434,-2136,-483,1
4736,5172,1918,-862,355,0
1882,1,13,1078,867,1
-38,-1493,-22,-2892,-1145,0
-282,288,1678,141,911,1
2293,2024,1013,-1093,-1308,0
3599,-2716,1195,242,-698,0
3345,-2878,2027,-1215,-1587,0
-666,-894,849,846,188,0
12,1627,-2078,209,-126,1
85,1859,99,2113,961,1
-37,-264,-968,207,-272,1
-304,-28,938,1202,-621,1
-735,733,1774,-925,-1231,0
283,115,77,-825,519,1
598,-332,-798,2214,-365,0
-421,405,-2597,63,1778,0
-688,-283,87,782,88,1
-1581,171,-4905,364,-1654,0
-166,961,-1444,2539,502,1
1242,3059,-787,859,1148,0
-43,969,1415,-246,-391,1
2575,-943,396,1013,-18,1
2459,2254,-58,-409,-3578,0
215,2152,471,1781,516,1
495,446,1417,1851,2029,1
2925,-366,-313,-1752,-1692,0
-766,-561,-2461,8,1022,0
-3935,2577,-1216,1414,3407,0
1022,-16,2064,2978,1222,1
-2021,178,979,-3362,-87,0
-2008,1502,-1139,222,-577,1
1101,518,1646,-1025,-1897,1
739,127,885,1211,359,1
55,3605,328,-361,-311,0
-1162,-602,198,16,1391,1
-723,-267,1476,2066,229,1
9,1002,-204,-824,1977,1
2713,-109,-276,3461,242,0
-591,-676,1488,1668,-445,1
-27,227,-29,1926,74,1
-2642,-402,-639,-716,2251,0
-2604,5829,-1842,-2,-1227,0
762,-36,239,1139,617,1
-795,-467,1206,-273,-3524,0
2312,-3046,5572,-6,1113,0
74,319,-264,5526,188,0
1618,-584,1805,263,361,0
-1,96,1359,-112,-1431,1
-827,-2467,-473,-535,-2995,0
-336,1789,628,-1483,2225,0
1812,23,1268,144,13,1
3629,715,445,-1702,-1465,0
1259,1037,789,1055,348,1
-306,1199,1037,511,124,1
161,126,-162,126,636,1
1195,882,509,2559,993,1
-355,-285,524,-2149,107,0
-181,-683,462,1655,-425,0
-1947,-221,1184,-52,78,0
-607,523,151,-2858,218,0
-1787,-2955,-2758,2693,899,0
2704,1228,-475,2607,-81,0
-1497,1842,692,-379,-312,1
-1672,-1,948,2062,266,1
-987,-3669,2889,-829,863,0
8,-866,15,-1278,-3067,0
-99,684,-1133,-122,-534,0
-1216,1823,-386,2776,2319,0
