@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,7,16,18,20-21'

@attribute A1 numeric
@attribute A7 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
849,3799,-166,1664,-3028,0
1839,762,76,51,837,1
-656,2013,1452,-2894,126,0
1225,-498,-296,114,1723,0
261,1715,1383,-1022,-319,1
-325,57,634,1104,823,1
1668,61,-729,-156,-323,1
-1163,166,-282,1108,1392,0
1354,1081,-1255,361,2462,0
89,-249,1152,2801,1371,1
87,-241,-1562,2788,1588,0
2725,-221,-1294,-2423,4513,0
-298,38,3381,-3182,907,0
1332,21,-746,-68,2566,1
-597,-359,1212,1601,73,1
403,684,1724,-572,509,1
793,329,258,316,1613,1
-3694,-3207,2261,-1116,3052,0
1587,2384,-1472,-3421,-3435,0
-192,878,-501,1551,-28,1
333,-1668,1159,-1736,1128,0
-1053,-2044,2357,-2108,782,0
1091,-808,-923,-358,854,1
-2206,-122,4811,1572,2298,0
32,659,1397,-571,1588,1
-789,4,2149,739,2036,0
103,-1037,128,398,12,1
-1926,-81,2827,-2859,-3424,0
-445,1035,-187,1154,1803,1
-466,-629,1863,1684,-2284,0
342,-161,1124,-85,1511,1
8,2241,-1566,-1347,-1408,0
142,3447,1425,-2137,-2185,0
2638,-296,-1109,848,-2682,0
-288,-2542,477,-3583,817,0
-747,-376,1131,288,1629,1
-577,2824,-1256,1519,-326,0
426,2037,-1198,-926,93,0
715,1499,864,828,558,1
-97,-1864,407,347,1241,1
2146,-1139,-2345,-1603,-189,0
-1034,-126,837,-158,1342,1
-1274,4437,-631,962,-1274,0
1868,-1666,-198,-38,116,1
2364,5261,3571,-265,-2384,0
1148,1693,-2522,-18,162,0
-532,338,615,1854,749,1
2483,57,1596,1165,1795,1
1839,415,-346,-366,579,1
-1267,-589,-39,-1065,414,1
407,164,2486,73,-96,1
-612,-481,149,-4,-77,1
-1202,1308,2229,1886,749,0
2526,-808,1285,343,-1152,1
-4439,-288,259,129,-223,0
1341,593,-15,-582,1238,1
1421,-363,1459,-566,1141,1
-4315,2613,2022,337,39,0
1941,18,2975,127,-37,0
1021,392,-563,1047,852,1
1586,169,988,2142,1952,1
-23,231,3408,-1446,-845,0
775,-389,-868,977,1098,1
958,-1548,1088,1497,-64,0
696,-48,-468,1454,141,1
-798,2346,-235,1286,-1418,1
-258,375,542,79,1071,1
212,1092,-138,398,733,1
-106,2035,-538,734,752,1
94,2034,-121,-2819,2249,0
-1175,287,947,-1834,-898,0
1141,-842,78,93,-2601,0
2225,-1283,-203,922,1138,0
-254,111,394,1072,1083,1
215,184,64,-124,1159,1
-379,-224,-841,2026,5334,0
2508,124,-3043,1232,-2783,0
176,2294,3008,1481,298,0
-1624,-3557,2615,-382,-431,0
1485,-1592,853,385,782,1
803,508,226,195,14,1
-601,406,886,1889,1369,1
866,-6,-68,1359,828,1
-2187,1621,-1105,-1905,-922,0
2403,-1611,1684,272,-31,0
1028,-681,27,-859,-44,1
1728,-391,372,1007,1547,0
-512,-206,1434,1698,616,1
938,-3,132,1281,129,1
1131,232,-116,978,493,1
446,1119,1037,1071,-5,1
1454,378,661,1673,1208,1
2459,-26,2032,624,-16,1
-2356,-146,1923,241,31,0
146,-2466,221,68,-972,1
2103,-115,-857,71,-962,1
393,993,119,324,464,1
2099,1535,257,2046,145,1
126,976,1068,-182,431,1
4043,361,-1724,-265,741,0
875,-116,4,-1934,2411,0
-485,31,347,-11,-5585,0
-621,-1692,2571,3406,-1129,0
1588,118,-1577,63,2136,0
-2082,2583,-115,-73,3451,0
-1399,765,795,986,545,1
394,1235,-1077,-1606,1738,1
2852,-1865,1908,-771,6,1
2938,-1857,5,2373,-719,1
367,135,1114,142,544,1
1192,573,736,-4824,-854,0
-43,794,-1996,1688,592,1
2138,94,151,-334,72,1
-107,258,1363,572,698,0
1277,1813,1735,-187,1175,1
-2033,-612,134,99,-2221,0
457,2473,3317,1197,1243,0
-1115,-819,764,-63,-812,1
1344,1094,-2733,88,682,1
-37,-386,1761,236,236,1
1189,519,-675,-982,1462,1
408,57,683,1218,1339,1
861,1159,239,726,2689,1
-34,-185,2696,62,-279,1
898,2117,-248,-3308,1072,0
1098,1327,1003,267,2,1
-707,231,819,697,1458,1
356,-769,-4614,-2742,1005,0
-205,11,-707,863,-499,1
1161,1245,-229,-1506,634,1
527,264,175,-755,1168,1
-971,-1079,-2641,1779,2983,0
-3866,-1334,3732,-2287,-2432,0
