@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,3,13-14,18-19,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
132,-2962,-483,717,1391,4448,0
722,-3476,33,335,-1497,4755,0
974,1044,413,-1208,295,-208,1
-323,973,-1025,654,2638,5253,0
707,1215,-404,-3,-114,-1221,1
514,-584,-1171,-2446,-1323,1042,0
-187,989,135,241,1726,-104,1
-2186,495,-3168,-4486,1552,1707,0
-564,41,-318,418,1114,-151,1
1806,353,342,412,-854,406,1
3137,1051,1676,546,-2134,1201,0
1356,-304,377,-243,254,99,1
-207,39,45,1337,3215,2153,0
164,-451,-1716,-192,-137,-2492,0
73,3183,114,48,34,-1638,0
47,-1678,1674,187,1383,3572,0
463,1123,146,1483,456,1734,1
1324,-2784,1106,-434,912,-1417,0
-1582,-2613,-454,1708,2694,52,0
562,1214,1952,946,1238,67,1
-608,756,857,306,1441,-118,1
373,167,355,9,-19,1274,1
21,-19,977,-11,1146,353,1
-1249,859,3742,127,907,-172,0
-205,231,216,-96,159,9,1
-866,359,38,1638,248,1581,1
997,456,-1235,-2246,-1622,-218,0
-1212,3286,1067,-932,-182,15,1
-721,1713,-276,576,-322,1686,0
691,1058,-616,-12,2594,953,1
668,3415,-1539,-398,-1556,-2147,0
-128,-459,1878,197,552,-4,1
363,-37,1825,-1969,-908,482,1
-117,-1837,-629,-3704,2256,-748,0
-1603,-1784,46,-967,-362,883,0
-1023,2679,-498,693,-267,258,1
1156,943,792,-155,-365,5,0
-474,392,172,998,-382,-831,1
-2096,5654,1257,-1367,-1562,-1454,0
-112,214,-2419,969,1611,-2434,0
5,1296,852,1938,1066,1112,1
168,769,-1514,87,739,-557,1
3488,-811,2548,908,-851,2892,0
-3374,423,941,-4406,-1182,1809,0
-2969,4285,-3713,-723,434,1562,0
1437,65,984,432,192,645,1
-705,-567,-1667,-1218,321,1728,0
93,-1594,892,-592,1164,813,1
1827,-904,-3188,-114,3883,-1974,0
684,272,2561,-337,139,1848,1
1197,61,1372,-41,1165,116,1
236,1647,-1558,-2952,-311,3631,0
554,416,-1044,1813,62,-566,1
1463,162,2236,674,1487,-583,1
-4502,-886,-1016,-433,-1018,2996,0
-874,-179,1562,698,176,-568,1
2013,-214,1881,643,398,-117,1
-605,-1099,662,1874,-546,-295,0
1235,574,9,1392,1676,1046,1
1469,559,669,642,-589,-1382,1
704,729,-123,621,-608,298,1
-507,283,299,523,1013,86,1
736,374,-1407,1787,-1413,476,1
115,93,-46,2892,-39,-501,1
727,2048,4455,1854,-278,1258,0
-902,-1276,-476,2492,-2284,-7,0
1156,97,-446,464,-238,1601,1
1738,4442,3447,-214,-1438,-117,0
607,-98,139,-641,299,1243,1
-227,3,409,1273,7,1584,1
-457,-3122,-649,2202,-2107,-817,0
176,3193,1475,299,-1262,1674,0
-342,1366,156,154,1463,396,1
2245,472,532,1093,402,852,1
587,623,2739,2366,-1162,1452,0
-2207,-929,-586,-1136,-3661,-2257,0
95,2194,97,-1208,-446,1231,0
-232,3454,-4651,2623,2923,-3008,0
-1204,-928,-1949,3707,-1276,-1956,0
2432,-86,-235,-18,297,-457,1
111,1563,51,-4961,1989,1772,0
1444,87,3,-668,1543,411,1
2805,499,102,346,1123,297,1
1592,99,1362,-973,-607,-93,1
-4108,2674,714,1475,-184,726,0
-2989,2104,-2302,2873,112,1907,0
-1928,471,-1104,427,-214,1911,0
2882,-1459,2141,156,372,-1602,0
708,292,1316,1211,-137,-435,1
-23,-284,1163,-98,1982,2181,1
-117,3049,-3428,708,-402,-622,0
1395,1658,1914,44,1095,74,1
-1484,-175,2213,245,285,1118,0
782,-13,29,9,62,2006,1
-708,347,1951,-2,-788,-757,1
1014,-232,584,948,1201,802,1
-598,1662,-1212,-1368,-2732,2955,0
874,19,-1356,-3925,2343,243,0
-2908,-1413,-2273,2254,-135,1246,0
-3921,351,-714,-2719,131,3633,0
-2562,-2586,-3519,3409,426,-1279,0
-2225,1289,43,496,2819,-303,0
-296,1228,-631,1181,-255,2,1
529,-1493,33,-2351,3247,-2833,0
5365,434,1732,1282,-4508,-2473,0
1538,782,754,638,1385,355,1
-1053,-2701,-407,1125,-2009,1527,0
678,228,-936,109,3456,629,0
-582,-456,273,-262,42,-515,1
-198,1535,645,175,817,-73,1
-236,1096,733,278,831,265,1
734,-1547,646,396,1063,-151,1
292,2032,-1264,763,3,-367,1
743,4365,758,-1345,-2023,2087,0
-2223,1132,-1609,-1657,2663,-1295,0
1212,129,3432,1115,-159,-1064,0
1631,1036,282,362,-35,43,0
-285,-1394,4196,411,-104,787,0
-3,758,2043,-99,1446,409,1
85,-1597,-24,-77,84,4266,0
-253,293,926,728,-309,693,1
521,3245,118,-1974,-3153,-771,0
1524,1488,476,-1149,2984,2392,1
-82,376,2635,-641,1533,467,1
13,-868,746,21,-1426,714,1
1298,1492,346,802,-228,-452,1
-482,652,808,-49,3488,117,1
1665,749,584,-72,-29,818,1
777,594,466,673,501,2175,1
-318,1238,3901,-158,-1494,-999,0
1178,1016,759,2555,993,-1008,1
-153,78,1506,-595,547,1561,1
722,-2,-1424,2558,292,783,1
-33,322,102,-368,303,-37,1
3207,-406,111,-2383,43,387,0
-557,278,-3474,-91,1705,-349,0
1089,-2867,-2022,103,-1116,-1467,0
2804,-2608,-4506,-1352,834,772,0
-168,356,984,-104,-687,-64,1
1567,991,24,1689,-698,218,1
262,-3031,3696,-2082,-1476,-504,0
813,-438,951,-34,-118,1206,1
3547,676,2368,141,462,56,0
-648,2265,764,2134,228,-1064,1
-71,976,1006,166,-461,-806,1
3688,-2528,575,-86,-501,-1693,0
827,-1069,-657,-1479,2004,-1897,1
