@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,7,11,15-16,21'

@attribute A2 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute Class {0,1}

@data
346,174,-801,1956,109,1
1029,-892,-727,1628,155,0
-158,4326,2662,1265,591,0
2194,1615,117,-787,1315,1
-787,-934,-292,2041,2964,1
909,14,1559,3054,261,1
985,-517,-1683,1408,-1306,0
518,313,2544,-2825,198,0
1133,457,1708,3227,-465,0
355,1564,173,632,-146,1
-151,314,-686,2255,132,1
183,366,-8,576,664,1
854,-1768,1573,-1334,2153,0
-157,858,1717,1356,933,1
-3,147,98,1042,-683,1
1435,351,608,313,-1229,1
-254,347,-543,-492,357,0
-823,608,-1408,756,326,1
-1521,-244,1068,-278,708,1
1386,773,237,46,1358,1
39,1064,1144,-383,401,1
955,-1092,324,1491,101,1
-763,-73,-2609,-2682,-585,0
2073,308,1785,158,-2337,0
31,854,1618,965,999,1
-1218,3581,-2826,-565,2938,0
-3662,879,1442,1612,2511,0
-59,6,-713,-2961,-3894,0
26,1732,-1064,308,-878,1
-501,1092,-216,186,-942,1
871,45,511,173,-15,1
1498,-1397,-252,115,-161,1
-148,-784,-263,-263,912,1
813,312,-842,1048,1756,1
224,285,1643,3,344,1
-1065,616,-5,-2425,2116,0
-1328,178,1179,578,202,1
-622,-3627,-25,1352,4033,0
58,-41,1675,1192,227,1
477,1261,-389,354,2152,1
4428,-3439,-161,-955,1811,0
68,1075,-114,182,-252,1
-169,61,-505,3006,1187,1
739,-2099,1884,344,954,0
-446,521,141,302,-32,1
-695,-31,595,-1136,-2769,0
205,267,-36,-263,1179,1
-464,845,166,1717,-1003,1
-616,-411,3369,661,137,0
3119,2292,-1858,856,-203,0
1787,-3853,833,351,1309,0
-698,161,-241,239,472,1
1393,-1799,-269,151,232,0
-2203,118,837,-191,592,0
2749,-2864,-155,-2567,4145,0
1476,576,1438,1789,-1698,0
1506,925,-141,794,342,1
-7,-752,2329,122,928,1
746,134,814,-1191,-1315,0
2123,298,222,1266,747,1
706,573,1838,-416,905,1
-1626,-3076,-1087,392,327,0
-319,149,3373,528,564,1
-69,832,-216,1074,-303,1
1232,-445,-163,-1072,-523,1
-8,155,-3,508,1588,1
38,-2201,1323,-124,617,1
1312,1212,-1176,111,-799,1
437,-2443,1338,-1616,1423,0
146,506,1064,611,1558,1
1302,1335,47,1116,-227,1
1048,1859,-1382,-1732,2364,0
2005,2269,-1064,-15,2858,0
863,2384,-329,-725,1206,1
-1271,1403,2844,-1229,1742,0
1687,2217,-61,-22,66,1
766,-1208,-3343,-2534,1857,0
45,718,-238,-524,109,0
1313,1842,2734,-873,1789,0
802,-1637,3797,-434,-1227,0
-945,-1836,-9,1,-1196,0
107,-131,153,1723,-534,1
-691,553,-1227,-671,129,1
1242,451,1044,975,842,1
2308,13,-1075,1001,67,1
1071,3085,1203,357,2209,0
-398,-356,57,-2097,-2918,0
-2104,108,192,-3649,9,0
161,438,-67,-234,-155,1
1173,653,-662,1748,944,1
1397,-1347,-1434,-213,-1293,0
-3774,152,2565,-307,1313,0
-1347,-2565,201,1837,3955,0
-789,-512,-1422,1079,698,1
-701,-31,-115,147,44,0
-1122,997,3584,-4701,-3569,0
1891,-2313,-1427,5332,-1046,0
1965,297,312,-348,1229,1
-1928,-1774,-1529,-1548,-346,0
-1704,1989,4,1253,-584,1
1458,403,591,-66,1668,1
-52,-435,-321,-908,935,0
2116,-2368,176,354,-2728,0
88,1085,-11,1521,-133,1
-1146,927,1126,81,124,1
-1356,2413,1592,1148,137,1
1732,-151,1163,-1466,1934,1
-167,234,-1346,1258,264,1
-3483,-2703,5063,2203,-5721,0
875,937,1902,-1012,5759,0
-908,-54,707,55,1594,0
1416,2638,-623,118,1886,1
-3001,-4956,995,-1768,-361,0
1212,1601,-28,64,2629,1
-2378,312,122,323,846,0
-784,85,726,446,-514,1
1348,322,1067,674,-1402,1
1096,-454,1578,63,2012,1
968,914,-2328,-159,-2363,0
416,-504,475,115,363,1
-2017,-781,3182,-715,34,0
-2,-39,917,2165,804,1
-1057,1308,-444,1248,924,1
948,1421,19,1312,39,1
-5057,2864,-2542,2178,1117,0
2427,1068,-237,27,1078,1
1601,704,618,891,1715,1
-868,-4262,1883,-4253,1963,0
387,-2384,-2391,-1745,3174,0
917,-585,1189,-1295,1043,0
-63,1506,1687,3857,137,0
604,-209,1953,119,346,1
-306,496,-2481,1821,1194,0
1923,1359,4221,-11,332,0
19,2108,-387,-167,28,1
3065,-892,-2806,6,-42,0
1151,3272,2057,277,-141,0
2158,124,-977,177,-212,1
566,924,86,-654,96,1
26,438,1016,198,1036,1
1876,165,2613,3308,1194,1
334,84,227,945,736,1
975,-102,165,-3267,1228,0
483,713,308,2741,1721,1
-319,488,-748,-1324,83,1
2261,651,38,1474,-1224,0
955,-133,276,-85,1288,1
-2696,-3053,-1866,2431,2118,0
1473,-1347,555,-954,1114,1
298,1472,-76,468,-378,1
3458,-201,2841,-959,-3203,0
1306,1437,1555,301,1099,1
2017,-44,-1722,-141,388,0
479,2147,1294,133,553,1
-735,-2575,283,-429,-3507,0
1414,1177,2204,689,558,1
-1328,-1805,809,-638,-615,0
-1842,1034,2315,366,-2038,0
-538,-1493,3349,1133,-107,0
1222,1055,597,294,48,1
1056,164,297,1126,36,1
162,719,6,1053,-2495,0
358,2046,-197,1214,-82,1
1855,-2619,-2001,-2203,4256,0
2963,1445,-3935,147,-2757,0
-1537,-387,1908,276,36,1
-459,95,1926,407,-1457,0
851,119,746,795,335,1
549,1737,-1086,-269,57,1
-968,-726,531,-5722,2576,0
2451,1246,2148,-433,-91,0
1066,1073,-184,1163,46,1
-3486,-802,4258,-328,-94,0
-438,1939,1937,-1567,-116,0
-1108,3157,-3332,2812,1575,0
1412,-4,523,37,-54,0
-2731,2565,-783,628,-231,1
1881,897,-1063,48,1532,1
-607,-628,1163,1716,12,0
51,1058,747,-221,-1877,1
-1282,-501,85,-1224,353,1
255,279,-1708,796,1262,1
92,-864,-1075,2013,1314,1
-978,-828,-2197,2076,1,0
431,-1261,1205,-78,-2,1
-1515,-4921,-1392,-2281,-3019,0
123,372,21,-722,-96,0
546,-1434,-917,143,1378,1
-356,-776,2261,674,-106,1
49,-28,-1154,1442,162,1
2591,3996,-1905,-33,609,0
1855,-47,-707,-47,-607,1
