@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R6-7,10,12,19,21'

@attribute A6 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
1316,756,1686,-382,-606,1
-557,-62,1813,1299,1835,0
489,-1381,-1563,217,-3388,0
25,-4599,-1546,-1772,-707,0
-1174,-33,3066,-981,-423,0
-147,803,-581,241,136,1
1071,-2552,2695,-121,2497,0
346,-825,2322,-296,3561,1
196,961,-35,-457,153,1
3677,-3593,-9,-1843,-1231,0
2964,55,-1223,-674,-1538,0
781,-1047,-1555,-1005,636,1
-2454,-31,1555,-82,-3502,0
-266,-2575,-1309,1591,136,0
-3411,2408,-379,-2453,-649,0
429,-59,587,-18,-503,0
235,1935,369,-12,648,1
1122,1519,275,928,192,1
-219,11,63,1105,1111,1
11,2479,-35,2139,-19,1
132,-126,1102,2282,2366,1
-1219,1523,1281,-1365,1021,1
-2878,2829,-1517,275,-2678,0
177,-59,813,554,458,1
-387,-908,-503,345,1224,1
1366,421,-1774,-658,2004,1
708,-6,913,1731,-314,1
-1426,3082,-82,-529,-121,0
1091,-2429,-1917,-831,-3548,0
2046,707,1148,692,59,1
1856,34,1524,392,1167,0
413,-697,234,1107,-823,1
1182,24,-1341,199,823,1
338,-989,-414,-653,1164,1
2632,-951,-171,-2917,-2313,0
384,-2129,-638,1098,1735,0
-113,869,-1731,-2903,-767,0
831,264,-6213,-2495,306,0
622,379,9,671,1504,1
3206,349,192,-723,-2393,0
3386,-1185,-521,1127,-158,1
2183,1131,-2164,868,-1252,0
6085,696,3804,814,462,0
478,-4,739,-1239,205,1
1768,111,-169,-342,-664,1
162,-229,491,1955,-641,1
-417,3591,3077,-1478,978,0
61,1255,-358,494,-174,1
2452,-109,768,-125,-739,1
809,128,-523,333,1726,1
1221,533,1959,73,182,1
2484,429,553,2191,465,1
1116,678,-56,-44,802,1
1528,496,-463,232,1626,1
4004,2221,453,1673,-899,0
-186,-251,-777,-706,1532,1
366,918,809,14,-238,1
-654,3531,2684,1413,1392,1
-866,224,-16,808,2804,1
-781,2462,1319,1539,-71,0
69,192,1291,616,-148,1
585,1029,-187,-59,1206,1
-484,554,925,-867,74,1
3082,-3348,-123,1332,1182,0
1258,-2272,-4459,-1574,-228,0
2223,-1636,5351,-1129,-5144,0
85,577,1792,1579,314,1
1038,1198,659,217,-179,1
378,-173,-412,175,1321,1
277,-829,-803,2261,2674,0
3687,155,201,-2949,3063,0
1425,1297,357,-154,-1427,1
2093,946,-5298,-3813,-1904,0
1274,827,39,-204,151,1
-2547,-554,389,2065,2123,0
1575,102,1404,-823,-71,1
-0,-607,288,437,2539,1
308,2522,87,156,57,1
1682,-41,1274,85,502,1
-351,1355,3398,-1765,125,1
1494,1222,43,386,88,1
1895,-1901,141,1135,-1303,0
-412,742,193,237,1531,1
553,589,182,1354,2034,0
24,37,1345,-294,525,1
507,1573,-559,-2958,929,0
-581,489,747,891,-504,1
-234,503,1628,146,995,0
-86,1078,-2782,-2961,-582,0
637,-3897,3927,683,2293,0
614,1102,-888,-172,38,0
1625,-2639,-243,3021,-1291,0
1515,-1335,-2722,-218,-232,0
-2856,-1511,1402,1505,2748,0
1085,-866,-204,611,-37,1
-1603,205,127,1301,581,1
2019,29,-2175,1342,-2031,0
21,-778,1201,-614,1293,1
-4415,-771,-807,42,3,0
135,136,-466,2748,1659,1
3368,-2391,2393,378,-1037,0
-2445,-585,-1325,-67,-1621,0
2272,83,1722,142,49,1
-1853,2692,-619,143,-2808,0
1561,939,-284,404,471,1
2825,667,-3544,-214,-119,0
117,-983,1439,808,-882,1
-1033,2111,2956,-738,-44,0
209,-451,594,84,-592,1
602,-146,2489,205,-189,1
-2386,556,-84,1987,-2404,0
-808,2835,92,-2228,1445,0
39,-1484,-1466,-1224,3083,0
663,-233,-335,105,1123,0
2395,1176,352,-119,-2303,0
1532,-522,1431,1159,-838,1
692,-863,1858,-824,41,1
1245,-72,-48,-3252,-203,0
5199,2513,-964,-2409,-123,0
1442,3769,1828,-395,1136,0
-1262,1822,595,2088,5444,0
198,-13,342,1237,202,1
1387,729,2016,-1316,112,1
225,1151,-457,-301,-56,1
801,-274,-772,-1043,-903,1
-38,-173,-195,867,2301,1
-74,-847,1298,-3107,126,0
663,-916,-5225,132,-129,0
1811,1055,-1046,1464,-224,1
1483,-411,-801,134,1425,1
-877,526,3018,-3313,-4171,0
143,-1248,-695,2394,-2791,0
108,-1823,-1735,1144,-145,0
344,169,1185,-1009,33,1
1409,-72,-272,553,166,0
425,-598,2214,903,31,1
2754,1403,2311,-898,-4181,0
11,5142,-3731,1797,-1832,0
456,-614,1387,1996,-2665,0
1253,1518,1083,498,1952,1
793,2053,-1251,-1211,-472,0
-684,-167,2328,-2449,305,1
1619,-381,155,-82,-1837,1
15,-175,878,632,186,1
-138,868,-163,75,67,1
-439,-272,-279,417,575,1
1311,2603,414,-2458,-1379,0
754,42,-1906,-6259,586,0
-342,-49,1013,669,3524,0
-46,-202,2711,-312,27,1
-79,1416,1025,1644,175,1
-901,4067,-1849,-688,-2849,0
258,926,-115,1576,141,0
2174,943,1778,319,694,1
-2002,-1707,2428,1437,1845,0
-2571,-3227,-2855,-811,-1112,0
43,804,1621,344,726,1
936,-4778,-75,-1365,2993,0
702,233,82,1832,-611,1
3223,1207,-469,-337,-76,1
121,-3607,-362,-626,-679,0
1316,2386,1261,-949,-776,1
-346,-456,-746,-573,2327,1
2499,776,-954,8,2887,0
224,-368,-69,5132,415,0
1159,251,728,-203,1617,1
-6,304,-2578,-1059,635,0
-852,921,1472,-618,566,1
1709,-2066,119,-1801,126,0
-156,1695,335,1064,304,1
13,1517,-1133,-198,942,1
-1231,-2306,1975,-1426,774,0
-1194,3483,-2336,-2673,-743,0
-111,256,1347,-2024,-204,1
255,3968,-576,1499,876,1
-88,-1734,-2856,-4,-3163,0
1048,1617,1288,1898,995,0
19,427,3884,-199,-1175,0
-2349,5838,-1148,675,1924,0
1886,1208,843,525,786,1
1104,848,-2484,-2751,887,0
207,1343,-1808,-1974,4066,0
1402,-216,878,1551,144,1
21,1367,-186,1043,1418,1
3672,2038,-2307,-232,1979,0
1869,-1662,857,-1821,-841,0
3578,3212,-4541,339,3498,0
25,2365,882,1335,-607,0
1405,946,-1013,78,-2888,0
21,-193,-27,2152,543,0
589,523,-923,871,49,1
