@relation ring

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-1707,1468,1158,1675,2342,715,0
-119,-1834,1796,2882,-379,-2892,0
-504,-3514,-38,1217,124,-1363,0
2178,-917,1982,-1634,-3408,2229,0
-78,-576,-113,-465,-14,1132,0
-203,2172,-98,-725,-5717,952,0
187,2321,84,-334,2072,176,0
-1548,-1801,518,432,-628,1137,0
-895,181,1073,-1365,-1327,-44,0
-1,818,-107,-1764,-3017,-1274,0
1981,1622,-3014,2141,-2231,-5335,0
-532,46,-1613,2018,268,-1822,0
-1531,3739,2037,4038,262,253,0
-531,457,1136,1054,1026,-1377,0
523,235,-1993,611,-551,-868,0
1749,9,-84,286,-2135,424,0
2095,-1632,-316,614,-3884,325,0
-205,-1374,876,-3685,1223,-559,0
568,132,-755,-1112,88,1061,0
445,2243,147,-4108,3244,-1124,0
-83,1896,2705,776,1054,-1812,0
356,3895,63,-2928,-1558,1005,0
1134,-1502,1152,194,-1248,-1033,0
1426,-71,2194,-2563,46,2451,0
-194,3289,896,-1643,-3213,-2312,0
172,832,7,-168,3287,2445,0
-4241,-407,-396,-1241,-305,-6722,0
-1433,2575,519,-2756,-1612,-397,0
-91,1397,2749,-1434,-213,-422,0
-1089,-2022,1289,513,-2225,-3157,0
31,-1094,-33,1409,1774,3182,0
-2525,2249,-1694,2081,2197,277,0
-1896,1097,-169,-2976,-544,362,0
464,-583,863,-2308,2558,2226,0
-413,-485,248,-1241,-758,51,0
3704,-54,-714,63,1559,-138,0
-3976,-1596,1314,1102,-3613,-1838,0
1811,-634,2404,107,4405,-2187,0
-1466,778,278,33,-2113,-758,0
2888,-2113,2913,872,1522,-1008,0
-619,-208,-1703,-39,457,-1155,0
145,206,-15,-1436,-1398,177,0
181,-1404,832,2604,2089,-526,0
-32,1049,3208,1219,59,-1414,0
-57,-2266,-1092,-417,1396,-2233,0
-622,-2068,-2296,-2614,-382,-1503,0
898,328,-3382,-2636,-777,1072,0
2016,-4059,4397,66,3828,1718,0
-204,-2171,-2092,42,1965,-1549,0
3052,-4006,3141,1518,1423,-297,0
-2158,854,-1506,1573,-1334,-1115,0
237,-5328,3428,-3032,291,23,0
2949,1889,24,-5033,1276,661,0
-2403,237,-338,-2314,1643,-1318,0
1042,121,-732,508,222,-676,0
826,-1604,1286,3069,-233,-412,0
-1968,-867,425,-234,-667,-4591,0
-84,331,-715,-1917,3424,3808,0
74,1193,62,2528,-3216,2526,0
-457,-1982,-1875,371,-1367,-681,0
21,-2224,76,2495,-1219,-443,0
-324,98,1393,-554,2923,-3223,0
2142,638,665,5346,-751,-2341,0
-605,4548,885,1509,-944,-519,0
-1756,-2482,1847,1252,-2577,-1839,0
609,-2868,973,-2667,1407,68,0
9,-42,2124,441,-1521,564,0
2791,-3359,-3562,176,-1005,-298,0
843,-2652,541,-1364,-1183,-2564,0
678,-167,-725,-698,1877,1018,0
-648,-65,-288,1326,-2625,944,0
414,1229,-185,-475,-3428,139,0
39,817,-883,186,517,-534,0
1591,-1886,-3093,2246,1483,-2334,0
876,-639,3651,889,-1002,-5382,0
-3023,3087,-309,-1161,552,774,0
-852,1886,-272,672,135,-2879,0
-491,111,-2219,-2483,3001,-878,0
-232,-1722,1352,2227,-1432,-2675,0
-896,666,-377,-725,-865,958,0
-432,-3702,1966,-2818,1559,1265,0
-2444,1113,37,-43,1791,578,0
2963,2501,-7,-3203,-45,-498,0
-634,1384,1973,-1842,-2181,-1425,0
337,2522,793,478,-2732,995,0
741,-2065,-1949,-1303,1046,-1336,0
2731,-1552,-2818,-3396,-1122,-312,0
1148,1719,46,3755,-1128,162,0
-2165,-705,4093,-644,-1736,-723,0
2445,235,-977,-765,-2182,2121,0
-2636,2164,1311,-1594,-367,366,0
-204,2103,1452,1112,-1728,-1778,0
271,-1721,-628,-1664,-3508,-2241,0
2136,-1405,-1517,666,-4056,-579,0
834,-1938,2141,2898,-203,2412,0
-856,-133,-1638,-123,-1132,-842,0
1259,1365,97,-3195,6033,-3252,0
317,2395,-1946,727,663,-2458,0
-2227,424,-7,-1014,-606,-2925,0
1081,-328,-1067,-12,-245,1425,0
-3732,-1084,141,1223,6672,-153,0
659,1474,1499,2534,932,-1179,0
414,3188,1698,-467,2665,534,0
767,1504,-38,1578,-1216,-159,0
-916,2017,-2253,-1722,-141,-103,0
-4022,-1509,-2851,491,634,-2728,0
2859,-954,376,-1478,-225,1518,0
-1781,636,-1425,863,1932,439,0
-3056,-343,-28,2349,-1754,-81,0
-2331,-1441,836,-1187,-2647,-2372,0
105,-4218,-3368,-2342,-901,-3818,0
-1241,-1089,3286,1224,-1529,-5758,0
3468,929,154,-3511,-607,-518,0
1504,2008,-2031,565,154,-1608,0
-26,-44,-1367,2609,1456,-1278,0
-942,472,835,1772,-1236,278,0
159,-332,-365,4057,321,-1891,0
883,1521,-1893,-862,-1141,-16,0
269,-301,-592,-5604,-2076,-1657,0
1398,-56,779,-968,-1725,-808,0
1536,1684,674,594,2409,3971,0
703,-3231,-1945,-1218,-856,-401,0
-2586,1751,-2173,316,-2615,3255,0
-845,2532,1303,-824,1524,1613,0
-2309,2506,-363,1962,73,115,0
574,-961,-2945,-2449,368,-566,0
661,-2622,118,-425,-854,3746,0
201,-3818,89,2417,106,2283,0
2918,-21,1272,-4825,1562,1216,0
1428,-2262,-1573,1212,4769,-889,0
1481,2448,2431,-3211,-2546,-523,0
514,728,-1653,269,868,2627,0
2717,-1204,2984,622,178,-1129,0
512,1998,1504,512,797,-738,0
2039,1024,-1548,-1923,-1057,-1172,0
64,-2212,-956,2101,31,2303,0
-655,-342,197,3636,782,-1484,0
1876,-5861,3293,-1538,1782,227,0
75,-1359,53,-3585,1233,898,0
11,1039,-1524,775,2333,-169,0
4378,14,-1892,2697,827,-1704,0
2273,2007,274,289,124,-14,0
1373,1497,26,42,-352,-3761,0
-289,956,-3342,1844,2998,152,0
5365,445,-2042,-1008,-1039,-864,0
-484,-1526,1232,-2203,322,-4347,0
-314,-2071,-656,1387,1331,-35,0
214,884,3508,-2461,672,-2105,0
-2119,-194,1105,2902,-3888,931,0
582,-23,-894,3163,688,-2748,0
1839,295,-839,-256,-411,352,0
522,178,-81,-2816,1826,1113,0
-4189,2129,522,-568,-1735,-3183,0
-1235,1625,2342,4,3462,482,0
217,377,-75,577,-376,852,0
-26,324,-1443,1086,308,-397,0
2146,936,1083,-151,1875,-189,0
-2875,-2941,1806,-21,-728,34,0
-1004,403,3089,1763,1032,-927,0
-2108,34,774,222,347,437,0
2864,1097,-1145,-801,-1091,-2282,0
118,-135,-994,-56,-99,3876,0
1727,2469,567,3514,-314,-245,0
88,1073,2021,-153,-3291,641,0
-594,-125,91,-2938,4209,-595,0
4043,-454,-144,-1196,365,741,0
-411,-624,-1277,-227,-2526,1206,0
-1086,-1457,-92,876,372,-1629,0
-1147,-122,587,837,363,-847,0
-2014,-2203,-429,6638,-2172,881,0
3797,-1602,278,1687,-767,-137,0
-3808,-2461,-124,1673,1262,-507,0
-222,-3,-382,-221,-1728,1849,0
2748,1698,-698,-292,-2112,-1113,0
685,5635,-3209,-1552,369,-235,0
682,-2067,-527,-2545,276,835,0
-3584,3631,1749,189,96,718,0
1816,-777,-435,1751,-1611,784,0
-1652,4686,-1064,1384,1072,1209,0
1419,-627,-1052,-2341,-2994,277,0
1826,-1676,1678,-1086,2788,-2137,0
249,-8,-2451,-579,107,-2236,0
1376,-4743,-2241,827,-379,-339,0
761,-428,-32,105,19,1626,0
-2079,-816,-1609,-3915,1242,-937,0
-956,-75,-1041,-3614,206,-211,0
77,-26,-2371,198,129,378,0
-858,-2413,-548,-263,-1235,217,0
4555,-5012,5261,-1946,3568,-2306,0
1421,-1308,-2783,454,222,-61,0
-979,563,419,791,-2046,-2451,0
2351,3,-957,1846,1207,-1223,0
-3754,-999,645,-1013,679,248,0
-1163,-543,446,-46,1301,1392,0
-3499,-1722,28,-812,-299,-3022,0
-738,3,2438,-1186,-643,-2487,0
-241,-422,862,-2133,-1078,936,0
4428,1417,-2653,-1077,697,-214,0
2492,-645,-4275,-256,2329,3397,0
208,-1454,-1362,756,-68,-119,0
1516,1407,-1032,711,-5982,261,0
-3382,-2134,1544,-522,1598,2727,0
1688,-59,1859,-277,2095,1053,0
608,-381,756,132,1896,704,0
-1732,705,-3293,-759,-894,-512,0
702,16,1544,606,-153,-1419,0
-1334,-1952,366,1352,676,-1039,0
-16,5,-69,-44,653,-129,0
2725,-314,1045,643,-362,4513,0
-621,1613,-1716,-871,189,-1129,0
-557,-91,-1123,-1088,322,-138,0
-2581,47,5,1732,-1395,4134,0
858,76,963,3027,-4277,1877,0
967,-903,-228,94,-1728,1984,0
102,1155,-1508,2318,-886,-2198,0
-2939,417,-38,-1687,3601,-564,0
259,-41,1223,2163,-735,-682,0
-533,-996,981,-1138,816,548,0
-732,-1139,-1138,355,-1536,159,0
162,555,664,-2042,-3951,1114,0
