@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,7,9,12,15,18,21'

@attribute A2 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-222,412,1887,1538,412,1566,0
259,1068,474,175,1139,1222,1
925,569,625,1191,479,17,1
-536,-66,-3636,-1382,-166,-3838,0
298,609,166,-226,-1617,-742,1
175,135,-2736,-1686,1452,2089,0
-42,822,692,771,-1521,2208,0
-983,-478,-1617,17,-697,2165,1
-66,261,999,128,1184,-1303,1
2993,-1955,-2745,-74,1195,83,0
-2364,-994,2123,-1312,858,2366,0
1768,-619,652,1062,1142,125,1
1776,2196,787,2261,-562,498,1
-181,36,-471,56,1286,-1033,0
36,-931,172,939,1081,1533,1
1816,2301,1263,-3271,-3499,475,0
15,1171,194,-1218,2635,-952,0
35,-24,292,33,2307,9,1
1449,-17,-1278,-2527,-2458,1731,0
-739,-753,988,-12,225,-1869,0
-537,88,-421,1101,-158,711,1
563,304,17,-1011,994,1203,1
1764,-1095,-754,-848,3008,1299,0
587,331,-1838,1463,504,575,1
89,-788,1521,2155,75,3,1
1051,63,4217,-358,-1523,-233,0
1855,666,1654,736,308,672,1
98,811,308,-3113,-685,1917,0
799,-244,-2357,-2837,9,-1962,0
1134,-152,-604,979,1166,193,1
2121,872,43,1179,62,712,1
377,1964,-474,252,-376,204,0
-937,1546,1114,358,1085,104,1
-1345,1872,-3375,-3132,8,-693,0
1554,1236,2021,-1583,1564,-137,0
-52,-991,1196,1664,1669,1144,1
-293,-18,1001,705,-208,373,0
1319,-1224,141,536,-636,397,1
135,473,-1302,381,-182,1629,1
89,-5368,-692,807,1033,-944,0
-287,-1714,-1385,1732,766,-3086,0
2141,-1426,36,1973,1293,-1424,0
2955,2145,-642,-6009,3544,64,0
824,-162,-43,2614,-186,1314,1
469,-12,516,-257,3098,-263,0
-1325,-779,-113,686,-1614,368,0
-667,1174,-555,352,1236,321,1
-135,292,-443,3046,-99,72,0
-366,1258,-1932,-1573,702,-893,0
1076,1086,1548,-2366,-1487,-14,1
805,-1419,473,391,-883,-1345,1
-1709,229,1129,-2384,-2164,-2993,0
959,2192,-97,896,1354,2199,1
2359,222,-4479,1655,436,2943,0
-1374,1253,366,1057,493,-1348,1
-1559,482,1353,2366,1301,2321,0
1238,666,-632,2494,908,412,0
1773,1894,1943,-538,1055,-1353,1
2756,-1484,2231,-2332,1785,-974,0
967,1092,-1461,11,1531,-811,1
92,786,1531,-64,451,615,1
494,1328,-823,1702,394,1774,1
444,-185,-899,1863,124,1246,1
647,1043,-15,1172,128,66,1
544,1272,353,-1022,512,-137,1
3385,1216,4172,-1408,3629,-1126,0
-1653,2787,-1749,2185,-1411,-2996,0
-83,1533,237,2356,2086,176,1
-288,856,576,219,-1036,195,1
1551,599,-273,-886,79,-792,1
-1674,-209,2177,149,1459,-3675,0
3056,-39,-1026,-797,-126,-35,0
-414,1002,-398,1714,1769,343,1
21,38,-136,-1699,-121,-4,0
567,1746,-291,1391,3594,-1587,0
365,1194,1542,1113,-585,-601,1
-82,-1202,-151,1064,-512,11,1
2707,2704,-691,1442,-486,-2753,0
-73,-488,1207,504,1802,466,0
551,-111,1356,-107,774,937,0
2118,-776,-3197,583,-1676,609,0
-389,-1112,2593,-63,554,466,1
306,1997,167,-44,-105,-1248,1
1084,-1826,1926,4,1905,17,1
4013,4393,769,-405,-2496,-6,0
1957,2129,326,678,382,-1006,1
653,2295,-277,366,604,-322,1
-185,-55,844,3334,-2255,1305,1
-902,-888,508,3741,-2007,194,0
2627,-1834,827,-808,-886,3085,1
-2941,-1377,944,2719,-728,-128,0
598,58,-1291,-9,1624,1211,1
-763,144,-1019,161,1208,-1263,1
-765,193,-679,1293,2209,63,1
984,-61,336,-1121,294,-326,1
854,335,531,-951,-589,-294,1
47,426,86,1204,-638,422,1
1932,65,-1694,-118,424,-23,1
212,875,-1096,-367,-1636,-406,0
2642,958,-1642,482,-153,643,0
-464,2271,-1056,-96,694,145,1
42,1089,318,958,451,521,1
1318,-84,256,48,546,321,1
-116,1213,3032,-188,364,-1335,0
482,1234,1542,231,347,2143,1
1431,1102,-533,-516,225,-1414,1
-79,-1774,1156,-529,1001,918,1
506,1548,863,813,-1649,108,1
-2508,407,-3052,1699,1247,1247,0
1511,189,663,-1022,-672,-762,1
-4294,26,877,-114,3725,144,0
-961,-486,752,1408,244,-159,1
1296,-2645,-1427,1224,595,344,0
546,-477,-355,1115,924,92,1
2424,-991,-164,-295,-1636,-289,1
173,-1142,-3944,-137,-1966,-2346,0
282,2426,3391,-6,3298,2251,0
717,1204,-386,1693,1092,-477,1
859,1142,207,2467,-1836,2033,0
-1447,-492,844,-78,-18,1478,1
157,2411,1384,1384,124,19,1
135,1073,-1013,1965,598,958,1
2884,1279,284,-2428,-7,269,1
55,2259,232,-107,102,119,1
99,-2149,1245,1419,218,-206,0
-108,91,487,27,-462,-1158,0
2777,304,1397,-2492,-203,368,0
1538,1295,-747,-337,-871,143,1
-1766,-795,3281,4578,22,-2039,0
1398,-1468,-724,2092,564,1098,0
-1824,-329,-856,-2425,-22,518,0
-9,-601,-1137,2877,17,144,1
-874,5,916,1564,163,175,1
924,138,2159,-1877,1637,341,1
28,-1696,264,-1541,-2803,-6,0
506,634,1206,-555,2004,-387,0
24,81,2824,373,-1133,1899,1
1207,25,1935,14,-892,385,1
1872,2825,-726,-1813,-723,7,1
-126,88,-1308,-759,1237,2884,0
861,1141,2145,-623,1619,273,1
93,1301,-1608,-649,1161,792,1
-522,-157,423,1004,303,2178,1
-1361,465,171,1593,-1632,4413,0
1311,-2269,-5108,-2283,51,-846,0
-939,-1451,895,98,23,-9,0
-2191,-2034,242,-2536,-3935,203,0
-1,-4321,-3225,-1309,-506,-2496,0
295,-479,126,68,659,951,1
-416,81,-1599,1045,449,5275,0
896,697,1965,616,979,767,1
1165,-56,762,475,-1161,2008,1
-1836,3298,-1759,92,-2998,2725,0
-2073,-1708,2379,336,2032,-2022,0
1736,-3191,-508,-2015,-396,-916,0
-3,185,458,-461,-829,222,0
961,865,906,108,824,1076,1
-5,-3313,-1254,1342,494,-2133,0
758,1268,-1181,-3673,-279,-285,0
469,-173,763,-789,796,-119,1
-1592,-332,2043,213,3294,-2754,0
127,-3,989,1644,225,742,1
-401,-1997,-237,199,313,-695,1
3187,-881,33,-636,-36,647,0
331,-1655,181,-779,91,1306,1
-1152,-262,-845,-1276,-18,1674,1
1284,-946,-1553,576,98,1679,1
1023,2097,-1035,221,-837,762,1
648,-1782,717,3395,3463,-1976,0
1132,-1043,-642,-973,1396,-2403,0
-3338,-2411,-1202,-138,-1084,424,0
517,-114,546,-1074,1378,1539,1
2304,1411,106,-3334,625,-184,0
3725,-938,-1233,173,-475,3288,0
-2774,-296,44,672,203,1275,0
-1621,811,244,-1138,1033,-669,1
1845,4494,341,1787,-3222,761,0
259,334,902,7,1012,1509,1
-162,25,2089,-1276,2153,107,1
3466,-1568,1714,4036,-792,2589,0
444,-812,64,-85,-764,-301,0
-208,-265,512,-504,2057,476,1
13,122,2386,-1229,-207,-2016,0
768,-3085,-1209,-3141,-192,-3073,0
-152,-1304,86,-297,871,432,1
1909,347,-659,-78,1449,-116,1
1337,108,-43,1478,-2257,571,1
572,1478,393,2665,-126,-2112,0
2178,-1435,-3261,3112,-237,1458,0
-1869,-818,696,1034,2707,1116,0
891,-52,-1473,316,-6093,2902,0
2457,-2317,2,1202,3226,-784,0
-3536,899,3015,-1914,117,2595,0
1159,1,436,14,-634,-1458,1
16,2003,-1928,492,-304,-177,1
2612,-1182,532,1115,-857,-2558,0
1096,169,848,1732,-1517,1068,1
1568,-1903,-711,-1324,-3049,2359,0
186,108,-778,-391,1965,-1868,1
2144,5619,-254,-55,-1592,1816,0
741,2924,-1915,602,1174,-1482,1
-645,3919,2416,-394,1038,1757,0
1407,-111,-442,239,-34,124,1
1365,1815,2528,677,6033,-2229,0
-91,-1773,2903,-978,322,3901,0
514,-885,2873,357,173,2197,1
1179,2162,721,-2136,1578,-409,1
-3548,5172,-718,-862,504,286,0
583,1,-317,1078,-502,-796,1
14,-1493,623,-2892,-2458,232,0
1612,288,912,141,1158,1899,1
2384,2024,3664,-1093,3168,-1623,0
212,-2716,-114,242,-916,-2768,0
1151,-2878,1236,-1215,284,-308,0
-1094,-894,1031,846,1216,511,0
1133,1627,579,209,-133,1059,1
-628,1859,352,2113,61,-1131,1
8,-264,1292,207,1834,1051,1
2072,-28,644,1202,-24,-11,1
444,733,579,-925,437,135,0
-464,115,1027,-825,94,-964,1
656,-332,-1801,2214,-273,-2598,0
-104,405,-1617,63,-179,2,0
14,-283,2192,782,747,86,1
1949,171,-2331,364,1721,202,0
