@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,10-11,14,16,20-21'

@attribute A1 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
947,1686,264,608,1008,2374,1
-258,1813,499,61,-1953,-1196,0
-945,-1563,-744,1443,98,191,0
-828,-1546,-2734,-124,-2008,-1995,0
4938,3066,-2004,-2735,1467,3378,0
1263,-581,-228,1486,-89,817,1
-93,2695,506,1227,1489,-1319,0
-1058,2322,-432,481,-148,1103,1
54,-35,115,728,-96,963,1
-2323,-9,-1079,1879,-916,-1885,0
-2544,-1223,-3641,-452,-541,931,0
692,-1555,-864,1839,-1378,951,1
1995,1555,909,-1303,398,166,0
1222,-1309,-752,608,3814,1419,0
2787,-379,-1245,32,-3856,935,0
4,587,-44,254,-31,2485,0
1132,369,274,-249,-49,-65,1
-356,275,782,77,14,1133,1
1746,63,356,608,39,2319,1
2345,-35,-213,105,1098,-518,1
955,1102,1838,1962,-323,2257,1
1018,1281,497,-331,869,-129,1
-5182,-1517,1191,57,-1753,833,0
-75,813,1784,632,97,961,1
2549,-503,-2519,-1449,72,2462,1
731,-1774,-623,109,-18,1256,1
-1077,913,2542,-974,1263,-376,1
-572,-82,-3909,4055,-582,-381,0
-1274,-1917,26,174,-19,-332,0
965,1148,-37,2238,817,1552,1
-1709,1524,584,1874,534,33,0
1686,234,48,828,2167,-1646,1
352,-1341,-1943,-1008,764,1693,1
1616,-414,-33,2312,-406,605,1
-2393,-171,-151,2904,-3162,512,0
448,-638,1925,-2748,-1514,173,0
1908,-1731,-24,37,62,392,0
-1976,-6213,36,494,3691,402,0
1259,9,-4,636,-667,666,1
894,192,616,1191,-1533,243,0
1818,-521,219,834,538,601,1
757,-2164,-2114,1279,359,-1896,0
-3584,3804,189,-894,-4485,718,0
848,739,1803,-1333,397,359,1
2357,-169,846,-548,-474,2302,1
735,491,536,2064,-91,1347,1
3065,3077,-3285,148,-2525,6,0
-1096,-358,-882,2616,1156,-12,1
4,768,998,2475,-1934,97,1
-908,-523,1696,-1633,-192,1244,1
2222,1959,-948,-699,-217,213,1
1257,553,1773,-1258,47,2079,1
