@relation ring

@attribute A7 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
621,-86,171,4698,-795,-768,0
1635,691,-1611,-3116,147,1761,0
-2801,-767,2735,2642,2656,231,0
93,367,1075,-292,486,-392,0
-2235,1037,1762,435,-2255,434,0
895,-2348,2256,2901,25,-791,0
-1254,1161,-1504,-1503,-43,-1113,0
-588,1311,2735,1505,-2437,426,0
2013,-3246,-2229,-4,-889,3672,0
-2748,27,405,986,903,674,0
-2017,-1466,-1037,-521,-286,-814,0
-1587,1896,-968,-1725,-397,238,0
383,1673,199,1396,1888,-2466,0
-1448,-1313,1043,3869,2978,-2213,0
111,-3646,1861,587,1128,195,0
-2197,-729,679,-515,2519,-4851,0
-173,4718,-1782,-496,973,-54,0
-2987,3841,-1511,116,1423,-1787,0
-2478,-3724,582,-1912,-1343,-4713,0
537,-3774,266,-266,-66,815,0
2068,1292,-698,-825,-6244,781,0
-1873,1786,-1631,64,-2894,-427,0
-3313,-2781,-1642,494,-1357,1461,0
-49,652,768,-56,813,2585,0
-225,-603,491,634,-1418,2162,0
3784,2031,-4042,-7,-1098,3258,0
2815,3749,-36,-1132,-493,236,0
386,-602,2102,-3652,-21,232,0
-1171,291,-7803,2106,-1156,2499,0
338,-67,-1284,763,6,2929,0
-2528,2232,-3203,-359,135,1961,0
661,-5114,-311,2925,-3314,1264,0
-2441,2801,-4688,1277,839,-1169,0
-3669,-648,2889,-899,2287,863,0
-252,-1523,1992,-197,94,6812,0
231,1226,-2274,-179,-1104,11,0
114,-1147,782,2109,701,1824,0
-1047,-1566,-1626,1738,-1957,-187,0
-2135,1711,-896,-499,2048,-583,0
3921,-1192,-916,144,-1002,938,0
1942,-3931,-648,-2712,-252,-383,0
-4028,-1362,1479,2611,-2088,1529,0
1249,-133,-725,-5717,-538,-773,0
3533,-1116,1431,-1591,2306,452,0
-221,376,-568,-288,1687,37,0
54,2809,-681,2894,-359,1186,0
2474,2923,-1469,3273,-296,874,0
2599,477,965,1137,464,2326,0
-1818,-1004,94,-582,-597,-3154,0
221,989,1542,-1399,-433,-225,0
-1244,-177,2817,-948,-1897,292,0
-847,-2744,-4816,-3268,1194,-831,0
-425,-232,2502,82,1232,-866,0
-4409,1652,1601,-2152,1056,-114,0
-901,-211,-1239,-1745,1166,1746,0
46,-218,-1213,-652,2183,453,0
914,-1612,371,-1367,82,4635,0
-386,-308,1715,866,-4513,-1901,0
-337,443,-917,-1361,-1964,1389,0
-1105,-4485,-1339,3274,1557,3,0
-1098,-1122,-2677,1931,246,-439,0
1461,499,-1053,3173,218,-1186,0
-2094,2879,-839,-49,-2455,1839,0
-706,263,-436,-14,-1289,695,0
-2411,-757,-2877,-1084,2877,-1397,0
995,421,292,1797,-938,-713,0
-1996,-1582,-2431,2852,186,-1622,0
106,1783,-2416,-621,596,-2727,0
1962,3766,-2976,-544,2463,428,0
615,-1355,-1555,175,1908,-156,0
913,1067,-6292,2048,-2127,-2122,0
674,-453,-11,-1239,-1368,1689,0
-959,-3176,-3373,-927,-931,-476,0
-2269,-2568,-331,51,3589,1473,0
-1908,-4406,1309,1211,552,34,0
-2572,82,-18,208,-418,-58,0
449,-446,51,-1439,-305,-2086,0
899,144,-4652,117,-53,3132,0
1629,-1076,1487,-2,2147,-1495,0
252,1268,454,-3468,448,344,0
-103,1251,-241,434,2519,2307,0
-4155,1001,-2447,202,1707,2129,0
0,1109,234,4475,-1365,2599,0
-1369,3122,1574,2018,-1761,317,0
4652,69,1728,3102,-1115,2423,0
4,-132,-1689,-507,-1674,1399,0
776,-1105,-1664,-183,-2458,3792,0
3053,-3299,245,-182,-323,-1657,0
2612,-1343,-1389,-35,-502,-442,0
-164,-119,1269,262,-1956,-68,0
2202,-1107,4038,262,365,-4889,0
-547,479,-275,448,5743,1204,0
1153,-962,-1729,1993,3686,-19,0
-992,-293,1646,224,1236,-747,0
-3191,-129,-143,-396,1038,-2542,0
3281,2272,2275,909,909,2428,0
1055,42,-919,732,1195,-245,0
-2498,2461,-193,275,1154,1025,0
4494,3517,-3407,-3222,-651,-1195,0
313,-81,1751,-1611,3058,165,0
351,2292,-2564,1214,-3161,-71,0
2384,116,391,-1832,-1472,-2527,0
462,-2396,-2269,-1374,941,-202,0
-3823,2094,2043,-175,814,77,0
541,-831,1888,361,1439,-1054,0
2513,349,-974,499,-2444,-972,0
-119,-2452,-334,2072,1427,-2764,0
733,0,1774,437,1099,-1231,0
486,3047,841,-3228,157,-6,0
-59,-3423,-44,-108,-31,-264,0
-249,-392,-1224,107,4292,-2308,0
-112,1359,4905,-2686,-3644,-1083,0
-875,1801,-33,4088,2113,149,0
3769,-3144,-4544,-2837,1201,3362,0
1713,1325,874,-934,-808,379,0
-0,-421,703,-33,-505,-1565,0
1031,122,-6024,136,1385,-1,0
-3348,-3973,598,405,-1944,467,0
-4413,1479,602,67,726,4333,0
1427,-1134,-1789,117,-1051,848,0
-1984,-1716,1121,-3709,-6,-2127,0
-1811,-634,1248,-2501,-1602,677,0
-769,-592,-2308,1285,552,2219,0
-187,-339,2742,1448,782,-187,0
-332,-4129,-2868,287,176,546,0
2095,-17,-1288,-209,-1468,-8,0
-2608,1086,-417,1396,475,-223,0
503,-131,-654,-3599,596,-36,0
2343,2812,1375,-735,-856,-804,0
272,707,11,85,-97,2205,0
-397,-138,-3635,4745,128,2863,0
1764,-2763,-4196,-552,-4482,123,0
-1088,136,-674,-533,-1943,-2054,0
-515,-626,253,-251,294,1186,0
