@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,3,7,10,16,18,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
1144,77,174,-6,109,1629,1
697,-459,-892,-482,155,-1083,0
903,-151,4326,-1484,591,-1687,0
626,994,1615,1182,1315,-1318,1
2019,2098,-934,2256,2964,1198,1
1306,504,14,133,261,-656,1
449,837,-517,896,-1306,1928,0
1262,2864,313,-503,198,-3698,0
3333,1623,457,97,-465,584,0
244,1602,1564,-196,-146,1196,1
-1503,-995,314,1623,132,31,1
1333,883,366,881,664,-998,1
-2158,3823,-1768,795,2153,-2576,0
1605,75,858,-261,933,106,1
585,207,147,-53,-683,-454,1
-77,-1635,351,463,-1229,12,1
-695,3166,347,3548,357,-2573,0
1195,448,608,-73,326,818,1
1382,1668,-244,-272,708,579,1
1562,-1497,773,2043,1358,754,1
602,59,1064,-258,401,1305,1
-301,2069,-1092,598,101,-1088,1
-433,1173,-73,-755,-585,-4769,0
-321,-4109,308,-1912,-2337,-15,0
348,-182,854,-357,999,-125,1
1622,-1277,3581,2804,2938,-84,0
1437,-2989,879,-1044,2511,4024,0
-1387,-243,6,2507,-3894,1323,0
858,119,1732,1525,-878,-836,1
1086,-549,1092,1251,-942,-458,1
-958,613,45,582,-15,108,1
1138,-95,-1397,1,-161,199,1
-59,1545,-784,-2017,912,46,1
-43,1286,312,1706,1756,1369,1
-26,1107,285,747,344,112,1
-394,999,616,114,2116,-1179,0
646,-706,178,-2354,202,361,1
-298,-4684,-3627,-974,4033,1476,0
894,-441,-41,-5,227,-548,1
-644,341,1261,1568,2152,294,1
-1925,-106,-3439,154,1811,563,0
-224,269,1075,123,-252,-606,1
-771,-1078,61,1752,1187,-834,1
-3419,-868,-2099,2767,954,2148,0
-579,1839,521,1244,-32,-376,1
483,-6186,-31,157,-2769,455,0
1183,-186,267,1705,1179,74,1
-212,384,845,245,-1003,1711,1
2026,774,-411,-1621,137,136,0
2294,-675,2292,47,-203,-1598,0
-2538,-2942,-3853,-1126,1309,-1615,0
744,637,161,1207,472,328,1
-1256,34,-1799,9,232,69,0
-1085,-493,118,4064,592,3311,0
-359,-1555,-2864,3121,4145,-395,0
1572,1024,576,1534,-1698,1175,0
32,-397,925,1227,342,1112,1
1438,1925,-752,-746,928,1107,1
-1472,-2628,134,946,-1315,-2304,0
148,308,298,-1648,747,1106,1
1539,-171,573,782,905,-752,1
276,1994,-3076,286,327,678,0
41,1057,149,1756,564,838,1
244,191,832,-228,-303,-94,1
552,-149,-445,-681,-523,217,1
1604,-1029,155,1817,1588,-2,1
87,436,-2201,337,617,1232,1
378,1322,1212,301,-799,2538,1
1646,1298,-2443,346,1423,1672,0
913,1865,506,1298,1558,-1055,1
1521,1728,1335,827,-227,152,1
-446,-2831,1859,-757,2364,-2118,0
4,-41,2269,-1374,2858,46,0
464,1201,2384,1252,1206,2234,1
1862,-2907,1403,1265,1742,101,0
-454,-1094,2217,-2209,66,1116,1
1713,-2338,-1208,-1638,1857,716,0
292,3587,718,-1372,109,-965,0
-1327,2562,1842,2422,1789,2522,0
3,-2557,-1637,-328,-1227,-2316,0
191,-1739,-1836,-1994,-1196,-2622,0
-185,157,-131,-489,-534,1169,1
-61,1002,553,755,129,29,1
2148,541,451,-119,842,-916,1
854,-241,13,7,67,171,1
1955,1427,3085,1619,2209,-1711,0
-606,-1027,-356,82,-2918,-3948,0
