@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R6,8-9,12,14,21'

@attribute A6 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
-559,1163,1887,1538,-993,0
-84,1139,474,175,2669,1
702,-1512,625,1191,956,1
-971,-2061,-3636,-1382,2082,0
555,562,166,-226,-1,1
974,1486,-2736,-1686,1505,0
202,-1462,692,771,494,0
-14,-706,-1617,17,2577,1
2544,1519,999,128,1264,1
1692,-81,-2745,-74,3263,0
674,33,2123,-1312,-3186,0
1067,4,652,1062,-1335,1
1537,424,787,2261,-1728,1
-3053,2626,-471,56,-1338,0
-166,245,172,939,138,1
102,-3447,1263,-3271,-247,0
-8,-1239,194,-1218,1088,0
453,163,292,33,1452,1
1199,1113,-1278,-2527,1665,0
-2614,-2787,988,-12,-485,0
1627,1405,-421,1101,1111,1
2085,-156,17,-1011,1243,1
-1764,825,-754,-848,463,0
1483,2038,-1838,1463,143,1
395,1085,1521,2155,325,1
371,-547,4217,-358,-1968,0
2077,-159,1654,736,762,1
2774,-4182,308,-3113,2928,0
-353,85,-2357,-2837,-816,0
1125,-762,-604,979,-394,1
-55,-613,43,1179,-1297,1
-3079,-1101,-474,252,1363,0
2366,264,1114,358,1383,1
289,-665,-3375,-3132,-3006,0
-2132,-204,2021,-1583,-1322,0
894,-707,1196,1664,297,1
2843,1872,1001,705,-313,0
2234,-22,141,536,144,1
12,812,-1302,381,103,1
-813,-2157,-692,807,3042,0
179,1717,-1385,1732,2876,0
751,-953,36,1973,-1422,0
-126,-51,-642,-6009,-1628,0
1242,-18,-43,2614,6,1
4696,-56,516,-257,-1383,0
-3351,-2407,-113,686,-133,0
1896,93,-555,352,-396,1
143,-754,-443,3046,2966,0
-1644,1031,-1932,-1573,26,0
-4,16,1548,-2366,612,1
-916,916,473,391,908,1
-1019,-861,1129,-2384,558,0
109,1361,-97,896,312,1
-1948,-1129,-4479,1655,-245,0
304,-182,366,1057,552,1
3117,3924,1353,2366,-1126,0
-135,-6061,-632,2494,1048,0
-69,-285,1943,-538,573,1
15,243,2231,-2332,6493,0
4,1415,-1461,11,-1406,1
-135,-766,1531,-64,-1829,1
3605,-1155,-823,1702,18,1
2055,2236,-899,1863,-1174,1
-1444,-335,-15,1172,1832,1
1218,202,353,-1022,1754,1
386,-2594,4172,-1408,1135,0
-424,-81,-1749,2185,652,0
593,1771,237,2356,1403,1
108,-277,576,219,-535,1
1732,713,-273,-886,21,1
-1869,-108,2177,149,2664,0
68,462,-1026,-797,-104,0
1241,207,-398,1714,1989,1
-3756,1702,-136,-1699,-517,0
-3429,1869,-291,1391,3584,0
1084,-457,1542,1113,14,1
1569,-944,-151,1064,2406,1
1094,2226,-691,1442,-493,0
-2756,1062,1207,504,603,0
-1896,598,1356,-107,-1678,0
-3342,991,-3197,583,-1471,0
-108,-1045,2593,-63,578,1
602,1587,167,-44,1433,1
13,52,1926,4,1816,1
3431,-1389,769,-405,3344,0
345,-31,326,678,2344,1
676,607,-277,366,-842,1
-521,2028,844,3334,699,1
244,1402,508,3741,2739,0
132,1165,827,-808,2526,1
1983,79,944,2719,42,0
698,144,-1291,-9,2347,1
1278,-218,-1019,161,148,1
-33,841,-679,1293,581,1
997,851,336,-1121,-244,1
1439,198,531,-951,492,1
689,581,86,1204,629,1
1318,142,-1694,-118,598,1
-133,-1481,-1096,-367,4017,0
-1686,883,-1642,482,2226,0
-163,696,-1056,-96,538,1
439,-96,318,958,1612,1
-1011,61,256,48,266,1
532,1104,3032,-188,-3916,0
-273,437,1542,231,-71,1
1833,1163,-533,-516,1559,1
422,797,1156,-529,592,1
427,1969,863,813,1833,1
-2694,-536,-3052,1699,-1318,0
-195,2774,663,-1022,481,1
1409,3474,877,-114,1645,0
-1156,-674,752,1408,381,1
87,235,-1427,1224,1985,0
293,1255,-355,1115,73,1
29,-96,-164,-295,177,1
-1541,-352,-3944,-137,-584,0
2942,-2511,3391,-6,-2197,0
-1302,-197,-386,1693,731,1
187,-1864,207,2467,-1015,0
1628,305,844,-78,1152,1
319,2592,1384,1384,1552,1
-374,77,-1013,1965,-54,1
549,235,284,-2428,521,1
-452,763,232,-107,-919,1
2409,106,1245,1419,3762,0
-1029,-5319,487,27,-2166,0
2102,3841,1397,-2492,-255,0
-396,697,-747,-337,258,1
2787,-1822,3281,4578,1213,0
-1571,-1106,-724,2092,-559,0
-1299,2537,-856,-2425,-494,0
177,1152,-1137,2877,1218,1
-1481,-655,916,1564,1674,1
2262,557,2159,-1877,-42,1
1602,-798,264,-1541,89,0
28,3856,1206,-555,1051,0
-63,174,2824,373,449,1
1252,84,1935,14,349,1
855,781,-726,-1813,127,1
1862,-2116,-1308,-759,-1929,0
-1695,-18,2145,-623,1486,1
-983,-1136,-1608,-649,-1223,1
-997,-1209,423,1004,138,1
581,-504,171,1593,-2317,0
2507,-2568,-5108,-2283,336,0
-2636,1491,895,98,3126,0
2104,-2427,242,-2536,1769,0
-3015,-1577,-3225,-1309,-611,0
1469,33,126,68,-516,1
-3814,-287,-1599,1045,-394,0
-528,-98,1965,616,-692,1
-975,384,762,475,-41,1
2933,3805,-1759,92,-263,0
1682,5493,2379,336,-67,0
-2127,-129,-508,-2015,991,0
-16,-638,458,-461,-3283,0
-404,258,906,108,257,1
1531,-2781,-1254,1342,-1769,0
-1218,877,-1181,-3673,-1898,0
758,-16,763,-789,291,1
-573,-1236,2043,213,379,0
-1296,-7,989,1644,452,1
44,213,-237,199,53,1
2327,-1033,33,-636,-3949,0
-39,1284,181,-779,-84,1
-245,1091,-845,-1276,331,1
-278,-254,-1553,576,297,1
2003,-811,-1035,221,-526,1
-2094,-1266,717,3395,2057,0
2301,3058,-642,-973,364,0
402,-757,-1202,-138,-1064,0
1206,121,546,-1074,21,1
696,-2822,106,-3334,-25,0
1044,1919,-1233,173,-362,0
229,297,44,672,-4783,0
2239,891,244,-1138,1937,1
-307,3517,341,1787,1215,0
1528,116,902,7,-99,1
1135,1633,2089,-1276,-1183,1
379,2504,1714,4036,-3046,0
1578,2262,64,-85,-5102,0
-528,737,512,-504,182,1
-3669,-285,2386,-1229,-1062,0
2826,814,-1209,-3141,-707,0
-785,324,86,-297,59,1
-769,1751,-659,-78,442,1
-306,1022,-43,1478,1501,1
992,1218,393,2665,1942,0
-312,2324,-3261,3112,177,0
-123,236,696,1034,1729,0
-153,183,-1473,316,-51,0
-2807,2818,2,1202,3092,0
-3378,144,3015,-1914,-433,0
-699,-1862,436,14,923,1
469,2172,-1928,492,-98,1
69,-207,532,1115,836,0
5,-617,848,1732,962,1
-389,1096,-711,-1324,-177,0
2061,2259,-778,-391,109,1
-2771,-184,-254,-55,27,0
469,1414,-1915,602,-1807,1
-671,-1676,2416,-394,2892,0
-1026,2349,-442,239,596,1
-271,-1107,2528,677,2531,0
952,-3563,2903,-978,-13,0
1306,2622,2873,357,635,1
-1077,612,721,-2136,1304,1
4736,911,-718,-862,2661,0
1882,675,-317,1078,-822,1
-38,-605,623,-2892,92,0
-282,1018,912,141,145,1
2293,-857,3664,-1093,-2888,0
3599,2818,-114,242,234,0
3345,-83,1236,-1215,-1804,0
-666,-404,1031,846,812,0
12,437,579,209,1982,1
85,-182,352,2113,-9,1
-37,-1042,1292,207,656,1
-304,1016,644,1202,-763,1
-735,0,579,-925,1286,0
283,1583,1027,-825,408,1
598,1678,-1801,2214,-163,0
-421,-2474,-1617,63,-37,0
-688,646,2192,782,1401,1
-1581,-296,-2331,364,-1615,0
-166,1258,1271,2539,-1117,1
1242,1973,2718,859,-1176,0
-43,1645,-17,-246,1551,1
2575,398,1177,1013,753,1
2459,-168,-549,-409,-354,0
215,-292,115,1781,932,1
495,2196,64,1851,-384,1
2925,1226,-1128,-1752,1011,0
-766,-719,-384,8,2223,0
-3935,-327,-1726,1414,173,0
1022,-456,611,2978,21,1
-2021,-3175,-122,-3362,-945,0
-2008,535,-352,222,-142,1
1101,245,2606,-1025,129,1
739,-32,-51,1211,1634,1
55,-52,-2848,-361,376,0
-1162,276,-1422,16,-324,1
-723,-793,-145,2066,-1112,1
9,-336,-9,-824,73,1
2713,923,1036,3461,-1333,0
-591,1167,-828,1668,347,1
-27,973,634,1926,2023,1
-2642,-61,993,-716,-1499,0
-2604,1037,-1171,-2,2455,0
762,1561,-1457,1139,707,1
-795,-288,2006,-273,-2293,0
2312,284,-2145,-6,-308,0
74,722,-1588,5526,1846,0
1618,-289,-777,263,542,0
-1,-123,691,-112,1743,1
-827,-479,-2165,-535,-3468,0
-336,-1322,364,-1483,715,0
1812,1124,1886,144,1361,1
3629,1346,1794,-1702,1357,0
1259,1175,-291,1055,1321,1
-306,1996,-56,511,552,1
161,655,905,126,1588,1
1195,1756,-928,2559,1059,1
-355,-1492,-2362,-2149,4364,0
-181,-3122,-1222,1655,974,0
-1947,72,-1137,-52,-21,0
-607,-307,-1425,-2858,481,0
-1787,282,2432,2693,-3146,0
2704,449,2711,2607,341,0
-1497,1607,674,-379,-272,1
-1672,1145,-514,2062,2088,1
-987,-648,1155,-829,58,0
8,-447,17,-1278,-2877,0
-99,316,-253,-122,-618,0
-1216,986,1172,2776,-344,0
1961,238,-1469,876,2321,1
-1288,109,307,2084,-194,1
-122,666,151,1576,-331,1
869,27,441,1965,285,1
-716,1384,2391,718,944,1
-499,1929,1806,-128,264,1
1079,709,-323,549,837,1
946,1864,-369,-3217,-204,0
61,225,2539,-868,2121,1
48,-566,2815,-209,-595,0
-2602,-1366,1011,-3176,898,0
-1925,-738,-773,-1051,-1998,0
-181,-151,16,826,1623,1
306,-8,1372,197,1895,0
1092,-417,794,524,38,1
-608,129,3102,-1298,-654,0
265,527,1036,1104,1559,1
356,-12,867,648,-42,1
854,643,871,553,764,1
435,-555,1051,-177,-1211,0
-1538,141,1221,-74,754,0
1669,489,2269,-3,-321,1
-686,-1147,2176,1155,3461,0
-1595,1666,278,-775,303,1
118,-1935,178,531,-528,0
983,-31,157,297,1534,1
-3377,-8,-192,362,-85,0
457,8,1336,-3729,1836,0
1478,1408,674,-1042,934,1
-1668,1839,-269,385,41,0
26,-2482,-2313,-84,1596,0
-1203,-56,-542,798,858,1
1289,293,2133,85,304,1
958,-1534,-179,2405,-1298,1
336,397,1842,129,875,1
176,3115,-427,-916,-1493,0
-2769,-3142,36,-1074,-2478,0
158,-1146,78,-646,1095,1
814,405,86,-186,538,1
-41,123,-352,493,1887,1
-224,-2057,4919,843,2265,0
2997,1061,-1,-2098,-473,0
-1788,989,4758,998,596,0
