@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,9,13-14,19,21'

@attribute A2 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
1374,1083,2454,587,6,1
878,487,939,782,-462,1
1352,-308,978,258,23,1
1177,-297,1287,512,-1106,1
-639,-1833,-521,-183,86,0
453,-4581,4672,-88,1573,0
2911,1685,392,749,-666,1
1841,-111,-4637,46,-723,0
1061,1355,2271,463,1343,1
1462,3048,-252,-258,1288,0
-3234,1259,-572,-2175,1567,0
954,1018,339,76,1969,1
1305,661,627,123,968,1
1066,13,2234,536,2353,1
373,31,1837,1299,658,1
-2282,-106,-655,-1661,-1131,0
797,388,1597,579,694,1
1665,-1818,-69,1203,77,0
1142,1149,602,-298,314,1
214,1006,-313,588,557,1
186,358,-1072,1114,-894,0
-946,606,-1816,782,1369,1
678,269,1562,-758,172,1
488,-1142,982,-613,1111,1
3923,-1638,2257,1987,-1608,0
195,223,-372,-2,-1311,0
-1665,1227,-2814,2181,1527,0
2782,43,-2817,527,186,0
1101,-1525,732,-494,1447,1
219,-1013,1447,-1423,752,0
1214,8,2681,722,1207,1
-684,-2025,4013,-4945,2695,0
-507,234,169,131,488,1
-1125,524,1935,894,462,1
-3616,-2761,1621,-1053,-833,0
-527,1725,616,1039,535,1
1052,2,698,488,744,1
-402,-124,1442,1171,-1652,1
-782,-1586,203,-416,1702,1
-1851,-529,7,1092,-625,1
4048,2135,643,-1503,-1242,0
-1723,4,101,2114,3901,0
1486,1807,944,-616,-34,1
327,-306,-1205,-704,2033,1
1127,51,118,375,2895,0
-1817,4421,-402,1264,-242,0
1058,-3242,3677,-2855,-887,0
1896,-732,934,384,-3,0
-532,342,-397,1743,937,1
1037,431,139,1258,3198,1
727,353,3109,1808,-174,1
2179,1991,-1355,-2466,-1369,0
-1227,1721,-1224,-179,522,0
396,1238,1393,127,575,0
-62,-766,685,2493,1887,0
-25,-587,-2975,-49,-2033,0
-772,2398,2423,-1132,-312,1
-8,781,17,-67,-866,1
-842,-684,-567,1202,-2162,0
-575,-3621,558,152,3815,0
-131,-1745,353,774,1475,0
55,-322,1097,895,373,1
-2886,107,-307,-1211,4127,0
-792,-976,485,-134,-711,0
36,88,2354,1421,789,1
971,234,1672,964,614,1
682,2728,-301,1565,2362,1
1591,748,-1115,1598,3327,0
-181,-1525,1118,-596,939,1
-527,-1999,2276,1265,262,0
2334,45,807,1589,1,1
-2868,-2766,-78,1542,-176,0
-269,-874,-1724,-328,-788,1
1754,-1044,2995,2421,2334,0
2714,4191,-246,-193,-1733,0
-2775,922,843,386,577,0
1973,-318,-3466,132,-1658,0
1096,1144,-226,-143,-965,1
-654,2416,-39,2037,-271,0
-203,1337,2185,86,1992,1
-1248,608,-678,1021,-984,1
65,1116,1429,-1081,-2551,0
1906,1594,194,2334,1916,1
808,284,-29,-1782,-208,1
-713,656,138,-1315,-544,1
408,556,-1735,2103,955,1
738,1834,-177,72,-442,1
1,-756,394,1977,632,1
-946,529,117,1183,999,1
55,134,809,163,-43,1
2522,-201,-2171,3083,377,0
4,75,275,404,-478,1
386,1877,-531,391,1908,1
222,5099,-1889,115,92,0
905,424,317,657,2467,1
-4045,466,285,-3383,-234,0
1524,1279,-311,-2886,1208,0
2532,-1121,-15,1418,-151,0
-2125,-42,-2894,1897,1493,0
1567,49,-163,475,111,1
607,-1185,-1217,-404,-315,1
2814,22,1026,2316,-2163,0
-1714,986,-2898,107,-1395,0
-185,-481,-1096,-916,-1914,0
-96,3282,-225,115,-1655,0
-5794,1583,1036,713,2875,0
747,-4609,4218,-907,585,0
-2536,-629,-406,-134,566,1
1889,1772,582,-138,1459,0
1337,-3702,2554,-277,-2271,0
3953,-3175,-2702,-134,-1346,0
-5,66,-391,1724,1595,1
168,1671,-1406,-396,243,0
134,1882,-1957,-986,-824,0
-158,163,-49,1332,16,1
3538,2368,-6753,-859,172,0
87,153,19,278,28,0
34,1772,72,423,1906,1
989,2022,911,-229,3669,0
-1486,-3914,993,-1409,-2019,0
-22,1725,-2324,-2233,355,0
1552,-1222,-1425,426,325,0
-903,-3418,-946,3156,403,0
-362,-2483,-2305,682,2228,0
-187,1978,1675,507,736,1
-1438,-1012,-418,12,-3,1
1056,88,-315,-4506,1669,0
9,665,1266,728,1967,1
