@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R2,5-8,21'

@attribute A2 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute Class {0,1}

@data
-1984,749,546,849,-3196,0
1,-281,-1687,-1441,-94,0
1316,1189,592,472,1748,1
1815,-14,-29,-158,555,0
-469,814,818,118,6,1
1885,-2843,-881,1004,-2508,0
602,-1484,729,45,-555,1
927,1911,1033,3751,1452,0
59,925,22,114,1141,1
1336,408,-354,-412,-94,1
-1585,-2528,-1049,2705,-812,0
199,1652,-465,2321,-333,1
-163,-1,345,-2723,524,0
-1484,-2155,148,-2022,-1563,0
1875,1402,63,-165,-2974,0
1338,-101,7,-2546,-937,0
182,628,841,-248,966,1
-333,-1231,238,1221,-2703,0
111,-911,638,1498,297,0
597,63,-923,-537,-385,1
166,443,841,116,1064,1
-709,725,1086,-794,897,1
-159,1428,-456,422,-1594,1
775,1543,-48,-2646,52,0
-385,3058,-826,-142,-626,1
-433,-1099,1282,149,887,1
2754,-1306,-1652,2092,-764,0
52,995,-21,289,2197,1
7,1182,-3952,-1772,-535,0
-1147,456,958,1718,-1338,1
-1165,-2187,1622,-517,1495,0
873,578,149,469,1273,1
-133,1289,2093,-106,-1753,1
-1115,2954,-1089,265,1473,0
1703,1325,777,-2222,2559,0
802,-341,1611,-679,221,1
2322,-2543,1571,-1818,544,0
513,-941,148,1565,441,1
1404,-169,2395,964,267,0
323,16,911,906,635,0
48,-119,-489,1217,3,1
647,117,94,937,1045,1
-903,-1194,1408,-562,1894,0
1047,615,-2255,-2731,-732,0
1445,-1181,2336,-2712,5123,0
-95,1294,1524,-194,206,1
-679,-1098,-855,2,116,0
-1069,-103,2347,-242,1476,1
-848,-1746,406,-2491,24,0
299,1711,-713,834,989,1
-952,3081,566,-664,-452,1
3202,-668,-1854,2324,5662,0
-82,-671,33,2937,1916,1
-347,2672,732,-37,-92,1
284,1458,-196,2266,-1036,0
292,576,301,-188,-1165,1
93,-17,-526,-227,616,1
4548,-1043,-687,-932,558,0
-2088,736,1503,1431,-1414,1
769,-228,-296,479,122,1
-108,463,-325,277,1224,1
-928,-159,2022,571,459,1
1268,-1941,117,689,62,1
1405,-581,-399,91,3155,1
-1345,-1729,466,-192,-74,0
1158,1014,2765,-2363,-246,0
108,1031,-1118,724,6,1
2398,314,-1423,1569,393,0
-528,61,2159,1132,-803,1
1745,27,1063,2794,-45,1
-1982,-961,2952,914,-1612,0
47,-1002,8,-514,-684,0
767,-325,-301,1712,779,1
1491,488,42,-277,-127,1
847,1537,-297,-229,1779,0
3822,1051,2431,2402,-1091,0
-579,-3029,-2519,-1364,-2909,0
53,3345,-1657,1667,-1355,0
1369,-566,207,2487,-3237,0
-378,527,-14,-329,-5,1
-1069,-174,-634,-57,1064,0
298,426,1792,1706,-3,1
-915,1168,384,512,428,1
449,-1212,924,426,1253,1
2492,3078,-411,-649,3169,0
-8,1842,-938,-221,376,0
2478,-81,636,1864,-1653,0
-1144,-61,-418,879,-144,0
896,2764,27,-891,1734,1
-72,179,52,-497,-707,1
-65,801,1395,945,153,0
334,1329,-1266,-1112,-54,1
-724,329,-3598,-3288,3198,0
31,1081,1465,1824,-56,1
505,578,-466,-405,-2,1
-1366,-138,225,-1095,-358,1
-248,448,1322,-3977,1089,0
-375,3174,2311,1514,-893,0
513,-2167,3702,544,2666,0
-2697,-2362,-2134,1256,2194,0
-2601,-1376,3652,-1092,1271,0
4378,2548,3485,1325,961,0
-557,54,596,-66,917,1
901,-111,-549,2225,1001,0
445,-3362,-3124,2602,821,0
554,1346,-456,1055,448,1
751,16,2393,652,-2431,0
-167,494,-62,2598,-2197,0
152,1022,4,-39,886,1
1213,-2204,2,-965,-273,1
1091,335,-489,1268,1235,1
141,39,475,-24,-2055,1
-373,-985,-363,1268,-131,1
-138,233,-1768,2173,-324,0
-159,3878,-502,1715,-106,0
-127,1093,-353,-3144,1405,0
-363,237,1649,-1769,1883,0
241,178,3918,1713,1325,0
-691,1196,-342,114,-27,1
-402,1108,3553,-3094,13,0
1314,1274,1388,1116,43,1
-1614,1517,1679,2774,547,0
1154,464,-466,932,202,1
1544,31,1381,-67,112,1
2583,686,118,2389,1282,1
-1347,-1,-474,244,1266,1
88,785,1246,-47,578,1
-47,1012,-895,-663,4,1
133,-822,557,624,728,1
2322,-2242,-1376,673,1403,0
414,554,281,806,-295,1
-113,621,1107,-2175,-152,1
2183,172,9,993,1198,1
565,419,134,1014,119,1
634,-1235,-2253,1117,1164,0
497,-496,1518,4488,402,0
-1451,107,-178,-317,1079,0
2046,1371,1229,1898,-2377,0
1299,-892,-366,1176,-374,1
1337,2733,833,-377,625,1
3302,512,-1722,1743,805,0
416,234,1029,-514,389,1
927,422,1963,-3836,949,0
836,919,-418,1536,-297,1
737,-1358,1843,414,-304,1
-347,-86,-2602,-2877,-354,0
-254,-1,776,294,2542,1
-135,2652,581,568,1547,1
-929,1128,-1032,329,-1001,1
846,-786,1565,-4189,-3994,0
1059,179,733,2192,6,1
825,2056,-468,-552,1839,1
2112,-4631,-3918,4551,3121,0
533,617,52,-223,2101,0
492,-983,749,-28,959,0
116,1009,198,859,19,1
723,-1665,846,229,1092,1
32,2995,-185,-1443,118,1
-363,36,-1896,461,2,0
2362,-2486,-2002,3037,1835,0
-755,-65,872,-947,-201,0
-81,-3741,-611,1846,-3067,0
468,-2351,-1652,-376,-2418,0
-1587,3363,-298,-3237,-1432,0
638,-1836,562,322,-3201,0
808,-282,1047,2346,-1349,1
136,683,2565,2953,2002,0
-71,1765,214,-1158,-623,0
1693,-726,-95,1268,1003,1
269,1801,-119,-1315,2094,0
-422,173,714,2755,54,1
1777,-1746,-1243,-515,-626,0
1201,-2066,771,-43,921,1
181,-455,-1144,-262,77,1
-1558,1335,1502,1232,25,1
-2065,1289,2528,2524,2526,0
861,1648,179,1842,17,1
-1514,-269,-3158,305,964,0
628,3772,-14,1317,-21,0
2606,-109,-575,1531,1651,1
-122,81,-817,2314,-1262,0
-274,1648,-2762,284,-2378,0
-1322,-838,-823,-1999,-1229,0
-996,-1465,-61,-796,19,0
1782,-44,801,1547,-1172,1
1187,-152,678,469,-25,1
646,-43,-3467,995,421,0
1087,-1639,-1758,801,501,0
2009,-1062,17,-1908,-4406,0
-1552,2154,-479,628,-95,0
-488,56,1836,-89,408,1
721,-18,1477,605,-785,1
883,-72,-146,194,-515,1
-55,241,449,-503,281,1
-138,1116,-324,-1329,3239,1
1104,1575,2193,582,-943,1
-1089,-236,403,-337,443,0
-232,-2788,1409,1324,773,1
1621,289,778,-19,-34,1
1682,3302,586,1066,1344,1
-21,553,-716,832,-834,1
-586,477,681,1146,598,1
-362,871,2207,-686,-635,1
1643,67,1113,77,2346,1
-672,512,437,-1056,-191,1
45,-1731,64,-189,-1121,1
598,2503,-22,357,625,1
3718,2893,1942,-2441,2801,0
-563,-277,653,255,894,1
-985,-246,2918,-226,2071,0
206,3169,-1056,848,-824,0
374,423,-519,664,-503,0
561,-879,-386,-2392,113,0
1765,-137,536,-372,1111,1
641,778,-281,-226,-685,1
442,-1067,1439,1368,-83,0
2014,1742,1747,-2594,-3003,0
1795,-2858,-1617,586,-3304,0
2234,-2167,-1396,-1206,114,0
961,2742,-2434,4237,2935,0
1862,-1747,-248,-738,713,0
1125,606,6,-49,-1296,1
-3636,-602,993,575,-1221,0
2172,51,2044,1249,-133,0
-1353,414,-2207,873,257,0
-1306,1095,1362,704,1342,1
-106,1306,1512,1249,1532,1
1611,649,-3,1077,1834,1
1974,77,342,1003,2375,1
116,2593,-1199,-89,1378,1
225,-94,-196,-282,-521,0
811,236,296,-335,165,1
-224,-1046,34,132,244,1
-161,348,3785,398,-511,0
-27,-1439,-605,423,216,1
-316,-746,497,-1027,-1055,0
-1538,556,149,-904,642,0
-862,-73,2348,-1367,-1126,1
51,1586,-238,1483,-552,1
1853,1033,1795,-1003,1036,1
503,-523,-1577,2261,-499,1
-1166,142,1333,-752,225,1
-625,2558,232,1956,-134,1
1681,2626,951,493,158,1
-1059,-2585,32,-464,1205,0
-1621,-2664,-178,-156,-37,0
1139,1588,-1411,-835,647,1
-1438,-138,-1749,695,1277,1
305,-3646,-126,-988,3071,0
-999,-2055,124,-3909,1961,0
-239,-2359,-2622,13,182,0
563,4384,1896,-2704,34,0
-1517,346,816,1308,-593,0
-479,1952,217,493,-373,1
-2058,3193,804,-872,-463,0
-742,-127,423,-56,175,1
1804,848,2077,721,26,1
1146,173,-7,342,-544,1
1109,-936,39,1198,243,1
-285,147,1111,-3149,-1065,0
42,-568,505,-237,809,1
1417,-818,-982,-329,615,1
-1453,-537,-201,-116,904,1
-0,1971,232,-2337,5226,0
-1758,1092,-222,-652,224,0
313,1116,-3507,1879,98,0
169,-4242,-2422,-1811,-634,0
567,2083,563,-823,813,1
156,-961,-1216,-224,1975,1
-246,-441,465,91,506,1
-1052,334,53,-455,1691,1
-24,347,1633,848,24,1
2255,1421,-2038,-685,-1115,0
1289,-402,-1485,-73,26,1
1372,1948,1998,-999,-133,1
-1372,88,-2961,2987,2036,0
4355,-6,2052,-1501,2458,0
1517,291,184,-981,1138,1
-1404,-114,-1337,-2117,-1946,0
-2482,1528,-645,-1749,-2,0
1277,-296,1447,-13,87,1
457,2878,-1665,3821,-422,0
-61,-145,2232,456,-991,0
-2524,-2864,-3862,-314,412,0
879,1372,-3511,264,779,0
1409,1341,-155,-1235,-402,0
177,784,923,-643,1706,1
-2033,-972,3853,13,-1185,0
492,-685,1769,-393,549,0
-931,86,1296,-652,-268,1
-125,196,-1131,592,489,1
179,-257,491,1396,845,1
-1405,398,1797,-131,206,1
1747,944,-41,702,997,0
2345,2832,138,1425,882,1
-36,-2811,846,2622,2774,0
88,-2148,-812,-1236,18,0
962,943,213,401,2241,1
1355,946,251,-46,-658,1
751,3146,-233,-2008,-1584,0
-868,-3235,-444,-1268,-1892,0
1092,-2254,1901,-3354,62,0
-235,-241,-71,-748,676,1
-306,1022,-778,1342,913,1
586,-268,233,497,757,1
593,2116,865,4467,3315,0
-2672,-1023,546,-4042,841,0
392,-51,-562,-14,751,0
1425,987,1609,-659,1044,0
687,1424,1447,293,3441,0
435,443,-1254,-2291,-66,0
-2143,14,-1172,186,-1241,0
308,918,1009,1341,931,1
-84,-31,692,974,1835,1
167,-419,1143,-1978,378,1
-51,-721,-865,-945,194,1
-1641,745,784,2298,4085,0
707,757,1051,124,-614,0
4217,508,-191,-776,-148,0
2187,-365,1705,187,-818,0
154,1195,1034,-219,-922,1
111,-165,-2,1271,333,1
-1738,591,1147,-1462,-2355,0
2997,-91,398,1131,-2027,0
386,166,1529,-1593,2191,1
-1586,-321,1942,698,-382,1
1042,-548,-1362,2039,2021,1
434,1389,628,942,599,1
-2498,555,-836,-592,1159,1
1712,1126,759,-536,27,1
-122,-4418,-1346,-116,-3918,0
-1819,651,934,-632,325,0
13,-3,-76,183,-558,0
263,2546,-86,1949,-754,0
-324,-385,88,512,-2829,0
-1097,-2298,1855,151,-1111,0
136,-111,2676,2563,622,1
121,-574,1647,1397,166,0
2069,-222,676,1473,-728,1
1293,1633,1162,689,1127,1
133,382,-1097,23,-52,1
1144,114,1308,1187,-964,1
215,285,-174,-603,1072,1
21,-197,1977,2928,-2107,0
-399,1287,458,326,528,0
1438,501,39,22,734,1
1232,1783,1315,1465,51,0
456,-127,494,2596,-462,1
417,-748,-468,2349,437,1
1763,1897,789,2764,711,0
-671,-984,777,-159,1278,1
1669,532,1572,4,1076,1
-4045,-277,-625,-2433,-1926,0
1118,1342,1173,71,1027,1
-867,1345,-1469,-311,453,0
-2267,-741,1182,106,1783,0
-969,-2664,1408,1482,-568,0
1492,4197,261,-897,972,0
-3363,486,-2592,1354,-262,0
-3214,-1889,57,-419,339,0
185,2218,569,185,1149,1
-1451,1131,882,-161,-223,1
-1834,-1861,2258,-1458,589,0
-1322,363,1498,-536,-272,0
13,-126,2764,-2136,1054,0
1452,758,-1029,-2451,68,0
-554,-2651,-678,4273,72,0
-357,-744,1901,-2284,-533,1
-794,1411,169,362,215,0
1457,858,2078,4302,-193,0
102,278,-222,249,-301,1
1953,694,3778,-1815,-1844,0
2808,-177,3925,2395,-305,0
1428,1215,994,-2105,-193,1
2827,-454,-2834,-809,-1142,0
832,2308,709,1816,1705,1
1054,-447,383,718,215,1
1578,1603,-775,-2902,-782,0
567,-92,1204,-296,-87,1
2919,409,755,457,-2085,0
-638,-316,261,691,757,1
121,683,276,-1042,-1459,0
-706,-1,742,1461,499,0
2325,-645,-165,-42,-289,1
-315,1631,-1124,3643,1379,0
1259,-493,-739,1704,1697,0
-22,1103,649,-368,1322,0
-0,-3903,925,-326,1143,0
1655,429,1777,1356,974,1
1708,1455,446,1066,-1618,0
-4,1207,-1009,-59,-579,1
2018,2368,983,1356,1318,1
366,2246,-1918,1776,2306,0
972,6333,323,537,-3774,0
-213,1616,-906,184,-352,1
-393,2765,2049,-34,-161,0
742,524,-313,-356,-619,0
-472,662,153,1539,3223,1
1482,1904,661,609,1123,1
-1367,353,3898,3048,-901,0
4899,1244,-688,2537,264,0
825,-1335,1718,1422,1155,1
-889,-937,435,1556,108,1
1378,-266,408,-2972,368,1
3496,-1109,2377,366,-281,0
-1797,1414,5347,778,314,0
3318,266,578,2961,-561,0
515,-968,-401,2562,-1309,0
-1075,2008,2069,3703,2796,0
208,-606,1406,-1384,-1613,0
325,1654,245,-109,73,1
-286,-3793,2012,-1442,455,0
463,-222,795,-1488,825,0
52,-642,-1079,228,2252,0
43,322,146,942,115,1
1632,215,1997,967,66,1
-768,659,1489,-1168,1851,1
-4,728,1017,-593,-1062,1
-523,-125,1041,-366,-829,1
-793,1125,526,596,2622,1
1713,-194,-517,-758,334,1
62,-64,-776,618,664,1
1052,-123,799,1046,1718,1
1418,1145,669,1698,51,1
77,1287,1141,-245,1448,1
1101,548,376,-74,1421,1
-152,221,-2694,-301,954,0
655,1818,1874,391,568,1
-67,1069,-1437,-2,1373,1
2379,-1918,-529,-1398,104,1
154,431,327,808,2035,1
327,-2402,-1714,-11,146,0
1034,-632,1752,179,2288,0
-1,996,-1438,1302,1306,1
-227,1176,-104,1308,1224,1
389,1695,-2256,2584,1446,0
-782,-2051,2093,1136,-2859,0
-583,-2243,-896,-13,-414,1
29,-2109,-969,-164,-119,0
-3502,-3905,-3452,292,1107,0
-466,-2011,-258,-681,-1802,0
1884,1399,969,2194,-456,1
1407,-1657,1451,-2051,314,0
-532,-178,194,416,658,1
-2686,-1358,1235,5883,-3423,0
1307,-516,-289,2364,-1022,1
-1515,-108,3415,1718,-435,0
1556,647,-271,-851,-79,1
4302,-3,358,68,887,0
-1604,-11,484,-303,-181,0
1623,-2079,-731,2218,651,0
-228,-769,555,779,901,1
1008,-102,708,-4,453,1
302,1192,926,-1232,-491,1
2816,509,-1332,4786,-512,0
-572,-2171,-276,1909,-1708,0
3378,1976,-5558,-187,-339,0
-1812,-677,-65,-581,-1117,0
-1268,-1837,1098,1071,16,0
-678,-9,385,805,1317,1
16,97,-1875,2269,-1688,0
3142,-415,11,-1182,91,0
763,-166,2174,822,-1345,0
456,-9,2065,456,1469,1
2012,1094,694,91,-138,1
1691,995,-807,957,731,1
-97,-41,1106,-224,-776,1
-1066,828,-761,-99,-768,1
-707,-475,76,-53,253,1
3413,-124,-1909,-2431,1501,0
-2679,4513,1417,-126,1539,0
-445,111,496,3429,-2565,0
5,536,1362,2162,2113,1
1568,-1826,2638,585,2815,0
1607,1591,-1325,-217,-1128,0
-984,1524,1886,1946,-67,1
-3846,1687,3755,384,2137,0
-246,1366,-36,1464,-2417,0
-138,2182,239,-802,2995,0
27,571,-384,993,1722,1
-1774,65,-215,114,-2254,0
105,-798,-3412,2743,-498,0
534,-799,241,-1589,2717,0
949,-133,15,-674,585,1
-957,-686,-1386,105,645,0
-3485,-1499,-1359,-124,361,0
-1371,11,533,1648,1465,1
545,834,2102,2404,592,1
-58,-117,-216,2068,1292,0
-1596,319,-562,-781,807,0
-488,129,583,1084,1709,1
1381,1061,13,1432,236,1
1304,-159,189,707,1774,0
-3019,-1815,1993,-571,1591,0
876,1654,638,-912,-381,1
-2288,-2384,353,3308,2395,0
-536,-1521,-49,-78,-5907,0
-247,-1184,-1225,2557,-68,1
1578,1253,-37,189,-942,1
-3722,213,-1373,-124,2409,0
-2068,-989,1443,4694,1204,0
108,305,18,-527,89,1
