@relation ring

@attribute A2 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
852,-1563,-738,-2346,-1729,3116,0
1019,14,2163,738,-443,-2201,0
3659,-583,2762,723,-1314,-2482,0
-2881,2003,465,381,2022,1262,0
-3818,37,3714,1834,106,-2463,0
1854,-637,3395,-3463,-2743,-2044,0
927,-3836,-244,-1023,-2269,462,0
-3388,-799,-37,799,3699,271,0
1018,111,196,201,587,-2618,0
2017,-44,-584,-1466,-141,-2088,0
-1734,1812,-1156,312,-226,637,0
2522,371,-201,-3354,-2732,-1048,0
35,-2051,-1576,2594,1447,-637,0
-296,84,806,625,-621,-4033,0
-3756,-1218,3204,522,2887,3781,0
2548,-2505,-3031,-2555,1267,2906,0
2888,4966,-1956,-1675,143,-551,0
1415,-1426,479,-1651,-2016,1005,0
2052,2959,568,2366,-24,-2042,0
1708,1066,2071,316,2272,1437,0
-26,716,-3228,556,-1836,1476,0
1036,992,2643,-187,1117,1183,0
-316,-1027,1355,201,7372,2044,0
-1139,4924,2635,3412,-1536,-1959,0
282,-932,-404,-1352,-3,2736,0
237,-2237,-1603,3266,62,-2179,0
121,1397,-78,-3082,1592,324,0
-178,-668,-2452,-1558,439,632,0
305,3171,1411,-2018,-2247,-1612,0
2591,3996,-642,-1425,-33,645,0
-1685,1001,984,-1942,-521,-2862,0
-1721,-3645,323,1634,-3508,3661,0
791,38,-2815,-1654,5817,-3182,0
3411,329,123,911,-3705,3046,0
62,168,1468,-1966,-1132,1285,0
-943,1647,254,-2729,-1711,-1263,0
178,-717,-4994,-99,424,-1625,0
638,-896,-861,1524,325,4808,0
-1177,-1887,222,2631,-798,-898,0
-1227,-4933,1721,1134,1032,1716,0
1505,-376,-1006,3836,1367,-2642,0
-21,835,-3151,988,1562,662,0
-2282,189,-106,1649,715,1126,0
-1144,879,-2853,188,1104,372,0
728,-2548,27,-43,868,-197,0
-5805,2691,1906,634,-484,-711,0
-372,2175,64,-345,2114,1762,0
-1675,15,1507,1806,1042,-1557,0
686,2718,-518,-2156,6,289,0
396,3923,1238,1083,-962,1258,0
-2304,-4684,-31,-46,1278,1731,0
4288,2125,-202,1062,-452,-167,0
1572,709,-4015,604,-63,1946,0
-1419,-4636,917,-1691,375,-2134,0
-3038,-2253,1596,2074,1963,-356,0
666,-211,-3066,247,-865,436,0
4548,-932,-654,3926,-944,-546,0
-3033,272,-2785,1298,85,148,0
1954,-4614,996,321,-147,1973,0
365,1629,-2396,-503,-2,1682,0
-654,-1116,-3795,-2523,-1383,-1771,0
-538,-1493,2902,-108,1133,-3243,0
-3867,636,-2503,1258,-2153,-757,0
-532,-85,1406,-2366,122,-723,0
-2363,258,617,541,-1152,572,0
1034,678,-44,557,-566,-894,0
226,2092,2165,-542,341,-2996,0
1487,-438,-2432,3772,1986,-54,0
-1342,-397,-1372,1057,4745,3987,0
-2139,-3,-1,-1667,-817,2814,0
973,149,-243,-99,2525,1298,0
-1745,-935,3023,-543,18,1354,0
-1719,-1989,1138,3204,-923,-187,0
3142,-1182,-2082,-2521,-1051,-2557,0
344,1081,4428,2246,-287,361,0
372,-144,-2949,346,-1344,-546,0
875,-1653,1732,79,-1004,335,0
3496,366,1525,-2681,-1268,3659,0
-44,1988,2419,-1906,1456,792,0
2896,453,5813,1568,-3152,-1267,0
-2318,608,3113,2103,-2182,2771,0
1345,-3714,-1767,-1849,-135,-3164,0
-1083,1303,-4053,-181,1922,3327,0
2688,137,-1562,3944,1725,-1012,0
-51,1408,1766,555,2118,584,0
513,3272,-707,-248,-1134,-3115,0
2444,2638,-3155,-2289,-2005,-1326,0
1412,-27,2636,-3512,-814,1725,0
-513,1764,507,234,-552,769,0
51,-1781,1122,53,2685,-3661,0
-898,4025,-2768,-3813,602,-2177,0
212,376,-998,-442,-227,1006,0
2894,304,-932,-1059,163,-2034,0
-2826,1548,-226,87,1138,-1727,0
-2331,-913,-373,1688,2334,243,0
3153,843,-2103,65,4322,323,0
-1423,-122,-1557,-2809,-3214,1572,0
488,1796,-312,1356,-1199,-3211,0
326,-2588,2541,-715,836,1202,0
4378,1325,-2331,2741,4242,2819,0
185,471,2786,-18,-3769,-1517,0
228,-3232,-3973,-432,3275,1737,0
1639,222,-371,-2018,-766,-2831,0
-1796,-2278,-461,1631,2851,579,0
-1328,-1805,-301,3846,-638,5202,0
2714,745,3,-2242,-231,355,0
2664,-64,-1528,-2476,-161,-101,0
-3948,-1185,-64,-2632,-2997,1654,0
1022,5,-228,204,-714,-1203,0
1263,-2889,4,-6153,-2819,-2238,0
-918,-3604,-1753,394,-3858,-4272,0
-2389,4682,-2388,987,93,-49,0
268,345,1964,-2855,2716,-824,0
-419,-6459,3309,-183,-1874,17,0
-1498,-1554,-2863,2658,-623,-2479,0
-3816,-552,187,-1575,-38,14,0
29,-164,-3164,-892,262,4293,0
2132,2608,-137,2886,-1516,-768,0
3065,-892,-786,-443,6,2501,0
3103,148,-5572,-2076,1034,-1521,0
-1452,958,3062,-305,866,1712,0
-354,-427,2241,298,-346,-997,0
206,1102,-1569,-172,-4024,3842,0
198,1849,-1459,4844,-2021,-16,0
-2283,-2143,-102,-115,556,-2026,0
203,2281,1889,709,881,34,0
-1792,-1683,77,302,-2836,1741,0
3379,-37,-871,-2633,-2121,3518,0
1932,-1447,1784,-234,-825,-1223,0
-1321,-576,27,7,-8,297,0
-1049,1545,17,964,891,81,0
408,-826,926,-709,-1074,2192,0
855,-602,328,2161,-23,358,0
-1763,1617,-108,1504,-2906,1534,0
2665,-219,-157,683,-1095,-2081,0
-1769,-837,-3426,2017,-474,-26,0
169,-1811,-42,-1004,-2501,4034,0
-2479,911,2569,-1535,-171,-847,0
