@relation ring

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-956,368,392,-1367,-168,1973,0
-1431,-1067,162,753,1028,1352,0
21,566,-1247,-267,383,2032,0
461,-1752,627,617,-364,-49,0
1713,-2338,-871,-129,2494,716,0
-36,-2767,5111,1739,-1666,194,0
57,-157,358,562,889,-827,0
-1095,-566,606,-3914,-2312,3767,0
44,1,759,-1786,4843,696,0
-1234,-3122,259,-938,5178,-2797,0
-4274,-175,913,228,-829,-3484,0
1129,888,-1852,-3584,1267,315,0
-12,1436,1613,-302,-923,3194,0
-1083,-3049,2276,-2736,-1277,132,0
-3241,-2684,77,-1552,2138,1015,0
91,-1829,-716,5993,-653,-3562,0
-1555,-2481,617,1587,-47,-2134,0
-3646,-5281,442,1411,2609,2383,0
-1402,-1818,93,186,1963,135,0
-1788,1236,1599,1428,-626,-2573,0
312,3095,315,2536,2564,2316,0
-556,-866,625,-3017,-1963,597,0
141,145,-836,-2129,-1031,553,0
1522,-2535,-502,-539,955,-285,0
3088,-1892,-168,-869,453,-3535,0
752,1418,-2548,-1631,-2496,-1099,0
501,35,1023,-504,-716,3336,0
-904,838,131,-44,-1108,-3368,0
-4502,-886,-6,1458,-1342,-1018,0
2472,-1156,68,97,-192,2428,0
2078,3555,-77,521,-351,-136,0
-768,-3059,3014,-2037,585,166,0
-12,3026,-1738,-1991,917,-3434,0
2828,265,2835,6184,-684,2762,0
-304,-466,-11,778,2993,1045,0
-763,-3079,-2816,169,461,477,0
1305,148,1628,-1283,822,1354,0
-114,3924,-1113,-914,1375,-252,0
4296,-1172,108,255,-1256,2514,0
1464,399,804,-1107,-98,1972,0
3178,2334,47,3112,2634,4893,0
-2961,1219,-32,2014,658,-132,0
1903,-2618,-1226,921,1851,201,0
1412,3162,4458,1631,-768,-5056,0
-444,-2886,-788,-492,-579,3768,0
-1267,-2496,-2496,-105,-596,1981,0
-1792,-2748,-2252,-825,-1515,-6,0
2457,-788,-1348,1266,-167,-3661,0
-2871,753,3436,2008,3906,-132,0
-935,-2765,-635,565,-1137,213,0
-2553,-263,-2356,-2985,-76,2943,0
2378,1223,133,1952,76,3425,0
1522,3689,6059,-2696,1715,722,0
-2838,-228,-308,-433,-8,34,0
-3564,788,-958,-2662,432,-819,0
8,278,-1767,-5119,-151,-1347,0
-1352,2183,-581,1756,-642,1071,0
-33,-2718,-3174,1203,87,-5943,0
-394,999,349,1232,-29,-1179,0
3395,-52,1614,-2257,-1373,856,0
921,462,474,116,1844,1192,0
-676,-2599,-8,-646,3223,49,0
-136,-29,2652,-1892,678,-2477,0
-3551,74,484,-36,97,857,0
3137,1051,-2812,-2528,-1958,-2134,0
-1386,-1353,252,2187,-845,359,0
-4108,2674,1412,3078,-1804,-184,0
1288,3133,-798,-1741,3887,2297,0
-2599,-1528,-377,-116,792,-405,0
134,-563,-312,657,-2263,-1972,0
-3753,1082,-1063,-2585,2047,2584,0
-2275,991,-518,-653,681,3049,0
1336,3938,1206,-1054,-208,-1554,0
-2228,-2033,-2915,-122,1741,651,0
-2148,4398,-917,-916,19,398,0
-572,-1616,1344,78,-128,-836,0
-2969,1324,-3356,1095,1165,-66,0
476,-1922,-1862,-236,1389,1242,0
-357,84,-341,427,-283,-278,0
514,-584,198,-2843,535,-1323,0
164,2449,1232,-448,5447,-3153,0
-119,757,-755,-2057,-5288,547,0
786,1727,1635,723,-2439,-1505,0
758,1676,-273,348,54,309,0
-1327,2562,-1304,-14,-3884,2522,0
77,502,-3373,2503,-4549,-205,0
441,-978,-865,926,-4047,3445,0
1343,-2087,1041,-2668,1767,2756,0
757,-248,916,-1035,624,2081,0
-5483,-5047,-512,1188,2621,136,0
787,348,-934,154,-1966,418,0
3826,-756,1116,-5518,-193,542,0
-1423,-1548,-3846,-1192,913,3197,0
782,-1878,1187,84,2148,3059,0
-1038,998,2364,-608,1686,703,0
58,36,-1293,-488,3709,2902,0
-941,4273,78,107,-803,-3297,0
-3915,3335,-1774,-1971,3222,-249,0
-2458,2377,-2245,-2651,-524,-38,0
-2484,755,-255,29,-2188,1889,0
893,-665,-1217,-1084,371,-599,0
2249,1575,-937,3489,1457,-428,0
-567,-2117,57,715,-1078,-469,0
357,-1897,-825,-534,4299,-1345,0
-637,-329,-73,1494,-1424,-1064,0
1057,341,2022,-455,768,948,0
-2223,1132,333,3878,1796,2663,0
946,1044,-76,-4261,-3064,749,0
1681,104,-649,-7,-3226,-872,0
1884,1699,1706,-2139,2806,2106,0
-1552,-224,3413,1291,317,911,0
329,-4024,2257,799,1467,-1338,0
-1129,-982,-331,509,538,-3309,0
-1087,-418,1137,-19,1284,-2202,0
2464,-695,504,176,397,-883,0
-659,-3159,87,814,36,-2263,0
-745,382,-1269,-5,4106,802,0
-4146,1311,1462,495,-478,1885,0
-2547,-2386,37,576,1245,-892,0
-1197,2836,-383,4189,1799,-271,0
351,1102,79,345,673,-578,0
-4187,1285,-701,2558,3064,3378,0
1478,-979,2315,538,-242,376,0
-424,3447,-473,-1579,2778,325,0
77,2121,2856,-1015,1751,-1089,0
-404,1103,2438,-174,-2441,-124,0
-522,2758,74,-5,-1054,-151,0
1129,1464,328,-2011,-3246,698,0
5561,188,-2538,2946,-516,-172,0
2558,-1386,234,1438,-1414,-974,0
-157,7611,537,-803,-867,-3186,0
-1866,177,4985,2004,5893,-1928,0
