@relation ring

@attribute A1 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
2705,-1852,2603,414,-778,808,0
-2107,1509,548,-1493,-1101,658,0
-2532,-11,209,-471,-74,-781,0
317,2582,171,48,-1873,202,0
-137,-3396,-919,2972,1552,-624,0
432,489,-4778,-75,-1893,605,0
2464,-695,-717,3216,76,-883,0
3091,18,416,452,-1426,16,0
-224,222,-177,-3295,-765,-207,0
175,-184,-1822,-0,1045,-3,0
-566,613,304,-2578,-3057,-2034,0
-1166,1512,1661,-908,-399,-296,0
3008,2423,2614,2356,-1194,-1816,0
947,3636,-1887,76,-216,-898,0
-2427,-3589,2093,-5337,868,-228,0
45,947,111,771,1128,-2618,0
-1074,2652,5838,-1148,1131,-1023,0
2638,82,139,428,-1798,-1661,0
-2299,-1474,1718,1582,2514,-2182,0
1663,-15,-1868,3359,-1476,-674,0
672,-2934,102,-722,1431,-2051,0
1415,-2501,-47,1014,-985,-813,0
309,2046,6,106,472,1379,0
-2107,826,888,4131,-1814,214,0
-1176,-2561,-3102,-3895,-203,-743,0
-1155,1172,-1422,132,2022,2796,0
-2725,638,443,-122,-1222,2804,0
-1429,1531,-201,-143,3252,-1957,0
1816,561,313,1283,3058,2138,0
-2818,-982,799,1436,457,1967,0
101,-57,-224,-2639,1256,-1993,0
-1737,-3092,-515,-4099,2063,-1675,0
-1263,716,-25,1529,3716,-1356,0
-963,-154,119,-1979,103,625,0
-75,-146,-2136,-1039,-1585,-1579,0
-204,935,4164,2043,1159,1465,0
747,-2682,-383,-3293,-884,1368,0
-2799,1941,-1602,252,1447,53,0
91,-1829,-47,-402,-1567,-3562,0
-4,2554,-4992,239,-1991,683,0
1885,-488,666,843,-584,412,0
-3658,-1753,-376,228,143,149,0
-1796,-432,3639,-776,815,-1354,0
284,-2672,-2808,1198,348,-4638,0
-1378,-2103,1368,-3803,-2162,1758,0
-1365,1327,-8,4501,2009,2178,0
1236,-1765,-1088,2016,-1943,1576,0
-2525,784,2141,-1342,2616,2157,0
97,-642,-624,-499,2063,494,0
358,-1274,-3874,2528,856,-1201,0
154,852,1987,1562,3162,1217,0
68,-1617,-3091,-13,-1411,237,0
-424,145,-1319,-3628,832,-1919,0
-1885,-264,-3612,492,-182,-2141,0
-451,1079,-2605,187,1852,378,0
1237,1826,2954,-277,1362,3412,0
-1664,-4576,1064,-208,2879,1217,0
-603,-844,1236,1168,158,-1458,0
-1396,-64,-2646,1041,3008,-3357,0
126,1443,-1648,-1736,2,-1591,0
-889,-1477,9,374,1032,-2335,0
-2892,3634,1706,-191,-1731,2977,0
271,-2047,-3645,2766,2663,3661,0
-1468,-989,361,4067,-37,-2434,0
-6168,1378,-3152,-286,-86,1048,0
1988,26,-332,2291,-337,-2754,0
-3,-1288,411,-3532,1222,-231,0
-1624,155,-3557,-11,2615,-382,0
-1158,4124,1843,-142,-242,-1473,0
-457,-1986,-368,213,-448,-3182,0
22,-3293,-1788,781,-3431,-645,0
242,1033,1699,-2125,-2297,-2366,0
-868,-4494,-2409,582,78,-3991,0
2741,-1003,-224,-1262,2379,882,0
-457,-3122,914,283,82,-2107,0
-1544,2558,-881,-2458,-323,647,0
2058,617,-12,1617,-1638,-103,0
-545,-2771,-2541,-2007,2656,-2613,0
-214,-505,2849,-2355,-2095,-3178,0
-324,1088,-1291,-1065,-1668,-2724,0
1354,1999,4025,842,-39,-2177,0
761,2706,-303,-2579,1014,1443,0
2428,-1936,-1105,1477,1557,3519,0
-2854,316,163,1709,-558,-1136,0
-3256,-3781,-859,24,-2154,-257,0
-3627,1825,2095,887,-1468,1688,0
96,1096,-236,924,-144,2414,0
2823,678,-58,789,5,-499,0
4043,-154,361,-1644,-1724,-265,0
1388,492,-1103,-1517,887,579,0
-108,6758,-1522,-5982,-485,-274,0
-1672,1836,1102,-888,273,3842,0
957,22,-3367,3398,273,-3321,0
1445,738,-26,-2341,2667,-4261,0
-222,-632,-1828,-232,-2063,246,0
691,-2698,217,919,-1991,-1381,0
-1736,-5214,1269,2829,-347,-1477,0
-688,-1284,1303,-3075,2279,3327,0
266,-374,717,791,1489,1965,0
-2696,-36,2707,39,-788,1502,0
446,-956,-3615,4594,1583,-4003,0
-117,-4025,2013,-773,-889,-222,0
-1047,-642,702,-2547,2771,-274,0
-489,261,911,-62,-112,-847,0
-1319,-217,2126,-74,6225,-1107,0
-721,1713,-1772,628,-3696,-322,0
4446,-2117,818,227,1908,-2601,0
3898,-92,-1903,55,-542,2359,0
-66,1099,-1171,-2044,-1156,182,0
868,-1674,-2037,129,-593,-4665,0
-666,3235,132,-1738,2226,-1274,0
2224,-1162,357,76,-1151,2671,0
134,-226,2612,-725,-3678,396,0
173,1176,-27,-1171,-919,1725,0
6285,-2228,2125,-1094,4223,-167,0
1737,-5229,-2239,-3249,-1109,3298,0
2459,3066,575,1612,1332,-512,0
-312,1276,-168,-15,-654,-1771,0
2821,-1853,-98,-773,-429,6896,0
3707,2695,2392,2886,-188,212,0
-804,-3019,-321,-369,1948,491,0
2041,1197,91,43,-1805,-79,0
-1443,-2721,-2352,-95,-2476,-1988,0
512,4114,612,858,-562,-1042,0
172,1908,2014,201,-1261,-2082,0
1831,-1141,1142,661,3403,2033,0
861,-2398,-1621,3206,2934,2167,0
-1555,-2481,-4636,2397,-544,-2134,0
-3453,-3998,135,-2466,-32,-324,0
548,-1604,1614,-2286,-397,-1417,0
-694,45,-3295,-1309,-2117,126,0
-3374,423,-2731,-2704,-307,-1182,0
4297,3682,1465,-206,-243,426,0
852,-1419,-289,-899,-16,-528,0
-676,-2599,-826,1501,1075,49,0
904,2217,-2034,145,-2473,203,0
-883,-1182,-7,-2722,89,192,0
-3735,-605,-1547,-1171,2977,-75,0
-655,-1798,-201,655,2899,-821,0
1491,4486,-354,-611,-1555,-1412,0
2078,1054,-866,-2427,907,-656,0
-543,2715,958,-1114,161,643,0
-965,2883,-386,255,-4513,-3482,0
2277,977,-972,-3673,-2768,117,0
-1074,-3599,2534,-979,-1719,2669,0
-5127,-1804,-2193,582,36,-1435,0
868,-1214,-945,3415,253,3973,0
844,-148,1007,2666,-2496,1594,0
3322,3241,-731,364,1388,2864,0
228,-425,-54,366,-324,-1429,0
-2908,2105,-1746,-2864,-899,-1683,0
-98,-387,-685,-344,-243,-2483,0
3028,-617,404,1429,1895,-2927,0
-32,-2684,2858,646,-57,4295,0
-1459,-3,-175,75,-131,1489,0
3177,1824,2032,1283,972,2057,0
13,868,-4358,668,199,2552,0
-131,-1744,-2498,316,-308,-804,0
187,-2802,-3101,4,2548,-561,0
201,958,37,1304,-2186,-2463,0
3662,465,836,-3766,-197,-1519,0
-243,2788,-593,4,1567,3139,0
1829,-232,-2494,-81,-39,1288,0
-1506,-135,178,528,-3258,-3078,0
-1828,759,4506,-287,1706,-306,0
3826,-396,-712,2551,-19,547,0
364,-2717,-2237,367,-1553,-3672,0
-1846,-1253,347,-111,122,-4123,0
-3,-3442,-1779,-2406,-742,776,0
-1813,-242,-1436,3635,2037,2206,0
3251,2765,-845,-891,1546,1065,0
-2969,1324,-1356,2021,2901,-66,0
1245,-1175,-2191,-5917,-4213,-77,0
474,-867,68,1084,862,2433,0
-306,-3255,2019,2083,558,708,0
-1,-7734,-629,-1706,1204,-2582,0
2833,-25,-2037,-791,-2513,2393,0
665,656,-3307,967,-1338,-576,0
-1447,2706,3059,1102,-1735,1803,0
-26,249,144,-2054,-456,-2115,0
1223,2321,-523,-257,7,-1418,0
2869,1815,1949,-248,-2269,436,0
-856,-663,1529,-2387,-1069,-842,0
49,-789,253,1791,375,-1033,0
-1079,-1342,-1923,586,126,2978,0
-282,3711,-3669,2352,2287,-397,0
-3197,-1843,-1565,1214,2008,-3728,0
248,-524,-28,-2943,2064,-2428,0
-2278,-86,-1714,522,-45,-1474,0
-39,1024,1925,4278,268,3472,0
-876,-2108,-112,362,-3644,52,0
1085,685,135,603,2439,267,0
-1968,-185,-311,128,-1017,17,0
-1158,124,-726,-1453,111,-1157,0
69,-2418,1863,-1016,-78,-1331,0
-1,-3916,93,-1652,486,1632,0
2578,1343,937,-32,1869,-2641,0
-2207,-929,2402,-43,2222,-3661,0
-338,497,2451,2358,624,241,0
-2223,1132,1715,-522,821,2663,0
1721,-748,171,-273,-692,-543,0
-1874,-1864,-894,-3639,2793,511,0
1555,108,2326,3537,-295,-4319,0
491,1256,-2138,-1577,-1585,-38,0
2949,-43,-2114,-36,-3265,-118,0
1039,1665,1505,-2035,-67,265,0
-1608,102,707,103,-1404,1801,0
-4112,998,-1437,3252,-648,3121,0
-2204,-1082,-209,-1723,-299,-3675,0
-1376,219,-252,-2015,279,-191,0
7,-108,-4162,-1606,129,-1003,0
-1912,-2219,-369,27,-88,-4527,0
-3607,-2483,3639,1778,1767,-1026,0
164,-384,1333,1147,-1317,6036,0
-1719,-73,92,-2144,291,-1249,0
-3409,2079,667,-3544,356,-269,0
3206,-1276,-3215,-3339,-776,-3331,0
1352,-2761,-107,-2978,-2536,-126,0
1016,1855,-589,-1031,743,-842,0
-3921,351,1256,333,-681,131,0
259,-264,1091,-3947,-1933,-173,0
-675,1569,803,336,3095,21,0
-614,2766,2923,-568,-1195,1615,0
1024,-1335,3761,-337,-592,-1168,0
794,-4759,185,-344,956,222,0
-76,47,1353,-559,542,-3263,0
2238,-1693,-3232,-2796,1193,1737,0
-1196,904,291,2612,53,969,0
2878,-1642,1739,-99,637,-1352,0
1336,3938,2011,-1604,3798,-1554,0
76,-765,-381,4433,-1009,802,0
2162,-259,-2169,-2217,-3366,-2043,0
-86,-1308,507,-141,4069,-3599,0
-2559,41,-223,-1362,-2179,-498,0
332,-362,-892,-2602,-466,-3167,0
-1358,-111,304,-1464,974,368,0
82,-1476,-3519,655,-405,1278,0
1718,295,1655,166,-1045,3634,0
3217,-1753,31,-39,-289,-488,0
2263,-2463,-335,2771,-1993,-411,0
2445,794,1597,268,-3087,1443,0
-1833,3379,871,-1354,-4698,-2125,0
-1788,1236,-2111,-9,545,-2573,0
69,-2567,1487,1348,-922,1885,0
-942,-199,2603,-3376,-3765,434,0
-107,-755,9,278,-1108,494,0
1525,-399,-582,4381,-2264,1721,0
-156,114,-1831,-3494,-1071,-1237,0
-4327,445,1371,335,246,-2441,0
57,-157,-3462,-364,1547,-827,0
-324,-941,-1267,1347,-134,-172,0
1833,3425,-901,534,2974,1811,0
-1145,3319,-801,65,-2002,1665,0
3665,3586,3463,-778,1658,-2565,0
4598,-1524,2959,-615,303,-2042,0
2079,1964,1027,-629,393,712,0
-1573,-131,-182,88,555,2145,0
-3767,3343,476,212,-2236,-3252,0
-1294,-79,-138,-1305,4038,-2416,0
-121,-1959,2247,2913,-2403,102,0
-1212,1142,3298,-1231,1592,2725,0
-553,131,-2955,-473,-1706,-4945,0
-413,-4151,12,-2631,1578,-1903,0
3475,1549,-313,-1638,-1778,2645,0
1392,33,114,-617,701,3175,0
1134,452,-588,-726,629,-982,0
-1777,1862,-1614,-849,-1324,142,0
139,-299,-3,419,308,2814,0
331,2922,-326,646,2786,-2902,0
-817,4,776,-954,-2458,-944,0
-215,-5359,-2009,362,149,-917,0
1071,286,92,203,-31,-1672,0
2365,-1191,425,-1949,4425,996,0
314,-294,-1378,1272,-1936,2076,0
-2218,3107,-1332,129,-1536,-181,0
-3976,-83,-781,3013,-2484,-915,0
1736,565,4422,2746,-593,274,0
2766,-1519,-1243,3674,2452,-1093,0
-113,1076,-201,89,-1361,-502,0
-2062,1322,168,1207,-4365,-1108,0
-171,-2721,222,2475,2059,2726,0
-1548,383,1635,-94,735,-13,0
-1104,-672,1478,97,-252,-2112,0
241,3078,-185,77,-281,-664,0
11,-5642,1898,-4296,3497,1758,0
-2389,1012,-2498,13,65,-837,0
2492,-749,2235,-1101,927,-441,0
1771,718,2821,4125,-4326,377,0
-239,-118,1142,377,165,-2343,0
-36,1998,-888,-3289,-357,194,0
1293,-2306,-1163,2119,-332,1663,0
392,-95,-2236,-1298,-1572,1633,0
-202,1943,2291,-379,5223,-2393,0
2274,3024,1067,1203,1577,-2749,0
547,2299,-121,-2192,2734,322,0
11,2284,2818,-1103,-1297,1466,0
-2909,1367,2103,-4701,-2109,-1083,0
-18,-192,-2349,-2877,1717,-384,0
-3208,-898,-3536,-43,1371,-96,0
3547,676,-3836,2307,3532,462,0
-3357,-762,-177,2091,3252,-926,0
-404,1103,-2314,5165,-1966,-124,0
2403,184,-1611,-883,1684,272,0
2563,1505,556,2748,2122,-2612,0
-339,-18,3136,-586,461,694,0
-197,-174,-2946,-1201,295,-1597,0
2445,-3319,985,0,-244,-1009,0
2859,1826,863,11,1021,1768,0
-198,-3186,1885,284,959,-1461,0
2409,-558,-3087,-387,1939,-1357,0
1169,-4533,-3874,3783,2799,-836,0
