@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,4,6,11,13,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute Class {0,1}

@data
-1443,207,-786,221,-117,0
-984,21,1739,-651,2459,1
1007,1689,-1713,-381,-734,1
2212,67,9,-853,-134,0
2891,2319,-335,1971,-486,0
-179,1579,-728,1144,-1295,1
-826,-3042,604,-3635,-215,0
-584,-405,-1236,441,1832,1
694,1435,1297,-148,-572,1
-1171,-614,105,-1195,656,0
-2142,62,-2136,-281,2235,0
-1508,882,1039,-1042,833,1
-296,-417,-4889,132,-1207,0
-333,-44,-1221,876,272,1
1428,36,-66,-123,2061,1
-3424,-764,926,2078,-157,0
-4928,-3367,-2713,1222,-2602,0
958,864,-444,-2209,156,1
-553,2809,-96,1035,-579,1
-875,2377,-13,-1938,122,0
-204,344,858,716,651,1
1725,-574,1109,112,244,1
1294,609,594,-81,-245,1
-3502,1477,-1404,-467,269,0
1398,-556,-648,763,-27,1
-2209,2097,-1353,3442,2408,0
1328,-602,-236,2746,2131,0
1028,1453,77,-1494,2322,1
-3824,23,-235,3353,-212,0
349,-145,-574,767,-1324,0
917,12,641,143,322,1
1312,155,1624,1404,1178,1
1806,-5,-267,414,-411,1
-68,-648,747,1575,-24,1
-352,1801,-162,-975,-618,1
-747,735,-1517,-799,-93,0
214,1411,2043,1298,-47,1
182,-689,514,3489,-3851,0
-1555,-1761,2488,-731,1968,0
209,-3257,-3057,1478,-1482,0
-291,1337,707,4391,-4589,0
2232,-603,-204,1364,-212,1
405,1368,413,398,-2326,0
2904,1627,-647,-1461,-332,0
2245,269,-1171,-1143,-1163,1
173,874,-593,2,1194,1
-6,-586,884,1354,11,1
29,-6554,885,603,-86,0
-975,1102,453,2356,432,0
-466,-1716,286,13,477,1
-666,1144,956,1944,1061,1
2674,-1798,464,-2908,31,0
134,-312,4404,2629,893,0
-56,-37,175,1091,1782,1
1694,351,597,1464,542,1
