@relation crx

@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
t,t,positive
f,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
f,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
f,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,f,positive
t,f,positive
t,f,positive
f,f,positive
t,t,positive
t,t,positive
t,t,positive
f,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
f,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,f,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
f,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
f,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
t,f,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
f,f,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,t,positive
t,f,positive
t,t,positive
t,f,positive
f,f,positive
f,f,positive
t,t,positive
t,t,positive
