@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
x,f,positive
c,t,positive
w,t,positive
w,t,positive
w,t,positive
m,t,positive
c,t,positive
x,t,positive
c,t,positive
q,t,positive
e,t,positive
c,t,positive
q,t,positive
q,t,positive
i,t,positive
m,f,positive
c,t,positive
cc,t,positive
w,f,positive
q,t,positive
ff,t,positive
q,t,positive
i,t,positive
m,t,positive
aa,t,positive
cc,t,positive
k,t,positive
x,t,positive
w,t,positive
x,t,positive
m,t,positive
c,t,positive
c,t,positive
x,t,positive
aa,t,positive
c,t,positive
c,t,positive
c,t,positive
cc,t,positive
c,t,positive
q,t,positive
w,t,positive
c,f,positive
i,t,positive
e,f,positive
k,t,positive
c,t,positive
q,t,positive
w,t,positive
cc,t,positive
w,t,positive
e,t,positive
c,t,positive
m,t,positive
q,t,positive
cc,t,positive
aa,t,positive
w,t,positive
i,t,positive
cc,t,positive
q,t,positive
q,t,positive
q,t,positive
k,t,positive
w,t,positive
d,t,positive
cc,t,positive
aa,t,positive
c,t,positive
x,t,positive
d,t,positive
i,t,positive
k,t,positive
m,t,positive
cc,t,positive
cc,t,positive
cc,t,positive
q,t,positive
c,t,positive
m,t,positive
m,t,positive
q,t,positive
m,t,positive
c,t,positive
w,t,positive
e,t,positive
x,t,positive
w,t,positive
e,t,positive
c,t,positive
cc,t,positive
x,t,positive
q,t,positive
q,t,positive
q,t,positive
k,t,positive
aa,t,positive
c,t,positive
c,t,positive
k,t,positive
c,t,positive
j,t,positive
ff,t,positive
k,t,positive
k,t,positive
q,t,positive
c,t,positive
x,t,positive
q,t,positive
x,t,positive
w,t,positive
w,t,positive
k,t,positive
w,t,positive
x,t,positive
q,t,positive
q,t,positive
i,t,positive
e,t,positive
cc,t,positive
c,t,positive
c,t,positive
q,t,positive
cc,t,positive
q,t,positive
q,t,positive
d,t,positive
d,t,positive
cc,t,positive
w,t,positive
x,t,positive
q,t,positive
q,t,positive
x,t,positive
x,t,positive
m,t,positive
cc,t,positive
w,t,positive
c,t,positive
cc,t,positive
w,t,positive
d,t,positive
aa,t,positive
q,t,positive
m,t,positive
ff,t,positive
q,t,positive
c,t,positive
w,t,positive
i,t,positive
q,t,positive
q,t,positive
aa,t,positive
cc,t,positive
ff,f,positive
q,t,positive
q,t,positive
x,t,positive
x,t,positive
aa,t,positive
i,f,positive
aa,t,positive
x,t,positive
aa,t,positive
w,t,positive
c,t,positive
c,t,positive
c,t,positive
m,t,positive
q,t,positive
aa,t,positive
w,t,positive
c,f,positive
k,f,positive
q,t,positive
x,t,positive
x,t,positive
w,t,positive
w,t,positive
m,t,positive
x,f,positive
q,t,positive
c,t,positive
cc,t,positive
e,t,positive
cc,t,positive
w,t,positive
q,f,positive
q,t,positive
q,t,positive
cc,f,positive
cc,t,positive
q,t,positive
e,t,positive
m,t,positive
w,t,positive
x,t,positive
cc,f,positive
c,t,positive
x,t,positive
ff,t,positive
cc,t,positive
i,t,positive
i,t,positive
cc,t,positive
c,t,positive
w,t,positive
c,t,positive
q,t,positive
c,t,positive
e,t,positive
aa,t,positive
j,t,positive
c,t,positive
aa,t,positive
c,f,positive
aa,t,positive
r,t,positive
q,t,positive
i,t,positive
x,t,positive
c,t,positive
i,t,positive
c,t,positive
x,t,positive
c,t,positive
ff,t,positive
aa,t,positive
c,t,positive
c,t,positive
w,t,positive
c,t,positive
e,t,positive
e,t,positive
c,t,positive
c,t,positive
x,t,positive
w,t,positive
q,t,positive
c,t,positive
i,t,positive
c,t,positive
k,t,positive
c,t,positive
aa,t,positive
k,t,positive
d,t,positive
c,f,positive
q,t,positive
m,t,positive
cc,t,positive
cc,t,positive
w,t,positive
q,t,positive
i,t,positive
q,t,positive
c,t,positive
c,t,positive
c,t,positive
c,t,positive
w,t,positive
cc,t,positive
cc,t,positive
e,t,positive
r,t,positive
c,t,positive
x,t,positive
aa,t,positive
aa,t,negative
e,f,negative
cc,f,negative
i,t,negative
c,f,negative
ff,f,negative
c,f,negative
cc,f,negative
aa,f,negative
c,f,negative
m,f,negative
aa,f,negative
