@relation crx

@attribute A4 {u,y,l}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
u,0,positive
u,4,positive
u,0,positive
u,20,positive
u,2,positive
u,1,positive
u,4,positive
u,6,positive
y,0,positive
u,2,positive
u,2,positive
y,0,positive
l,0,positive
u,1,positive
u,4,positive
u,4,positive
y,6,positive
u,1,positive
u,5,positive
u,11,positive
u,4,positive
u,3,positive
u,17,positive
u,0,positive
u,0,positive
u,9,positive
u,6,positive
u,17,positive
u,0,positive
u,11,positive
u,0,positive
u,9,positive
u,1,positive
u,0,positive
u,0,positive
u,15,positive
u,5,positive
y,3,positive
u,0,positive
u,0,positive
y,0,positive
u,5,positive
u,8,positive
u,0,positive
u,11,positive
u,0,positive
u,3,positive
u,6,positive
u,3,positive
u,5,positive
y,1,positive
u,6,positive
u,6,positive
y,1,positive
u,9,positive
u,1,positive
u,0,positive
u,0,positive
u,5,positive
u,5,positive
u,7,positive
u,0,positive
u,11,positive
u,5,positive
u,0,positive
y,0,positive
y,0,positive
u,10,positive
u,1,positive
u,0,positive
u,11,positive
y,1,positive
y,2,positive
u,0,positive
u,2,positive
u,9,positive
u,1,positive
u,14,positive
y,1,positive
y,3,positive
u,3,positive
u,0,positive
u,0,positive
u,4,positive
u,7,positive
u,12,positive
u,13,positive
u,6,positive
u,2,positive
y,0,positive
u,0,positive
y,0,positive
u,11,positive
u,9,positive
u,12,positive
u,0,positive
y,1,positive
u,1,positive
u,0,positive
u,3,positive
u,0,positive
u,11,positive
u,15,positive
u,1,positive
u,0,positive
u,16,positive
y,0,positive
u,3,positive
u,1,positive
u,6,positive
u,3,positive
u,9,positive
u,1,positive
u,0,positive
u,6,positive
u,2,positive
u,4,positive
u,0,positive
u,8,positive
u,0,positive
u,0,positive
u,7,positive
u,8,positive
u,2,positive
u,3,positive
u,14,positive
u,0,positive
u,1,positive
y,14,positive
u,0,positive
u,0,positive
u,6,positive
u,7,positive
u,0,positive
y,1,positive
u,7,positive
u,7,positive
u,11,positive
u,10,positive
y,0,positive
u,7,positive
u,4,positive
u,12,positive
u,0,positive
u,0,positive
u,0,positive
u,0,positive
u,0,positive
u,7,positive
u,1,positive
u,0,positive
y,0,positive
u,6,positive
u,15,positive
u,11,positive
y,0,positive
u,14,positive
u,16,positive
u,1,positive
u,9,positive
u,0,positive
u,7,positive
y,23,positive
u,7,positive
u,6,positive
u,0,positive
u,9,positive
u,14,positive
u,3,positive
u,11,positive
u,0,positive
u,3,positive
u,1,positive
y,8,positive
u,0,positive
y,11,positive
y,3,positive
u,5,positive
u,0,positive
y,40,positive
u,0,positive
y,8,positive
y,4,positive
u,5,positive
u,9,positive
u,0,positive
u,5,positive
u,0,positive
u,67,positive
y,10,positive
u,1,positive
y,0,positive
u,12,positive
u,1,positive
u,0,positive
u,5,positive
u,3,positive
u,2,positive
y,4,positive
u,1,positive
u,0,positive
y,1,positive
u,11,positive
u,0,positive
u,0,positive
u,5,positive
y,0,positive
u,0,positive
y,8,positive
y,0,positive
u,0,positive
y,2,positive
u,0,positive
u,3,positive
u,2,positive
y,11,positive
u,0,positive
u,14,positive
u,12,positive
u,0,positive
u,3,positive
u,2,positive
u,2,positive
u,2,positive
u,1,positive
u,8,positive
u,1,positive
u,7,positive
u,4,positive
u,0,positive
u,12,positive
u,1,positive
u,6,positive
u,0,positive
y,1,positive
u,0,positive
u,0,positive
u,7,positive
u,0,positive
u,0,positive
u,6,positive
u,0,positive
u,11,positive
u,11,positive
u,3,positive
u,1,positive
y,7,positive
u,0,positive
u,0,positive
u,6,positive
u,6,positive
u,5,positive
u,0,positive
u,7,positive
u,0,positive
u,8,positive
u,3,positive
u,16,positive
y,2,positive
u,0,positive
u,9,positive
u,1,positive
u,12,positive
u,0,positive
u,1,positive
u,0,positive
y,0,positive
u,0,negative
y,0,negative
u,0,negative
