@relation crx

@attribute A5 {g,p,gg}
@attribute A7 {v,h,bb,ff,j,z,o,dd,n}
@attribute A9 {t,f}
@attribute A12 {f,t}
@attribute Class {positive,negative}

@data
p,h,t,t,positive
g,v,t,t,positive
p,v,t,t,positive
g,v,t,t,positive
p,v,t,t,positive
g,v,t,f,positive
g,v,t,f,positive
g,v,t,t,positive
g,h,t,f,positive
g,h,t,f,positive
g,v,t,t,positive
p,v,f,t,positive
g,v,t,f,positive
g,h,t,t,positive
g,v,t,f,positive
g,h,t,t,positive
g,v,t,f,positive
g,h,t,f,positive
g,v,t,f,positive
g,v,t,t,positive
g,v,t,t,positive
g,h,t,f,positive
g,h,t,t,positive
g,v,t,t,positive
p,v,t,t,positive
p,h,t,f,positive
g,v,t,f,positive
g,v,f,f,positive
g,h,t,t,positive
g,h,t,f,positive
g,v,t,t,positive
p,h,t,f,positive
p,v,t,f,positive
g,v,t,f,positive
p,v,t,t,positive
g,j,f,t,positive
g,bb,t,t,positive
g,h,t,t,positive
g,bb,t,f,positive
p,h,t,f,positive
g,v,t,t,positive
p,v,t,t,positive
g,h,t,f,positive
p,v,t,t,positive
g,v,t,f,positive
p,h,t,t,positive
g,v,t,t,positive
g,v,t,t,positive
g,h,t,f,positive
g,v,t,t,positive
g,h,t,t,positive
g,v,t,t,positive
g,v,t,t,positive
g,h,t,f,positive
g,v,t,f,positive
g,v,t,f,positive
p,v,f,t,positive
g,ff,t,f,positive
g,h,t,t,positive
g,v,t,f,positive
p,v,t,t,positive
g,h,t,t,positive
g,v,t,f,positive
p,v,t,t,positive
g,v,t,t,positive
g,v,t,f,positive
g,v,t,t,positive
g,v,t,f,positive
g,v,t,t,positive
g,bb,t,f,positive
g,v,t,t,positive
g,v,t,t,positive
gg,o,f,t,positive
g,v,t,t,positive
g,h,t,f,positive
g,bb,t,t,positive
p,v,t,f,positive
g,v,t,t,positive
g,h,t,f,positive
p,h,t,f,positive
g,v,t,t,positive
g,v,t,t,positive
g,v,f,t,positive
g,h,t,f,positive
g,v,t,t,positive
g,bb,t,t,positive
g,h,t,t,positive
g,ff,t,f,positive
p,h,t,f,positive
p,bb,f,t,positive
g,v,t,t,positive
g,h,f,t,positive
p,h,t,f,positive
g,h,t,f,positive
g,v,t,t,positive
g,v,t,t,positive
g,h,t,f,positive
g,v,t,f,positive
g,v,t,t,positive
p,bb,t,t,positive
g,h,t,f,positive
g,v,t,f,positive
g,h,t,f,positive
g,v,t,t,positive
g,h,t,f,positive
g,v,t,f,positive
g,v,t,t,positive
g,h,t,t,positive
g,v,t,t,positive
