@relation crx

@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
f,f,s,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,s,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
t,t,g,positive
t,f,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
f,f,p,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
f,f,g,positive
t,f,s,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
f,f,s,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,s,positive
t,f,s,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,s,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,s,positive
t,f,g,positive
f,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
f,f,s,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
f,f,g,positive
f,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,f,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
t,t,g,positive
