@relation crx

@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute A12 {f,t}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
t,t,f,200,positive
t,t,t,410,positive
t,t,t,181,positive
t,t,f,0,positive
t,t,t,140,positive
t,t,f,120,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,f,80,positive
t,t,f,260,positive
t,t,f,220,positive
t,t,f,0,positive
t,t,f,200,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,f,311,positive
t,t,t,160,positive
t,t,t,22,positive
t,t,t,200,positive
f,f,t,500,positive
t,f,t,0,positive
t,t,f,0,positive
t,t,t,99,positive
f,f,t,450,positive
t,f,f,40,positive
t,f,f,100,positive
t,f,t,0,positive
t,t,t,100,positive
t,t,t,0,positive
t,t,t,145,positive
t,f,t,52,positive
t,f,f,510,positive
t,t,t,396,positive
t,t,f,80,positive
t,t,t,156,positive
t,f,f,280,positive
t,t,t,80,positive
t,t,f,80,positive
t,f,t,0,positive
t,t,f,0,positive
t,t,f,204,positive
t,t,f,420,positive
t,t,t,0,positive
t,t,t,140,positive
t,t,f,80,positive
t,t,f,60,positive
t,t,f,320,positive
t,f,f,0,positive
t,t,t,519,positive
f,f,t,431,positive
t,t,f,250,positive
t,t,t,434,positive
t,t,t,515,positive
t,f,f,0,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,t,70,positive
t,t,f,56,positive
t,t,t,470,positive
t,t,f,100,positive
t,f,f,160,positive
t,t,f,80,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,f,211,positive
t,t,f,0,positive
t,f,t,0,positive
t,t,f,120,positive
t,f,f,80,positive
t,f,f,0,positive
t,t,t,380,positive
t,t,f,0,positive
t,t,t,0,positive
t,t,t,93,positive
t,t,f,380,positive
t,f,t,400,positive
t,t,t,0,positive
t,t,f,120,positive
t,t,t,352,positive
t,t,t,360,positive
t,t,f,220,positive
t,t,t,80,positive
t,t,t,0,positive
t,f,f,180,positive
t,t,f,100,positive
t,f,f,422,positive
t,f,t,20,positive
t,t,t,120,positive
t,t,f,0,positive
t,f,t,70,positive
t,f,t,100,positive
t,f,f,0,positive
t,t,f,43,positive
t,f,t,154,positive
t,t,t,144,positive
t,f,t,225,positive
t,t,t,0,positive
t,t,f,88,positive
f,f,f,164,positive
t,f,t,393,positive
t,t,f,50,positive
t,t,t,200,positive
t,f,t,350,positive
t,t,t,0,positive
t,f,t,260,positive
t,t,t,583,positive
t,f,f,120,positive
t,f,t,487,positive
t,t,t,168,positive
t,t,f,0,positive
t,t,t,396,positive
t,t,t,60,positive
t,t,f,375,positive
t,f,f,340,positive
t,f,f,400,positive
f,f,t,0,positive
t,t,f,260,positive
t,t,t,455,positive
t,t,f,200,positive
t,f,f,80,positive
t,t,t,0,positive
t,t,t,0,positive
t,t,t,340,positive
t,t,t,312,positive
t,t,f,117,positive
t,f,f,0,positive
t,t,f,96,positive
t,t,t,0,positive
t,f,t,0,positive
t,f,t,370,positive
t,t,t,96,positive
t,t,t,0,positive
t,t,f,0,positive
t,t,f,140,positive
t,t,f,80,positive
t,f,t,160,positive
t,t,t,120,positive
t,t,t,80,positive
t,t,f,0,positive
t,t,f,121,positive
t,t,t,300,positive
t,t,t,0,positive
t,f,t,0,positive
t,t,f,274,positive
t,f,f,0,positive
t,t,t,88,positive
t,f,t,0,positive
t,t,f,150,positive
t,f,t,92,positive
t,t,t,0,positive
t,f,f,100,positive
t,t,f,520,positive
t,t,f,399,positive
t,t,f,240,positive
t,t,t,0,positive
t,t,f,100,positive
t,t,t,440,positive
t,t,f,0,positive
t,f,f,100,positive
t,t,f,120,positive
t,f,t,60,positive
t,f,t,0,positive
f,f,t,128,positive
t,t,t,180,positive
t,f,f,110,positive
f,f,t,300,positive
t,t,f,0,positive
f,f,f,200,positive
f,f,t,711,positive
t,f,t,160,positive
t,t,f,0,positive
t,f,t,24,positive
t,t,t,30,positive
t,t,f,129,positive
t,t,f,232,positive
t,t,t,432,positive
t,f,t,164,positive
t,t,t,120,positive
t,f,f,0,positive
t,t,f,260,positive
t,f,t,280,positive
t,t,t,320,positive
t,t,t,0,positive
t,t,f,80,positive
t,f,f,230,positive
t,t,f,100,positive
t,t,f,383,positive
t,t,t,303,positive
t,t,f,330,positive
t,f,t,120,positive
t,t,t,60,positive
t,t,t,480,positive
t,f,f,300,positive
t,f,t,280,positive
t,t,f,160,positive
t,f,t,320,positive
t,f,f,260,positive
t,f,t,491,positive
t,t,f,202,positive
t,t,f,0,positive
t,f,f,440,positive
t,f,t,360,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,t,520,positive
t,t,f,0,positive
t,t,f,181,positive
t,t,f,200,positive
t,t,t,80,positive
t,f,f,360,positive
t,t,t,120,positive
t,t,t,408,positive
t,t,t,290,positive
t,f,f,120,positive
f,f,f,100,positive
t,t,f,0,positive
t,t,f,0,positive
t,t,t,330,positive
