@relation crx

@attribute A7 {v,h,bb,ff,j,z,o,dd,n}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
v,t,positive
v,t,positive
v,t,positive
v,t,positive
j,t,positive
v,t,positive
h,t,positive
h,f,positive
h,t,positive
n,f,positive
bb,t,positive
o,f,positive
h,t,positive
bb,f,positive
v,t,positive
v,t,positive
h,t,positive
h,t,positive
v,t,positive
z,t,positive
h,t,positive
dd,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
bb,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
bb,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
h,f,positive
h,t,positive
v,t,positive
z,t,positive
h,t,positive
h,t,positive
v,f,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
dd,t,positive
h,t,positive
v,f,positive
v,t,positive
h,t,positive
z,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,f,positive
h,t,positive
bb,t,positive
h,t,positive
v,t,positive
bb,t,positive
bb,t,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
ff,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
ff,t,positive
z,t,positive
v,t,positive
v,t,positive
bb,f,positive
v,t,positive
v,t,positive
v,t,positive
bb,t,positive
bb,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
bb,t,positive
v,f,positive
h,t,positive
h,t,positive
h,t,positive
bb,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
h,t,positive
v,t,positive
z,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
n,t,positive
bb,t,positive
v,t,positive
v,f,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,f,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
j,f,positive
v,f,positive
h,t,positive
h,t,positive
bb,t,positive
ff,t,positive
ff,t,positive
v,t,positive
bb,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
bb,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
bb,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,f,positive
ff,t,positive
bb,t,positive
bb,t,positive
ff,f,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,f,positive
h,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
h,t,positive
bb,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
h,t,positive
h,t,positive
v,t,positive
ff,t,positive
h,t,positive
v,t,positive
v,t,positive
v,f,positive
v,t,positive
ff,t,positive
v,t,positive
z,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
h,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,positive
v,t,positive
bb,t,positive
h,t,positive
h,t,positive
h,t,positive
v,t,positive
v,t,positive
h,t,positive
v,t,positive
v,t,negative
h,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
j,f,negative
v,f,negative
v,t,negative
h,t,negative
h,f,negative
ff,f,negative
dd,f,negative
ff,f,negative
ff,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,t,negative
v,f,negative
v,f,negative
bb,f,negative
v,t,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
ff,f,negative
v,t,negative
v,f,negative
bb,t,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
h,t,negative
v,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,t,negative
v,f,negative
v,f,negative
bb,t,negative
h,f,negative
bb,t,negative
j,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
bb,f,negative
bb,t,negative
v,f,negative
v,f,negative
h,f,negative
ff,f,negative
dd,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,t,negative
v,f,negative
ff,f,negative
v,f,negative
ff,f,negative
h,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
v,f,negative
v,f,negative
v,f,negative
ff,f,negative
v,f,negative
v,t,negative
v,t,negative
v,f,negative
v,t,negative
v,f,negative
bb,f,negative
z,t,negative
j,t,negative
h,f,negative
ff,f,negative
h,f,negative
v,f,negative
v,f,negative
ff,f,negative
h,f,negative
v,f,negative
h,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
ff,f,negative
v,f,negative
ff,f,negative
ff,f,negative
v,f,negative
v,f,negative
h,f,negative
v,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,f,negative
bb,f,negative
v,t,negative
v,f,negative
v,f,negative
v,f,negative
n,f,negative
v,f,negative
v,f,negative
bb,t,negative
bb,f,negative
v,f,negative
bb,f,negative
ff,f,negative
h,f,negative
v,f,negative
v,t,negative
h,t,negative
v,f,negative
v,f,negative
v,t,negative
v,f,negative
ff,t,negative
ff,f,negative
v,f,negative
ff,f,negative
v,f,negative
h,f,negative
v,f,negative
v,f,negative
v,t,negative
ff,t,negative
ff,f,negative
v,f,negative
v,f,negative
h,f,negative
v,f,negative
v,f,negative
v,f,negative
v,t,negative
v,t,negative
v,f,negative
h,f,negative
v,t,negative
v,f,negative
v,f,negative
v,f,negative
bb,t,negative
v,f,negative
h,f,negative
h,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
ff,t,negative
v,f,negative
v,t,negative
ff,t,negative
v,f,negative
v,f,negative
bb,f,negative
n,f,negative
h,f,negative
v,f,negative
v,f,negative
bb,t,negative
j,f,negative
v,f,negative
v,f,negative
v,t,negative
v,t,negative
v,f,negative
h,t,negative
v,f,negative
v,f,negative
dd,f,negative
v,f,negative
v,f,negative
bb,f,negative
h,f,negative
v,f,negative
v,f,negative
bb,t,negative
h,f,negative
h,t,negative
v,t,negative
h,t,negative
v,f,negative
v,t,negative
h,f,negative
bb,t,negative
v,f,negative
ff,f,negative
v,t,negative
v,t,negative
v,f,negative
v,f,negative
bb,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,t,negative
ff,f,negative
ff,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
v,f,negative
bb,f,negative
v,f,negative
v,f,negative
v,f,negative
ff,f,negative
v,f,negative
v,f,negative
bb,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
h,f,negative
ff,f,negative
v,f,negative
ff,f,negative
v,f,negative
v,f,negative
h,f,negative
ff,t,negative
bb,f,negative
j,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
ff,f,negative
ff,f,negative
v,t,negative
v,t,negative
v,f,negative
bb,t,negative
v,f,negative
v,t,negative
v,f,negative
v,t,negative
v,f,negative
ff,f,negative
v,f,negative
h,t,negative
v,f,negative
v,f,negative
v,f,negative
h,t,negative
v,f,negative
v,f,negative
v,f,negative
v,f,negative
bb,f,negative
v,t,negative
ff,f,negative
dd,f,negative
v,f,negative
v,f,negative
v,f,negative
v,t,negative
ff,f,negative
h,f,negative
v,t,negative
h,t,negative
v,t,negative
h,f,negative
v,t,negative
h,f,negative
h,f,negative
o,f,negative
v,f,negative
ff,f,negative
h,f,negative
ff,f,negative
h,t,negative
ff,f,negative
v,t,negative
ff,f,negative
h,t,negative
v,f,negative
ff,f,negative
v,f,negative
