@relation crx

@attribute A3 numeric
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
15,t,positive
1415,t,positive
15,t,positive
3335,t,positive
1175,t,positive
665,f,positive
1835,t,positive
925,t,positive
65,t,positive
104,t,positive
254,t,positive
55,t,positive
4,t,positive
125,t,positive
125,t,positive
55,t,positive
1254,t,positive
65,t,positive
1025,t,positive
65,t,positive
1,t,positive
7,t,positive
204,t,positive
11585,t,positive
195,t,positive
4625,t,positive
0,t,positive
846,f,positive
3,t,positive
25,t,positive
171,t,positive
1,t,positive
10335,t,positive
835,t,positive
79,t,positive
145,t,positive
83,t,positive
9,t,positive
1375,t,positive
5665,t,positive
11835,t,positive
3,t,positive
6,t,positive
105,t,positive
54,t,positive
1479,t,positive
8585,t,positive
35,t,positive
115,t,positive
1125,t,positive
28,t,positive
55,t,positive
195,t,positive
11625,t,positive
15,t,positive
125,t,positive
9625,t,positive
85,t,positive
46,t,positive
8,t,positive
4,f,positive
404,t,positive
13585,t,positive
83,f,positive
8,t,positive
3,t,positive
0,t,positive
11,t,positive
25,t,positive
15,t,positive
6,t,positive
10125,t,positive
5875,t,positive
425,t,positive
12335,t,positive
5,t,positive
25,t,positive
15,f,positive
105,t,positive
215,t,positive
95,t,positive
205,t,positive
3,t,positive
5,t,positive
1585,t,positive
1585,t,positive
165,f,positive
165,t,positive
154,t,positive
8,t,positive
95,t,positive
9,t,positive
5,t,positive
204,t,positive
10,t,positive
6665,t,positive
15,t,positive
1125,t,positive
20,t,positive
58,t,positive
205,t,positive
875,t,positive
204,t,positive
154,t,positive
2125,t,positive
7625,t,positive
29,t,positive
75,t,positive
21,t,positive
185,t,positive
104,t,positive
16,t,positive
12,t,positive
125,t,positive
55,t,positive
65,t,positive
375,f,positive
65,t,positive
65,t,positive
375,t,positive
11,t,positive
5,t,positive
585,t,positive
621,t,positive
45,t,positive
979,t,positive
375,t,positive
21,t,positive
0,f,positive
3,t,positive
304,t,positive
154,f,positive
115,t,positive
15,t,positive
425,t,positive
95,t,positive
585,t,positive
75,t,positive
11,t,positive
1233,t,positive
229,t,positive
175,t,positive
45,f,positive
275,t,positive
29,t,positive
8665,t,positive
375,f,positive
817,t,positive
35,t,positive
21,t,positive
5,t,positive
46,t,positive
1,t,positive
375,t,positive
446,t,positive
325,t,positive
171,t,positive
3,t,positive
15,t,positive
65,t,positive
5,t,positive
105,t,positive
1004,t,positive
11,t,positive
2335,t,positive
11,t,positive
915,t,positive
14,t,positive
1835,t,positive
2,t,positive
0,t,positive
9335,t,positive
11,t,positive
12,t,positive
1775,t,positive
6625,t,positive
11125,t,positive
4,t,positive
9,t,positive
175,t,positive
95,t,positive
16165,t,positive
10,t,positive
525,f,positive
115,t,positive
96,t,positive
875,t,positive
504,t,positive
4,t,positive
479,t,positive
15,t,positive
2,t,positive
3,t,positive
25,t,positive
5,t,positive
4625,t,positive
0,t,positive
4415,t,positive
704,t,positive
2875,t,positive
375,t,positive
4,t,positive
1665,t,positive
375,t,positive
75,t,positive
