@relation crx

@attribute A4 {u,y,l}
@attribute A7 {v,h,bb,ff,j,z,o,dd,n}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
u,v,t,positive
u,v,t,positive
u,v,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
y,h,t,positive
u,dd,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
y,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,f,positive
u,v,t,positive
y,bb,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
y,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
y,v,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
y,v,f,positive
y,h,t,positive
u,n,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,f,positive
u,v,t,positive
u,h,t,positive
u,v,f,positive
u,bb,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,f,positive
u,v,t,positive
u,h,t,positive
u,ff,t,positive
u,v,t,positive
u,j,f,positive
u,v,t,positive
y,j,t,positive
u,h,t,positive
u,h,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,f,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,h,t,positive
u,bb,t,positive
u,v,t,positive
y,v,t,positive
u,v,t,positive
u,ff,t,positive
u,v,t,positive
u,h,t,positive
u,h,t,positive
y,v,t,positive
y,h,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,bb,t,positive
u,h,t,positive
u,v,t,positive
u,z,t,positive
u,ff,t,positive
u,v,t,positive
u,v,f,positive
u,h,t,positive
y,v,f,positive
u,h,t,positive
y,h,t,positive
u,v,t,positive
u,bb,t,positive
u,v,t,positive
u,bb,t,positive
u,h,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
y,v,t,positive
u,h,t,positive
u,h,t,positive
u,h,t,positive
u,h,t,positive
y,h,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
y,v,f,positive
u,ff,t,positive
u,h,t,positive
u,h,t,positive
y,h,t,positive
u,h,t,positive
u,v,f,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,bb,t,positive
y,h,t,positive
l,ff,f,positive
u,h,t,positive
u,bb,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,v,t,positive
u,ff,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
y,bb,f,positive
u,v,t,positive
u,v,t,positive
y,v,t,positive
u,v,t,positive
u,bb,t,positive
u,v,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,z,t,positive
u,h,t,positive
u,h,t,positive
y,v,t,positive
u,h,t,positive
y,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
y,v,t,positive
u,bb,t,positive
u,v,t,positive
u,j,t,positive
u,h,t,positive
y,bb,t,positive
u,v,t,positive
u,v,t,positive
u,ff,t,positive
u,h,t,positive
u,h,t,positive
u,v,t,positive
u,v,t,positive
u,bb,t,positive
u,v,t,positive
u,v,t,positive
u,h,t,positive
u,v,t,positive
y,h,t,positive
u,bb,t,positive
