@relation crx

@attribute A4 {u,y,l}
@attribute A8 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
u,35,t,t,positive
u,0,t,f,positive
u,14,t,t,positive
u,129,t,t,positive
u,175,t,t,positive
y,25,t,f,positive
u,25,t,f,positive
u,85,t,f,positive
u,15,t,t,positive
u,4,t,f,positive
u,75,t,t,positive
u,1275,t,t,positive
u,4625,t,t,positive
u,71,t,t,positive
u,1,t,f,positive
u,4,t,f,positive
y,3085,t,t,positive
u,6,t,f,positive
u,225,t,t,positive
u,2,t,t,positive
u,3,t,f,positive
u,1,t,t,positive
u,415,t,t,positive
u,175,t,f,positive
u,125,t,f,positive
y,525,t,t,positive
u,6,t,f,positive
u,504,t,t,positive
u,175,t,t,positive
u,796,t,t,positive
y,0,t,t,positive
u,0,t,t,positive
u,5165,t,t,positive
y,4,t,f,positive
y,25,t,t,positive
u,1625,t,t,positive
u,75,t,t,positive
y,1,t,t,positive
u,4,t,f,positive
u,4335,t,f,positive
u,15,f,f,positive
u,25,t,t,positive
u,154,t,t,positive
u,2165,f,f,positive
u,625,t,t,positive
u,125,t,t,positive
u,5335,t,t,positive
u,65,t,t,positive
u,55,t,t,positive
y,835,t,f,positive
u,13,t,t,positive
u,5125,t,f,positive
u,835,t,f,positive
u,7585,t,t,positive
u,2375,t,t,positive
u,429,t,t,positive
u,129,t,t,positive
u,5,t,t,positive
u,15,t,t,positive
u,1835,t,t,positive
u,225,t,t,positive
u,25,t,t,positive
y,15,t,t,positive
u,5,t,f,positive
u,75,t,t,positive
y,254,t,t,positive
u,25,t,f,positive
u,575,t,f,positive
u,1275,t,f,positive
u,8,t,f,positive
u,15,t,t,positive
u,29,t,t,positive
u,175,t,t,positive
u,7,t,t,positive
u,1875,t,t,positive
y,25,t,t,positive
u,1335,t,t,positive
u,75,t,t,positive
u,475,t,t,positive
y,204,t,t,positive
y,1085,t,t,positive
u,16,t,f,positive
u,15,t,f,positive
y,3,t,f,positive
u,85,f,f,positive
u,25,t,t,positive
u,14,t,t,positive
u,45,t,t,positive
u,325,t,t,positive
u,4,f,f,positive
y,375,t,f,positive
u,85,t,f,positive
u,4,f,t,positive
u,21,t,t,positive
u,20,t,t,positive
u,11,t,f,positive
y,175,t,t,positive
y,3165,t,t,positive
u,5375,t,t,positive
u,25,t,t,positive
u,9,t,f,positive
u,3085,t,t,positive
u,14415,t,t,positive
u,155,t,t,positive
u,18,t,t,positive
u,1085,t,t,positive
u,35,t,t,positive
y,4,t,t,positive
u,275,t,t,positive
u,15,t,t,positive
u,2,t,t,positive
u,2585,t,t,positive
u,85,t,t,positive
u,25,t,f,positive
u,317,t,t,positive
u,5,t,t,positive
u,8625,t,t,positive
u,665,t,f,positive
y,15,t,t,positive
u,5,t,t,positive
u,14,t,t,positive
u,0,t,t,positive
y,2,t,t,positive
u,625,t,t,positive
u,2625,t,t,positive
y,246,f,f,positive
u,1415,t,t,positive
u,104,t,f,positive
