@relation crx

@attribute A1 {b,a}
@attribute A3 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
a,954,t,f,positive
a,115,t,t,positive
b,165,f,f,positive
a,104,t,t,positive
b,175,t,t,positive
a,16,t,t,positive
b,10125,t,t,positive
b,5,t,f,positive
b,65,t,t,positive
b,275,t,t,positive
b,42,t,t,positive
b,375,t,t,positive
b,104,t,f,positive
b,2,t,t,positive
b,4,t,t,positive
a,1075,t,t,positive
a,65,t,t,positive
a,1175,t,t,positive
b,25085,t,t,positive
a,2335,t,t,positive
b,6625,t,f,positive
b,25,t,t,positive
b,3165,t,t,positive
b,404,t,t,positive
a,10,t,t,positive
b,175,t,t,positive
b,11125,t,t,positive
b,1775,t,f,positive
b,6,t,t,positive
a,1254,t,t,positive
a,1,t,f,positive
b,979,t,t,positive
a,5875,t,t,positive
a,146,t,t,positive
b,4,f,f,positive
b,25,t,t,positive
a,3,t,t,positive
b,15,t,f,positive
b,3,t,t,positive
b,65,t,t,positive
b,1479,t,t,positive
b,83,t,t,positive
a,165,t,f,positive
b,85,t,t,positive
a,1835,t,t,positive
b,996,t,f,positive
a,3,t,t,positive
a,10335,t,t,positive
b,95,t,t,positive
b,621,t,t,positive
b,15,t,t,positive
a,10,t,f,positive
b,85,t,t,positive
a,846,f,f,positive
b,171,t,t,positive
b,0,t,f,positive
b,3335,t,t,positive
b,65,t,t,positive
a,1025,t,t,positive
a,95,t,t,positive
b,6,t,t,positive
b,15,t,t,positive
b,45,f,f,positive
b,35,t,t,positive
b,154,t,t,positive
b,15,t,t,positive
a,35,t,f,positive
b,4625,t,f,positive
b,1,t,f,positive
b,5,t,t,positive
b,75,t,t,positive
b,165,f,f,positive
a,5,t,f,positive
b,85,t,t,positive
b,479,t,t,positive
b,704,t,t,positive
a,195,t,t,positive
b,375,t,t,positive
a,375,t,t,positive
b,115,t,t,positive
b,585,t,t,positive
b,105,t,f,positive
a,3,t,t,positive
b,195,t,t,positive
a,8,t,t,positive
b,1835,t,t,positive
b,504,t,f,positive
b,2,t,t,positive
b,10,t,t,positive
b,3,t,t,positive
b,115,t,t,positive
b,105,t,f,positive
b,504,t,t,positive
