@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,11,16-17'

@attribute At5 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
72,50,0,1
0,100,1,9
59,16,1,2
15,74,0,4
0,8,70,8
79,8,94,5
0,100,0,4
88,100,0,3
10,95,84,0
40,20,93,5
0,100,55,6
80,65,0,1
28,60,21,6
20,93,76,0
52,0,98,5
0,100,0,6
30,87,68,0
51,5,96,5
80,0,7,2
16,100,27,6
59,80,0,1
92,49,0,1
79,75,0,1
90,92,0,1
59,31,4,2
100,58,84,8
39,63,0,4
35,16,100,5
26,97,0,4
31,100,47,6
65,90,0,9
97,100,19,3
0,100,0,4
30,0,100,8
64,23,0,2
43,77,24,6
38,76,84,0
8,100,0,9
0,82,0,4
83,100,81,8
64,0,0,2
5,100,0,4
78,28,42,7
37,100,28,6
78,85,14,3
82,70,0,1
0,94,0,9
91,55,33,7
15,100,0,4
65,14,39,7
0,100,82,0
17,7,95,8
94,0,1,2
33,35,24,6
0,91,0,4
0,100,0,4
0,100,70,0
68,100,7,3
60,19,0,2
48,0,1,1
62,0,39,7
55,10,100,5
0,100,0,6
90,58,0,5
71,40,34,7
0,48,0,4
0,100,39,6
91,62,0,1
0,97,100,0
74,100,6,3
83,100,0,5
78,49,0,1
51,12,100,5
89,100,3,3
80,14,3,2
14,100,0,4
51,100,0,1
0,89,0,4
98,0,2,2
93,99,4,9
0,89,0,4
85,82,13,5
5,100,0,6
0,89,0,4
76,0,0,2
91,0,33,7
82,98,9,3
44,80,0,9
0,100,0,4
63,98,10,9
0,100,0,4
100,78,0,9
61,93,26,6
0,100,0,4
25,59,30,6
0,7,68,8
0,23,68,8
8,100,60,6
93,28,4,2
100,57,0,1
0,100,100,0
83,100,3,3
57,12,100,5
32,100,36,6
100,32,0,5
47,6,37,7
85,4,44,7
80,47,46,8
83,77,2,9
77,73,0,9
100,72,43,7
100,57,2,1
18,4,0,2
80,60,0,1
70,48,2,1
47,59,98,8
48,100,70,8
100,25,35,7
68,16,15,2
67,53,0,7
84,74,44,8
62,29,56,8
46,100,26,8
0,24,94,8
33,87,95,0
68,45,100,8
48,5,100,5
93,0,16,2
56,48,100,8
0,97,0,4
5,100,88,0
83,90,12,3
72,62,0,1
59,77,0,9
56,75,0,1
41,80,0,9
80,100,1,3
76,82,0,1
0,81,0,4
85,21,43,7
21,78,2,9
0,100,0,4
100,30,33,7
66,61,65,9
21,100,7,6
87,54,0,1
86,100,0,3
74,73,63,9
31,83,0,5
60,16,0,1
20,84,0,4
100,0,0,2
88,0,100,5
46,3,23,6
0,93,0,4
97,27,33,7
23,100,8,6
29,0,21,0
42,45,82,8
41,0,8,1
48,32,62,7
26,13,11,0
57,100,5,3
100,81,93,8
93,100,76,8
64,28,10,2
74,59,95,8
87,0,27,7
5,95,66,0
67,0,0,2
70,64,0,5
57,0,95,5
0,100,74,0
19,98,93,0
0,72,0,4
100,90,69,8
85,100,0,9
100,16,50,7
0,84,0,4
46,69,61,0
77,75,34,7
44,53,94,8
77,100,0,3
51,9,100,5
6,0,74,8
100,94,0,9
28,100,0,3
