@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R8,12,14-15,17'

@attribute At8 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
68,23,0,0,9
0,69,95,100,5
52,100,82,79,9
0,72,97,100,5
81,34,14,0,3
0,60,98,32,0
28,34,41,0,7
42,58,28,88,4
22,21,47,0,6
97,26,0,0,9
29,43,93,100,5
25,8,29,0,6
22,16,40,6,6
86,44,19,0,9
76,0,3,0,3
32,5,10,100,2
63,11,0,0,3
0,58,95,100,5
100,56,28,64,1
42,54,30,88,4
0,61,93,100,5
61,100,76,73,9
29,2,20,0,6
0,89,100,21,0
31,42,26,88,4
25,41,38,90,4
71,13,0,25,1
43,0,16,100,7
24,98,53,90,4
39,7,37,22,8
40,13,42,100,7
25,49,96,100,5
87,30,0,0,9
66,12,3,0,3
53,0,45,70,7
28,55,27,55,4
0,61,100,50,0
14,100,78,16,0
31,85,42,63,4
99,48,16,0,9
95,41,15,0,9
43,0,4,100,2
18,21,32,0,6
0,61,97,90,5
0,67,100,14,0
37,5,32,76,7
21,55,93,100,5
34,10,9,100,2
11,41,84,100,5
37,7,15,100,2
11,60,100,100,5
37,25,37,100,7
50,0,26,100,7
53,8,2,100,2
0,87,100,0,0
34,26,0,100,2
100,50,25,84,1
54,71,35,72,4
0,68,100,100,5
53,7,0,100,2
74,42,13,1,5
60,47,17,0,9
61,10,0,0,3
25,7,24,0,6
13,20,31,0,6
67,24,9,0,3
0,55,100,0,8
12,14,23,0,6
42,19,20,100,2
0,68,97,100,5
100,50,25,56,7
65,8,0,100,2
24,5,26,0,6
100,5,0,48,8
58,5,0,100,2
0,77,97,100,5
0,57,100,100,5
27,0,16,0,6
35,67,27,83,4
100,54,27,24,1
55,4,0,0,5
7,90,100,0,8
15,27,38,5,6
38,0,4,100,1
32,7,1,100,2
0,69,98,100,5
80,43,9,0,9
0,64,100,100,5
19,19,44,0,6
38,57,28,65,4
50,0,27,99,7
61,0,3,100,1
96,44,0,11,9
59,9,0,0,3
34,15,9,100,2
39,22,7,100,2
0,70,100,100,5
31,62,31,66,4
75,27,9,0,3
44,100,50,76,4
44,22,20,100,2
52,7,0,0,3
52,63,31,0,4
61,9,0,0,3
28,9,29,100,7
73,38,7,0,5
100,51,26,64,1
3,97,100,0,0
92,46,22,67,1
65,37,6,0,9
62,66,32,41,9
39,25,39,100,7
50,46,20,41,4
0,73,100,100,5
0,71,96,100,5
95,60,10,0,9
39,9,26,38,6
98,24,0,0,8
0,75,99,7,0
88,68,35,58,1
100,51,26,48,1
68,25,6,23,3
96,57,24,0,9
56,21,5,0,5
0,66,100,5,8
83,56,27,62,9
42,32,23,100,2
33,27,51,100,7
27,53,28,6,4
73,28,12,0,3
23,16,36,28,6
0,54,91,39,8
71,24,4,98,2
85,42,21,44,7
17,17,24,0,6
56,11,19,100,2
100,0,8,100,1
40,56,27,89,4
58,60,26,41,9
85,42,21,0,1
54,0,28,84,7
20,39,24,100,4
16,37,51,24,6
0,71,100,100,5
82,54,26,55,9
41,0,22,92,7
64,0,28,76,7
0,52,91,44,0
43,48,33,71,4
100,59,7,15,9
30,0,7,99,2
34,0,27,5,6
27,9,24,0,6
0,36,76,60,0
100,30,0,0,8
0,72,90,100,5
71,55,28,36,9
50,0,19,100,2
100,44,16,100,1
100,49,23,16,1
12,19,35,0,6
0,73,96,100,5
100,0,13,22,8
10,95,100,17,0
31,34,25,100,4
73,15,0,0,3
31,6,0,100,2
0,72,100,100,5
46,66,33,28,4
0,53,86,9,0
38,19,36,100,7
0,87,100,4,0
29,8,0,100,2
40,1,0,100,2
40,0,4,100,2
100,52,27,0,9
58,13,1,0,3
93,46,23,100,1
54,1,0,100,1
67,23,3,0,3
43,69,34,89,4
2,49,96,100,5
98,49,25,70,9
48,0,1,100,2
0,65,95,52,8
0,65,87,100,5
0,72,98,100,5
0,74,100,0,8
39,100,48,81,4
21,37,70,100,8
35,0,25,48,6
55,0,52,0,8
45,22,0,0,5
18,23,18,100,2
81,12,0,0,9
0,78,100,100,5
55,15,0,0,5
0,59,98,35,0
53,85,43,2,4
57,6,0,0,3
35,19,33,100,7
7,50,95,100,5
70,37,11,35,3
66,28,5,0,5
51,7,0,0,3
100,48,12,0,9
0,70,100,32,8
0,71,91,100,5
51,29,5,0,5
27,2,5,100,1
100,50,25,59,1
8,100,100,0,0
49,21,0,7,3
39,52,26,77,4
0,72,99,10,0
79,33,0,0,9
27,5,31,20,6
0,65,99,8,0
47,0,24,100,7
11,81,100,27,0
59,11,0,0,3
55,10,0,0,3
53,22,0,0,5
19,10,28,10,6
43,0,36,84,8
68,25,8,0,3
35,31,32,100,7
81,11,0,0,9
0,76,100,6,0
63,30,14,0,1
57,11,0,100,2
41,11,31,100,7
0,46,86,48,0
65,0,24,56,7
0,68,100,0,8
35,65,41,73,4
14,44,87,100,5
52,0,29,76,7
80,36,14,0,3
29,1,0,100,2
0,64,100,21,0
50,62,32,57,4
0,45,82,37,0
35,8,7,100,1
100,50,25,29,1
0,70,93,15,0
30,2,0,100,2
61,0,38,85,7
24,5,23,42,6
50,72,36,0,4
46,4,3,99,2
100,42,13,74,1
37,16,44,100,7
58,0,2,100,2
50,26,0,100,2
20,36,36,59,4
99,28,0,0,9
0,64,91,100,5
59,24,3,0,3
36,100,81,0,0
0,66,95,100,5
52,14,0,0,5
45,39,19,100,4
19,49,29,100,4
57,17,4,0,3
52,66,33,23,4
39,12,38,100,7
46,0,20,18,6
51,21,0,5,3
38,64,32,41,4
49,62,32,26,4
42,0,1,100,1
57,8,1,100,2
58,0,35,90,7
41,74,37,82,4
41,61,30,75,4
32,30,43,16,7
72,35,8,0,5
12,97,100,0,0
64,27,1,0,3
26,100,75,7,0
71,15,0,4,3
43,0,24,100,7
100,50,24,76,1
0,75,96,100,5
25,49,32,48,4
25,43,46,100,7
41,18,40,100,7
43,59,29,72,4
94,23,0,0,9
50,90,45,29,4
1,33,76,48,0
100,24,0,0,9
