@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
8,63,34,99,81,54,38,0
25,39,20,100,63,75,65,0
44,31,4,100,55,67,30,0
55,5,0,100,49,78,30,0
63,4,0,96,23,100,87,0
54,22,0,100,45,87,64,0
100,0,31,42,0,86,96,0
43,39,52,54,87,18,19,0
68,0,0,77,17,100,100,0
79,0,0,79,19,100,73,0
67,8,0,100,25,98,86,0
78,0,0,83,21,100,91,0
68,6,0,80,5,100,94,0
100,10,24,48,0,100,81,0
58,8,0,99,29,100,78,0
8,60,31,100,78,65,51,0
56,8,0,98,31,100,67,0
66,0,0,78,20,100,98,0
95,0,0,79,4,100,98,0
24,54,38,100,94,48,4,0
15,66,33,99,78,57,29,0
30,51,0,100,57,63,43,0
80,0,0,86,21,100,100,0
33,34,9,100,50,79,64,0
100,0,13,67,0,100,88,0
54,12,0,99,29,100,78,0
0,79,58,59,60,74,74,0
90,49,74,0,27,35,57,0
47,15,0,100,34,99,90,0
63,0,0,84,19,100,100,0
56,0,0,83,25,100,98,0
62,5,0,100,24,99,100,0
70,0,0,92,22,100,84,0
67,29,0,100,40,80,65,0
46,12,15,100,56,90,41,0
44,25,9,100,54,76,53,0
45,21,8,100,47,90,75,0
69,0,0,83,20,100,100,0
100,0,0,82,32,92,8,0
100,30,48,14,1,66,79,0
27,34,1,100,34,90,83,0
41,31,0,100,46,77,58,0
62,0,14,100,73,42,37,0
50,7,0,100,42,86,57,0
64,4,0,100,46,73,25,0
71,0,0,71,20,100,97,0
73,1,0,89,17,100,94,0
74,7,0,94,27,100,82,0
100,0,22,57,0,100,92,0
88,0,10,55,0,100,77,0
20,51,28,100,72,55,52,0
100,12,41,27,4,73,67,0
57,22,0,100,40,83,57,0
81,0,8,71,0,100,94,0
71,13,0,100,34,81,67,0
72,0,0,69,18,100,100,0
57,6,0,100,30,100,74,0
61,20,0,100,25,96,67,0
61,0,0,97,35,100,60,0
99,0,14,59,0,100,100,0
82,0,0,70,10,100,100,0
100,12,33,30,0,78,93,0
69,0,0,73,19,100,95,0
53,33,0,100,38,82,74,0
54,25,0,100,35,86,62,0
47,1,5,86,36,100,86,0
68,0,0,84,24,100,80,0
83,0,0,75,5,100,88,0
65,0,0,71,22,100,89,0
61,10,0,100,30,97,87,0
48,25,0,100,50,82,34,0
51,6,5,100,52,77,32,0
63,0,0,79,20,100,100,0
69,0,0,76,18,100,98,0
51,17,0,100,29,91,87,0
38,61,25,96,72,57,42,0
100,3,32,39,0,90,84,0
56,15,0,100,38,92,63,0
90,0,17,38,0,77,82,0
59,0,0,87,30,100,88,0
42,22,10,100,48,92,73,0
54,24,0,100,41,91,77,0
92,5,0,100,28,98,60,0
75,0,0,61,10,93,96,0
88,0,0,83,11,100,97,0
60,0,0,66,15,90,100,0
66,0,0,78,16,100,99,0
56,21,0,100,22,97,82,0
89,0,8,49,0,88,97,0
69,0,0,82,8,100,100,0
25,46,19,100,64,73,66,0
98,9,21,47,0,100,100,0
36,32,19,100,60,81,62,0
70,0,0,82,23,100,93,0
100,0,16,62,0,100,94,0
55,36,0,100,45,77,67,0
80,0,0,71,4,100,100,0
39,15,1,98,36,100,90,0
32,35,14,100,61,71,40,0
38,34,8,100,55,79,66,0
92,27,66,3,19,41,57,0
50,12,3,100,48,82,54,0
63,0,0,100,37,86,56,0
45,16,13,100,58,75,28,0
58,9,0,84,16,100,95,0
61,0,0,81,12,100,100,0
71,0,0,76,20,100,98,0
60,12,0,100,27,95,63,0
52,10,0,99,32,100,80,0
63,0,0,90,24,100,83,0
78,0,0,81,6,100,96,0
69,0,0,79,2,100,100,0
82,0,0,91,14,100,99,0
80,2,0,80,8,100,100,0
81,14,23,100,85,77,0,0
83,0,1,71,0,100,98,0
28,37,23,100,68,65,45,0
52,11,0,100,36,99,77,0
75,0,0,75,25,100,82,0
31,48,26,100,74,69,43,0
86,0,0,100,70,39,7,0
76,0,0,77,18,100,96,0
99,19,25,31,0,81,93,0
61,8,0,100,40,82,54,0
63,8,0,88,15,100,100,0
37,34,19,100,64,66,25,0
49,14,0,92,25,100,100,0
32,24,14,97,48,100,71,0
58,27,50,61,100,0,8,0
26,57,34,95,74,42,26,0
65,4,0,94,29,100,83,0
84,0,14,62,0,95,100,0
43,33,9,100,57,74,46,0
70,0,0,81,21,100,73,0
30,27,13,100,49,96,65,0
4,43,24,100,57,92,78,0
90,0,8,73,0,100,100,0
100,25,39,27,0,77,83,0
60,3,0,84,16,100,100,0
90,0,4,69,0,100,99,0
59,15,0,100,38,98,75,0
79,0,0,61,1,100,67,0
61,3,0,97,27,100,81,0
64,0,0,90,22,100,88,0
35,16,8,100,40,93,75,0
100,34,59,0,13,44,61,0
74,0,0,82,27,100,75,0
76,0,1,85,0,100,84,0
66,0,0,84,28,100,88,0
46,16,0,100,34,92,77,0
91,0,17,59,0,94,100,0
43,25,0,100,34,95,92,0
71,0,0,79,21,100,83,0
49,26,0,90,5,100,100,0
73,0,0,81,21,100,81,0
55,14,0,100,29,94,91,0
55,0,0,74,24,100,95,0
43,25,0,100,35,94,86,0
40,28,14,100,56,71,64,0
41,11,10,84,40,100,82,0
39,39,20,100,71,53,43,0
48,22,0,100,46,87,58,0
74,0,0,77,7,100,100,0
100,23,29,19,0,69,90,0
45,39,3,100,49,79,67,0
47,13,0,100,34,96,82,0
70,0,0,83,22,100,75,0
33,39,11,100,54,74,66,0
45,16,0,84,20,100,98,0
48,2,0,92,31,100,83,0
53,4,0,89,24,100,100,0
81,0,0,68,5,100,73,0
92,0,22,53,0,97,95,0
64,2,0,86,18,100,81,0
82,0,4,62,0,100,66,0
65,0,0,77,23,100,96,0
55,31,0,100,40,85,79,0
60,0,0,77,23,100,91,0
100,0,1,80,0,100,89,0
92,0,5,68,0,100,100,0
71,0,0,82,5,100,88,0
80,0,0,80,28,100,71,0
59,0,0,78,25,100,100,0
50,12,0,96,28,100,100,0
24,32,24,100,62,86,57,0
26,66,27,99,74,64,33,0
65,0,0,79,18,100,100,0
74,5,0,100,20,98,96,0
40,39,5,100,46,83,71,0
52,6,0,87,23,100,73,0
62,0,0,75,6,100,100,0
100,9,0,69,22,100,68,0
76,0,10,60,0,98,90,0
66,0,0,82,24,100,86,0
65,3,0,88,18,100,96,0
0,78,56,85,100,42,20,0
43,21,8,100,45,100,68,0
33,40,20,100,67,63,24,0
77,10,0,100,31,93,70,0
92,1,10,46,0,84,99,0
44,33,0,100,42,82,66,0
28,54,28,100,81,66,48,0
59,18,0,100,33,96,72,0
24,33,14,100,46,94,79,0
86,46,72,0,28,29,55,0
97,5,37,36,0,95,100,0
31,40,18,100,55,82,75,0
65,0,0,79,13,100,100,0
63,22,0,100,29,95,74,0
63,6,0,95,22,100,86,0
18,33,19,100,53,98,83,0
38,45,12,100,57,81,72,0
69,0,0,84,22,100,100,0
33,28,15,100,52,85,84,0
35,42,0,100,41,73,70,0
21,47,10,100,59,66,59,0
69,0,0,87,11,100,85,0
75,7,0,100,21,89,88,0
78,7,0,96,14,100,55,0
66,0,0,100,17,100,89,0
