@relation penbased

@attribute At2 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At12 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
36,42,65,0,100,62,0
89,0,0,54,48,100,0
77,0,0,78,12,77,0
94,0,0,66,19,98,0
93,15,1,87,0,68,0
52,63,34,100,0,38,0
84,0,0,47,46,100,0
66,0,0,89,8,8,0
100,20,0,54,33,96,0
82,30,8,90,0,61,0
75,27,13,95,24,65,0
96,16,8,93,14,67,0
94,0,1,51,27,85,0
93,9,0,84,0,70,0
87,0,0,80,4,65,0
93,7,0,72,0,82,0
75,16,0,75,6,77,0
45,55,25,94,0,84,0
100,0,0,60,31,83,0
93,0,0,55,48,100,0
93,0,0,62,6,100,0
93,16,0,86,6,65,0
97,19,0,67,16,93,0
100,4,0,66,10,89,0
80,46,11,97,0,61,0
82,4,0,70,23,76,0
95,0,0,51,37,100,0
91,14,0,70,14,98,0
89,11,0,70,11,92,0
85,16,0,72,19,89,0
81,14,0,94,16,55,0
96,1,0,59,36,100,0
87,9,0,68,21,94,0
83,27,50,38,3,8,0
92,11,0,78,9,69,0
86,1,0,53,9,100,0
99,3,0,68,15,90,0
75,47,10,93,13,62,0
91,0,0,67,21,97,0
85,0,0,44,47,100,0
96,0,0,44,49,100,0
90,0,0,35,42,100,0
73,9,0,67,27,95,0
88,3,27,15,84,94,0
87,41,9,100,0,51,0
86,31,10,90,0,72,0
81,0,0,76,7,73,0
81,0,0,43,40,100,0
42,44,15,100,20,48,0
91,22,0,76,16,76,0
81,11,10,80,29,82,0
86,0,1,33,48,100,0
68,28,23,100,3,35,0
86,5,0,70,35,75,0
91,0,0,38,49,100,0
100,0,0,51,42,86,0
100,0,0,94,32,30,0
100,0,0,58,33,98,0
100,12,0,85,0,60,0
82,28,7,90,0,65,0
87,7,0,100,7,36,0
100,0,0,45,49,95,0
45,55,24,100,18,39,0
83,9,17,100,10,58,0
88,5,4,100,11,39,0
75,27,0,78,7,71,0
92,0,0,86,20,56,0
85,23,0,83,0,64,0
79,0,14,35,21,100,0
97,0,0,73,5,82,0
73,36,1,90,0,86,0
100,0,0,42,46,95,0
72,21,6,80,25,81,0
