@relation penbased

@attribute At5 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,79,92,28,0
36,41,100,0,0
0,51,100,18,0
15,80,85,45,0
13,28,100,0,0
0,93,90,47,0
55,23,91,0,0
14,30,100,0,0
8,100,47,89,0
42,22,80,15,0
66,12,98,9,0
0,89,88,49,0
0,54,100,14,0
46,24,67,0,0
0,100,86,48,0
13,35,100,0,0
0,57,92,19,0
0,93,77,44,0
39,98,31,95,0
6,48,100,0,0
45,36,100,7,0
16,48,100,14,0
0,94,63,77,0
3,100,54,84,0
40,26,100,0,0
0,61,100,8,0
39,30,98,0,0
0,55,100,16,0
0,84,96,36,0
17,50,100,4,0
0,98,83,62,0
0,42,100,7,0
6,58,100,6,0
2,74,90,32,0
0,76,99,27,0
47,34,80,6,0
0,84,71,43,0
13,48,100,0,0
0,63,100,13,0
19,45,100,0,0
0,28,100,20,0
0,89,77,46,0
0,100,48,78,0
0,64,100,11,0
17,51,100,5,0
40,31,100,0,0
12,55,100,0,0
0,63,87,11,0
2,60,100,9,0
2,78,100,21,0
0,91,76,49,0
2,73,93,25,0
0,74,100,25,0
7,38,95,0,0
36,14,91,0,0
33,100,25,100,0
0,68,94,26,0
10,52,100,5,0
23,39,100,5,0
8,56,100,7,0
19,67,100,32,0
0,77,86,33,0
3,62,97,10,0
0,52,100,9,0
27,30,95,0,0
25,26,100,8,0
16,60,100,17,0
4,56,100,0,0
18,28,100,0,0
12,73,100,34,0
42,36,100,0,0
16,50,100,3,0
14,64,100,16,0
0,96,60,54,0
0,73,51,10,0
0,70,80,15,0
0,100,65,92,0
19,100,53,78,0
21,42,100,0,0
0,41,99,8,0
22,42,100,0,0
66,15,71,0,0
51,0,91,0,0
0,87,95,38,0
6,80,80,42,0
11,54,100,14,0
4,62,100,9,0
12,77,100,42,0
0,84,86,37,0
1,61,100,15,0
15,58,100,7,0
46,76,18,88,0
16,56,100,5,0
0,88,97,43,0
0,68,90,11,0
61,10,87,0,0
0,91,82,46,0
0,82,85,37,0
37,22,100,0,0
0,58,100,10,0
0,87,79,47,0
0,100,91,39,0
38,31,100,9,0
0,93,90,47,0
0,77,82,28,0
0,98,60,79,0
15,49,100,0,0
0,79,97,37,0
30,22,100,7,0
14,49,100,0,0
21,19,93,13,0
0,60,100,39,0
31,35,100,0,0
