@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
64,0,19,44,22,100,99,0
87,0,53,8,0,100,62,0
88,0,52,11,0,99,60,0
80,0,35,31,11,100,92,0
66,0,27,34,20,100,95,0
60,5,16,50,25,100,75,0
37,23,0,74,39,100,100,0
42,35,0,82,58,73,93,0
49,10,4,61,31,95,100,0
83,0,35,32,10,100,92,0
90,0,42,27,9,100,98,0
92,46,100,11,26,34,25,0
50,12,0,69,48,82,100,0
62,22,9,71,49,78,94,0
58,13,17,57,24,100,100,0
60,2,17,51,27,100,100,0
74,0,33,21,9,100,85,0
100,12,87,0,4,73,38,0
25,66,0,100,59,68,100,0
77,0,33,30,6,100,82,0
56,2,13,41,24,100,99,0
11,49,0,87,78,62,72,0
66,0,26,31,29,100,95,0
47,13,2,60,28,100,100,0
100,3,64,0,0,88,52,0
63,0,15,49,27,100,100,0
37,13,0,63,41,100,100,0
61,11,14,60,30,92,100,0
34,35,0,84,67,65,70,0
100,0,53,8,0,100,68,0
68,0,27,39,15,100,89,0
100,0,59,12,0,100,83,0
100,16,69,0,0,93,58,0
25,35,0,76,35,80,100,0
42,16,0,67,50,99,100,0
57,21,18,66,29,79,78,0
22,51,0,96,63,72,93,0
26,66,0,100,74,64,73,0
49,2,11,52,30,100,100,0
78,0,39,18,0,91,64,0
78,0,44,2,0,88,60,0
69,0,24,35,14,100,80,0
73,0,34,23,6,100,77,0
67,0,34,2,8,97,73,0
36,25,0,68,37,96,100,0
42,19,0,67,35,93,100,0
60,3,17,50,25,100,100,0
76,0,36,25,21,100,97,0
4,55,0,89,70,72,83,0
47,20,0,83,69,49,65,0
65,7,21,44,16,100,91,0
66,0,21,41,9,100,85,0
35,57,0,100,72,47,77,0
45,21,0,72,41,86,100,0
51,22,6,69,37,90,100,0
70,0,26,33,17,100,97,0
39,39,0,90,71,53,78,0
100,0,51,8,32,92,61,0
