@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R3,5,8-9,12-14,17'

@attribute At3 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
7,5,45,86,45,74,23,4
49,100,80,60,40,33,20,1
62,88,0,21,67,100,100,8
34,6,11,70,28,44,46,6
67,77,50,78,17,56,0,3
62,100,43,50,0,15,35,7
68,100,80,59,40,10,20,1
17,50,0,0,86,49,98,5
40,74,41,13,17,50,8,2
61,100,64,36,0,9,29,7
31,67,100,94,54,68,27,1
50,21,87,100,56,37,26,9
38,62,86,77,43,83,21,1
0,12,0,100,91,48,97,0
92,49,48,0,0,75,23,6
52,48,98,100,54,39,25,9
24,0,0,60,30,100,71,0
69,96,61,88,9,51,0,3
46,85,40,88,22,100,52,7
5,0,0,77,51,82,85,0
21,15,100,100,45,36,18,9
0,31,15,100,98,40,100,0
0,44,21,63,36,87,80,8
92,75,57,58,28,8,14,1
37,65,0,9,91,49,100,5
20,22,0,0,59,100,95,8
8,0,0,78,55,94,93,0
57,93,51,33,0,49,5,2
28,90,0,22,72,72,100,8
52,100,71,63,19,49,0,3
72,100,51,95,16,50,0,3
60,100,42,33,16,54,62,8
23,73,0,0,58,42,94,5
46,100,62,48,0,18,34,7
24,0,37,69,57,80,34,4
57,47,20,0,17,66,4,2
24,65,63,40,5,51,2,2
35,59,52,46,5,56,0,2
17,0,0,70,37,91,70,0
47,18,27,66,3,46,39,8
40,65,34,0,8,51,6,2
70,69,31,0,18,52,0,2
0,15,0,100,73,53,100,0
62,30,41,0,0,59,18,6
89,98,87,68,55,81,11,9
47,100,72,52,30,52,5,3
18,0,38,95,60,83,31,4
0,33,59,100,83,87,41,4
59,26,15,33,18,81,38,6
58,16,27,40,15,95,58,0
89,52,80,6,54,100,33,9
99,100,38,28,16,0,45,7
36,62,64,47,0,30,2,1
36,82,40,70,24,45,45,7
56,100,95,60,48,12,24,1
66,100,57,33,21,53,19,2
84,80,50,94,9,41,0,3
24,0,57,100,70,37,35,4
35,97,0,0,42,100,81,8
53,96,55,93,18,51,0,3
100,92,81,45,0,0,4,8
100,64,69,53,32,48,7,5
65,100,64,79,13,39,2,3
63,30,39,6,0,54,19,6
37,100,100,0,65,75,31,9
100,91,47,95,2,36,0,3
23,92,0,45,64,95,100,8
67,80,48,33,1,48,0,2
3,34,13,100,89,34,100,0
71,100,48,53,0,0,27,7
90,43,70,56,39,61,11,5
22,50,0,4,73,44,94,5
81,8,55,69,71,74,33,9
9,100,100,24,0,87,8,8
67,100,71,66,22,40,6,3
57,87,39,24,15,51,14,2
58,23,30,9,5,60,34,6
63,100,100,34,23,57,0,8
56,33,18,63,25,47,38,6
63,18,53,42,32,47,4,5
44,92,85,81,42,40,21,1
6,0,0,99,65,71,100,0
50,100,69,76,18,45,0,3
4,11,80,19,0,21,8,1
16,0,40,100,89,52,46,4
100,86,86,58,32,60,0,5
50,100,76,76,30,47,13,3
17,94,0,9,56,18,97,5
0,21,0,100,73,63,100,0
0,2,0,86,56,75,91,0
57,55,37,0,9,62,5,2
31,44,27,37,31,72,62,8
19,0,28,100,90,70,45,4
56,56,53,0,11,51,5,2
30,50,0,0,68,100,100,8
100,40,74,53,57,51,28,9
26,0,68,97,66,72,33,9
100,88,78,24,31,48,5,5
60,26,36,0,0,51,26,6
19,32,52,63,0,34,8,1
0,14,0,100,69,62,100,0
21,0,30,77,53,87,27,4
44,80,67,71,23,54,7,3
59,100,40,55,1,9,30,7
0,3,47,100,75,77,38,4
5,0,42,100,60,52,30,4
29,66,100,100,19,49,0,9
4,0,0,69,49,92,84,0
43,77,43,88,100,21,88,0
38,70,30,26,44,59,50,7
0,28,100,62,3,24,1,1
15,6,38,69,56,92,28,4
35,90,93,69,47,23,24,1
38,74,36,15,11,35,38,7
0,2,0,98,70,58,100,0
39,73,57,60,22,62,1,3
34,63,39,15,27,58,14,2
21,54,72,60,16,66,0,2
76,50,49,6,0,46,2,6
82,82,56,100,7,38,0,3
21,62,100,87,59,50,30,1
9,0,26,48,45,98,90,8
43,100,74,44,37,50,16,3
64,11,78,100,26,38,0,9
25,29,29,0,2,67,3,2
21,0,23,48,12,62,36,6
54,19,34,11,0,84,17,6
34,0,30,100,66,73,35,4
40,76,99,87,44,39,18,1
38,80,98,80,48,38,22,1
100,56,35,36,13,67,38,6
43,75,100,71,55,18,28,1
50,13,31,35,10,79,43,6
40,81,53,39,1,49,5,2
81,43,44,0,0,60,27,6
32,48,52,12,8,56,4,2
26,99,100,21,71,96,29,9
8,36,1,100,90,41,100,0
81,95,39,32,10,48,17,2
22,13,45,100,50,23,26,4
56,20,32,20,1,100,28,6
36,0,33,100,86,73,45,4
95,83,48,53,0,42,0,1
100,52,76,39,57,52,24,9
7,52,0,0,77,38,99,5
0,75,100,70,50,25,25,1
31,41,55,46,0,45,2,1
53,94,49,43,0,47,10,2
29,59,23,42,30,65,47,7
33,0,44,100,63,61,32,4
100,64,76,22,33,56,3,5
56,43,0,0,76,56,90,5
43,91,80,75,36,90,14,3
62,97,0,7,59,100,100,8
95,88,77,72,33,58,7,5
80,22,100,86,23,48,0,9
1,0,51,100,51,74,24,4
21,27,43,8,0,53,2,1
60,70,67,70,33,80,16,1
77,79,28,0,24,58,14,2
20,74,0,0,65,31,100,5
27,63,100,97,53,68,26,1
0,39,4,6,56,39,100,5
98,100,90,0,65,85,41,9
41,100,72,8,0,93,42,8
8,57,0,0,85,48,97,5
53,67,47,12,0,50,11,2
38,100,80,56,41,6,20,1
44,22,99,91,29,67,0,9
58,73,53,100,8,38,0,3
19,39,0,8,66,57,87,5
0,21,39,100,64,72,31,4
0,22,0,100,100,8,95,0
34,74,40,17,23,55,12,2
71,100,74,74,20,31,0,1
50,73,53,0,4,58,1,2
0,66,1,10,52,29,99,5
72,100,45,38,13,23,41,7
0,94,89,29,0,100,28,8
74,100,95,74,67,74,33,1
52,72,61,100,14,33,0,3
0,60,3,34,44,74,81,8
40,0,65,100,65,83,32,9
31,4,15,49,14,66,33,6
10,0,29,95,53,61,28,4
47,74,57,67,12,51,1,3
50,47,35,20,29,44,44,7
51,53,58,38,5,51,0,1
27,61,100,90,51,50,25,1
34,8,27,34,32,42,70,8
39,100,76,0,0,90,36,8
41,67,61,99,15,54,0,3
69,58,77,36,44,73,9,5
43,69,82,100,3,41,0,9
0,53,0,3,46,100,88,8
41,23,35,38,11,25,47,8
40,11,27,32,5,100,28,6
75,100,58,91,0,0,6,1
71,100,61,78,14,40,0,3
24,24,0,100,85,21,63,0
25,58,37,10,24,62,9,2
33,58,99,78,49,83,24,1
83,47,32,49,18,53,39,6
54,82,43,24,8,50,6,2
68,100,52,71,19,52,2,3
47,50,38,0,1,62,1,2
43,89,59,44,14,48,5,2
100,78,31,28,13,3,33,7
30,82,71,80,20,40,0,2
40,79,62,56,22,65,0,3
55,97,100,69,50,13,25,1
11,0,44,100,61,84,30,4
36,34,28,0,5,67,0,2
58,59,53,100,15,53,0,3
39,90,64,52,35,60,8,3
11,0,40,92,48,91,23,4
74,62,67,100,16,36,0,3
23,0,0,61,38,99,78,0
8,24,0,100,87,45,98,0
53,100,84,75,42,63,21,1
25,0,0,70,61,88,100,0
37,64,66,49,0,22,6,1
77,100,46,47,0,10,34,7
34,62,36,39,16,50,27,7
9,0,0,77,50,70,80,0
5,0,27,98,47,71,27,4
41,90,36,51,1,24,36,7
83,33,57,100,31,64,2,9
53,100,60,51,0,33,35,7
91,82,56,75,0,0,0,1
46,8,11,70,32,26,32,6
69,78,0,0,58,100,93,8
61,16,47,65,59,61,30,4
17,37,19,38,38,65,71,8
51,55,13,0,56,38,100,5
54,100,43,49,0,32,38,7
0,94,93,26,0,100,37,8
50,52,53,38,0,50,0,1
75,100,35,47,13,0,43,7
44,49,84,93,23,57,0,9
16,0,44,88,53,89,27,4
62,31,28,33,13,44,27,6
76,100,50,53,17,51,0,3
23,6,35,45,35,85,24,4
60,36,29,34,19,37,48,8
34,92,72,62,24,89,3,3
34,68,100,100,58,63,30,1
58,29,100,87,29,63,0,9
23,66,39,56,1,41,27,7
72,0,42,77,11,5,55,8
64,67,43,0,18,64,19,2
35,60,85,89,43,40,19,9
45,85,64,69,17,67,1,3
38,56,57,47,11,45,4,1
28,81,75,82,12,54,0,3
44,50,46,24,5,50,1,1
42,86,54,60,0,56,22,7
2,48,0,0,72,38,99,5
6,34,17,100,99,34,100,0
38,82,53,43,0,43,6,2
36,44,20,29,31,49,39,7
32,9,22,37,15,89,40,6
14,0,51,100,70,49,35,4
53,0,100,100,55,53,25,9
43,8,23,40,21,100,61,0
35,64,41,16,8,50,9,2
18,0,20,46,12,68,29,6
96,100,87,28,48,72,13,5
41,86,52,54,19,51,0,3
30,66,100,76,51,26,26,1
44,47,0,0,75,50,92,5
22,58,100,100,59,55,29,1
0,19,49,100,66,67,33,4
30,50,38,0,2,62,0,2
50,100,57,37,0,0,39,7
23,14,36,47,23,35,60,8
48,23,9,69,22,46,17,6
45,75,36,61,29,49,45,7
92,100,84,60,25,45,5,5
77,100,66,81,21,52,7,3
45,0,58,100,56,87,22,9
21,0,0,58,34,100,74,0
0,62,24,8,44,11,93,5
14,0,5,64,25,57,44,6
53,97,65,47,23,39,5,2
46,72,35,42,30,49,50,7
41,90,59,73,19,56,0,3
37,11,32,51,36,80,23,4
28,60,51,42,2,68,0,2
92,100,33,37,20,67,51,8
26,0,9,54,8,62,20,6
31,8,27,27,0,100,20,6
39,94,0,16,74,27,100,5
23,31,13,0,96,60,100,5
65,85,46,100,9,41,0,3
54,76,63,73,17,60,0,3
23,0,0,68,43,87,85,0
28,65,89,95,43,50,18,7
37,6,22,45,10,55,32,6
88,100,54,100,12,51,0,3
41,71,39,42,32,47,42,7
82,100,85,27,32,57,0,5
66,0,56,84,68,85,33,9
5,61,100,75,51,33,25,1
90,81,36,37,13,7,42,7
51,0,31,95,58,73,39,4
57,100,67,87,16,41,0,3
49,16,17,42,15,61,32,6
