@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R6-7,11,14,17'

@attribute At6 numeric
@attribute At7 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
5,63,89,100,0
87,100,85,24,1
85,68,25,37,7
41,52,15,100,5
75,68,82,0,3
79,37,100,3,3
65,59,0,52,8
12,22,92,100,8
85,56,100,0,3
33,50,82,30,4
71,45,0,6,2
36,36,0,92,5
100,100,29,23,1
53,94,93,33,4
94,0,100,26,9
79,49,82,0,5
30,20,100,72,0
32,29,0,96,5
87,74,15,0,2
52,6,99,30,6
75,57,25,41,7
42,25,90,32,4
30,34,100,100,0
56,100,5,68,8
8,20,92,100,8
67,0,80,34,6
66,8,100,25,4
57,10,100,27,6
58,19,100,23,4
68,58,100,0,9
78,51,100,0,3
100,84,58,15,1
52,0,100,30,6
0,73,88,99,0
11,76,84,100,0
49,0,100,27,6
30,48,20,94,5
96,90,33,40,7
58,82,25,61,8
36,31,100,100,8
85,60,86,8,3
82,100,90,23,7
36,76,89,45,4
10,0,66,100,8
0,0,100,100,8
41,17,100,60,0
93,64,1,36,7
60,8,81,21,4
55,13,81,28,6
67,38,21,10,2
20,39,79,100,8
83,56,100,2,3
75,51,63,17,9
69,0,97,24,6
100,6,71,0,8
74,46,100,0,3
92,100,74,32,7
76,65,40,15,1
0,81,74,100,0
61,0,83,35,6
85,81,0,17,2
61,0,66,43,6
76,100,57,27,1
72,27,29,2,2
75,54,0,58,8
87,56,2,4,2
62,0,100,27,4
39,66,0,89,5
91,53,80,0,8
95,88,0,5,2
41,54,73,36,4
46,39,100,27,4
54,87,25,73,8
100,73,43,27,7
100,100,92,20,1
100,100,57,17,3
82,62,100,1,9
73,40,0,0,2
34,24,1,93,5
83,75,0,9,2
99,82,100,11,3
91,71,89,0,3
6,69,90,100,0
94,90,13,1,2
70,37,0,5,2
40,44,100,30,4
74,54,23,39,7
2,78,14,92,8
100,0,40,42,8
79,100,70,25,1
60,0,52,22,6
97,54,17,39,7
59,53,20,99,5
53,20,100,28,4
73,100,3,94,5
31,28,0,97,5
58,0,69,38,6
0,91,65,84,0
55,0,100,24,4
98,53,15,4,2
62,23,99,33,4
53,38,100,27,4
78,36,100,33,9
92,66,75,19,9
22,31,0,96,5
55,73,63,29,4
75,0,62,14,6
62,84,24,68,8
54,2,100,36,4
87,63,0,10,2
76,37,0,3,2
28,18,67,91,8
65,0,53,30,6
7,0,78,100,8
73,45,21,49,8
100,42,100,3,9
100,73,45,39,7
93,100,71,19,7
80,70,0,2,2
97,57,19,36,7
57,0,68,24,6
65,61,0,39,7
94,100,59,24,7
0,82,66,100,0
100,64,100,0,3
24,39,100,100,0
96,73,13,19,7
70,72,0,50,8
43,38,97,32,4
5,53,100,100,0
30,29,100,100,0
68,87,100,0,9
74,68,19,37,7
78,86,37,43,7
67,42,14,45,7
83,99,74,28,1
42,91,70,34,4
76,68,78,3,3
69,72,90,50,7
88,49,0,8,1
58,0,100,21,4
100,39,100,0,9
62,4,88,19,4
10,63,100,100,0
0,77,89,100,0
47,88,42,95,8
73,100,94,0,9
72,67,25,55,8
47,42,100,31,4
88,26,28,7,2
25,36,100,100,0
42,21,5,100,5
38,50,56,92,8
68,0,100,24,6
100,72,10,0,2
48,19,100,31,6
55,16,95,38,6
14,100,42,65,0
93,100,46,18,7
0,25,13,89,5
89,38,91,0,3
23,13,87,100,8
100,92,62,16,1
87,51,0,0,2
100,61,0,0,1
68,73,74,0,3
34,9,97,86,0
95,100,45,25,1
40,91,5,76,8
70,0,97,28,6
61,13,94,33,9
15,14,90,100,8
84,65,37,28,7
71,69,0,0,2
57,100,26,77,8
19,61,76,85,0
45,0,100,36,4
85,42,0,40,8
71,46,10,32,7
58,74,20,91,5
55,80,0,0,8
59,22,100,22,4
100,13,64,31,9
51,0,100,42,6
19,0,61,99,8
98,69,100,2,3
61,40,0,6,1
100,88,52,0,1
96,100,47,27,7
85,34,1,0,2
88,31,100,0,9
76,52,97,0,3
47,86,0,65,8
100,29,96,4,9
55,0,100,35,6
85,90,73,18,7
98,71,9,0,1
29,79,60,100,8
79,27,87,0,5
45,76,59,48,4
72,100,90,0,9
100,44,91,0,9
50,11,100,33,6
70,15,100,30,4
71,16,0,58,8
44,74,76,44,4
100,93,96,0,3
70,7,48,20,6
82,68,36,41,7
88,49,10,0,2
81,78,60,0,3
100,75,28,2,2
87,43,0,0,2
64,0,57,21,6
59,56,82,29,4
75,85,0,2,1
84,56,100,0,3
76,42,0,1,2
76,56,22,15,1
51,87,0,89,5
62,94,0,59,8
73,32,18,4,2
57,32,100,26,4
57,0,100,45,6
90,100,70,23,1
0,69,93,100,0
47,0,100,31,6
80,61,0,0,2
59,0,76,29,6
95,81,0,0,2
0,71,90,100,0
56,51,97,28,4
39,21,100,52,6
0,67,96,100,0
0,67,93,100,0
58,14,79,21,4
67,64,0,100,5
78,69,94,0,3
90,31,100,41,9
78,40,98,9,9
82,65,62,28,7
78,55,0,10,2
79,66,100,32,7
23,55,100,100,0
70,28,12,64,8
97,90,73,1,3
66,54,0,8,1
75,51,0,26,7
100,75,25,20,1
100,100,65,8,7
95,84,0,1,2
33,14,5,96,5
33,30,100,82,0
9,62,83,91,0
58,2,100,36,4
56,38,94,26,4
11,48,100,99,0
49,76,94,40,1
100,83,22,28,7
88,72,100,0,3
42,66,0,86,5
100,3,91,0,5
69,34,0,5,8
63,41,95,39,4
66,33,23,0,2
89,51,0,0,2
66,6,50,19,6
80,73,81,0,3
80,89,38,41,7
85,66,33,34,7
73,74,0,6,2
100,26,93,9,9
35,48,61,95,8
48,27,84,28,4
98,43,20,0,2
88,72,19,30,7
67,0,91,56,0
78,67,100,0,9
29,40,97,37,4
15,50,100,100,0
92,85,54,35,7
84,56,92,0,3
49,42,0,95,5
80,99,100,24,1
100,87,61,7,3
56,51,0,38,7
7,37,100,99,0
71,23,50,20,6
59,17,100,23,4
94,5,100,5,5
100,7,57,16,8
41,46,71,36,4
50,0,88,53,0
100,59,18,37,7
98,94,100,11,3
75,49,0,0,2
100,96,76,0,3
100,20,57,33,9
42,53,22,87,5
72,100,56,31,4
86,8,67,3,5
58,4,80,27,6
49,100,12,77,8
100,75,85,6,1
52,12,100,35,6
78,16,20,18,6
86,71,22,35,7
100,94,69,5,3
99,80,92,5,3
65,0,79,26,6
98,42,100,2,9
85,41,0,4,1
52,37,97,31,4
100,100,54,21,1
71,100,77,30,1
34,39,0,95,5
100,90,44,20,1
22,11,67,100,8
96,57,82,10,9
63,33,94,32,4
0,100,0,69,0
90,60,100,0,3
63,35,94,20,9
74,71,27,40,7
100,76,100,0,9
87,63,0,8,2
0,74,80,100,0
67,40,18,19,2
48,9,100,27,6
2,51,100,100,0
68,68,100,0,9
83,56,16,17,2
86,39,100,5,1
62,15,0,62,8
100,100,57,24,1
54,0,96,23,6
79,62,100,0,3
42,82,78,47,4
52,84,61,41,4
0,0,100,100,8
80,64,68,52,8
71,0,94,28,4
54,11,98,21,6
90,100,78,19,1
31,20,100,35,4
26,22,18,94,5
66,2,100,26,6
93,63,100,0,3
53,4,100,30,4
34,34,14,93,5
78,99,79,27,1
61,35,100,27,4
63,15,100,78,0
98,78,78,19,9
0,89,58,81,0
87,55,34,42,7
79,86,43,32,7
100,100,88,11,1
68,0,40,27,6
93,64,100,0,3
14,16,100,100,8
87,100,53,25,1
75,59,0,13,2
81,48,100,0,3
51,11,100,31,6
93,51,91,1,9
62,0,100,22,6
55,23,92,24,4
49,19,100,34,6
34,36,100,36,4
46,56,99,37,4
62,12,57,33,6
17,36,100,90,0
51,55,90,30,4
87,54,22,4,2
93,100,92,23,1
67,67,0,10,2
86,40,16,6,2
53,63,67,39,4
43,61,53,91,8
17,35,100,73,0
64,100,63,26,4
24,39,100,100,0
93,47,91,2,5
74,62,0,2,2
63,3,100,29,4
91,73,41,27,7
0,87,75,94,0
82,46,100,3,3
24,45,100,100,0
81,52,0,5,2
88,23,100,31,9
97,68,18,6,2
74,19,30,25,6
0,78,71,100,0
64,14,90,25,9
90,70,74,0,3
72,30,31,1,2
1,72,85,100,0
78,25,9,16,1
84,100,31,25,1
84,42,26,56,8
59,37,21,35,7
32,54,49,86,8
58,40,4,19,2
25,5,5,100,5
90,42,82,13,9
72,22,63,29,9
93,100,72,25,1
83,72,4,29,7
55,4,100,23,4
38,0,100,34,4
80,80,0,0,2
82,87,41,32,7
65,8,52,20,6
100,0,100,40,9
100,6,68,0,5
70,60,78,0,3
87,100,79,24,1
91,71,3,33,7
93,81,56,32,7
69,67,33,40,7
65,51,0,35,7
95,31,67,0,5
0,12,100,100,8
100,90,69,16,1
100,35,37,22,8
57,0,100,21,6
69,97,100,0,9
82,63,100,0,3
94,100,65,25,1
42,46,15,94,5
100,39,20,25,8
50,3,86,32,4
70,76,0,4,2
71,59,84,4,3
14,72,80,97,0
89,84,35,29,7
42,74,77,32,4
0,64,100,100,0
18,7,15,100,5
100,17,100,0,8
74,41,100,0,3
77,78,43,19,7
86,60,0,10,2
71,41,7,12,2
28,96,69,50,4
71,23,73,32,9
41,18,100,87,0
95,33,100,4,5
43,53,0,91,5
89,59,100,0,9
71,64,89,31,9
85,0,39,26,6
36,42,86,38,4
73,56,0,0,2
15,35,70,100,8
75,52,100,25,9
84,50,100,0,3
100,7,96,37,9
26,47,63,98,8
66,30,74,15,6
1,54,100,85,0
94,86,100,0,3
100,46,53,6,5
76,28,0,0,8
81,70,0,5,2
60,72,0,62,8
71,51,0,47,8
47,20,96,34,6
44,62,0,100,5
44,93,0,94,5
0,91,65,70,0
79,67,96,0,3
81,69,0,21,2
68,40,5,43,7
91,48,100,0,9
100,100,48,23,7
0,99,48,56,0
49,0,100,39,6
55,44,6,98,6
30,20,12,100,5
87,61,100,0,9
65,46,83,38,4
92,66,10,19,7
52,36,99,30,4
41,69,92,31,4
90,80,80,0,3
20,32,100,89,0
48,81,88,32,4
43,15,100,95,0
100,30,100,2,9
51,8,100,22,6
0,100,44,67,0
100,0,100,29,9
96,93,62,24,7
16,49,100,99,0
75,48,0,7,2
36,52,52,100,8
24,35,66,100,8
80,100,59,26,1
80,67,88,38,9
0,100,68,100,0
71,61,89,19,9
67,65,35,37,7
100,100,64,23,1
100,89,64,8,1
100,73,0,0,2
83,94,75,28,1
42,29,8,98,5
57,59,0,25,7
56,4,100,34,6
23,4,21,100,5
85,48,16,46,7
100,23,55,32,9
60,45,100,0,9
57,0,100,38,4
54,0,99,35,6
94,30,100,0,5
59,12,96,31,6
0,83,70,95,0
85,64,98,0,3
91,84,64,12,3
72,36,100,15,9
52,1,92,26,6
75,59,91,0,3
4,0,100,100,8
61,15,90,26,4
34,35,100,31,6
100,100,97,2,3
30,42,0,94,5
68,59,100,35,7
95,100,91,25,1
82,100,69,25,1
100,79,0,3,1
73,56,87,14,9
39,61,0,94,5
99,64,50,0,5
74,76,96,38,7
100,56,33,0,1
49,2,100,38,6
17,55,100,100,0
50,4,100,31,6
78,64,11,36,7
70,43,0,70,8
44,79,33,76,8
32,30,49,90,8
56,19,84,40,6
0,0,100,93,8
74,43,100,5,3
67,50,21,43,7
81,60,84,0,9
48,92,25,69,8
62,48,70,4,5
74,95,97,28,7
33,31,100,82,0
99,100,58,22,7
100,72,100,0,9
25,56,99,83,0
51,9,100,34,6
75,100,69,26,1
81,66,33,36,7
100,0,100,0,5
43,0,100,34,6
79,86,44,28,7
25,35,60,100,8
33,9,9,100,5
68,62,0,31,7
28,93,69,48,4
41,4,100,36,6
81,38,100,0,3
80,82,88,0,9
100,0,100,0,5
82,80,90,0,9
94,64,100,10,3
58,45,86,47,4
100,38,33,32,9
74,100,82,29,9
96,100,57,20,7
76,37,0,1,2
91,77,90,0,3
95,30,100,4,5
69,100,91,22,9
73,46,0,3,2
72,70,0,32,7
97,73,100,5,3
52,0,100,28,6
47,69,45,91,8
98,93,71,17,3
73,55,74,38,8
81,92,94,0,9
100,100,67,15,3
70,16,36,20,6
98,62,0,10,2
25,11,2,98,5
57,60,4,93,5
71,48,11,58,8
0,84,77,85,0
60,1,95,30,4
75,51,100,0,9
99,98,97,25,1
80,98,81,29,1
73,97,70,7,3
36,55,48,86,8
93,54,100,0,3
34,9,2,100,5
30,53,100,100,0
100,80,100,0,9
81,25,0,33,8
99,24,100,16,5
20,25,0,100,5
55,42,5,7,2
98,7,81,5,5
45,0,100,24,6
85,68,0,4,2
37,100,73,47,4
77,82,89,30,1
63,0,76,50,6
22,49,98,99,0
88,77,68,22,1
64,47,3,46,7
82,55,24,39,7
83,88,43,29,7
95,68,94,0,9
42,2,100,86,0
24,28,13,97,5
70,0,100,24,6
77,100,77,32,1
