@relation penbased

@attribute At4 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
78,24,0,20,100,92,0
59,54,0,27,100,100,0
69,44,0,26,100,84,0
58,58,0,25,100,87,0
45,69,0,26,90,94,0
54,62,0,29,100,78,0
31,100,24,71,66,63,0
68,39,0,15,100,100,0
79,23,0,18,100,85,0
90,18,8,0,100,100,0
61,50,0,11,100,100,0
47,63,7,44,100,73,0
46,67,0,34,92,77,0
47,60,0,28,100,92,0
27,84,17,60,77,44,0
42,65,17,57,100,58,0
54,63,0,32,91,81,0
82,8,13,0,100,100,0
50,58,0,28,100,100,0
91,15,1,0,100,100,0
65,53,0,22,96,80,0
55,76,5,59,61,7,0
86,52,0,70,39,7,0
33,84,15,61,72,60,0
61,43,0,11,100,100,0
65,34,0,24,100,93,0
88,11,17,0,99,96,0
71,40,0,22,100,86,0
42,65,5,41,97,69,0
56,68,0,35,92,78,0
52,49,0,23,100,73,0
50,58,0,29,94,84,0
57,58,0,30,100,74,0
76,27,0,6,100,70,0
41,69,7,44,85,71,0
40,84,5,46,83,71,0
78,11,0,6,94,88,0
75,40,0,10,100,100,0
61,71,0,37,78,49,0
45,79,13,58,75,28,0
100,15,16,0,100,94,0
69,39,0,24,100,85,0
75,53,0,21,89,88,0
74,32,0,20,100,90,0
37,79,26,71,57,32,0
74,46,0,21,100,79,0
60,35,0,23,100,91,0
65,41,0,12,100,99,0
46,67,15,56,90,41,0
37,90,4,44,72,62,0
65,29,0,20,100,97,0
89,42,0,11,100,91,0
35,60,12,44,100,80,0
59,39,0,7,100,95,0
97,0,37,0,95,100,0
99,0,23,0,88,100,0
70,40,0,15,100,81,0
76,30,0,1,100,100,0
43,87,12,56,74,60,0
67,41,0,27,100,74,0
7,87,15,64,68,48,0
14,99,24,68,63,56,0
100,0,27,0,86,90,0
74,63,0,49,71,20,0
73,20,0,2,95,90,0
85,22,0,20,100,76,0
65,29,0,17,100,86,0
68,66,0,35,78,51,0
52,66,0,32,90,78,0
65,35,0,13,100,100,0
88,24,0,11,100,97,0
25,93,17,57,72,67,0
