@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,10,15-17'

@attribute At5 numeric
@attribute At10 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
25,62,0,16,9
68,26,100,100,5
63,79,79,64,9
66,19,100,100,5
89,59,0,0,3
0,19,32,100,0
81,0,0,43,7
19,49,88,0,4
5,0,0,37,6
74,68,0,22,9
75,0,100,100,5
25,0,0,25,6
13,0,6,35,6
20,71,0,0,9
100,38,0,28,3
27,0,100,11,2
85,43,0,13,3
72,2,100,99,5
61,84,64,0,1
0,37,88,0,4
42,8,100,100,5
71,90,73,53,9
37,0,0,20,6
4,36,21,46,0
0,28,88,0,4
12,29,90,0,4
100,42,25,0,1
74,4,100,20,7
0,48,90,0,4
97,0,22,73,8
73,0,100,46,7
73,0,100,100,5
74,80,0,32,9
100,40,0,0,3
100,12,70,55,7
7,45,55,0,4
16,20,50,98,0
38,64,16,34,0
0,59,63,0,4
39,84,0,0,9
63,70,0,0,9
82,5,100,0,2
19,0,0,10,6
100,22,90,100,5
2,30,14,96,0
100,0,76,38,7
58,0,100,100,5
63,4,100,0,2
64,0,100,100,5
70,7,100,0,2
65,0,100,96,5
82,0,100,37,7
96,11,100,26,7
58,18,100,0,2
31,40,0,79,0
59,18,100,22,2
90,75,84,0,1
0,61,72,0,4
61,21,100,100,5
65,31,100,0,2
51,54,1,0,5
6,75,0,0,9
100,39,0,10,3
15,0,0,19,6
27,0,0,19,6
86,45,0,0,3
49,0,0,71,8
18,0,0,12,6
49,16,100,0,2
72,12,100,100,5
58,75,56,0,7
75,36,100,6,2
17,0,0,29,6
93,44,48,48,8
69,29,100,2,2
66,33,100,100,5
73,8,100,99,5
31,0,0,8,6
0,34,83,0,4
72,80,24,0,1
29,32,0,1,5
100,49,0,75,8
12,0,5,5,6
37,5,100,10,1
54,10,100,0,2
60,26,100,100,5
25,83,0,0,9
56,4,100,95,5
10,0,0,47,6
0,55,65,0,4
100,19,99,37,7
62,23,100,2,1
100,55,11,23,9
100,35,0,4,3
41,0,100,3,2
58,32,100,0,2
51,26,100,98,5
0,36,66,0,4
92,51,0,0,3
8,82,76,0,4
89,17,100,0,2
65,33,0,3,3
16,79,0,0,4
92,35,0,0,3
66,0,100,30,7
64,62,0,0,5
70,78,64,0,1
12,48,0,54,0
87,69,67,0,1
33,73,0,0,9
0,86,41,0,9
65,0,100,41,7
0,66,41,0,4
53,25,100,98,5
68,25,100,100,5
100,62,0,0,9
19,8,38,0,6
76,53,0,15,8
0,28,7,71,0
47,100,58,0,1
59,77,48,0,1
88,43,23,0,3
51,91,0,0,9
35,52,0,0,5
100,34,5,84,8
0,85,62,0,9
53,19,100,0,2
68,0,100,58,7
0,42,6,0,4
100,51,0,0,3
11,0,28,23,6
54,16,39,100,8
87,46,98,0,2
62,62,44,0,7
36,0,0,17,6
89,24,100,0,2
30,44,100,12,1
0,44,89,0,4
0,89,41,0,9
100,64,0,0,1
100,5,84,17,7
14,19,100,0,4
0,0,24,19,6
59,23,100,100,5
50,72,55,0,9
100,4,92,26,7
93,32,76,40,7
0,15,44,100,0
10,36,71,0,4
91,94,15,0,9
100,5,99,5,2
29,0,5,20,6
24,0,0,2,6
0,4,60,100,0
100,65,0,17,8
47,35,100,100,5
0,84,36,0,9
92,16,100,12,2
69,72,100,0,1
78,75,16,0,1
15,0,0,23,6
60,32,100,100,5
100,52,22,53,8
36,49,17,67,0
0,29,100,0,4
79,49,0,12,3
55,2,100,19,2
77,30,100,93,5
25,74,28,0,4
1,10,9,100,0
66,0,100,39,7
10,30,4,87,0
57,3,100,10,2
68,17,100,2,2
48,13,100,10,2
27,80,0,0,9
100,42,0,0,3
86,70,100,0,1
67,7,100,3,1
84,50,0,0,3
4,63,89,0,4
58,0,100,100,5
29,74,70,0,9
75,22,100,6,2
22,31,52,100,8
38,32,100,100,5
44,23,100,96,5
100,39,0,81,8
0,55,81,0,4
24,0,100,93,8
19,6,48,46,6
