@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,8,11,15,17'

@attribute At5 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,100,26,0
100,46,93,0,8
6,37,73,75,4
4,22,100,8,6
100,86,99,0,5
44,23,70,0,0
73,39,0,100,1
71,52,100,0,3
52,15,72,0,0
7,0,91,0,0
5,32,100,89,4
0,40,98,40,4
30,5,70,7,0
0,10,100,2,6
100,0,51,9,8
95,64,82,23,1
78,100,93,0,9
100,81,66,99,1
17,77,92,0,9
100,63,42,68,7
59,27,5,100,2
48,100,72,33,1
37,50,22,0,6
4,0,100,0,0
0,16,100,9,6
84,52,0,100,2
36,26,81,0,6
22,50,68,0,5
25,24,79,7,6
20,44,89,0,5
26,67,74,0,5
63,100,88,80,1
0,100,80,88,9
54,87,40,100,1
66,0,100,0,8
12,0,94,0,0
47,100,75,100,1
47,25,76,6,0
51,50,12,100,2
90,57,100,0,3
80,54,77,0,3
21,27,75,3,6
0,0,100,45,0
26,88,69,34,5
14,0,96,0,0
88,60,100,0,3
70,34,0,100,2
100,90,54,0,5
100,50,77,0,8
75,45,82,54,7
100,39,22,95,7
90,67,100,0,3
68,63,6,100,2
61,24,3,100,5
95,67,18,100,2
52,44,0,100,1
0,27,40,87,8
10,41,4,54,8
0,0,100,49,0
93,42,36,100,7
5,28,100,16,6
88,0,62,0,8
96,75,51,100,1
77,50,0,100,2
70,26,7,95,8
0,35,22,100,8
82,0,0,100,5
0,0,100,46,0
35,29,0,65,8
62,100,68,41,1
93,56,71,73,1
0,46,94,92,4
77,74,95,77,7
62,40,60,11,0
70,45,54,100,7
46,100,78,47,1
99,100,100,0,9
66,21,15,100,2
99,92,93,0,5
66,100,85,93,1
63,34,54,0,0
100,66,97,0,3
71,36,15,100,2
81,78,100,0,5
46,0,43,0,8
0,100,100,19,9
89,40,35,100,7
0,0,100,19,0
90,37,27,100,7
63,100,86,70,1
95,50,0,100,2
61,0,0,100,5
49,45,66,10,8
23,22,100,0,6
2,0,100,25,0
0,29,100,78,4
88,43,36,100,7
100,100,0,13,8
20,14,75,59,4
0,0,100,35,0
57,64,11,100,2
72,41,22,100,7
0,32,100,85,4
56,0,12,100,5
36,22,0,100,8
51,0,4,100,5
0,0,100,82,0
24,11,82,6,0
62,35,5,100,2
26,26,12,100,5
27,90,100,0,9
1,0,98,7,0
49,79,84,63,1
13,28,90,8,6
65,0,4,100,5
73,0,0,100,5
42,80,94,0,9
86,100,92,95,1
19,25,87,30,6
80,91,91,54,1
92,49,78,0,3
26,51,86,0,5
60,100,74,30,1
5,22,100,35,6
37,89,24,100,1
100,100,82,12,9
0,60,100,83,9
0,48,100,10,9
39,47,22,3,6
100,65,34,44,7
0,65,83,62,9
0,0,100,28,0
0,33,87,100,4
48,70,85,0,9
43,100,77,50,1
100,0,83,0,8
71,87,76,0,9
41,74,95,39,9
77,75,30,84,2
0,12,100,33,6
32,65,3,100,1
20,0,99,26,0
14,32,100,10,6
64,6,1,100,5
66,85,55,71,9
94,69,14,90,2
0,47,100,85,4
0,43,100,82,4
52,37,6,100,2
24,31,67,0,6
11,0,100,11,0
42,43,30,30,0
27,66,95,0,5
0,38,91,74,4
72,46,2,100,2
22,0,78,13,0
96,55,98,0,3
70,100,70,49,1
91,53,83,50,7
78,61,78,0,3
33,0,85,0,0
66,53,94,0,3
27,64,3,100,1
44,52,0,100,1
81,95,57,33,1
0,42,96,84,4
47,79,91,0,9
93,54,0,100,3
71,100,59,9,1
65,87,100,0,9
100,1,89,0,8
0,71,73,27,9
0,35,100,93,4
58,32,0,100,7
97,89,100,0,9
29,39,95,0,6
76,58,59,100,9
53,43,13,100,2
47,0,63,9,8
54,0,13,100,5
100,94,46,0,5
60,59,100,20,3
22,83,80,5,5
81,51,0,100,2
45,37,76,0,6
72,22,3,100,2
89,38,27,100,7
100,65,93,0,3
64,0,4,100,5
100,32,50,0,8
90,51,100,0,3
0,44,29,100,8
51,100,100,0,9
19,0,87,0,0
98,83,79,0,1
38,33,68,0,6
100,99,53,40,9
24,27,74,6,6
52,27,100,0,1
8,100,77,0,9
19,0,86,0,0
77,81,60,22,7
100,86,39,10,1
65,100,75,60,1
28,14,100,0,6
23,29,91,11,6
62,39,15,100,2
92,59,58,87,7
