@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
20,49,18,67,0
42,18,7,93,0
77,0,0,100,0
75,12,5,89,0
2,81,60,40,0
100,0,1,100,0
21,44,22,58,0
55,15,0,100,0
90,2,10,88,0
49,26,0,100,0
47,16,12,76,0
53,33,0,82,0
88,0,17,99,0
77,0,0,100,0
68,0,0,100,0
61,10,0,98,0
57,13,0,90,0
66,0,0,100,0
97,0,24,89,0
31,30,1,96,0
16,39,17,89,0
58,20,0,100,0
52,12,0,90,0
7,44,15,68,0
30,55,23,74,0
48,2,0,100,0
56,21,0,97,0
69,0,0,100,0
69,0,0,100,0
44,15,1,93,0
65,0,0,100,0
62,15,0,96,0
80,0,0,100,0
64,22,0,90,0
90,0,17,77,0
70,0,0,100,0
57,6,0,100,0
24,47,14,76,0
47,9,0,100,0
69,0,0,100,0
14,38,16,82,0
49,0,0,100,0
76,0,1,100,0
81,0,4,100,0
62,12,0,100,0
70,0,0,100,0
35,42,0,73,0
70,0,0,100,0
26,35,12,96,0
46,6,0,100,0
46,12,15,90,0
34,31,17,72,0
70,0,0,100,0
61,0,0,100,0
34,35,19,65,0
61,0,0,96,0
65,0,0,100,0
80,2,0,100,0
89,0,8,88,0
39,44,18,73,0
39,30,15,74,0
18,33,19,98,0
55,8,0,100,0
34,30,1,87,0
45,16,13,75,0
95,0,9,100,0
84,0,0,100,0
70,1,0,100,0
22,43,13,75,0
52,17,0,85,0
60,6,0,92,0
77,0,0,100,0
55,19,0,79,0
64,4,0,73,0
48,19,0,100,0
59,18,0,82,0
100,0,27,89,0
54,35,58,21,0
77,0,0,100,0
77,0,0,100,0
64,15,0,97,0
50,11,0,96,0
49,2,0,100,0
57,0,0,100,0
80,0,0,92,0
58,12,0,97,0
51,20,16,51,0
74,0,0,100,0
67,3,0,100,0
59,25,0,78,0
34,44,19,69,0
76,0,0,100,0
70,0,0,100,0
75,7,0,89,0
74,0,0,100,0
73,0,0,91,0
33,34,17,81,0
71,0,0,96,0
80,0,0,100,0
44,36,3,86,0
57,22,0,83,0
74,0,0,100,0
58,27,50,0,0
59,9,0,100,0
45,21,0,86,0
61,6,0,100,0
33,39,11,74,0
28,29,10,94,0
81,14,23,77,0
49,10,0,95,0
22,51,21,72,0
27,36,17,77,0
42,9,17,100,0
35,29,7,85,0
20,51,28,55,0
76,0,0,100,0
82,0,0,100,0
40,26,8,87,0
88,0,0,100,0
48,17,4,89,0
37,32,5,82,0
67,4,0,100,0
39,49,18,62,0
73,0,0,100,0
75,0,0,100,0
79,9,0,76,0
72,0,0,100,0
65,0,0,100,0
100,23,29,69,0
26,66,27,64,0
75,0,9,100,0
