@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,8-11,14,17'

@attribute At2 numeric
@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,92,5,45,86,34,100,23,4
67,83,100,80,60,60,40,20,1
96,65,88,0,21,33,79,100,8
100,75,6,11,70,0,100,46,6
86,100,77,50,78,40,100,0,3
93,100,100,43,50,5,35,35,7
76,91,100,80,59,60,34,20,1
96,76,50,0,0,34,1,98,5
78,100,74,41,13,14,0,8,2
100,100,100,64,36,33,14,29,7
75,72,67,100,94,82,80,27,1
92,100,21,87,100,86,69,26,9
65,79,62,86,77,65,79,21,1
100,58,12,0,100,39,97,97,0
77,100,49,48,0,15,38,23,6
100,95,48,98,100,85,71,25,9
100,83,0,0,60,3,99,71,0
84,100,96,61,88,38,100,0,3
91,100,85,40,88,0,99,52,7
95,61,0,0,77,18,100,85,0
74,67,15,100,100,75,73,18,9
59,31,31,15,100,55,87,100,0
100,89,44,21,63,0,62,80,8
100,85,75,57,58,42,33,14,1
91,63,65,0,9,40,0,100,5
93,100,22,0,0,22,54,95,8
93,58,0,0,78,21,100,93,0
75,100,93,51,33,26,0,5,2
83,61,90,0,22,40,100,100,8
76,100,100,71,63,50,82,0,3
81,100,100,51,95,43,95,0,3
53,100,100,42,33,0,72,62,8
88,57,73,0,0,13,12,94,5
94,100,100,62,48,30,17,34,7
100,93,0,37,69,35,100,34,4
100,91,47,20,0,17,33,4,2
76,100,65,63,40,31,6,2,2
95,100,59,52,46,27,22,0,2
86,60,0,0,70,9,100,70,0
79,100,18,27,66,0,0,39,8
71,100,65,34,0,12,2,6,2
81,100,69,31,0,5,7,0,2
86,62,15,0,100,31,96,100,0
100,86,30,41,0,12,36,18,6
77,62,98,87,68,63,100,11,9
76,100,100,72,52,54,74,5,3
100,81,0,38,95,42,100,31,4
97,76,33,59,100,100,83,41,4
100,73,26,15,33,0,97,38,6
77,100,16,27,40,0,93,58,0
46,75,52,80,6,53,72,33,9
96,100,100,38,28,0,7,45,7
57,83,62,64,47,28,12,2,1
79,100,82,40,70,0,31,45,7
58,77,100,95,60,72,36,24,1
73,100,100,57,33,32,0,19,2
89,100,80,50,94,38,100,0,3
100,77,0,57,100,86,79,35,4
100,78,97,0,0,1,39,81,8
86,100,96,55,93,48,100,0,3
40,64,92,81,45,40,55,4,8
91,100,64,69,53,52,84,7,5
82,100,100,64,79,39,75,2,3
94,100,30,39,6,6,57,19,6
97,70,100,100,0,80,76,31,9
100,94,91,47,95,24,74,0,3
74,68,92,0,45,28,100,100,8
87,100,80,48,33,23,0,0,2
66,28,34,13,100,51,78,100,0
99,100,100,48,53,18,40,27,7
94,100,43,70,56,61,100,11,5
91,58,50,0,4,37,0,94,5
72,100,8,55,69,59,100,33,9
97,67,100,100,24,57,0,8,8
89,100,100,71,66,47,68,6,3
69,100,87,39,24,15,0,14,2
100,85,23,30,9,0,58,34,6
