@relation penbased

@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At12 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
71,100,47,88,67,0
81,100,38,78,68,0
29,72,17,51,86,0
24,69,8,40,89,0
85,100,69,99,71,0
35,81,18,56,96,0
67,100,38,85,74,0
81,100,50,92,77,0
31,86,21,62,100,0
100,89,90,100,25,0
68,100,35,85,75,0
55,99,28,70,75,0
24,70,4,36,100,0
91,100,92,100,17,0
100,100,100,86,12,0
39,86,17,55,100,0
86,100,62,100,60,0
67,100,27,76,73,0
46,79,24,67,97,0
88,100,66,100,35,0
75,100,35,75,95,0
54,96,28,69,86,0
60,99,31,73,78,0
38,81,16,53,100,0
50,93,36,84,60,0
76,100,61,100,38,0
69,100,44,88,71,0
41,83,25,63,98,0
68,100,37,83,80,0
25,76,21,60,80,0
37,74,24,62,95,0
74,100,46,85,79,0
36,79,2,39,100,0
71,100,48,100,33,0
55,98,26,70,84,0
32,76,9,44,85,0
30,72,7,42,81,0
57,100,30,87,87,0
80,100,45,90,67,0
45,88,25,70,67,0
42,93,23,66,94,0
86,100,66,100,45,0
21,62,0,22,73,0
89,100,75,100,31,0
71,100,43,89,69,0
35,79,13,49,100,0
72,100,36,79,92,0
45,87,30,71,88,0
61,93,43,83,83,0
22,70,0,32,100,0
57,100,30,71,92,0
62,100,47,100,28,0
53,95,28,73,90,0
35,78,16,55,99,0
37,94,10,60,97,0
100,99,78,100,29,0
34,79,20,60,83,0
83,100,50,100,34,0
11,0,27,0,57,0
63,100,36,81,79,0
74,100,56,95,68,0
18,82,0,49,89,0
63,100,29,69,74,0
79,100,41,82,66,0
40,86,22,69,86,0
71,100,37,88,49,0
57,100,27,70,85,0
27,76,25,65,85,0
37,87,11,51,85,0
26,73,14,53,100,0
79,100,38,80,74,0
18,59,0,26,92,0
78,100,48,90,65,0
100,98,59,90,78,0
66,100,42,91,57,0
44,91,26,69,84,0
40,78,20,60,100,0
78,100,57,100,62,0
42,89,25,67,83,0
89,100,52,86,78,0
0,45,0,24,100,0
30,79,4,51,98,0
27,70,6,37,70,0
18,70,4,38,83,0
71,100,52,100,32,0
69,100,42,85,19,0
83,100,43,84,71,0
47,86,29,67,91,0
89,100,54,92,64,0
0,1,9,0,67,0
58,90,5,52,100,0
40,85,19,59,94,0
0,3,19,0,57,0
