@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,11,14,17'

@attribute At1 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,89,100,0
0,85,24,1
0,25,37,7
30,15,100,5
47,82,0,3
0,100,3,3
94,0,52,8
0,92,100,8
26,100,0,3
22,82,30,4
29,0,6,2
14,0,92,5
88,29,23,1
13,93,33,4
19,100,26,9
100,82,0,5
47,100,72,0
12,0,96,5
0,15,0,2
100,99,30,6
0,25,41,7
73,90,32,4
67,100,100,0
86,5,68,8
0,92,100,8
100,80,34,6
13,100,25,4
92,100,27,6
47,100,23,4
45,100,0,9
22,100,0,3
0,58,15,1
80,100,30,6
17,88,99,0
9,84,100,0
51,100,27,6
0,20,94,5
0,33,40,7
72,25,61,8
31,100,100,8
15,86,8,3
0,90,23,7
100,89,45,4
53,66,100,8
45,100,100,8
45,100,60,0
0,1,36,7
19,81,21,4
100,81,28,6
8,21,10,2
35,79,100,8
62,100,2,3
100,63,17,9
57,97,24,6
3,71,0,8
58,100,0,3
16,74,32,7
100,40,15,1
17,74,100,0
100,83,35,6
30,0,17,2
100,66,43,6
0,57,27,1
0,29,2,2
47,0,58,8
0,2,4,2
50,100,27,4
3,0,89,5
28,80,0,8
50,0,5,2
42,73,36,4
38,100,27,4
96,25,73,8
0,43,27,7
0,92,20,1
0,57,17,3
79,100,1,9
43,0,0,2
2,1,93,5
45,0,9,2
0,100,11,3
4,89,0,3
18,90,100,0
0,13,1,2
6,0,5,2
35,100,30,4
0,23,39,7
32,14,92,8
33,40,42,8
0,70,25,1
100,52,22,6
0,17,39,7
22,20,99,5
44,100,28,4
19,3,94,5
19,0,97,5
100,69,38,6
0,65,84,0
63,100,24,4
0,15,4,2
82,99,33,4
87,100,27,4
25,100,33,9
100,75,19,9
21,0,96,5
22,63,29,4
100,62,14,6
81,24,68,8
60,100,36,4
27,0,10,2
12,0,3,2
3,67,91,8
100,53,30,6
44,78,100,8
88,21,49,8
28,100,3,9
0,45,39,7
0,71,19,7
