@relation penbased

@attribute At8 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,74,100,13,0
0,45,89,44,0
0,63,93,0,0
28,100,91,0,0
16,95,100,1,0
9,100,100,8,0
0,87,100,0,0
57,94,45,36,0
0,74,100,18,0
13,28,66,52,0
1,76,100,39,0
0,55,97,43,0
30,100,88,0,0
0,40,81,49,0
0,70,100,26,0
0,100,93,7,0
20,100,78,10,0
0,68,100,16,0
18,94,100,0,0
0,100,83,12,0
0,76,100,4,0
24,96,100,17,0
0,76,100,24,0
51,0,28,94,0
0,70,100,7,0
0,25,61,84,0
0,72,100,0,0
6,80,100,2,0
27,97,100,0,0
25,15,53,78,0
28,100,83,0,0
23,100,100,0,0
0,53,92,27,0
0,66,100,31,0
0,46,88,40,0
17,99,100,0,0
0,53,87,11,0
17,100,88,0,0
0,99,100,0,0
59,0,22,85,0
27,100,73,0,0
0,82,91,0,0
0,66,100,21,0
5,86,100,0,0
0,100,84,13,0
0,42,80,42,0
0,91,100,0,0
0,44,84,61,0
27,99,100,0,0
0,51,85,23,0
0,76,100,3,0
9,84,100,14,0
11,92,100,0,0
0,70,100,28,0
0,59,89,30,0
0,73,100,5,0
11,36,82,44,0
7,88,100,0,0
17,88,100,7,0
0,50,95,38,0
0,58,100,29,0
0,42,86,34,0
0,58,93,42,0
0,38,72,49,0
74,0,18,100,0
0,76,100,1,0
0,68,100,21,0
7,89,100,12,0
4,100,89,11,0
0,38,78,46,0
0,70,100,0,0
10,95,100,10,0
0,68,100,17,0
8,93,100,14,0
15,95,100,0,0
0,71,100,16,0
0,49,87,9,0
16,30,78,44,0
31,11,46,90,0
19,100,70,11,0
41,58,85,14,0
0,64,92,28,0
1,71,100,31,0
12,85,100,19,0
7,98,100,0,0
0,68,100,34,0
0,86,100,6,0
0,61,98,21,0
0,91,97,18,0
100,62,31,0,0
30,12,48,88,0
0,66,98,19,0
0,49,84,46,0
0,76,100,0,0
0,48,75,21,0
0,50,86,33,0
32,100,70,11,0
47,86,47,0,0
1,100,83,27,0
22,100,81,1,0
0,71,100,0,0
0,51,93,38,0
8,90,100,16,0
12,95,100,3,0
0,84,100,5,0
0,54,91,33,0
0,69,100,12,0
0,90,100,12,0
0,88,100,13,0
6,80,100,25,0
0,42,81,46,0
0,57,94,24,0
0,62,98,23,0
0,60,95,27,0
0,75,100,16,0
0,61,90,26,0
12,92,100,0,0
0,84,100,5,0
32,20,63,54,0
19,100,92,0,0
34,100,82,0,0
0,75,94,11,0
0,60,94,16,0
0,93,95,0,0
0,62,99,40,0
62,0,27,100,0
0,69,100,21,0
0,77,71,21,0
20,100,98,0,0
0,66,90,23,0
0,78,100,9,0
0,70,100,21,0
0,75,100,12,0
22,100,99,0,0
0,71,100,5,0
0,100,61,43,0
0,38,79,37,0
0,66,100,19,0
14,27,65,79,0
3,84,100,0,0
0,49,95,54,0
0,61,100,31,0
16,85,100,7,0
0,46,83,62,0
41,0,38,94,0
0,81,100,18,0
5,99,100,7,0
9,33,65,16,0
11,100,95,0,0
0,73,100,6,0
21,100,82,0,0
0,88,97,0,0
0,76,100,0,0
0,78,100,7,0
0,60,98,37,0
40,100,64,11,0
0,78,100,0,0
0,80,100,0,0
0,66,99,15,0
0,52,87,49,0
5,95,100,2,0
15,24,64,68,0
9,100,74,32,0
4,34,68,14,0
0,86,100,0,0
60,0,29,100,0
4,38,82,46,0
0,83,100,0,0
23,21,61,79,0
2,89,100,14,0
0,34,73,69,0
0,72,100,0,0
0,56,100,47,0
0,51,85,23,0
73,0,22,78,0
59,44,80,23,0
5,81,100,0,0
0,64,100,25,0
15,100,81,0,0
0,39,79,44,0
0,54,92,28,0
0,64,100,19,0
0,58,94,40,0
0,55,100,35,0
0,68,98,15,0
0,53,90,25,0
0,73,99,0,0
0,60,96,16,0
0,71,100,26,0
0,85,100,0,0
9,84,100,2,0
0,41,77,52,0
0,75,100,7,0
5,100,67,11,0
0,81,100,5,0
58,64,100,27,0
4,26,64,72,0
0,33,71,38,0
0,57,92,21,0
0,73,100,18,0
0,74,100,0,0
0,97,100,5,0
0,36,78,54,0
0,41,82,64,0
0,93,100,0,0
0,63,100,24,0
0,67,75,13,0
0,55,83,11,0
11,90,100,7,0
5,35,81,39,0
0,53,85,45,0
0,60,100,6,0
38,100,67,0,0
24,14,52,86,0
0,62,99,31,0
0,53,89,24,0
0,88,100,9,0
0,58,97,37,0
18,100,88,0,0
1,74,100,32,0
0,67,85,0,0
7,93,100,0,0
19,100,99,0,0
9,100,78,38,0
0,67,100,34,0
0,51,89,40,0
32,14,55,85,0
0,50,87,26,0
17,100,90,14,0
0,60,100,30,0
0,69,100,25,0
0,76,100,0,0
0,31,61,5,0
0,72,100,0,0
0,79,100,8,0
0,54,96,48,0
0,64,100,19,0
0,60,93,25,0
0,81,100,0,0
0,76,100,5,0
0,70,100,4,0
9,38,88,43,0
9,98,100,13,0
10,89,100,7,0
12,100,86,10,0
0,87,98,0,0
0,63,100,34,0
5,27,71,66,0
0,72,100,5,0
12,93,100,8,0
11,88,100,7,0
3,89,100,5,0
0,77,100,0,0
7,92,100,0,0
0,57,94,31,0
0,31,72,66,0
0,80,100,6,0
11,100,91,0,0
0,69,100,20,0
0,100,99,10,0
0,67,100,23,0
0,59,91,36,0
21,100,88,0,0
0,65,99,18,0
3,22,63,61,0
0,100,94,17,0
13,100,91,11,0
1,76,100,7,0
43,58,68,0,0
0,59,86,8,0
0,66,92,0,0
16,95,100,9,0
0,81,94,6,0
15,97,100,4,0
0,61,100,24,0
0,46,86,62,0
0,37,70,63,0
0,53,96,36,0
0,40,88,45,0
0,85,100,13,0
0,73,100,12,0
0,100,85,0,0
4,80,100,23,0
0,56,93,36,0
0,66,98,0,0
0,90,100,0,0
0,44,83,43,0
0,40,73,60,0
31,100,90,0,0
0,62,99,31,0
0,65,100,25,0
66,0,21,100,0
0,62,97,22,0
0,85,100,0,0
0,70,100,18,0
4,38,82,34,0
0,77,100,4,0
0,52,80,30,0
31,15,56,88,0
12,15,60,70,0
0,53,93,51,0
17,96,100,0,0
24,100,97,0,0
0,55,92,44,0
0,48,86,39,0
0,68,97,5,0
0,70,100,5,0
1,34,77,44,0
0,65,100,3,0
0,67,99,0,0
0,68,100,20,0
0,61,100,29,0
0,81,100,1,0
3,92,100,0,0
15,25,63,76,0
