@relation penbased

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
85,10,0,100,62,96,0
72,15,47,73,87,100,0
89,0,46,44,78,62,0
99,18,0,100,69,100,0
96,20,0,100,40,84,0
100,0,8,100,75,100,0
78,50,16,99,24,63,0
83,1,0,73,100,77,0
58,0,33,93,93,100,0
52,0,6,100,76,100,0
92,6,34,79,100,100,0
100,22,0,88,24,60,0
59,9,51,72,100,93,0
89,23,0,100,37,80,0
94,0,16,90,74,100,0
37,17,66,59,100,98,0
100,28,0,61,94,68,0
89,0,22,90,68,97,0
85,1,23,78,83,100,0
61,5,0,100,65,100,0
100,17,0,100,42,79,0
66,0,27,88,88,100,0
79,16,0,100,46,86,0
92,12,26,13,58,68,0
56,34,70,65,100,95,0
68,20,42,80,95,100,0
67,0,32,86,100,90,0
100,25,0,88,26,68,0
80,0,6,100,79,100,0
100,1,20,100,64,92,0
90,0,1,100,71,100,0
71,4,0,97,80,100,0
82,0,30,70,99,100,0
100,17,0,97,51,86,0
100,0,8,100,79,99,0
100,9,0,100,43,79,0
52,16,63,54,100,82,0
72,24,21,90,93,100,0
80,9,40,80,97,100,0
94,0,4,100,71,100,0
77,30,0,100,37,83,0
94,0,5,100,70,100,0
100,0,2,100,56,91,0
100,5,0,100,53,87,0
81,0,14,91,94,100,0
100,16,0,100,53,97,0
75,0,0,100,67,100,0
36,37,72,62,100,96,0
95,8,0,100,56,90,0
100,21,0,100,60,97,0
96,6,0,100,65,100,0
93,7,0,100,46,83,0
99,5,0,100,62,100,0
99,28,40,81,90,100,0
95,7,14,83,85,100,0
100,19,0,97,28,74,0
100,0,10,98,71,99,0
56,6,40,90,97,100,0
65,9,40,87,98,100,0
63,8,36,68,100,91,0
84,0,14,100,63,93,0
91,0,5,100,63,100,0
62,20,58,65,100,70,0
100,2,12,94,79,94,0
100,16,0,100,31,61,0
93,1,16,94,72,100,0
74,0,38,67,100,78,0
94,0,23,84,80,100,0
100,48,24,90,94,72,0
100,14,0,100,45,89,0
88,4,15,99,73,100,0
84,52,6,77,6,47,0
99,18,0,100,61,99,0
100,0,10,100,66,98,0
100,0,3,100,66,97,0
100,19,0,100,38,82,0
88,0,4,100,69,100,0
100,25,0,100,62,98,0
86,4,31,80,90,100,0
96,0,11,79,100,81,0
100,3,0,100,48,75,0
100,27,0,100,51,93,0
90,0,2,100,66,100,0
73,0,18,87,73,100,0
62,15,58,69,100,98,0
100,9,0,100,53,87,0
100,26,0,93,18,59,0
100,15,0,76,25,61,0
90,21,46,64,100,88,0
90,0,31,77,92,100,0
96,24,0,97,24,71,0
100,12,0,100,60,96,0
98,2,0,100,73,100,0
96,0,10,100,65,100,0
91,17,0,100,56,100,0
97,20,0,100,63,100,0
89,15,0,100,54,96,0
91,16,0,100,62,100,0
97,17,0,94,25,64,0
74,4,2,71,100,73,0
100,17,0,100,53,87,0
99,0,25,83,100,99,0
100,15,1,100,69,100,0
43,63,1,100,94,45,0
77,0,28,89,80,100,0
83,20,0,100,49,93,0
100,11,0,100,47,90,0
100,8,24,91,87,98,0
100,0,4,100,66,97,0
78,0,30,96,76,100,0
96,26,3,88,14,52,0
85,22,45,81,100,97,0
100,9,0,100,47,85,0
85,18,5,99,66,98,0
76,34,0,86,15,56,0
79,40,0,100,35,80,0
94,1,0,100,53,93,0
93,2,21,100,92,100,0
98,0,17,96,68,100,0
78,7,40,72,100,100,0
83,2,0,100,68,100,0
71,1,47,66,95,100,0
89,3,1,100,67,99,0
82,12,0,100,46,82,0
100,16,0,100,51,86,0
50,0,38,76,84,100,0
86,0,33,64,100,74,0
99,0,6,100,73,100,0
92,8,0,100,81,100,0
55,13,51,72,100,90,0
100,11,0,96,94,97,0
100,14,0,96,21,60,0
95,0,9,98,70,100,0
82,6,28,80,90,100,0
26,43,77,55,100,88,0
83,0,10,100,63,97,0
94,26,0,100,36,87,0
100,5,0,100,64,100,0
78,2,0,100,78,100,0
100,22,0,100,75,99,0
84,24,54,66,100,83,0
75,0,27,85,78,100,0
94,4,0,100,60,98,0
100,5,0,100,65,86,0
91,0,10,100,75,100,0
86,1,18,82,90,100,0
77,0,21,67,100,93,0
100,10,0,100,66,95,0
79,59,18,77,4,45,0
78,0,25,90,84,100,0
91,19,49,62,100,88,0
93,0,9,95,79,100,0
100,12,0,100,21,60,0
94,13,0,100,44,83,0
85,0,2,100,67,100,0
96,0,7,86,91,100,0
87,0,9,100,68,100,0
90,24,0,100,44,91,0
86,0,4,100,64,99,0
94,26,0,100,40,88,0
72,1,27,88,83,100,0
84,9,0,100,47,94,0
100,42,0,39,77,71,0
100,22,0,100,60,96,0
100,12,0,100,38,82,0
75,0,22,100,67,100,0
56,0,35,76,95,100,0
100,0,17,89,94,92,0
88,25,0,100,47,88,0
98,14,0,100,59,100,0
64,22,55,74,100,91,0
91,19,0,100,46,86,0
77,3,11,56,100,66,0
72,0,26,85,83,100,0
100,0,6,88,77,97,0
100,13,0,100,55,96,0
100,0,5,100,63,96,0
89,7,0,100,65,100,0
74,80,23,100,38,82,0
70,0,41,75,100,100,0
89,0,20,100,75,100,0
100,0,39,19,44,80,0
100,24,0,99,30,71,0
83,0,1,98,75,100,0
71,0,22,93,84,100,0
73,12,25,63,100,75,0
96,23,42,76,95,100,0
70,8,49,67,100,97,0
92,30,50,78,87,100,0
98,0,20,100,58,94,0
97,16,0,95,29,65,0
85,31,0,82,100,78,0
72,12,35,89,96,100,0
92,16,39,79,85,100,0
89,15,22,83,92,100,0
