@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R10,13-14,17'

@attribute At10 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
23,100,90,8
16,73,16,6
12,53,22,7
48,46,0,2
17,23,98,5
6,84,89,0
82,22,27,4
12,50,6,2
57,41,1,5
47,53,0,9
44,76,25,4
35,48,97,5
73,100,47,9
33,54,0,3
72,70,7,9
85,62,28,1
28,100,22,4
25,45,87,5
74,95,24,1
41,49,95,5
25,41,1,2
44,53,0,3
0,36,30,6
36,36,0,3
30,100,90,8
62,36,0,8
34,47,100,0
0,34,64,8
43,33,100,0
19,64,13,2
55,36,8,2
56,57,0,8
53,47,0,5
45,54,0,3
0,29,39,7
16,57,10,2
3,53,6,2
0,88,83,0
0,78,37,6
49,51,0,1
28,52,2,2
37,41,0,3
0,66,31,6
6,48,29,6
54,47,100,0
20,41,98,5
65,57,22,1
56,56,12,3
61,31,2,5
9,47,41,8
8,0,24,7
18,50,8,2
55,71,20,4
48,55,15,1
55,42,0,9
64,38,32,4
48,60,39,4
10,27,33,6
3,82,86,0
74,90,22,1
3,49,9,2
64,41,6,9
75,7,87,0
92,67,0,9
84,35,28,4
53,49,0,5
66,81,31,9
43,34,100,0
12,100,100,8
25,29,0,3
19,49,6,2
0,70,34,6
0,100,22,6
51,52,100,5
0,39,68,8
18,100,92,8
13,82,0,2
0,51,44,6
36,42,0,3
40,50,0,3
0,48,34,6
12,50,3,2
36,88,25,4
29,33,4,1
0,38,31,7
0,34,47,8
10,51,14,2
75,26,25,1
9,49,0,2
80,72,26,1
0,52,32,7
36,62,0,3
26,92,31,4
0,100,78,8
81,84,10,9
38,36,1,5
15,78,27,6
0,45,34,6
48,53,0,9
61,25,100,0
39,39,0,3
39,38,34,4
70,57,0,9
44,37,100,0
33,53,100,0
39,36,1,3
0,38,34,7
35,43,99,5
8,82,92,0
62,33,21,7
25,53,89,5
18,47,100,5
80,56,27,1
0,47,33,6
36,39,0,3
12,54,2,2
85,81,1,9
86,44,32,4
0,42,93,5
7,49,18,6
66,48,11,9
70,66,15,5
0,48,66,8
23,51,79,0
6,26,30,8
49,46,6,3
44,55,0,3
30,87,24,4
33,87,39,4
57,90,26,4
0,100,77,8
18,19,33,7
30,56,0,2
30,0,0,1
0,57,20,2
47,20,83,0
23,88,30,4
20,50,4,2
28,45,94,5
78,86,32,9
0,78,36,6
54,45,30,4
59,54,4,5
0,50,57,8
49,91,33,4
43,59,0,3
88,75,27,1
0,100,69,8
75,91,25,1
42,50,99,5
0,65,30,6
16,78,95,0
4,50,0,2
25,55,6,2
76,78,25,1
70,62,19,1
33,76,28,4
79,43,28,1
0,54,27,7
42,63,84,5
0,19,43,7
31,42,100,0
48,32,100,0
61,48,0,9
66,48,42,9
0,35,42,7
0,35,97,5
45,40,100,0
34,43,0,3
0,100,64,0
50,85,22,4
41,58,88,5
56,100,25,8
79,45,30,4
45,38,0,3
28,75,27,4
71,68,4,9
37,38,100,5
36,54,0,3
25,100,100,8
40,0,0,1
40,56,0,3
60,40,3,5
61,25,87,0
41,18,0,2
45,60,21,4
13,62,8,2
0,89,71,8
21,92,34,4
5,37,85,5
43,49,98,5
0,38,40,7
0,66,66,0
51,14,83,0
45,54,100,8
0,68,31,6
29,66,2,2
45,25,100,0
31,26,0,2
8,29,94,5
100,57,32,9
14,35,0,1
0,72,42,6
8,32,25,7
42,52,6,3
0,46,26,6
0,49,15,2
13,49,92,5
55,72,23,4
72,67,26,4
0,53,34,6
19,60,87,0
2,43,35,6
44,56,0,3
35,59,83,5
61,24,86,0
60,15,20,1
40,40,6,3
74,59,20,1
75,50,26,7
15,11,34,7
70,34,18,9
63,80,8,1
0,50,92,5
27,47,0,2
40,62,0,3
16,60,23,6
59,47,5,5
0,73,38,6
90,68,19,9
19,36,7,1
86,40,27,1
17,79,100,0
25,37,97,5
1,22,41,8
9,60,21,6
0,45,37,7
64,39,18,9
23,74,100,8
61,43,6,9
75,44,24,1
0,50,19,6
3,48,26,7
4,52,30,7
11,77,92,0
0,28,96,5
8,19,30,6
32,57,1,2
80,51,0,9
83,65,28,1
0,51,35,7
49,62,39,9
0,51,41,7
77,58,85,9
46,45,0,5
0,62,34,6
39,85,100,8
0,44,33,6
25,100,100,8
12,91,17,6
59,52,3,1
0,2,91,5
44,85,33,4
0,29,40,7
62,48,0,9
61,67,19,1
25,30,9,2
26,15,41,7
0,38,94,5
0,42,39,7
34,18,5,7
30,61,100,0
45,59,100,5
0,100,65,0
34,37,100,5
62,31,90,0
24,81,99,8
14,68,87,0
50,54,0,3
54,29,100,0
4,70,81,0
0,96,79,0
0,37,90,5
22,99,39,4
2,49,29,6
13,0,26,7
0,38,92,5
29,31,4,1
30,70,100,0
60,42,15,3
30,100,100,8
75,75,25,1
34,90,34,4
58,60,33,4
64,66,31,4
26,50,90,5
72,79,25,9
44,60,36,4
61,25,90,0
34,48,5,3
4,57,27,6
0,60,39,6
48,72,33,4
53,84,1,5
42,55,0,3
5,0,40,8
9,50,91,5
54,56,0,8
0,75,32,6
75,33,26,4
0,68,42,6
4,22,35,7
16,64,3,2
65,100,35,9
39,51,0,3
0,63,40,6
22,77,80,0
21,76,33,4
0,57,41,7
29,37,0,2
33,55,2,2
100,79,15,9
38,38,26,4
0,50,10,1
45,46,100,5
20,81,21,4
61,42,2,5
0,56,18,2
65,50,0,9
0,43,99,5
6,97,20,6
0,87,37,6
44,29,0,8
0,48,37,8
34,63,31,4
0,52,57,8
0,40,21,7
64,55,0,9
13,81,85,0
10,68,0,2
0,29,41,7
19,65,89,0
76,14,44,4
10,86,92,0
0,16,49,7
54,43,0,5
6,88,71,0
0,37,94,5
44,45,0,3
34,52,96,5
25,71,100,0
74,76,23,1
12,60,8,2
34,64,1,3
22,100,78,8
58,81,17,1
24,62,100,0
0,37,94,5
53,74,32,4
6,70,100,0
37,84,22,4
0,58,34,7
34,52,0,2
45,42,0,3
44,47,100,0
9,38,28,7
25,93,24,4
86,51,32,4
0,23,34,7
0,55,35,7
22,58,0,2
41,53,9,3
25,78,100,0
46,66,2,2
36,42,0,3
70,68,0,9
0,100,60,0
84,100,16,9
34,97,32,4
39,65,26,4
35,44,0,3
86,100,13,9
0,94,58,0
21,29,35,7
32,42,0,3
37,36,0,3
0,70,32,7
55,56,42,4
37,57,100,0
0,36,40,7
42,64,36,4
0,16,32,7
0,39,43,7
0,60,45,7
68,6,22,1
81,40,27,1
39,46,0,2
33,37,0,3
0,40,39,7
56,81,34,9
40,100,100,8
35,67,17,2
22,64,100,0
6,86,72,0
32,9,14,7
0,58,36,7
31,48,99,0
93,48,31,1
32,41,0,3
61,52,0,9
75,42,26,1
8,39,21,7
38,56,0,3
88,52,33,4
46,51,30,4
0,69,30,6
40,51,0,3
0,45,52,8
0,64,56,6
18,47,32,7
90,81,33,9
25,4,0,1
0,40,35,6
22,34,11,6
42,29,99,0
35,90,100,8
0,88,66,0
66,57,22,7
100,76,85,0
54,48,0,9
96,29,30,9
62,42,21,7
99,90,25,9
2,50,0,2
21,53,0,2
6,47,42,6
9,23,0,1
5,50,2,1
78,40,23,9
81,45,25,1
36,80,100,8
0,41,56,8
12,42,19,2
0,62,55,8
23,48,0,2
43,44,0,3
0,49,32,7
18,88,0,2
80,61,22,9
58,67,0,9
30,52,94,5
20,52,19,2
55,18,84,0
40,58,0,2
1,100,67,0
51,47,2,3
0,56,40,6
23,88,20,4
57,73,0,5
49,33,0,3
42,44,0,3
50,75,22,4
69,10,23,1
75,64,25,1
48,32,100,0
40,46,100,5
79,32,26,1
7,30,35,6
10,35,5,1
26,54,1,2
0,49,24,6
44,48,0,5
73,84,29,9
37,60,35,4
49,83,100,8
24,32,100,5
0,43,41,6
65,62,6,9
0,51,25,6
33,82,100,8
0,61,22,6
30,49,1,2
35,78,100,8
14,54,3,2
0,63,30,6
75,45,21,9
90,43,34,4
49,66,29,4
66,68,48,4
38,92,21,4
71,46,29,4
58,42,9,5
16,80,93,0
19,66,0,2
47,40,13,3
82,65,27,1
76,87,6,9
0,25,33,7
0,50,24,2
0,44,37,7
2,81,77,0
37,85,29,4
5,47,19,2
36,46,100,5
0,62,35,6
74,75,25,1
33,47,0,2
0,92,33,7
72,43,27,4
79,56,49,4
87,62,29,1
35,77,32,4
60,40,7,5
64,52,0,9
52,50,0,9
60,54,20,1
38,46,0,3
0,94,38,7
0,47,40,7
0,89,38,7
29,81,100,0
30,94,33,4
16,64,5,2
43,51,0,3
35,96,41,4
18,40,27,7
64,20,71,0
75,37,38,4
34,22,0,3
15,70,19,6
12,50,6,2
25,51,2,1
38,57,1,3
74,65,23,1
6,100,82,0
25,69,34,8
49,35,12,3
66,72,27,4
100,88,35,4
30,66,100,0
39,44,0,3
36,100,100,8
100,80,28,9
19,53,17,2
2,89,18,6
34,50,0,2
73,54,39,9
0,66,49,6
0,70,43,6
51,36,0,5
0,42,6,1
55,30,100,0
68,93,22,1
0,56,37,7
41,100,95,8
0,59,52,7
0,22,91,5
23,0,24,7
0,44,69,8
0,85,30,7
78,17,27,1
51,57,0,3
0,51,36,6
0,100,63,0
6,50,28,2
39,54,89,5
37,34,0,5
67,79,16,1
34,14,3,1
0,76,23,6
55,35,0,9
56,46,0,5
44,49,0,3
56,59,50,4
0,12,39,6
0,57,31,6
75,55,25,1
19,28,37,8
57,38,0,9
42,62,0,5
86,71,34,9
79,67,51,0
62,49,0,9
43,37,100,0
51,60,0,9
0,57,40,7
0,100,82,8
27,66,100,0
44,92,26,4
0,55,43,6
73,48,0,9
2,21,34,8
0,50,14,1
73,37,22,9
38,45,100,0
75,48,25,1
29,53,100,0
9,26,92,5
57,25,95,0
0,43,31,6
0,47,93,5
0,40,23,6
49,10,73,0
16,52,86,5
28,35,9,3
19,25,99,5
44,37,8,3
20,94,100,8
73,50,30,4
50,64,0,3
75,91,25,9
68,27,100,0
47,71,0,3
52,59,1,2
47,61,1,2
56,61,10,3
4,100,25,6
0,79,78,0
27,74,100,0
39,69,100,8
72,62,43,9
37,95,100,8
10,53,19,2
41,65,24,4
14,35,94,5
28,0,27,7
66,47,15,9
0,75,33,6
51,95,2,3
0,39,98,5
79,68,6,9
46,0,0,1
65,59,0,9
15,50,7,2
29,20,2,1
33,57,100,0
55,95,42,4
28,65,100,8
75,18,25,1
44,48,3,3
