@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R6,11,16-17'

@attribute At6 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
38,0,100,5
92,82,17,3
88,15,0,1
0,92,73,0
67,100,0,9
31,4,100,5
81,89,13,3
76,0,58,8
35,100,0,4
85,99,0,9
57,100,7,6
53,30,1,2
58,8,100,5
16,95,62,0
0,100,91,0
18,100,69,0
0,82,25,0
28,0,100,5
51,96,0,4
100,81,0,9
39,100,98,0
78,19,38,7
79,100,12,3
100,0,0,1
51,100,0,4
100,78,0,3
54,58,19,6
54,57,0,4
85,93,0,3
57,85,0,4
76,0,81,8
73,0,39,7
100,100,0,1
81,0,64,8
80,100,4,3
0,64,20,0
53,88,21,6
83,81,0,1
49,0,94,5
91,69,23,7
93,100,0,3
58,18,3,2
100,100,0,9
39,38,95,8
100,74,0,2
66,100,92,0
78,67,0,9
8,73,25,0
70,26,24,6
72,100,3,1
100,45,2,1
55,6,100,5
14,0,100,5
100,100,0,9
71,0,78,8
0,100,74,8
0,81,72,0
37,14,100,5
78,100,10,3
75,13,87,8
80,100,1,3
100,69,19,9
81,51,36,7
74,81,4,3
0,38,22,0
83,85,55,8
62,1,90,8
83,100,0,3
93,100,0,3
100,64,0,1
76,53,40,7
82,100,7,9
91,0,38,7
17,100,100,0
24,70,78,8
87,100,0,9
77,22,76,8
74,100,10,3
56,100,4,6
98,0,0,1
77,0,0,2
77,61,0,1
99,76,0,1
47,80,0,4
71,88,0,9
75,100,3,3
61,81,0,9
86,34,10,2
32,100,98,0
45,0,100,5
96,87,0,1
49,86,0,4
65,0,97,8
93,0,1,2
91,15,38,7
44,100,20,6
44,70,0,4
75,0,0,2
53,24,0,2
96,100,14,5
50,85,0,4
80,15,0,2
58,100,5,6
72,29,32,7
100,33,0,7
99,89,0,5
39,56,100,8
8,86,56,0
75,0,0,1
63,18,0,2
100,96,0,9
82,80,0,1
52,100,0,6
80,100,0,3
79,28,21,6
70,3,41,7
67,37,27,6
5,67,28,0
63,100,34,7
49,100,3,6
79,81,0,1
100,24,22,7
69,13,35,7
68,37,24,6
67,33,46,7
88,46,38,7
39,17,100,8
95,0,0,2
34,100,100,0
84,52,38,7
100,0,75,8
48,75,0,4
94,0,60,8
100,8,1,2
100,29,0,1
76,88,5,3
87,19,10,2
43,6,100,5
0,84,72,0
55,94,97,0
92,0,34,7
52,100,0,4
67,79,24,6
87,35,53,7
6,96,82,0
31,100,100,0
80,0,3,2
24,100,97,0
59,72,49,6
96,100,0,5
41,42,100,8
73,27,39,7
0,73,43,0
60,9,49,7
71,78,10,3
50,89,0,4
75,21,18,6
65,77,44,6
99,100,0,9
67,82,0,9
100,88,0,1
50,100,41,6
83,100,8,3
96,76,0,9
0,61,57,0
100,41,0,1
36,16,99,5
95,0,1,2
100,55,2,1
87,56,5,3
67,100,0,4
78,100,0,3
71,29,31,2
100,74,44,8
63,94,0,4
63,94,0,9
70,100,0,9
28,100,100,0
100,25,0,1
74,100,6,9
100,7,4,1
41,79,96,8
91,0,0,2
77,0,31,7
78,52,46,7
78,79,38,7
63,0,48,7
82,33,36,7
36,100,82,0
56,69,23,6
72,43,15,6
27,100,85,0
12,100,78,0
69,13,41,7
85,64,7,5
64,20,51,7
43,68,0,4
100,19,23,7
0,87,71,0
56,53,27,6
0,59,55,0
81,99,0,9
99,100,0,5
94,94,0,5
41,34,93,8
87,21,0,2
71,78,24,3
30,100,95,0
79,100,8,9
76,0,6,2
100,17,0,1
23,0,100,5
79,0,7,2
79,0,0,2
86,0,0,2
77,100,0,3
88,89,0,9
82,74,63,8
82,100,0,3
72,72,14,6
60,71,45,6
41,96,0,4
66,100,10,9
47,100,19,6
99,100,0,3
72,0,36,7
100,49,28,8
79,0,8,2
80,100,6,9
78,84,0,1
43,50,100,8
96,15,0,2
76,96,45,7
40,0,100,5
98,85,0,9
94,100,0,9
63,100,0,4
